GROUP,Species,Strain,Protein,DNA,GFF3,Short,TaxonGroup
OUT,Aspergillus chevalieri,M1,Aspergillus_chevalieri_M1.proteins.fa,Aspergillus_chevalieri_M1.scaffolds.fa,Aspergillus_chevalieri_M1.gff3,Aspeche2,Eurotiales
OUT,Aspergillus chevalieri,,Aspergillus_chevalieri.proteins.fa,Aspergillus_chevalieri.scaffolds.fa,Aspergillus_chevalieri.gff3,Aspechev,Eurotiales
OUT,Aspergillus clavatus,NRRL 1,Aspergillus_clavatus_NRRL_1.proteins.fa,Aspergillus_clavatus_NRRL_1.scaffolds.fa,Aspergillus_clavatus_NRRL_1.gff3,Aspecla2,Eurotiales
OUT,Aspergillus clavatus,M-2-1,Aspergillus_clavatus_M-2-1.proteins.fa,Aspergillus_clavatus_M-2-1.scaffolds.fa,Aspergillus_clavatus_M-2-1.gff3,Aspeclav,Eurotiales
OUT,Aspergillus conjunctus,NRRL 5080,Aspergillus_conjunctus_NRRL_5080.proteins.fa,Aspergillus_conjunctus_NRRL_5080.scaffolds.fa,Aspergillus_conjunctus_NRRL_5080.gff3,Aspeconj,Eurotiales
OUT,Aspergillus costaricensis,FKII-L6-BK-DRAB1,Aspergillus_costaricensis_FKII-L6-BK-DRAB1.proteins.fa,Aspergillus_costaricensis_FKII-L6-BK-DRAB1.scaffolds.fa,Aspergillus_costaricensis_FKII-L6-BK-DRAB1.gff3,Aspecos2,Eurotiales
OUT,Aspergillus costaricensis,CBS 115574,Aspergillus_costaricensis_CBS_115574.proteins.fa,Aspergillus_costaricensis_CBS_115574.scaffolds.fa,Aspergillus_costaricensis_CBS_115574.gff3,Aspecost,Eurotiales
OUT,Aspergillus cristatus,S2702,Aspergillus_cristatus_S2702.proteins.fa,Aspergillus_cristatus_S2702.scaffolds.fa,Aspergillus_cristatus_S2702.gff3,Aspecr10,Eurotiales
OUT,Aspergillus cristatus,YKY807,Aspergillus_cristatus_YKY807.proteins.fa,Aspergillus_cristatus_YKY807.scaffolds.fa,Aspergillus_cristatus_YKY807.gff3,Aspecr11,Eurotiales
OUT,Aspergillus creber,HOSP050413_5_135,Aspergillus_creber_HOSP050413_5_135.proteins.fa,Aspergillus_creber_HOSP050413_5_135.scaffolds.fa,Aspergillus_creber_HOSP050413_5_135.gff3,Aspecreb,Eurotiales
OUT,Aspergillus croceus,JS3-P1,Aspergillus_croceus_JS3-P1.proteins.fa,Aspergillus_croceus_JS3-P1.scaffolds.fa,Aspergillus_croceus_JS3-P1.gff3,Aspecroc,Eurotiales
OUT,Aspergillus crustosus,CBS 478.65,Aspergillus_crustosus_CBS_478.65.proteins.fa,Aspergillus_crustosus_CBS_478.65.scaffolds.fa,Aspergillus_crustosus_CBS_478.65.gff3,Aspecrus,Eurotiales
OUT,Aspergillus cvjetkovicii,NRRL 227,Aspergillus_cvjetkovicii_NRRL_227.proteins.fa,Aspergillus_cvjetkovicii_NRRL_227.scaffolds.fa,Aspergillus_cvjetkovicii_NRRL_227.gff3,Aspecvje,Eurotiales
OUT,Aspergillus destruens,EXF-7651,Aspergillus_destruens_EXF-7651.proteins.fa,Aspergillus_destruens_EXF-7651.scaffolds.fa,Aspergillus_destruens_EXF-7651.gff3,Aspedes2,Eurotiales
OUT,Aspergillus desertorum,CBS 653.73,Aspergillus_desertorum_CBS_653.73.proteins.fa,Aspergillus_desertorum_CBS_653.73.scaffolds.fa,Aspergillus_desertorum_CBS_653.73.gff3,Aspedese,Eurotiales
OUT,Aspergillus destruens,EXF-10360,Aspergillus_destruens_EXF-10360.proteins.fa,Aspergillus_destruens_EXF-10360.scaffolds.fa,Aspergillus_destruens_EXF-10360.gff3,Aspedest,Eurotiales
OUT,Aspergillus diversus,NRRL 5074,Aspergillus_diversus_NRRL_5074.proteins.fa,Aspergillus_diversus_NRRL_5074.scaffolds.fa,Aspergillus_diversus_NRRL_5074.gff3,Aspedive,Eurotiales
OUT,Aspergillus egyptiacus,CBS 656.73,Aspergillus_egyptiacus_CBS_656.73.proteins.fa,Aspergillus_egyptiacus_CBS_656.73.scaffolds.fa,Aspergillus_egyptiacus_CBS_656.73.gff3,Aspeegyp,Eurotiales
OUT,Aspergillus elegans,IMI 345568,Aspergillus_elegans_IMI_345568.proteins.fa,Aspergillus_elegans_IMI_345568.scaffolds.fa,Aspergillus_elegans_IMI_345568.gff3,Aspeeleg,Eurotiales
OUT,Aspergillus ellipticus,CBS 707.79,Aspergillus_ellipticus_CBS_707.79.proteins.fa,Aspergillus_ellipticus_CBS_707.79.scaffolds.fa,Aspergillus_ellipticus_CBS_707.79.gff3,Aspeelli,Eurotiales
OUT,Aspergillus eucalypticola,CBS 122712,Aspergillus_eucalypticola_CBS_122712.proteins.fa,Aspergillus_eucalypticola_CBS_122712.scaffolds.fa,Aspergillus_eucalypticola_CBS_122712.gff3,Aspeeuca,Eurotiales
OUT,Aspergillus falconensis,CBS 271.91,Aspergillus_falconensis_CBS_271.91.proteins.fa,Aspergillus_falconensis_CBS_271.91.scaffolds.fa,Aspergillus_falconensis_CBS_271.91.gff3,Aspefalc,Eurotiales
OUT,Aspergillus felis,CNM-CM7691,Aspergillus_felis_CNM-CM7691.proteins.fa,Aspergillus_felis_CNM-CM7691.scaffolds.fa,Aspergillus_felis_CNM-CM7691.gff3,Aspefel2,Eurotiales
OUT,Aspergillus felis,T4_F18,Aspergillus_felis_T4_F18.proteins.fa,Aspergillus_felis_T4_F18.scaffolds.fa,Aspergillus_felis_T4_F18.gff3,Aspefel4,Eurotiales
OUT,Aspergillus fijiensis,CY4,Aspergillus_fijiensis_CY4.proteins.fa,Aspergillus_fijiensis_CY4.scaffolds.fa,Aspergillus_fijiensis_CY4.gff3,Aspefij2,Eurotiales
OUT,Aspergillus fijiensis,CBS 313.89,Aspergillus_fijiensis_CBS_313.89.proteins.fa,Aspergillus_fijiensis_CBS_313.89.scaffolds.fa,Aspergillus_fijiensis_CBS_313.89.gff3,Aspefiji,Eurotiales
OUT,Aspergillus filifer,CBS 114510,Aspergillus_filifer_CBS_114510.proteins.fa,Aspergillus_filifer_CBS_114510.scaffolds.fa,Aspergillus_filifer_CBS_114510.gff3,Aspefili,Eurotiales
OUT,Aspergillus fischeri,NRRL4161,Aspergillus_fischeri_NRRL4161.proteins.fa,Aspergillus_fischeri_NRRL4161.scaffolds.fa,Aspergillus_fischeri_NRRL4161.gff3,Aspefis4,Eurotiales
OUT,Aspergillus fischeri,IBT 3003,Aspergillus_fischeri_IBT_3003.proteins.fa,Aspergillus_fischeri_IBT_3003.scaffolds.fa,Aspergillus_fischeri_IBT_3003.gff3,Aspefisc,Eurotiales
OUT,Aspergillus flavus,07-S-1-1-7,Aspergillus_flavus_07-S-1-1-7.proteins.fa,Aspergillus_flavus_07-S-1-1-7.scaffolds.fa,Aspergillus_flavus_07-S-1-1-7.gff3,Aspefl12,Eurotiales
OUT,Aspergillus flavus,07-S-3-1-8,Aspergillus_flavus_07-S-3-1-8.proteins.fa,Aspergillus_flavus_07-S-3-1-8.scaffolds.fa,Aspergillus_flavus_07-S-3-1-8.gff3,Aspefl17,Eurotiales
OUT,Aspergillus foetidus,LH_A311,Aspergillus_foetidus_LH_A311.proteins.fa,Aspergillus_foetidus_LH_A311.scaffolds.fa,Aspergillus_foetidus_LH_A311.gff3,Aspefoet,Eurotiales
OUT,Aspergillus fructus,NRRL 239,Aspergillus_fructus_NRRL_239.proteins.fa,Aspergillus_fructus_NRRL_239.scaffolds.fa,Aspergillus_fructus_NRRL_239.gff3,Aspefruc,Eurotiales
OUT,Aspergillus fumigatus,C-1-6s-2,Aspergillus_fumigatus_C-1-6s-2.proteins.fa,Aspergillus_fumigatus_C-1-6s-2.scaffolds.fa,Aspergillus_fumigatus_C-1-6s-2.gff3,Aspefu43,Eurotiales
OUT,Aspergillus fumigatus,F-1-4L-1,Aspergillus_fumigatus_F-1-4L-1.proteins.fa,Aspergillus_fumigatus_F-1-4L-1.scaffolds.fa,Aspergillus_fumigatus_F-1-4L-1.gff3,Aspefu73,Eurotiales
OUT,Aspergillus fumigatiaffinis,CNM-CM6457,Aspergillus_fumigatiaffinis_CNM-CM6457.proteins.fa,Aspergillus_fumigatiaffinis_CNM-CM6457.scaffolds.fa,Aspergillus_fumigatiaffinis_CNM-CM6457.gff3,Aspefum3,Eurotiales
OUT,Aspergillus fumigatiaffinis,CNM-CM6805,Aspergillus_fumigatiaffinis_CNM-CM6805.proteins.fa,Aspergillus_fumigatiaffinis_CNM-CM6805.scaffolds.fa,Aspergillus_fumigatiaffinis_CNM-CM6805.gff3,Aspefum4,Eurotiales
OUT,Aspergillus glaucus,CBS 516.65,Aspergillus_glaucus_CBS_516.65.proteins.fa,Aspergillus_glaucus_CBS_516.65.scaffolds.fa,Aspergillus_glaucus_CBS_516.65.gff3,Aspeglau,Eurotiales
OUT,Aspergillus haitiensis,NRRL 4568,Aspergillus_haitiensis_NRRL_4568.proteins.fa,Aspergillus_haitiensis_NRRL_4568.scaffolds.fa,Aspergillus_haitiensis_NRRL_4568.gff3,Aspehait,Eurotiales
OUT,Blastomyces dermatitidis,ATCC 18187,Blastomyces_dermatitidis_ATCC_18187.proteins.fa,Blastomyces_dermatitidis_ATCC_18187.scaffolds.fa,Blastomyces_dermatitidis_ATCC_18187.gff3,Blasder2,Onygenales
OUT,Blastomyces dermatitidis,23166,Blastomyces_dermatitidis_23166.proteins.fa,Blastomyces_dermatitidis_23166.scaffolds.fa,Blastomyces_dermatitidis_23166.gff3,Blasderm,Onygenales
OUT,Blastomyces emzantsi,MRL_BACN3,Blastomyces_emzantsi_MRL_BACN3.proteins.fa,Blastomyces_emzantsi_MRL_BACN3.scaffolds.fa,Blastomyces_emzantsi_MRL_BACN3.gff3,Blasemz2,Onygenales
OUT,Blastomyces emzantsi,MRL_BACN2,Blastomyces_emzantsi_MRL_BACN2.proteins.fa,Blastomyces_emzantsi_MRL_BACN2.scaffolds.fa,Blastomyces_emzantsi_MRL_BACN2.gff3,Blasemza,Onygenales
OUT,Blastomyces gilchristii,SLH14081,Blastomyces_gilchristii_SLH14081.proteins.fa,Blastomyces_gilchristii_SLH14081.scaffolds.fa,Blastomyces_gilchristii_SLH14081.gff3,Blasgil2,Onygenales
OUT,Blastomyces gilchristii,23019,Blastomyces_gilchristii_23019.proteins.fa,Blastomyces_gilchristii_23019.scaffolds.fa,Blastomyces_gilchristii_23019.gff3,Blasgilc,Onygenales
OUT,Blastomyces parvus,UAMH130,Blastomyces_parvus_UAMH130.proteins.fa,Blastomyces_parvus_UAMH130.scaffolds.fa,Blastomyces_parvus_UAMH130.gff3,Blasparv,Onygenales
OUT,Blastomyces percursus,MRL_BP1777,Blastomyces_percursus_MRL_BP1777.proteins.fa,Blastomyces_percursus_MRL_BP1777.scaffolds.fa,Blastomyces_percursus_MRL_BP1777.gff3,Blasper2,Onygenales
OUT,Blastomyces percursus,MRL_BPCN13,Blastomyces_percursus_MRL_BPCN13.proteins.fa,Blastomyces_percursus_MRL_BPCN13.scaffolds.fa,Blastomyces_percursus_MRL_BPCN13.gff3,Blasper3,Onygenales
OUT,Blastomyces silverae,UAMH 139,Blastomyces_silverae_UAMH_139.proteins.fa,Blastomyces_silverae_UAMH_139.scaffolds.fa,Blastomyces_silverae_UAMH_139.gff3,Blassilv,Onygenales
OUT,Coccidioides immitis,RS,Coccidioides_immitis_RS.proteins.fa,Coccidioides_immitis_RS.scaffolds.fa,Coccidioides_immitis_RS.gff3,Coccimm4,Onygenales
OUT,Coccidioides immitis,,Coccidioides_immitis.proteins.fa,Coccidioides_immitis.scaffolds.fa,Coccidioides_immitis.gff3,Coccimmi,Onygenales
OUT,Coccidioides posadasii,CPA 0066,Coccidioides_posadasii_CPA_0066.proteins.fa,Coccidioides_posadasii_CPA_0066.scaffolds.fa,Coccidioides_posadasii_CPA_0066.gff3,Coccpos6,Onygenales
OUT,Coccidioides posadasii,RMSCC 1038,Coccidioides_posadasii_RMSCC_1038.proteins.fa,Coccidioides_posadasii_RMSCC_1038.scaffolds.fa,Coccidioides_posadasii_RMSCC_1038.gff3,Coccpos8,Onygenales
OUT,Emergomyces africanus,CBS 136260,Emergomyces_africanus_CBS_136260.proteins.fa,Emergomyces_africanus_CBS_136260.scaffolds.fa,Emergomyces_africanus_CBS_136260.gff3,Emerafri,Onygenales
OUT,Emergomyces orientalis,5z489,Emergomyces_orientalis_5z489.proteins.fa,Emergomyces_orientalis_5z489.scaffolds.fa,Emergomyces_orientalis_5z489.gff3,Emerorie,Onygenales
OUT,Emergomyces pasteurianus,UAMH 9510,Emergomyces_pasteurianus_UAMH_9510.proteins.fa,Emergomyces_pasteurianus_UAMH_9510.scaffolds.fa,Emergomyces_pasteurianus_UAMH_9510.gff3,Emerpast,Onygenales
OUT,Emmonsia crescens,UAMH4076,Emmonsia_crescens_UAMH4076.proteins.fa,Emmonsia_crescens_UAMH4076.scaffolds.fa,Emmonsia_crescens_UAMH4076.gff3,Emmocres,Onygenales
OUT,Emmonsiellopsis sp. PD_33,PD_33,Emmonsiellopsis_sp._PD_33_PD_33.proteins.fa,Emmonsiellopsis_sp._PD_33_PD_33.scaffolds.fa,Emmonsiellopsis_sp._PD_33_PD_33.gff3,Emmosp,Onygenales
OUT,Emmonsiellopsis sp. PD_5,PD_5,Emmonsiellopsis_sp._PD_5_PD_5.proteins.fa,Emmonsiellopsis_sp._PD_5_PD_5.scaffolds.fa,Emmonsiellopsis_sp._PD_5_PD_5.gff3,Emmosp2,Onygenales
OUT,Emydomyces testavorans,16-2883,Emydomyces_testavorans_16-2883.proteins.fa,Emydomyces_testavorans_16-2883.scaffolds.fa,Emydomyces_testavorans_16-2883.gff3,Emydtest,Onygenales
OUT,Endocarpon pusillum,Z07020,Endocarpon_pusillum_Z07020.proteins.fa,Endocarpon_pusillum_Z07020.scaffolds.fa,Endocarpon_pusillum_Z07020.gff3,Endopus2,Verrucariales
OUT,Endocarpon pusillum,KoLRI No. LF000583,Endocarpon_pusillum_KoLRI_No._LF000583.proteins.fa,Endocarpon_pusillum_KoLRI_No._LF000583.scaffolds.fa,Endocarpon_pusillum_KoLRI_No._LF000583.gff3,Endopusi,Verrucariales
OUT,Epidermophyton floccosum,E1d,Epidermophyton_floccosum_E1d.proteins.fa,Epidermophyton_floccosum_E1d.scaffolds.fa,Epidermophyton_floccosum_E1d.gff3,Epidfloc,Onygenales
OUT,Eurotiomycetes sp.,CG19_WC_8_21_14_NA_150_52_20,Eurotiomycetes_sp._CG19_WC_8_21_14_NA_150_52_20.proteins.fa,Eurotiomycetes_sp._CG19_WC_8_21_14_NA_150_52_20.scaffolds.fa,Eurotiomycetes_sp._CG19_WC_8_21_14_NA_150_52_20.gff3,Eurosp3,Eurotiomycetes
OUT,Eurotiomycetes sp.,CG19_WC_8_21_14_NA_150_52_33,Eurotiomycetes_sp._CG19_WC_8_21_14_NA_150_52_33.proteins.fa,Eurotiomycetes_sp._CG19_WC_8_21_14_NA_150_52_33.scaffolds.fa,Eurotiomycetes_sp._CG19_WC_8_21_14_NA_150_52_33.gff3,Eurosp4,Eurotiomycetes
OUT,Helicocarpus griseus,UAMH5409,Helicocarpus_griseus_UAMH5409.proteins.fa,Helicocarpus_griseus_UAMH5409.scaffolds.fa,Helicocarpus_griseus_UAMH5409.gff3,Heligris,Onygenales
OUT,Histoplasma ohiense,G217B-UCSF2,Histoplasma_ohiense_G217B-UCSF2.proteins.fa,Histoplasma_ohiense_G217B-UCSF2.scaffolds.fa,Histoplasma_ohiense_G217B-UCSF2.gff3,Histohie,Onygenales
OUT,Malbranchea zuffiana,CBS 219.58,Malbranchea_zuffiana_CBS_219.58.proteins.fa,Malbranchea_zuffiana_CBS_219.58.scaffolds.fa,Malbranchea_zuffiana_CBS_219.58.gff3,Malbzuff,Onygenales
OUT,Microsporum audouinii,IHEM 2214,Microsporum_audouinii_IHEM_2214.proteins.fa,Microsporum_audouinii_IHEM_2214.scaffolds.fa,Microsporum_audouinii_IHEM_2214.gff3,Micraud2,Onygenales
OUT,Microsporum audouinii,CBS 119449,Microsporum_audouinii_CBS_119449.proteins.fa,Microsporum_audouinii_CBS_119449.scaffolds.fa,Microsporum_audouinii_CBS_119449.gff3,Micraudo,Onygenales
OUT,Microsporum canis,CBS 566.80,Microsporum_canis_CBS_566.80.proteins.fa,Microsporum_canis_CBS_566.80.scaffolds.fa,Microsporum_canis_CBS_566.80.gff3,Micrcan3,Onygenales
OUT,Microsporum canis,BMU 08359,Microsporum_canis_BMU_08359.proteins.fa,Microsporum_canis_BMU_08359.scaffolds.fa,Microsporum_canis_BMU_08359.gff3,Micrcani,Onygenales
OUT,Microsporum ferrugineum,M1a,Microsporum_ferrugineum_M1a.proteins.fa,Microsporum_ferrugineum_M1a.scaffolds.fa,Microsporum_ferrugineum_M1a.gff3,Micrfer2,Onygenales
OUT,Microsporum ferrugineum,CBS 497.48,Microsporum_ferrugineum_CBS_497.48.proteins.fa,Microsporum_ferrugineum_CBS_497.48.scaffolds.fa,Microsporum_ferrugineum_CBS_497.48.gff3,Micrferr,Onygenales
OUT,Nannizziopsis barbatae,USC001,Nannizziopsis_barbatae_USC001.proteins.fa,Nannizziopsis_barbatae_USC001.scaffolds.fa,Nannizziopsis_barbatae_USC001.gff3,Nannbarb,Onygenales
OUT,Nannizzia gypsea,CBS 118893,Nannizzia_gypsea_CBS_118893.proteins.fa,Nannizzia_gypsea_CBS_118893.scaffolds.fa,Nannizzia_gypsea_CBS_118893.gff3,Nanngyps,Onygenales
OUT,Onygenales sp. PD_10,PD_10,Onygenales_sp._PD_10_PD_10.proteins.fa,Onygenales_sp._PD_10_PD_10.scaffolds.fa,Onygenales_sp._PD_10_PD_10.gff3,Onygsp,Onygenales
OUT,Onygenales sp. PD_12,PD_12,Onygenales_sp._PD_12_PD_12.proteins.fa,Onygenales_sp._PD_12_PD_12.scaffolds.fa,Onygenales_sp._PD_12_PD_12.gff3,Onygsp2,Onygenales
OUT,Onygenales sp. PD_40,PD_40,Onygenales_sp._PD_40_PD_40.proteins.fa,Onygenales_sp._PD_40_PD_40.scaffolds.fa,Onygenales_sp._PD_40_PD_40.gff3,Onygsp3,Onygenales
OUT,Ophidiomyces ophidiicola,UAMH 6642,Ophidiomyces_ophidiicola_UAMH_6642.proteins.fa,Ophidiomyces_ophidiicola_UAMH_6642.scaffolds.fa,Ophidiomyces_ophidiicola_UAMH_6642.gff3,Ophiop13,Onygenales
OUT,Ophidiomyces ophidiicola,NWHC 44736-87,Ophidiomyces_ophidiicola_NWHC_44736-87.proteins.fa,Ophidiomyces_ophidiicola_NWHC_44736-87.scaffolds.fa,Ophidiomyces_ophidiicola_NWHC_44736-87.gff3,Ophioph7,Onygenales
OUT,Paracoccidioides lutzii,7730,Paracoccidioides_lutzii_7730.proteins.fa,Paracoccidioides_lutzii_7730.scaffolds.fa,Paracoccidioides_lutzii_7730.gff3,Paralutz,Onygenales
OUT,Paracoccidioides restrepoana,Pb-DRQ,Paracoccidioides_restrepoana_Pb-DRQ.proteins.fa,Paracoccidioides_restrepoana_Pb-DRQ.scaffolds.fa,Paracoccidioides_restrepoana_Pb-DRQ.gff3,Pararest,Onygenales
OUT,Paracladophialophora sp. BF16,BF16,Paracladophialophora_sp._BF16_BF16.proteins.fa,Paracladophialophora_sp._BF16_BF16.scaffolds.fa,Paracladophialophora_sp._BF16_BF16.gff3,Parasp,Paracladophialophora
OUT,Paracoccidioides sp. IMR-M-Pb 369,IMR-M-Pb 369,Paracoccidioides_sp._IMR-M-Pb_369_IMR-M-Pb_369.proteins.fa,Paracoccidioides_sp._IMR-M-Pb_369_IMR-M-Pb_369.scaffolds.fa,Paracoccidioides_sp._IMR-M-Pb_369_IMR-M-Pb_369.gff3,Parasp2,Onygenales
OUT,Paracoccidioides venezuelensis,T2V2,Paracoccidioides_venezuelensis_T2V2.proteins.fa,Paracoccidioides_venezuelensis_T2V2.scaffolds.fa,Paracoccidioides_venezuelensis_T2V2.gff3,Paravene,Onygenales
OUT,Phaeomoniella chlamydospora,UCRPC4,Phaeomoniella_chlamydospora_UCRPC4.proteins.fa,Phaeomoniella_chlamydospora_UCRPC4.scaffolds.fa,Phaeomoniella_chlamydospora_UCRPC4.gff3,Phaechla,Phaeomoniellales
OUT,Pyrenula aspistea,KRB14,Pyrenula_aspistea_KRB14.proteins.fa,Pyrenula_aspistea_KRB14.scaffolds.fa,Pyrenula_aspistea_KRB14.gff3,Pyreaspi,Pyrenulales
OUT,Pyrenula massariospora,TSL107,Pyrenula_massariospora_TSL107.proteins.fa,Pyrenula_massariospora_TSL107.scaffolds.fa,Pyrenula_massariospora_TSL107.gff3,Pyremass,Pyrenulales
OUT,Trichophyton concentricum,aejpx,Trichophyton_concentricum_aejpx.proteins.fa,Trichophyton_concentricum_aejpx.scaffolds.fa,Trichophyton_concentricum_aejpx.gff3,Triccon3,Onygenales
OUT,Aspergillus fumigatus,Af293,Aspergillus_fumigatus_Af293.pep.fa,Aspergillus_fumigatus_Af293.dna.fa,,Afum,Eurotiales
OUT,Zymoseptoria tritici,,Zymoseptoria_tritici.proteins.fa,Zymoseptoria_tritici.scaffolds.fa,Zymoseptoria_tritici.gff3,Ztri,Dothideomycetes
OUT,Coccidioides immitis,WA_211,Coccidioides_immitis_WA_211.proteins.fa,Coccidioides_immitis_WA_211.scaffolds.fa,Coccidioides_immitis_WA_211.gff3,Cimm,Onygenales
