label	family	Short	species	contig	start	overlapping_gene	overlapping_family	overlapping_is_het_nlr
H029	SDVA38|CE6DD8A_000803-T1	SA12	Cp	scaffold_159	30474	SA12|CFC3208_007584-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	SA14	Cp	scaffold_109	51820	SA14|C329EDE_006670-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	SDVA45	Cp	scaffold_42	54412	SDVA45|CFD794D_002636-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	SOIL_407-0_L_OLD_CPA0001	Cp	scaffold_133	30446	SOIL_407-0_L_OLD_CPA0001|CB07E82_002324-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	SOIL_485B-0_L_OLD_CPA0020	Cp	scaffold_121	30474	SOIL_485B-0_L_OLD_CPA0020|C06307D_007088-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	San_Antonio_1	Cp	scaffold_65	30481	San_Antonio_1|C3D3187_007366-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	Sonora_2	Cp	scaffold_82	53898	Sonora_2|CB65637_007028-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	TX1	Cp	scaffold_66	76329	TX1|C9D0C3F_005469-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	Tucson_15	Cp	scaffold_85	57134	Tucson_15|C105C70_007583-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	Tucson_20	Cp	scaffold_91	30486	Tucson_20|C33007F_008058-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	Tucson_24	Cp	scaffold_80	65469	Tucson_24|C55FEA8_007239-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	UCSF_Cp_Silveira	Cp	scaffold_98	51771	UCSF_Cp_Silveira|C282BBF_007691-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	UTAH_20380X1	Cp	scaffold_53	123066	UTAH_20380X1|CF4A409_007017-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	UTAH_23742X163	Cp	scaffold_2	53515	UTAH_23742X163|C743B9F_000223-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	UTAH_23742X165	Cp	scaffold_12	18174	UTAH_23742X165|CD81EC9_001440-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	UTAH_23742X19	Cp	scaffold_48	54808	UTAH_23742X19|C3C7630_003327-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	UTAH_23742X209	Cp	scaffold_64	51677	UTAH_23742X209|C79CE6E_006286-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	UTAH_23742X40	Cp	scaffold_2	565694	UTAH_23742X40|CD549F8_000490-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	UTAH_23742X44	Cp	scaffold_88	82083	UTAH_23742X44|CC2E89F_006649-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	UTAH_23742X6	Cp	scaffold_245	33339	UTAH_23742X6|CAC50EA_006814-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	UTAH_23742X83	Cp	scaffold_47	163250	UTAH_23742X83|CCC3ED1_005047-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	UTAH_23742X84	Cp	scaffold_23	116331	UTAH_23742X84|C8152C6_003190-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	UTAH_9443	Cp	scaffold_189	21877	UTAH_9443|C5C7054_006776-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	UTAH_9737	Cp	scaffold_58	54195	UTAH_9737|C729F85_004864-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	VFC083	Cp	scaffold_86	8602	VFC083|C004E0E_002589-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	VFC087	Cp	scaffold_30	60634	VFC087|C3E4CEC_003607-T1	H030	True
H029	SDVA38|CE6DD8A_000803-T1	VFC090	Cp	scaffold_76	57413	VFC090|C1E875D_005581-T1	H030	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	407-0_S_OLD_CPA0002	Cp	scaffold_6	297487	407-0_S_OLD_CPA0002|C577643_001037-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	407-1_S_OLD_CPA0004	Cp	scaffold_40	183426	407-1_S_OLD_CPA0004|CC44035_004401-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	409B-0_L_OLD_CPA0011	Cp	scaffold_5	105877	409B-0_L_OLD_CPA0011|C90261E_000476-T1;409B-0_L_OLD_CPA0011|C90261E_000477-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	485B-0_S_OLD_CPA0021	Cp	scaffold_17	68605	485B-0_S_OLD_CPA0021|CFE8A8D_002162-T1;485B-0_S_OLD_CPA0021|CFE8A8D_002163-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	573-1_L_NEW_CPA0031	Cp	scaffold_41	59905	573-1_L_NEW_CPA0031|C24A26E_004226-T1;573-1_L_NEW_CPA0031|C24A26E_004227-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	574-0_S_OLD_CPA0039	Cp	scaffold_6	125782	574-0_S_OLD_CPA0039|C27CBD2_001105-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	578-1_L_NEW_CPA0049_alt	Cp	scaffold_18	30898	578-1_L_NEW_CPA0049_alt|C8EFFFA_002420-T1;578-1_L_NEW_CPA0049_alt|C8EFFFA_002421-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B0858-Guatemala	Cp	scaffold_51	57400	B0858-Guatemala|CBD0EE9_001258-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B11199	Cp	scaffold_475	3293	B11199|C018C7F_008258-T1;B11199|C018C7F_008259-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B12471	Cp	scaffold_5	176100	B12471|CD39253_000388-T1;B12471|CD39253_000389-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B15368	Ci	scaffold_45	159977	B15368|C7009D6_003460-T1;B15368|C7009D6_003461-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B16293	Cp	scaffold_149	52972	B16293|C591B16_006726-T1;B16293|C591B16_006727-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3203	Cp	scaffold_20	319151	B3203|C5B81D8_003256-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3215	Cp	scaffold_9	173439	B3215|C363309_001772-T1;B3215|C363309_001773-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3220	Cp	scaffold_9	560409	B3220|CA97D76_002384-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3222	Cp	scaffold_30	282917	B3222|C3A673A_004605-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3227	Cp	scaffold_2	213985	B3227|CCB7E5E_000291-T1;B3227|CCB7E5E_000292-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3236	Cp	scaffold_8	123376	B3236|C8950A4_001280-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3269	Cp	scaffold_4	241700	B3269|C180A32_000754-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3276	Cp	scaffold_1	532551	B3276|C38AD85_000198-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3284	Cp	scaffold_12	295139	B3284|C06FDAE_001828-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3292	Cp	scaffold_3	527020	B3292|C780200_000611-T1;B3292|C780200_000612-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3301	Cp	scaffold_17	213144	B3301|C251A4F_002708-T1;B3301|C251A4F_002709-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3310	Cp	scaffold_2	591991	B3310|C2B8E97_000529-T1;B3310|C2B8E97_000530-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3314	Cp	scaffold_20	135416	B3314|CBC6125_003480-T1;B3314|CBC6125_003481-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3341	Cp	scaffold_1	227302	B3341|C5A12A5_000075-T1;B3341|C5A12A5_000076-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3345	Cp	scaffold_5	249922	B3345|CC9C02F_001360-T1;B3345|CC9C02F_001361-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3375	Cp	scaffold_2	241306	B3375|C769598_000460-T1;B3375|C769598_000461-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3398	Cp	scaffold_12	208295	B3398|C1EFAD8_002326-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3482	Cp	scaffold_32	9095	B3482|C59F6A8_002742-T1;B3482|C59F6A8_002743-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3491	Cp	scaffold_31	246798	B3491|C53B4A4_004186-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B3492	Cp	scaffold_3	413893	B3492|C66B44B_000503-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	BFF340	Cp	scaffold_1	202569	BFF340|CF945FD_000073-T1;BFF340|CF945FD_000074-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	CA17	Ci	scaffold_2	67306	CA17|C6A2BBC_000207-T1;CA17|C6A2BBC_000208-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	COCPO_103744	Cp	scaffold_3	147929	COCPO_103744|CB62C31_000318-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	COCPO_175712	Cp	scaffold_32	57477	COCPO_175712|C8DED30_003003-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	COCPO_175714	Cp	scaffold_91	13190	COCPO_175714|C2600DC_005033-T1;COCPO_175714|C2600DC_005034-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	COCPO_185672	Cp	scaffold_15	121382	COCPO_185672|C8C6138_002397-T1;COCPO_185672|C8C6138_002398-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	COCPO_Galgiani	Cp	scaffold_43	75689	COCPO_Galgiani|CF9E767_006266-T1;COCPO_Galgiani|CF9E767_006267-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Colorado_Springs_1	Cp	scaffold_7	448611	Colorado_Springs_1|C7EBB41_001799-T1;Colorado_Springs_1|C7EBB41_001800-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	FMC449	Cp	scaffold_67	9072	FMC449|C89071A_002759-T1;FMC449|C89071A_002760-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	GT-101	Cp	scaffold_1	314937	GT-101|C4EFBB3_000125-T1;GT-101|C4EFBB3_000126-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	GT-103	Cp	scaffold_9	343852	GT-103|C8B8F98_001476-T1;GT-103|C8B8F98_001477-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	GT-114	Ci	scaffold_7	348453	GT-114|CAF5367_001309-T1;GT-114|CAF5367_001310-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	GT-115	Cp	scaffold_23	244891	GT-115|CC09D99_003277-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	GT-124	Cp	scaffold_30	129133	GT-124|CCCCC48_003989-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	GT-128	Ci	scaffold_41	25768	GT-128|C01BA78_005091-T1;GT-128|C01BA78_005092-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	GT-131	Cp	scaffold_8	148439	GT-131|C0FAE91_001470-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	GT-134	Cp	scaffold_30	38824	GT-134|CE60774_004062-T1;GT-134|CE60774_004063-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	GT-145	Cp	scaffold_2	245157	GT-145|CFB659F_000270-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	GT-148	Cp	scaffold_24	127230	GT-148|C69656F_002997-T1;GT-148|C69656F_002998-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	GT-158	Cp	scaffold_10	238658	GT-158|C010C21_001407-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	GT-159	Cp	scaffold_42	132234	GT-159|C9EA1EE_004604-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	GT-164	Cp	scaffold_6	270620	GT-164|C437F43_001133-T1;GT-164|C437F43_001134-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	GT-168	Cp	scaffold_13	38800	GT-168|C1BCFDC_001929-T1;GT-168|C1BCFDC_001930-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	IL1	Cp	scaffold_15	221052	IL1|C81A900_001465-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	M199	Cp	scaffold_6	11275	M199|C82F880_000787-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	M200	Cp	scaffold_8	145808	M200|CBE0E26_001233-T1;M200|CBE0E26_001234-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	M201	Cp	scaffold_40	148149	M201|C283492_005162-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	M221	Cp	scaffold_10	427419	M221|CDACC35_002514-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	M222	Cp	scaffold_31	59422	M222|CDCA80C_005396-T1;M222|CDCA80C_005397-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Michoacan_2	Ci	scaffold_9	8902			False
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	NM_9837	Cp	scaffold_14	13187	NM_9837|CEFF44F_001364-T1;NM_9837|CEFF44F_001365-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Nuevo_Leon_2	Cp	scaffold_36	60404	Nuevo_Leon_2|CB39D8F_001447-T1;Nuevo_Leon_2|CB39D8F_001448-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Phoenix_1	Cp	scaffold_2	523898	Phoenix_1|CDD70D4_000539-T1;Phoenix_1|CDD70D4_000540-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Phoenix_2	Cp	scaffold_2	244287	Phoenix_2|CE7BF4E_000692-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Phoenix_5	Cp	scaffold_57	48302	Phoenix_5|CCF91B7_007302-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Phoenix_6	Cp	scaffold_9	60312	Phoenix_6|CA74E50_002197-T1;Phoenix_6|CA74E50_002198-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Phoenix_7	Cp	scaffold_2	408903	Phoenix_7|CEAC1FB_000582-T1;Phoenix_7|CEAC1FB_000583-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Phoenix_8	Cp	scaffold_2	679088	Phoenix_8|CF27C0B_000640-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	SDVA10	Cp	scaffold_4	118514	SDVA10|CE292C0_000521-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	SDVA14	Cp	scaffold_72	126520	SDVA14|C979C11_006035-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	SDVA16	Cp	scaffold_109	14612	SDVA16|C8C953C_006832-T1;SDVA16|C8C953C_006833-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	SDVA20	Cp	scaffold_13	172578	SDVA20|C001139_001835-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	SDVA26	Cp	scaffold_6	172710	SDVA26|C155182_000901-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	SDVA42	Cp	scaffold_2	540711	SDVA42|C8631F9_000364-T1;SDVA42|C8631F9_000365-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	SDVA47	Cp	scaffold_42	14581	SDVA47|C51A5F7_003120-T1;SDVA47|C51A5F7_003121-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	SDVA8	Cp	scaffold_27	239117	SDVA8|C4076F5_003148-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	SOIL_485B-0_L_OLD_CPA0020	Cp	scaffold_8	211755	SOIL_485B-0_L_OLD_CPA0020|C06307D_001115-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	SOIL_580-2_L_NEW_CPA0060	Cp	scaffold_3	30892	SOIL_580-2_L_NEW_CPA0060|CB4CF9D_000399-T1;SOIL_580-2_L_NEW_CPA0060|CB4CF9D_000400-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	SOIL_580-4_L_NEW_CPA0062	Cp	scaffold_4	235387	SOIL_580-4_L_NEW_CPA0062|C895AE2_000663-T1;SOIL_580-4_L_NEW_CPA0062|C895AE2_000664-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	S_670	Cp	scaffold_143	52992	S_670|C2DB54F_006742-T1;S_670|C2DB54F_006743-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	S_674	Cp	scaffold_253	14536	S_674|C7A8902_008021-T1;S_674|C7A8902_008022-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	S_676	Cp	scaffold_242	14512	S_676|CC5F10C_007926-T1;S_676|CC5F10C_007927-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	S_739	Cp	scaffold_62	44722	S_739|CBAF81A_004942-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	S_740	Cp	scaffold_22	165120	S_740|CA719B2_001591-T1;S_740|CA719B2_001592-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	S_741	Cp	scaffold_85	14173	S_741|CE74623_004212-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	San_Antonio_1	Cp	scaffold_3	372043	San_Antonio_1|C3D3187_000794-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Sonora_1	Cp	scaffold_22	159263	Sonora_1|C27DCDE_003311-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	TX12	Cp	scaffold_3	201966	TX12|CC2E952_000426-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	TX2	Cp	scaffold_3	514287	TX2|C022B0B_000774-T1;TX2|C022B0B_000775-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	TX4	Cp	scaffold_77	60291	TX4|CBED712_005500-T1;TX4|CBED712_005501-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	TX8	Cp	scaffold_11	127221	TX8|C5FF6CA_001272-T1;TX8|C5FF6CA_001273-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Tucson_1	Cp	scaffold_15	222640	Tucson_1|C6464A9_003443-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Tucson_10	Cp	scaffold_6	468564	Tucson_10|CEE0D8B_001624-T1;Tucson_10|CEE0D8B_001625-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Tucson_13	Cp	scaffold_14	196221	Tucson_13|CD60681_003488-T1;Tucson_13|CD60681_003489-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Tucson_18	Cp	scaffold_17	121293	Tucson_18|C70BF79_002919-T1;Tucson_18|C70BF79_002920-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Tucson_19	Cp	scaffold_5	392740	Tucson_19|C6B259C_001321-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Tucson_2	Cp	scaffold_14	274649	Tucson_2|C17EB43_003201-T1;Tucson_2|C17EB43_003202-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Tucson_21	Cp	scaffold_5	40606	Tucson_21|CE514E1_001184-T1;Tucson_21|CE514E1_001185-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Tucson_24	Cp	scaffold_21	102306	Tucson_24|C55FEA8_003203-T1;Tucson_24|C55FEA8_003204-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Tucson_3	Cp	scaffold_2	906365	Tucson_3|C06DFB4_000695-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Tucson_4	Cp	scaffold_8	526340	Tucson_4|C189EA8_002205-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Tucson_7	Cp	scaffold_4	272374	Tucson_7|CF9B415_001001-T1;Tucson_7|CF9B415_001002-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	Tucson_9	Cp	scaffold_18	246840	Tucson_9|C916DC3_003664-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	UCSF_5AZ	Cp	scaffold_3	245964	UCSF_5AZ|C4980C8_000584-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	UTAH_23742X12	Cp	scaffold_35	14570	UTAH_23742X12|C5A33A5_001953-T1;UTAH_23742X12|C5A33A5_001954-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	UTAH_23742X163	Cp	scaffold_3	225469	UTAH_23742X163|C743B9F_000465-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	UTAH_23742X168	Cp	scaffold_57	146676	UTAH_23742X168|C0A746B_004019-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	UTAH_23742X18	Cp	scaffold_19	228012	UTAH_23742X18|C9DE5DC_002678-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	UTAH_23742X195	Cp	scaffold_71	76147	UTAH_23742X195|C3F3A6B_005874-T1;UTAH_23742X195|C3F3A6B_005875-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	UTAH_23742X199	Cp	scaffold_22	9098	UTAH_23742X199|C1AC583_002745-T1;UTAH_23742X199|C1AC583_002746-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	UTAH_23742X253	Cp	scaffold_99	53212	UTAH_23742X253|C9A1B20_005334-T1;UTAH_23742X253|C9A1B20_005335-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	UTAH_23742X38	Cp	scaffold_1	181311	UTAH_23742X38|CD23EB4_000069-T1;UTAH_23742X38|CD23EB4_000070-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	UTAH_23742X51	Cp	scaffold_45	1063	UTAH_23742X51|C229CD7_004168-T1;UTAH_23742X51|C229CD7_004169-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	UTAH_31331	Cp	scaffold_25	174114	UTAH_31331|CD84C39_002856-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	VFC084_CPA0067	Cp	scaffold_23	52055	VFC084_CPA0067|CF11C50_000907-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	VFC085_CPA0068	Cp	scaffold_1	352711	VFC085_CPA0068|CB235D1_000130-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	VFC090	Cp	scaffold_3	185738	VFC090|C1E875D_000408-T1;VFC090|C1E875D_000409-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	VFC092	Cp	scaffold_7	173021	VFC092|C9DDB1F_000987-T1;VFC092|C9DDB1F_000988-T1	H020;H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	VFC093	Cp	scaffold_2	260867	VFC093|CEB6181_000399-T1	H018	True
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	WA31	Cp	scaffold_13	223281	WA31|C87A2FA_002233-T1	H018	True
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	578-1_L_NEW_CPA0049_alt	Cp	scaffold_57	20174	578-1_L_NEW_CPA0049_alt|C8EFFFA_005257-T1	730332_Guatemala|C45F23D_000803-T1	False
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	B0858-Guatemala	Cp	scaffold_66	35629	B0858-Guatemala|CBD0EE9_001564-T1;B0858-Guatemala|CBD0EE9_001565-T1	H049;730332_Guatemala|C45F23D_000803-T1	True
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	B10918	Cp	scaffold_80	35627	B10918|C0D9C49_002140-T1;B10918|C0D9C49_002141-T1	H049;730332_Guatemala|C45F23D_000803-T1	True
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	B14135	Ci	scaffold_58	114978	B14135|CD69CCA_004012-T1	H056	True
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	B15257	Ci	scaffold_68	29739	B15257|C0359CC_004837-T1;B15257|C0359CC_004838-T1	B3457|C4D20AE_001286-T1;H056	True
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	B3224	Cp	scaffold_20	38531	B3224|CAFF422_002492-T1	730332_Guatemala|C45F23D_000803-T1	False
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	B3246	Cp	scaffold_58	28369	B3246|C90A8A7_006417-T1	730332_Guatemala|C45F23D_000803-T1	False
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	B3476	Ci	scaffold_59	53889	B3476|CE9CA74_007058-T1;B3476|CE9CA74_007059-T1	B3457|C4D20AE_001286-T1;H056	True
