locus	species	combination	Short	contig	idx	start	end	member	family_label	is_marker	bin	het_architecture	rep_pfam
L004	Cp	H037,H062	B3375	scaffold_17	3	7313	9553	B3375|C769598_003508-T1	H062	False	singleton	WHD-Ank	Ank,Ank_2,Ank_3,Ank_4,Ank_5,WHD_GPIID
L004	Cp	H037,H062	B3375	scaffold_17	4	9574	11385	B3375|C769598_003509-T1	H037	False	singleton	PNP_UDP-NPHP3_N-NACHT	NACHT,NPHP3_N,PNP_UDP_1
L004	Cp	H037,H062	B3375	scaffold_17	5	12201	13103	B3375|C769598_003510-T1		True	core		CMAS,MTS,MetW,Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,Ubie_methyltran
L004	Cp	H037,H062	B3375	scaffold_17	6	13830	14576	B3375|C769598_003511-T1		False	singleton		
L004	Cp	H037,H062	B3375	scaffold_17	7	16692	18029	B3375|C769598_003512-T1		True	core		LRR_15
L005	Ci	H050	UTAH_20380X16	scaffold_8	297	870027	871447	UTAH_20380X16|CAD5A21_003127-T1		True	core		Metallophos
L005	Ci	H050	UTAH_20380X16	scaffold_8	298	872721	874058	UTAH_20380X16|CAD5A21_003128-T1		True	core		2OG-FeII_Oxy,DIOX_N
L005	Ci	H050	UTAH_20380X16	scaffold_8	299	874461	876069	UTAH_20380X16|CAD5A21_003129-T1		False	shell		APH,Fructosamin_kin
L005	Ci	H050	UTAH_20380X16	scaffold_8	300	876856	881929	UTAH_20380X16|CAD5A21_003130-T1	H050	False	shell	NPHP3_N-WHD	NPHP3_N,PGAP1,WHD_GPIID
L005	Ci	H050	UTAH_20380X16	scaffold_8	301	882539	883732	UTAH_20380X16|CAD5A21_003131-T1		False	shell		MFS_1,Sugar_tr,TRI12
L005	Ci	H050	UTAH_20380X16	scaffold_8	302	886600	888398	UTAH_20380X16|CAD5A21_003132-T1		True	core		p450
L005	Ci	H050	UTAH_20380X16	scaffold_8	303	889191	890734	UTAH_20380X16|CAD5A21_003133-T1		False	shell		PAN_1,PAN_3
L005	Ci	H052	UTAH_23742X153	scaffold_73	8	77693	79185	UTAH_23742X153|C767353_006795-T1		False	shell		PAN_1,PAN_3
L005	Ci	H052	UTAH_23742X153	scaffold_73	9	79978	81776	UTAH_23742X153|C767353_006796-T1		True	core		p450
L005	Ci	H052	UTAH_23742X153	scaffold_73	10	84401	85838	UTAH_23742X153|C767353_006797-T1		False	shell		MFS_1,Sugar_tr,TRI12
L005	Ci	H052	UTAH_23742X153	scaffold_73	11	86658	91783	UTAH_23742X153|C767353_006798-T1	H052	False	shell	NPHP3_N-WHD	Abhydrolase_6,DUF676,NPHP3_N,WHD_GPIID
L005	Ci	H052	UTAH_23742X153	scaffold_73	12	92826	94451	UTAH_23742X153|C767353_006799-T1		False	shell		Fructosamin_kin
L005	Ci	H052	UTAH_23742X153	scaffold_73	13	94895	96232	UTAH_23742X153|C767353_006800-T1		True	core		2OG-FeII_Oxy,DIOX_N
L005	Ci	H052	UTAH_23742X153	scaffold_73	14	101939	103364	UTAH_23742X153|C767353_006801-T1		True	core		Metallophos
L005	Ci	H054	UTAH_23742X123	scaffold_19	8	159380	161178	UTAH_23742X123|CF07388_002993-T1		True	core		p450
L005	Ci	H054	UTAH_23742X123	scaffold_19	9	163417	163768	UTAH_23742X123|CF07388_002994-T1		False	shell		
L005	Ci	H054	UTAH_23742X123	scaffold_19	10	163808	165250	UTAH_23742X123|CF07388_002995-T1		False	cloud		
L005	Ci	H054	UTAH_23742X123	scaffold_19	11	165851	170987	UTAH_23742X123|CF07388_002996-T1	H054	False	shell	NPHP3_N-WHD	ANAPC4_WD40,NPHP3_N,WHD_GPIID
L005	Ci	H054	UTAH_23742X123	scaffold_19	12	171849	173454	UTAH_23742X123|CF07388_002997-T1		False	shell		Fructosamin_kin
L005	Ci	H054	UTAH_23742X123	scaffold_19	13	174020	175359	UTAH_23742X123|CF07388_002998-T1		True	core		2OG-FeII_Oxy,DIOX_N
L005	Ci	H054	UTAH_23742X123	scaffold_19	14	176622	178040	UTAH_23742X123|CF07388_002999-T1		True	core		Metallophos
L005	Cp	H050	COCPO_Galgiani	scaffold_42	51	180762	182182	COCPO_Galgiani|CF9E767_006228-T1		True	core		Metallophos
L005	Cp	H050	COCPO_Galgiani	scaffold_42	52	183443	184785	COCPO_Galgiani|CF9E767_006229-T1		True	core		2OG-FeII_Oxy,DIOX_N
L005	Cp	H050	COCPO_Galgiani	scaffold_42	53	185175	186786	COCPO_Galgiani|CF9E767_006230-T1		False	shell		APH,Fructosamin_kin
L005	Cp	H050	COCPO_Galgiani	scaffold_42	54	187544	192594	COCPO_Galgiani|CF9E767_006231-T1	H050	False	shell	NPHP3_N-WHD	NPHP3_N,PGAP1,WHD_GPIID
L005	Cp	H050	COCPO_Galgiani	scaffold_42	55	193228	195063	COCPO_Galgiani|CF9E767_006232-T1		False	shell		MFS_1,Sugar_tr,TRI12
L005	Cp	H050	COCPO_Galgiani	scaffold_42	56	197278	199076	COCPO_Galgiani|CF9E767_006233-T1		True	core		p450
L005	Cp	H050	COCPO_Galgiani	scaffold_42	57	199283	199733	COCPO_Galgiani|CF9E767_006234-T1		False	singleton		
L005	Cp	H052	B3411	scaffold_81	6	65913	66363	B3411|CBD318B_007401-T1		False	singleton		
L005	Cp	H052	B3411	scaffold_81	7	66571	68370	B3411|CBD318B_007402-T1		True	core		p450
L005	Cp	H052	B3411	scaffold_81	8	70539	72369	B3411|CBD318B_007403-T1		False	shell		MFS_1,Sugar_tr,TRI12
L005	Cp	H052	B3411	scaffold_81	9	73238	78364	B3411|CBD318B_007404-T1	H052	False	shell	NPHP3_N-WHD	Abhydrolase_6,DUF676,NPHP3_N,WHD_GPIID
L005	Cp	H052	B3411	scaffold_81	10	79783	81049	B3411|CBD318B_007405-T1		False	shell		Fructosamin_kin
L005	Cp	H052	B3411	scaffold_81	11	81491	82830	B3411|CBD318B_007406-T1		True	core		2OG-FeII_Oxy,DIOX_N
L005	Cp	H052	B3411	scaffold_81	12	84102	85517	B3411|CBD318B_007407-T1		True	core		Metallophos
L005	Cp	H054	B3368	scaffold_44	19	76024	77439	B3368|CDD87E0_005316-T1		True	core		Metallophos
L005	Cp	H054	B3368	scaffold_44	20	78710	80053	B3368|CDD87E0_005317-T1		True	core		2OG-FeII_Oxy,DIOX_N
L005	Cp	H054	B3368	scaffold_44	21	80618	82226	B3368|CDD87E0_005318-T1		False	shell		Fructosamin_kin
L005	Cp	H054	B3368	scaffold_44	22	83070	88206	B3368|CDD87E0_005319-T1	H054	False	shell	NPHP3_N-WHD	ANAPC4_WD40,NPHP3_N,WHD_GPIID
L005	Cp	H054	B3368	scaffold_44	23	88803	90633	B3368|CDD87E0_005320-T1		False	shell		MFS_1,Sugar_tr,TRI12
L005	Cp	H054	B3368	scaffold_44	24	92845	94760	B3368|CDD87E0_005321-T1		True	core		p450
L005	Cp	H054	B3368	scaffold_44	25	94850	95300	B3368|CDD87E0_005322-T1		False	singleton		
L006	Ci	H047	UTAH_20380X16	scaffold_37	58	224121	224351	UTAH_20380X16|CAD5A21_007782-T1		False	shell		
L006	Ci	H047	UTAH_20380X16	scaffold_37	59	224747	225736	UTAH_20380X16|CAD5A21_007783-T1		True	core		1-cysPrx_C,AhpC-TSA,Redoxin
L006	Ci	H047	UTAH_20380X16	scaffold_37	60	226456	228265	UTAH_20380X16|CAD5A21_007784-T1		False	shell		Fructosamin_kin
L006	Ci	H047	UTAH_20380X16	scaffold_37	61	228968	234107	UTAH_20380X16|CAD5A21_007785-T1	H047	False	shell	NPHP3_N-WHD	NPHP3_N,WHD_GPIID
L006	Ci	H047	UTAH_20380X16	scaffold_37	62	234901	236270	UTAH_20380X16|CAD5A21_007786-T1		True	core		Aldo_ket_red
L006	Ci	H047	UTAH_20380X16	scaffold_37	63	236764	238301	UTAH_20380X16|CAD5A21_007787-T1		True	core		MFS_1,Sugar_tr
L006	Ci	H047	UTAH_20380X16	scaffold_37	64	240266	242968	UTAH_20380X16|CAD5A21_007788-T1		True	core		Kelch_KLHDC2_KLHL20_DRC7
L006	Ci	H051	UTAH_23742X227	scaffold_17	73	199239	201941	UTAH_23742X227|C6CBCE1_003377-T1		True	core		Kelch_KLHDC2_KLHL20_DRC7
L006	Ci	H051	UTAH_23742X227	scaffold_17	74	203895	205432	UTAH_23742X227|C6CBCE1_003378-T1		True	core		MFS_1,Sugar_tr
L006	Ci	H051	UTAH_23742X227	scaffold_17	75	205926	207295	UTAH_23742X227|C6CBCE1_003379-T1		True	core		Aldo_ket_red
L006	Ci	H051	UTAH_23742X227	scaffold_17	76	208068	213210	UTAH_23742X227|C6CBCE1_003380-T1	H051	False	shell	NPHP3_N-WHD	Abhydrolase_6,DUF676,NPHP3_N,WHD_GPIID
L006	Ci	H051	UTAH_23742X227	scaffold_17	77	214150	215139	UTAH_23742X227|C6CBCE1_003381-T1		True	core		1-cysPrx_C,AhpC-TSA,Redoxin
L006	Ci	H051	UTAH_23742X227	scaffold_17	78	215535	215765	UTAH_23742X227|C6CBCE1_003382-T1		False	shell		
L006	Ci	H051	UTAH_23742X227	scaffold_17	79	216536	218749	UTAH_23742X227|C6CBCE1_003383-T1		False	shell		MFS_1,Sugar_tr,TRI12
L006	Ci	H075	B15142	scaffold_49	21	52716	53492	B15142|CE5AC85_003477-T1		False	shell		
L006	Ci	H075	B15142	scaffold_49	22	54237	54641	B15142|CE5AC85_003478-T1		False	cloud		
L006	Ci	H075	B15142	scaffold_49	23	56223	57212	B15142|CE5AC85_003479-T1		True	core		1-cysPrx_C,AhpC-TSA,Redoxin
L006	Ci	H075	B15142	scaffold_49	24	58152	60702	B15142|CE5AC85_003480-T1	H075	False	singleton	NPHP3_N-WHD	Abhydrolase_6,DUF676,NPHP3_N,WHD_GPIID
L006	Ci	H075	B15142	scaffold_49	25	60751	63294	B15142|CE5AC85_003481-T1		False	singleton		
L006	Ci	H075	B15142	scaffold_49	26	64067	65436	B15142|CE5AC85_003482-T1		True	core		Aldo_ket_red
L006	Ci	H075	B15142	scaffold_49	27	65930	67467	B15142|CE5AC85_003483-T1		True	core		MFS_1,Sugar_tr
L006	Cp	H047	M221	scaffold_37	49	126425	129127	M221|CDACC35_005370-T1		True	core		Kelch_KLHDC2_KLHL20_DRC7
L006	Cp	H047	M221	scaffold_37	50	131073	132609	M221|CDACC35_005371-T1		True	core		MFS_1,Sugar_tr
L006	Cp	H047	M221	scaffold_37	51	133101	134470	M221|CDACC35_005372-T1		True	core		Aldo_ket_red
L006	Cp	H047	M221	scaffold_37	52	135260	140399	M221|CDACC35_005373-T1	H047	False	shell	NPHP3_N-WHD	NPHP3_N,WHD_GPIID
L006	Cp	H047	M221	scaffold_37	53	141107	142929	M221|CDACC35_005374-T1		False	shell		Fructosamin_kin
L006	Cp	H047	M221	scaffold_37	54	160831	161818	M221|CDACC35_005375-T1		True	core		1-cysPrx_C,AhpC-TSA,Redoxin
L006	Cp	H047	M221	scaffold_37	55	163123	165335	M221|CDACC35_005376-T1		False	shell		MFS_1,Sugar_tr,TRI12
L006	Cp	H051	COCPO_Galgiani	scaffold_52	70	186758	189460	COCPO_Galgiani|CF9E767_006938-T1		True	core		Kelch_KLHDC2_KLHL20_DRC7
L006	Cp	H051	COCPO_Galgiani	scaffold_52	71	191600	192944	COCPO_Galgiani|CF9E767_006939-T1		False	singleton		
L006	Cp	H051	COCPO_Galgiani	scaffold_52	72	193809	194800	COCPO_Galgiani|CF9E767_006940-T1		False	singleton		
L006	Cp	H051	COCPO_Galgiani	scaffold_52	73	195565	200703	COCPO_Galgiani|CF9E767_006941-T1	H051	False	shell	NPHP3_N-WHD	Abhydrolase_6,DUF676,NPHP3_N,WHD_GPIID
L006	Cp	H051	COCPO_Galgiani	scaffold_52	74	201849	202836	COCPO_Galgiani|CF9E767_006942-T1		True	core		1-cysPrx_C,AhpC-TSA,Redoxin
L006	Cp	H051	COCPO_Galgiani	scaffold_52	75	204142	206354	COCPO_Galgiani|CF9E767_006943-T1		False	shell		MFS_1,Sugar_tr,TRI12
L006	Cp	H051	COCPO_Galgiani	scaffold_52	76	209309	210003	COCPO_Galgiani|CF9E767_006944-T1		False	singleton		
L006	Cp	H065	407-1_S_OLD_CPA0004	scaffold_44	56	159318	161242	407-1_S_OLD_CPA0004|CC44035_004692-T1		False	shell		MFS_1,Sugar_tr,TRI12
L006	Cp	H065	407-1_S_OLD_CPA0004	scaffold_44	57	162834	163821	407-1_S_OLD_CPA0004|CC44035_004693-T1		True	core		1-cysPrx_C,AhpC-TSA,Redoxin
L006	Cp	H065	407-1_S_OLD_CPA0004	scaffold_44	58	164571	166396	407-1_S_OLD_CPA0004|CC44035_004694-T1		False	shell		Fructosamin_kin
L006	Cp	H065	407-1_S_OLD_CPA0004	scaffold_44	59	167104	170113	407-1_S_OLD_CPA0004|CC44035_004695-T1	H065	False	singleton	NPHP3_N-WHD	DUF676,NPHP3_N,WHD_GPIID
L006	Cp	H065	407-1_S_OLD_CPA0004	scaffold_44	60	170346	172244	407-1_S_OLD_CPA0004|CC44035_004696-T1		False	singleton		
L006	Cp	H065	407-1_S_OLD_CPA0004	scaffold_44	61	173065	174434	407-1_S_OLD_CPA0004|CC44035_004697-T1		True	core		Aldo_ket_red
L006	Cp	H065	407-1_S_OLD_CPA0004	scaffold_44	62	174924	176460	407-1_S_OLD_CPA0004|CC44035_004698-T1		True	core		MFS_1,Sugar_tr
L007	Ci	H001	UTAH_20380X16	scaffold_15	137	496795	497824	UTAH_20380X16|CAD5A21_004771-T1		False	core		
L007	Ci	H001	UTAH_20380X16	scaffold_15	138	498251	498744	UTAH_20380X16|CAD5A21_004772-T1		False	shell		
L007	Ci	H001	UTAH_20380X16	scaffold_15	139	500595	500858	UTAH_20380X16|CAD5A21_004773-T1		False	shell		
L007	Ci	H001	UTAH_20380X16	scaffold_15	140	502923	509841	UTAH_20380X16|CAD5A21_004774-T1	H001	False	core	HET-Het6_barrel	DUF8348,HET,Het-6_barrel
L007	Ci	H001	UTAH_20380X16	scaffold_15	141	510593	511788	UTAH_20380X16|CAD5A21_004775-T1		True	core		
L007	Ci	H001	UTAH_20380X16	scaffold_15	142	512822	513733	UTAH_20380X16|CAD5A21_004776-T1		True	core		adh_short,adh_short_C2
L007	Ci	H001	UTAH_20380X16	scaffold_15	143	514351	516148	UTAH_20380X16|CAD5A21_004777-T1		True	core		XPG_I_2
L007	Ci	H006	B11002	scaffold_665	0	1726	1989	B11002|C5E4193_006430-T1		False	shell		
L007	Ci	H006	B11002	scaffold_665	1	2565	2990	B11002|C5E4193_006431-T1		False	shell		
L007	Ci	H006	B11002	scaffold_665	2	4054	8617	B11002|C5E4193_006432-T1	H006	False	singleton	HET-Het6_barrel	DUF8348,HET,Het-6_barrel
L007	Ci	H006	B11002	scaffold_665	3	8795	10973	B11002|C5E4193_006433-T1		False	cloud		
L007	Ci	H006	B11002	scaffold_665	4	11725	12920	B11002|C5E4193_006434-T1		True	core		
L007	Cp	H001	COCPO_Galgiani	scaffold_2	81	393344	393667	COCPO_Galgiani|CF9E767_000450-T1		False	singleton		
L007	Cp	H001	COCPO_Galgiani	scaffold_2	82	393812	394428	COCPO_Galgiani|CF9E767_000451-T1		False	singleton		
L007	Cp	H001	COCPO_Galgiani	scaffold_2	83	395503	395871	COCPO_Galgiani|CF9E767_000452-T1		False	singleton		
L007	Cp	H001	COCPO_Galgiani	scaffold_2	84	398059	405119	COCPO_Galgiani|CF9E767_000453-T1	H001	False	core	HET-Het6_barrel	DUF8348,HET,Het-6_barrel
L007	Cp	H001	COCPO_Galgiani	scaffold_2	85	405714	406909	COCPO_Galgiani|CF9E767_000454-T1		True	core		
L007	Cp	H001	COCPO_Galgiani	scaffold_2	86	408129	409040	COCPO_Galgiani|CF9E767_000455-T1		True	core		adh_short,adh_short_C2
L007	Cp	H001	COCPO_Galgiani	scaffold_2	87	409655	411452	COCPO_Galgiani|CF9E767_000456-T1		True	core		XPG_I_2
L007	Cp	H003	B3413	scaffold_11	181	557566	558477	B3413|C774DC9_002898-T1		True	core		adh_short,adh_short_C2
L007	Cp	H003	B3413	scaffold_11	182	559708	560903	B3413|C774DC9_002899-T1		True	core		
L007	Cp	H003	B3413	scaffold_11	183	561881	565030	B3413|C774DC9_002900-T1		False	singleton		DUF8348
L007	Cp	H003	B3413	scaffold_11	184	566219	568559	B3413|C774DC9_002901-T1	H003	False	singleton	HET-Het6_barrel	HET,Het-6_barrel
L007	Cp	H003	B3413	scaffold_11	185	570765	571133	B3413|C774DC9_002902-T1		False	singleton		
L007	Cp	H003	B3413	scaffold_11	186	573126	573837	B3413|C774DC9_002903-T1		False	singleton		
L007	Cp	H003	B3413	scaffold_11	187	574831	575650	B3413|C774DC9_002904-T1		False	core		Fcf1,PIN_9
L007	Cp	H004	UTAH_20380X1	scaffold_15	102	400941	401852	UTAH_20380X1|CF4A409_003398-T1		True	core		adh_short,adh_short_C2
L007	Cp	H004	UTAH_20380X1	scaffold_15	103	403069	404156	UTAH_20380X1|CF4A409_003399-T1		True	core		
L007	Cp	H004	UTAH_20380X1	scaffold_15	104	404997	409785	UTAH_20380X1|CF4A409_003400-T1		False	singleton		DUF8348
L007	Cp	H004	UTAH_20380X1	scaffold_15	105	410494	411921	UTAH_20380X1|CF4A409_003401-T1	H004	False	singleton	HET-Het6_barrel	HET,Het-6_barrel
L007	Cp	H004	UTAH_20380X1	scaffold_15	106	414091	414459	UTAH_20380X1|CF4A409_003402-T1		False	singleton		
L007	Cp	H004	UTAH_20380X1	scaffold_15	107	415541	417163	UTAH_20380X1|CF4A409_003403-T1		False	cloud		
L007	Cp	H004	UTAH_20380X1	scaffold_15	108	418157	418976	UTAH_20380X1|CF4A409_003404-T1		False	core		Fcf1,PIN_9
L008	Ci	H028	UTAH_20380X16	scaffold_17	101	562954	564006	UTAH_20380X16|CAD5A21_005140-T1		True	core		PALP
L008	Ci	H028	UTAH_20380X16	scaffold_17	102	566632	568557	UTAH_20380X16|CAD5A21_005141-T1		True	core		Abhydrolase_3,BD-FAE,COesterase,Peptidase_S9
L008	Ci	H028	UTAH_20380X16	scaffold_17	103	569804	570710	UTAH_20380X16|CAD5A21_005142-T1		False	shell		Patatin
L008	Ci	H028	UTAH_20380X16	scaffold_17	104	570745	573348	UTAH_20380X16|CAD5A21_005143-T1	H028	False	shell	NB-ARC-TPR	AAA_16,NB-ARC,TPR_10,TPR_12,TPR_3,TPR_7,TPR_8
L008	Ci	H025	SDVA5	scaffold_4	182	502538	503124	SDVA5|C600EA0_000879-T1		False	shell		
L008	Ci	H025	SDVA5	scaffold_4	183	503748	504131	SDVA5|C600EA0_000880-T1		False	core		DUF6540
L008	Ci	H025	SDVA5	scaffold_4	184	504380	505393	SDVA5|C600EA0_000881-T1		False	core		APH
L008	Ci	H025	SDVA5	scaffold_4	185	531358	535236	SDVA5|C600EA0_000882-T1	H025	False	shell	Patatin-NB-ARC-TPR	NB-ARC,Patatin,TPR_10,TPR_12,TPR_16,TPR_7,TPR_8
L008	Ci	H025	SDVA5	scaffold_4	186	536149	538074	SDVA5|C600EA0_000883-T1		True	core		Abhydrolase_3,BD-FAE,COesterase,Peptidase_S9
L008	Ci	H025	SDVA5	scaffold_4	187	540700	541752	SDVA5|C600EA0_000884-T1		True	core		PALP
L008	Ci	H025	SDVA5	scaffold_4	188	541998	542282	SDVA5|C600EA0_000885-T1		False	shell		
L008	Cp	H025	COCPO_Galgiani	scaffold_4	22	79550	79834	COCPO_Galgiani|CF9E767_000923-T1		False	shell		
L008	Cp	H025	COCPO_Galgiani	scaffold_4	23	80080	81132	COCPO_Galgiani|CF9E767_000924-T1		True	core		PALP
L008	Cp	H025	COCPO_Galgiani	scaffold_4	24	83753	85678	COCPO_Galgiani|CF9E767_000925-T1		True	core		Abhydrolase_3,BD-FAE,COesterase,Peptidase_S9
L008	Cp	H025	COCPO_Galgiani	scaffold_4	25	87004	90882	COCPO_Galgiani|CF9E767_000926-T1	H025	False	shell	Patatin-NB-ARC-TPR	NB-ARC,Patatin,TPR_10,TPR_12,TPR_16,TPR_7,TPR_8
L008	Cp	H025	COCPO_Galgiani	scaffold_4	26	92489	93319	COCPO_Galgiani|CF9E767_000927-T1		False	singleton		Pkinase
L008	Cp	H025	COCPO_Galgiani	scaffold_4	27	93409	93903	COCPO_Galgiani|CF9E767_000928-T1		False	singleton		
L008	Cp	H025	COCPO_Galgiani	scaffold_4	28	95023	95238	COCPO_Galgiani|CF9E767_000929-T1		False	singleton		
L008	Cp	H002	GT-150	scaffold_125	2	7436	8685	GT-150|C623DCE_007660-T1		True	core		DUF4187,G-patch
L008	Cp	H002	GT-150	scaffold_125	3	8970	9353	GT-150|C623DCE_007661-T1		False	singleton		
L008	Cp	H002	GT-150	scaffold_125	4	46382	47815	GT-150|C623DCE_007662-T1		False	shell		APH
L008	Cp	H002	GT-150	scaffold_125	5	49173	51679	GT-150|C623DCE_007663-T1	H002	False	shell	HET	HET
L008	Cp	H002	GT-150	scaffold_125	6	52097	53485	GT-150|C623DCE_007664-T1		False	shell		
L008	Cp	H002	GT-150	scaffold_125	7	54301	54555	GT-150|C623DCE_007665-T1		False	singleton		
L008	Cp	H002	GT-150	scaffold_125	8	54579	55025	GT-150|C623DCE_007666-T1		False	singleton		
L009	Ci	H019	UTAH_20380X16	scaffold_1	229	784498	785874	UTAH_20380X16|CAD5A21_000231-T1		True	core		
L009	Ci	H019	UTAH_20380X16	scaffold_1	230	786624	788533	UTAH_20380X16|CAD5A21_000232-T1		True	core		Clr5,DUF7767,Tri-helical
L009	Ci	H019	UTAH_20380X16	scaffold_1	231	788642	791761	UTAH_20380X16|CAD5A21_000233-T1		True	core		DUF7600,F-box
L009	Ci	H019	UTAH_20380X16	scaffold_1	232	793356	796559	UTAH_20380X16|CAD5A21_000234-T1	H019	False	core	Het-C	Het-C
L009	Ci	H019	UTAH_20380X16	scaffold_1	233	797682	800406	UTAH_20380X16|CAD5A21_000235-T1		False	core		Na_Ca_ex
L009	Ci	H019	UTAH_20380X16	scaffold_1	234	803291	803809	UTAH_20380X16|CAD5A21_000236-T1		False	core		
L009	Ci	H019	UTAH_20380X16	scaffold_1	235	805297	808195	UTAH_20380X16|CAD5A21_000237-T1		False	core		
L009	Ci	H024	COCSP-3505	scaffold_88	0	19	2523	COCSP-3505|C3BD8F1_002724-T1	H024	False	singleton	Het-C	Het-C
L009	Ci	H024	COCSP-3505	scaffold_88	1	4118	7237	COCSP-3505|C3BD8F1_002725-T1		True	core		DUF7600,F-box
L009	Ci	H024	COCSP-3505	scaffold_88	2	7346	9255	COCSP-3505|C3BD8F1_002726-T1		True	core		Clr5,DUF7767,Tri-helical
L009	Ci	H024	COCSP-3505	scaffold_88	3	10005	11381	COCSP-3505|C3BD8F1_002727-T1		True	core		
L009	Cp	H019	COCPO_Galgiani	scaffold_11	102	343144	346042	COCPO_Galgiani|CF9E767_002574-T1		False	core		
L009	Cp	H019	COCPO_Galgiani	scaffold_11	103	347528	347860	COCPO_Galgiani|CF9E767_002575-T1		False	singleton		
L009	Cp	H019	COCPO_Galgiani	scaffold_11	104	350975	353699	COCPO_Galgiani|CF9E767_002576-T1		False	core		Na_Ca_ex
L009	Cp	H019	COCPO_Galgiani	scaffold_11	105	354906	358015	COCPO_Galgiani|CF9E767_002577-T1	H019	False	core	Het-C	Het-C
L009	Cp	H019	COCPO_Galgiani	scaffold_11	106	359605	362725	COCPO_Galgiani|CF9E767_002578-T1		True	core		DUF7600,F-box
L009	Cp	H019	COCPO_Galgiani	scaffold_11	107	362834	364743	COCPO_Galgiani|CF9E767_002579-T1		True	core		Clr5,DUF7767,Tri-helical
L009	Cp	H019	COCPO_Galgiani	scaffold_11	108	365496	366872	COCPO_Galgiani|CF9E767_002580-T1		True	core		
L009	Cp	H021	409B-0_L_OLD_CPA0011	scaffold_36	0	3240	3933	409B-0_L_OLD_CPA0011|C90261E_002166-T1		False	singleton		
L009	Cp	H021	409B-0_L_OLD_CPA0011	scaffold_36	1	3985	5964	409B-0_L_OLD_CPA0011|C90261E_002167-T1		False	singleton		Na_Ca_ex
L009	Cp	H021	409B-0_L_OLD_CPA0011	scaffold_36	2	7171	10038	409B-0_L_OLD_CPA0011|C90261E_002168-T1	H021	False	singleton	Het-C	Het-C
L009	Cp	H021	409B-0_L_OLD_CPA0011	scaffold_36	3	15297	17206	409B-0_L_OLD_CPA0011|C90261E_002169-T1		True	core		Clr5,DUF7767,Tri-helical
L009	Cp	H021	409B-0_L_OLD_CPA0011	scaffold_36	4	17959	19335	409B-0_L_OLD_CPA0011|C90261E_002170-T1		True	core		
L009	Cp	H021	409B-0_L_OLD_CPA0011	scaffold_36	5	19778	20236	409B-0_L_OLD_CPA0011|C90261E_002171-T1		False	core		
L010	Ci	H046	UTAH_20380X16	scaffold_4	272	854659	855060	UTAH_20380X16|CAD5A21_001593-T1		False	core		
L010	Ci	H046	UTAH_20380X16	scaffold_4	273	858933	860584	UTAH_20380X16|CAD5A21_001594-T1		True	core		AFUB_07903_YDR124W_hel
L010	Ci	H046	UTAH_20380X16	scaffold_4	274	863341	867833	UTAH_20380X16|CAD5A21_001595-T1		True	core		SAC3_GANP
L010	Ci	H046	UTAH_20380X16	scaffold_4	275	868536	871626	UTAH_20380X16|CAD5A21_001596-T1	H046	False	core	NPHP3_N-WHD	NPHP3_N,PGAP1,WHD_GPIID
L010	Ci	H046	UTAH_20380X16	scaffold_4	276	873719	874039	UTAH_20380X16|CAD5A21_001597-T1		False	soft_core		
L010	Ci	H046	UTAH_20380X16	scaffold_4	277	876188	877343	UTAH_20380X16|CAD5A21_001598-T1		True	core		CN_hydrolase
L010	Ci	H046	UTAH_20380X16	scaffold_4	278	880389	881383	UTAH_20380X16|CAD5A21_001599-T1		False	soft_core		HLH
L010	Cp	H046	COCPO_Galgiani	scaffold_12	26	59888	63420	COCPO_Galgiani|CF9E767_002679-T1		True	core		Sec8_C,Sec8_N,Vps54_N
L010	Cp	H046	COCPO_Galgiani	scaffold_12	27	64692	65686	COCPO_Galgiani|CF9E767_002680-T1		False	soft_core		HLH
L010	Cp	H046	COCPO_Galgiani	scaffold_12	28	68710	69865	COCPO_Galgiani|CF9E767_002681-T1		True	core		CN_hydrolase
L010	Cp	H046	COCPO_Galgiani	scaffold_12	29	74408	77299	COCPO_Galgiani|CF9E767_002682-T1	H046	False	core	NPHP3_N-WHD	NPHP3_N,PGAP1,WHD_GPIID
L010	Cp	H046	COCPO_Galgiani	scaffold_12	30	78218	82715	COCPO_Galgiani|CF9E767_002683-T1		True	core		SAC3_GANP
L010	Cp	H046	COCPO_Galgiani	scaffold_12	31	85451	86916	COCPO_Galgiani|CF9E767_002684-T1		True	core		AFUB_07903_YDR124W_hel
L010	Cp	H046	COCPO_Galgiani	scaffold_12	32	90760	91077	COCPO_Galgiani|CF9E767_002685-T1		False	singleton		
L012	Ci	H038	B14286	scaffold_77	10	27496	28095	B14286|CC2BA17_003915-T1		False	cloud		
L012	Ci	H038	B14286	scaffold_77	11	29161	31472	B14286|CC2BA17_003916-T1		False	cloud		Chitin_bind_1,Glyco_hydro_18
L012	Ci	H038	B14286	scaffold_77	12	35704	36716	B14286|CC2BA17_003917-T1		False	singleton		Patatin
L012	Ci	H038	B14286	scaffold_77	13	37027	37344	B14286|CC2BA17_003918-T1	H038	False	singleton	NB-ARC	AAA_22,NB-ARC
L012	Ci	H038	B14286	scaffold_77	14	37491	38129	B14286|CC2BA17_003919-T1		False	singleton		
L012	Ci	H038	B14286	scaffold_77	15	38237	38734	B14286|CC2BA17_003920-T1		False	singleton		TPR_10
L012	Ci	H038	B14286	scaffold_77	16	41055	42849	B14286|CC2BA17_003921-T1		False	cloud		Patatin
