label	anchor_family	neighbour_family	neighbour_label	frac_anchors	n_anchors	median_offset	bin	pfam
H031	B11400|CF1B8A4_004391-T1	578-1_L_NEW_CPA0049|C79DB71_007049-T1		0.989	94	0.0	core	MPC
H031	B11400|CF1B8A4_004391-T1	SJV_6|C9A977F_008070-T1		0.989	94	0.0	core	
H031	B11400|CF1B8A4_004391-T1	578-1_L_NEW_CPA0049|C79DB71_007048-T1		0.989	94	0.0	core	Aa_trans
H031	B11400|CF1B8A4_004391-T1	GT-161|CD86944_006773-T1		0.979	93	-3.0	core	
H031	B11400|CF1B8A4_004391-T1	Michoacan_2|C26AA88_004321-T1		0.979	93	7.0	core	LSM
H031	B11400|CF1B8A4_004391-T1	578-1_L_NEW_CPA0049|C79DB71_007052-T1		0.979	93	-9.0	core	
H049	B11871|CA42FC6_007798-T1	578-1_L_NEW_CPA0049|C79DB71_000186-T1		0.997	315	-4.0	core	Prefoldin
H049	B11871|CA42FC6_007798-T1	578-1_L_NEW_CPA0049|C79DB71_000182-T1		0.997	315	-8.0	core	4HBT,4HBT_3
H049	B11871|CA42FC6_007798-T1	B11002|C5E4193_004067-T1		0.997	315	-7.0	core	CHCH
H049	B11871|CA42FC6_007798-T1	578-1_L_NEW_CPA0049|C79DB71_000187-T1		0.997	315	-3.0	core	HGTP_anticodon,tRNA-synt_2b
H049	B11871|CA42FC6_007798-T1	5SD|CCCC1E1_003643-T1		0.997	315	-2.0	core	CBF
H049	B11871|CA42FC6_007798-T1	UTAH_9443|C5C7054_003082-T1		0.975	308	3.0	core	Aa_trans
H049	B11871|CA42FC6_007798-T1	UCSF_3490AZ|C4FD2B5_000853-T1		0.975	308	4.0	core	GCV_T,GCV_T_C
H049	B11871|CA42FC6_007798-T1	578-1_L_NEW_CPA0049|C79DB71_000189-T1		0.962	304	-1.5	core	LANC_like
H018	B11872|C426E4A_003179-T1	578-1_L_NEW_CPA0049|C79DB71_006781-T1		0.84	440	-2.0	core	zf-C3HC4,zf-RING_5,zf-RING_UBOX
H018	B11872|C426E4A_003179-T1	UTAH_350355|C31EB65_002595-T1		0.84	440	-1.0	core	DUF8768
H018	B11872|C426E4A_003179-T1	578-1_L_NEW_CPA0049|C79DB71_006782-T1		0.834	437	-3.0	core	SNARE
H018	B11872|C426E4A_003179-T1	578-1_L_NEW_CPA0049|C79DB71_006783-T1		0.815	427	-4.0	core	
H018	B11872|C426E4A_003179-T1	B3439|C251D21_001752-T1		0.779	408	-5.0	core	DUF4452
H018	B11872|C426E4A_003179-T1	578-1_L_NEW_CPA0049|C79DB71_006786-T1		0.771	404	-6.0	core	Cyclin_N
H018	B11872|C426E4A_003179-T1	B11343|C7ABD37_000980-T1		0.662	347	-9.0	core	GST_C_2,GST_N_2
H018	B11872|C426E4A_003179-T1	582-1_L_NEW_CPA0064|CF9574D_007967-T1		0.653	342	-8.0	shell	Mito_carr
H001	B12495|C0ACC3F_004293-T1	578-1_L_NEW_CPA0049|C79DB71_003019-T1		0.998	418	1.0	core	
H001	B12495|C0ACC3F_004293-T1	578-1_L_NEW_CPA0049|C79DB71_003016-T1		0.874	366	4.0	core	
H001	B12495|C0ACC3F_004293-T1	UCSF_5AZ|C4980C8_004787-T1		0.874	366	5.0	core	Beta-prop_WDR36-Utp21_1st,Beta-prop_WDR36-Utp21_2nd,Utp21,WD40
H001	B12495|C0ACC3F_004293-T1	578-1_L_NEW_CPA0049|C79DB71_003017-T1		0.874	366	3.0	core	XPG_I_2
H001	B12495|C0ACC3F_004293-T1	409B-0_L_OLD_CPA0011|C90261E_000879-T1		0.871	365	6.0	core	His_Phos_2,PPIP5K2_N,RimK
H001	B12495|C0ACC3F_004293-T1	B16531|C0BF1BA_003597-T1		0.869	364	7.0	core	DAGK_cat
H001	B12495|C0ACC3F_004293-T1	GT-109|CD1EFBA_004987-T1		0.85	356	2.0	core	adh_short,adh_short_C2
H001	B12495|C0ACC3F_004293-T1	5SD|CCCC1E1_004186-T1		0.826	346	9.0	core	Beta_trefoil_fun
H060	B12527|C750C60_003353-T1	UTAH_23742X209|C79CE6E_006268-T1		1.0	12	0.0	core	Biotin_carb_C,Biotin_lipoyl,CPSase_L_D2,HMGL-like,PYC_OADA
H060	B12527|C750C60_003353-T1	4SD|C8AA998_008272-T1		0.833	10	3.5	core	SMase_D_PLipase_D
H060	B12527|C750C60_003353-T1	574-0_S_OLD_CPA0039|C27CBD2_008464-T1		0.833	10	0.0	shell	DUF6601
H060	B12527|C750C60_003353-T1	COCSP-3478|C07E340_006206-T1		0.75	9	3.0	shell	DUF7779
H060	B12527|C750C60_003353-T1	578-1_L_NEW_CPA0049|C79DB71_005336-T1		0.583	7	-2.0	shell	
H060	B12527|C750C60_003353-T1	B16712|C003D23_006796-T1		0.583	7	-5.0	core	GATase,GMP_synt_C,NAD_synthase,Peptidase_C26
H060	B12527|C750C60_003353-T1	Michoacan_2|C26AA88_004321-T1		0.417	5	-8.0	core	LSM
H060	B12527|C750C60_003353-T1	578-1_L_NEW_CPA0049|C79DB71_007052-T1		0.417	5	-6.0	core	
H044	B14286|CC2BA17_001544-T1	578-1_L_NEW_CPA0049|C79DB71_007048-T1		1.0	1	-6.0	core	Aa_trans
H044	B14286|CC2BA17_001544-T1	578-1_L_NEW_CPA0049|C79DB71_007049-T1		1.0	1	-7.0	core	MPC
H044	B14286|CC2BA17_001544-T1	578-1_L_NEW_CPA0049|C79DB71_007051-T1		1.0	1	-9.0	soft_core	Ribosomal_L5,Ribosomal_L5_C
H044	B14286|CC2BA17_001544-T1	578-1_L_NEW_CPA0049|C79DB71_007052-T1		1.0	1	-10.0	core	
H044	B14286|CC2BA17_001544-T1	5SD|CCCC1E1_004975-T1		1.0	1	-3.0	core	
H044	B14286|CC2BA17_001544-T1	5SD|CCCC1E1_004976-T1		1.0	1	-2.0	shell	
H044	B14286|CC2BA17_001544-T1	B12496|CD2FAA9_003660-T1		1.0	1	-1.0	core	Aspzincin_M35,Peptidase_M35
H044	B14286|CC2BA17_001544-T1	B15257|C0359CC_004728-T1		1.0	1	-5.0	core	AA_permease,SLC12
H075	B15142|CE5AC85_003480-T1	407-0_S_OLD_CPA0002|C577643_002515-T1		1.0	1	-7.0	core	Aldedh
H075	B15142|CE5AC85_003480-T1	407-0_S_OLD_CPA0002|C577643_002525-T1		1.0	1	3.0	core	MFS_1,Sugar_tr
H075	B15142|CE5AC85_003480-T1	WA31|C87A2FA_006168-T1		1.0	1	-10.0	shell	
H075	B15142|CE5AC85_003480-T1	UTAH_20380X10|CE3D476_007199-T1		1.0	1	5.0	core	mRNA_triPase
H075	B15142|CE5AC85_003480-T1	SDVA45|CFD794D_004381-T1		1.0	1	9.0	core	
H075	B15142|CE5AC85_003480-T1	SDVA1|C29BC70_002963-T1		1.0	1	8.0	shell	
H075	B15142|CE5AC85_003480-T1	B3482|C59F6A8_002720-T1		1.0	1	4.0	core	Kelch_KLHDC2_KLHL20_DRC7
H075	B15142|CE5AC85_003480-T1	B15142|CE5AC85_003481-T1		1.0	1	1.0	singleton	
H063	B15145|CD39A0E_003234-T1	B17567|C539AD4_001104-T1		1.0	5	3.0	core	Pcc1
H063	B15145|CD39A0E_003234-T1	578-1_L_NEW_CPA0049|C79DB71_001398-T1		1.0	5	2.0	core	DSPc,DSPn,PTP-NADK,Tc-R-P,Y_phosphatase
H063	B15145|CD39A0E_003234-T1	B0858-Guatemala|CBD0EE9_002373-T1		1.0	5	1.0	core	Ank,Ank_2,Ank_3,Ank_4,Ank_5
H063	B15145|CD39A0E_003234-T1	730332_Guatemala|C45F23D_001017-T1		1.0	5	4.0	core	HATPase_c
H063	B15145|CD39A0E_003234-T1	5SD|CCCC1E1_001524-T1		0.8	4	5.0	core	
H063	B15145|CD39A0E_003234-T1	GT-156|C9F5CC4_002666-T1		0.8	4	0.0	shell	
H063	B15145|CD39A0E_003234-T1	B3352|C083FA6_000505-T1		0.8	4	0.5	core	GSHPx
H063	B15145|CD39A0E_003234-T1	B14130|CA3266D_008037-T1		0.8	4	0.0	core	Cu_amine_oxid,Cu_amine_oxidN2
H068	B16531|C0BF1BA_007130-T1	4SD|C8AA998_008272-T1		1.0	3	4.0	core	SMase_D_PLipase_D
H068	B16531|C0BF1BA_007130-T1	UTAH_23742X209|C79CE6E_006268-T1		1.0	3	-1.0	core	Biotin_carb_C,Biotin_lipoyl,CPSase_L_D2,HMGL-like,PYC_OADA
H068	B16531|C0BF1BA_007130-T1	574-0_S_OLD_CPA0039|C27CBD2_008464-T1		1.0	3	1.0	shell	DUF6601
H068	B16531|C0BF1BA_007130-T1	578-1_L_NEW_CPA0049|C79DB71_005336-T1		0.667	2	0.0	shell	
H068	B16531|C0BF1BA_007130-T1	B16712|C003D23_006796-T1		0.667	2	0.5	core	GATase,GMP_synt_C,NAD_synthase,Peptidase_C26
H068	B16531|C0BF1BA_007130-T1	578-1_L_NEW_CPA0049|C79DB71_005331-T1		0.333	1	-4.0	shell	INSIG
H068	B16531|C0BF1BA_007130-T1	COCSP-3478|C07E340_006206-T1		0.333	1	-3.0	shell	DUF7779
H068	B16531|C0BF1BA_007130-T1	574-0_S_OLD_CPA0039|C27CBD2_008266-T1		0.333	1	-8.0	core	TauD
H076	B3222|C3A673A_002130-T1	578-1_L_NEW_CPA0049|C79DB71_000181-T1		1.0	1	-10.0	core	ACBP
H076	B3222|C3A673A_002130-T1	578-1_L_NEW_CPA0049|C79DB71_000182-T1		1.0	1	-9.0	core	4HBT,4HBT_3
H076	B3222|C3A673A_002130-T1	UCSF_3490AZ|C4FD2B5_000853-T1		1.0	1	6.0	core	GCV_T,GCV_T_C
H076	B3222|C3A673A_002130-T1	B3476|CE9CA74_007066-T1		1.0	1	9.0	core	4HBT
H076	B3222|C3A673A_002130-T1	B3222|C3A673A_002132-T1		1.0	1	2.0	singleton	
H076	B3222|C3A673A_002130-T1	B3222|C3A673A_002131-T1		1.0	1	1.0	singleton	
H076	B3222|C3A673A_002130-T1	B12219|CCF25C2_003003-T1		1.0	1	10.0	core	CoA_binding,Ligase_CoA,Succ_CoA_lig
H076	B3222|C3A673A_002130-T1	B11002|C5E4193_004067-T1		1.0	1	-8.0	core	CHCH
H062	B3228|C904DB3_000957-T1	B3244|CC6B4BB_007648-T1	H037	1.0	7	1.0	singleton	NACHT,NPHP3_N,PNP_UDP_1
H062	B3228|C904DB3_000957-T1	Tucson_2|C17EB43_005004-T1		1.0	7	4.0	core	LRR_15
H062	B3228|C904DB3_000957-T1	B17567|C539AD4_001104-T1		1.0	7	-2.0	core	Pcc1
H062	B3228|C904DB3_000957-T1	578-1_L_NEW_CPA0049|C79DB71_001398-T1		1.0	7	-1.0	core	DSPc,DSPn,PTP-NADK,Tc-R-P,Y_phosphatase
H062	B3228|C904DB3_000957-T1	578-1_L_NEW_CPA0049|C79DB71_001400-T1		1.0	7	2.0	core	CMAS,MTS,MetW,Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,Ubie_methyltran
H062	B3228|C904DB3_000957-T1	730332_Guatemala|C45F23D_001017-T1		1.0	7	-3.0	core	HATPase_c
H062	B3228|C904DB3_000957-T1	Tucson_19|C6B259C_003383-T1		1.0	7	3.0	singleton	
H062	B3228|C904DB3_000957-T1	B14130|CA3266D_008037-T1		0.857	6	10.0	core	Cu_amine_oxid,Cu_amine_oxidN2
H037	B3244|CC6B4BB_007648-T1	578-1_L_NEW_CPA0049|C79DB71_001398-T1		1.0	10	-2.0	core	DSPc,DSPn,PTP-NADK,Tc-R-P,Y_phosphatase
H037	B3244|CC6B4BB_007648-T1	578-1_L_NEW_CPA0049|C79DB71_001400-T1		1.0	10	1.0	core	CMAS,MTS,MetW,Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,Ubie_methyltran
H037	B3244|CC6B4BB_007648-T1	B17567|C539AD4_001104-T1		1.0	10	-3.0	core	Pcc1
H037	B3244|CC6B4BB_007648-T1	Tucson_2|C17EB43_005004-T1		1.0	10	3.0	core	LRR_15
H037	B3244|CC6B4BB_007648-T1	730332_Guatemala|C45F23D_001017-T1		1.0	10	-4.0	core	HATPase_c
H037	B3244|CC6B4BB_007648-T1	578-1_L_NEW_CPA0049|C79DB71_001406-T1		0.9	9	7.0	core	
H037	B3244|CC6B4BB_007648-T1	578-1_L_NEW_CPA0049|C79DB71_001392-T1		0.9	9	-8.0	core	REXO3_N
H037	B3244|CC6B4BB_007648-T1	578-1_L_NEW_CPA0049|C79DB71_001393-T1		0.9	9	-7.0	core	Ribosomal_L22e
H040	B3246|C90A8A7_001323-T1	485B-0_S_OLD_CPA0021|CFE8A8D_000054-T1		1.0	4	2.0	core	FHA
H040	B3246|C90A8A7_001323-T1	5SD|CCCC1E1_002176-T1		1.0	4	5.0	core	
H040	B3246|C90A8A7_001323-T1	578-1_L_NEW_CPA0049|C79DB71_000223-T1		1.0	4	-2.0	core	ECH_1,ECH_2
H040	B3246|C90A8A7_001323-T1	578-1_L_NEW_CPA0049|C79DB71_000225-T1		1.0	4	1.0	shell	
H040	B3246|C90A8A7_001323-T1	Tucson_2|C17EB43_005761-T1		1.0	4	-4.0	core	DUF7785,DUF7877
H040	B3246|C90A8A7_001323-T1	SA14|C329EDE_001375-T1		1.0	4	7.0	core	DUF8369
H040	B3246|C90A8A7_001323-T1	M1_5|C13DF1D_000163-T1		1.0	4	4.0	core	Abhydrolase_3,BD-FAE
H040	B3246|C90A8A7_001323-T1	5SD|CCCC1E1_002184-T1		1.0	4	-3.0	core	
H059	B3269|C180A32_006926-T1	B11518|CF63038_008059-T1		1.0	14	1.0	shell	APH,Fructosamin_kin
H059	B3269|C180A32_006926-T1	485B-0_S_OLD_CPA0021|CFE8A8D_007783-T1		1.0	14	2.0	core	2OG-FeII_Oxy,DIOX_N
H059	B3269|C180A32_006926-T1	GT-140|C9E3188_006428-T1		0.929	13	-5.0	shell	PAN_1,PAN_3
H059	B3269|C180A32_006926-T1	CA7|CFA4D20_008188-T1		0.929	13	-3.0	core	p450
H059	B3269|C180A32_006926-T1	407-1_S_OLD_CPA0004|CC44035_005210-T1		0.929	13	4.0	core	Ctr
H059	B3269|C180A32_006926-T1	B3491|C53B4A4_006988-T1		0.857	12	-4.0	singleton	
H059	B3269|C180A32_006926-T1	578-1_L_NEW_CPA0049|C79DB71_007491-T1		0.857	12	-8.5	core	PAN_1,PAN_4
H059	B3269|C180A32_006926-T1	578-1_L_NEW_CPA0049|C79DB71_007492-T1		0.857	12	-7.5	core	2OG-FeII_Oxy_3
H077	B3276|C38AD85_001344-T1	407-1_S_OLD_CPA0004|CC44035_005210-T1		1.0	1	3.0	core	Ctr
H077	B3276|C38AD85_001344-T1	485B-0_S_OLD_CPA0021|CFE8A8D_007783-T1		1.0	1	1.0	core	2OG-FeII_Oxy,DIOX_N
H077	B3276|C38AD85_001344-T1	UCSF_Cp_Silveira|C282BBF_008114-T1		1.0	1	9.0	singleton	
H077	B3276|C38AD85_001344-T1	GT-140|C9E3188_006428-T1		1.0	1	-6.0	shell	PAN_1,PAN_3
H077	B3276|C38AD85_001344-T1	CA7|CFA4D20_008188-T1		1.0	1	-4.0	core	p450
H077	B3276|C38AD85_001344-T1	B3491|C53B4A4_006988-T1		1.0	1	-5.0	singleton	
H077	B3276|C38AD85_001344-T1	B3269|C180A32_006926-T1	H059	1.0	1	-2.0	singleton	NPHP3_N,WHD_GPIID
H077	B3276|C38AD85_001344-T1	B12526|CF6BC4C_006384-T1		1.0	1	-3.0	shell	MFS_1,Sugar_tr,TRI12
H027	B3301|C251A4F_003646-T1	578-1_L_NEW_CPA0049|C79DB71_001400-T1		1.0	168	-1.0	core	CMAS,MTS,MetW,Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,Ubie_methyltran
H027	B3301|C251A4F_003646-T1	Tucson_2|C17EB43_005004-T1		0.994	167	-3.0	core	LRR_15
H027	B3301|C251A4F_003646-T1	578-1_L_NEW_CPA0049|C79DB71_001398-T1		0.994	167	2.0	core	DSPc,DSPn,PTP-NADK,Tc-R-P,Y_phosphatase
H027	B3301|C251A4F_003646-T1	B0858-Guatemala|CBD0EE9_002373-T1		0.982	165	1.0	core	Ank,Ank_2,Ank_3,Ank_4,Ank_5
H027	B3301|C251A4F_003646-T1	578-1_L_NEW_CPA0049|C79DB71_001404-T1		0.982	165	-5.0	core	Homeodomain
H027	B3301|C251A4F_003646-T1	578-1_L_NEW_CPA0049|C79DB71_001403-T1		0.976	164	-4.0	core	NmrA
H027	B3301|C251A4F_003646-T1	578-1_L_NEW_CPA0049|C79DB71_001405-T1		0.976	164	-6.0	core	Amino_oxidase,NAD_binding_8,Pyr_redox,Pyr_redox_2
H027	B3301|C251A4F_003646-T1	SDVA41|C3A076D_003215-T1		0.952	160	-8.0	core	Aldedh
H015	B3440|C2CD592_001965-T1	UTAH_9443|C5C7054_003082-T1		1.0	7	-5.0	core	Aa_trans
H015	B3440|C2CD592_001965-T1	B3476|CE9CA74_007066-T1		1.0	7	-9.0	core	4HBT
H015	B3440|C2CD592_001965-T1	5SD|CCCC1E1_003643-T1		1.0	7	2.0	core	CBF
H015	B3440|C2CD592_001965-T1	578-1_L_NEW_CPA0049|C79DB71_000197-T1		1.0	7	-8.0	core	V-ATPase_C
H015	B3440|C2CD592_001965-T1	578-1_L_NEW_CPA0049|C79DB71_000196-T1		1.0	7	-7.0	core	APS_kinase
H015	B3440|C2CD592_001965-T1	578-1_L_NEW_CPA0049|C79DB71_000189-T1		1.0	7	1.0	core	LANC_like
H015	B3440|C2CD592_001965-T1	578-1_L_NEW_CPA0049|C79DB71_000186-T1		1.0	7	4.0	core	Prefoldin
H015	B3440|C2CD592_001965-T1	578-1_L_NEW_CPA0049|C79DB71_000182-T1		1.0	7	8.0	core	4HBT,4HBT_3
H053	B3440|C2CD592_003898-T1	UTAH_23742X209|C79CE6E_006268-T1		0.983	117	-1.0	core	Biotin_carb_C,Biotin_lipoyl,CPSase_L_D2,HMGL-like,PYC_OADA
H053	B3440|C2CD592_003898-T1	4SD|C8AA998_008272-T1		0.916	109	3.0	core	SMase_D_PLipase_D
H053	B3440|C2CD592_003898-T1	578-1_L_NEW_CPA0049|C79DB71_005336-T1		0.84	100	1.0	shell	
H053	B3440|C2CD592_003898-T1	574-0_S_OLD_CPA0039|C27CBD2_008464-T1		0.714	85	1.0	shell	DUF6601
H053	B3440|C2CD592_003898-T1	B16712|C003D23_006796-T1		0.647	77	5.0	core	GATase,GMP_synt_C,NAD_synthase,Peptidase_C26
H053	B3440|C2CD592_003898-T1	578-1_L_NEW_CPA0049|C79DB71_005332-T1		0.521	62	3.0	core	AICARFT_IMPCHas,MGS
H053	B3440|C2CD592_003898-T1	UTAH_350355|C31EB65_005363-T1		0.521	62	2.0	core	Clathrin,Clathrin_H_link,Clathrin_propel
H053	B3440|C2CD592_003898-T1	Michoacan_2|C26AA88_004321-T1		0.496	59	8.0	core	LSM
H048	B3491|C53B4A4_001549-T1	4SD|C8AA998_008272-T1		0.883	294	3.0	core	SMase_D_PLipase_D
H048	B3491|C53B4A4_001549-T1	UTAH_23742X209|C79CE6E_006268-T1		0.775	258	-1.0	core	Biotin_carb_C,Biotin_lipoyl,CPSase_L_D2,HMGL-like,PYC_OADA
H048	B3491|C53B4A4_001549-T1	578-1_L_NEW_CPA0049|C79DB71_005336-T1		0.763	254	1.0	shell	
H048	B3491|C53B4A4_001549-T1	574-0_S_OLD_CPA0039|C27CBD2_008464-T1		0.634	211	1.0	shell	DUF6601
H048	B3491|C53B4A4_001549-T1	COCSP-3478|C07E340_006206-T1		0.577	192	2.0	shell	DUF7779
H048	B3491|C53B4A4_001549-T1	B16712|C003D23_006796-T1		0.529	176	5.0	core	GATase,GMP_synt_C,NAD_synthase,Peptidase_C26
H048	B3491|C53B4A4_001549-T1	Michoacan_2|C26AA88_004321-T1		0.435	145	8.0	core	LSM
H048	B3491|C53B4A4_001549-T1	UTAH_350355|C31EB65_005363-T1		0.426	142	-2.0	core	Clathrin,Clathrin_H_link,Clathrin_propel
H054	CA23|C477594_005344-T1	B11058|C2FAE97_002404-T1		0.991	108	1.0	shell	Fructosamin_kin
H054	CA23|C477594_005344-T1	485B-0_S_OLD_CPA0021|CFE8A8D_007783-T1		0.972	106	2.0	core	2OG-FeII_Oxy,DIOX_N
H054	CA23|C477594_005344-T1	CA7|CFA4D20_008188-T1		0.954	104	-2.0	core	p450
H054	CA23|C477594_005344-T1	B12526|CF6BC4C_006384-T1		0.917	100	-1.0	shell	MFS_1,Sugar_tr,TRI12
H054	CA23|C477594_005344-T1	578-1_L_NEW_CPA0049|C79DB71_007501-T1		0.899	98	3.0	core	Metallophos
H054	CA23|C477594_005344-T1	407-1_S_OLD_CPA0004|CC44035_005210-T1		0.862	94	4.0	core	Ctr
H054	CA23|C477594_005344-T1	GT-140|C9E3188_006428-T1		0.761	83	-3.0	shell	PAN_1,PAN_3
H054	CA23|C477594_005344-T1	578-1_L_NEW_CPA0049|C79DB71_007492-T1		0.716	78	-4.5	core	2OG-FeII_Oxy_3
H016	CA25|C4385CC_002784-T1	UTAH_9443|C5C7054_003082-T1		1.0	4	4.0	core	Aa_trans
H016	CA25|C4385CC_002784-T1	GT-169|C64D5CD_004514-T1		1.0	4	3.0	core	
H016	CA25|C4385CC_002784-T1	B3476|CE9CA74_007066-T1		1.0	4	8.0	core	4HBT
H016	CA25|C4385CC_002784-T1	5SD|CCCC1E1_003647-T1		1.0	4	2.0	core	
H016	CA25|C4385CC_002784-T1	578-1_L_NEW_CPA0049|C79DB71_000181-T1		1.0	4	-9.0	core	ACBP
H016	CA25|C4385CC_002784-T1	5SD|CCCC1E1_003643-T1		1.0	4	-2.0	core	CBF
H016	CA25|C4385CC_002784-T1	5SD|CCCC1E1_003638-T1		1.0	4	-7.0	core	
H016	CA25|C4385CC_002784-T1	578-1_L_NEW_CPA0049|C79DB71_000197-T1		1.0	4	7.0	core	V-ATPase_C
H070	CA2|CD8B963_008471-T1	4SD|C8AA998_008272-T1		1.0	2	5.0	core	SMase_D_PLipase_D
H070	CA2|CD8B963_008471-T1	578-1_L_NEW_CPA0049|C79DB71_005336-T1		1.0	2	2.5	shell	
H070	CA2|CD8B963_008471-T1	UTAH_23742X51|C229CD7_002110-T1		1.0	2	1.0	cloud	Abhydrolase_6,DUF676
H070	CA2|CD8B963_008471-T1	578-1_L_NEW_CPA0049|C79DB71_005338-T1		0.5	1	5.0	cloud	
H070	CA2|CD8B963_008471-T1	B3335|C104461_004698-T1		0.5	1	2.0	cloud	DUF6601
H070	CA2|CD8B963_008471-T1	COCSP-3478|C07E340_006206-T1		0.5	1	4.0	shell	DUF7779
H070	CA2|CD8B963_008471-T1	M204|CE8551A_004953-T1		0.5	1	3.0	shell	DUF7779,TPR_10,TPR_12,TPR_8
H078	CA7|CFA4D20_007665-T1	4SD|C8AA998_008272-T1		1.0	1	-2.0	core	SMase_D_PLipase_D
H078	CA7|CFA4D20_007665-T1	578-1_L_NEW_CPA0049|C79DB71_007048-T1		1.0	1	-9.0	core	Aa_trans
H078	CA7|CFA4D20_007665-T1	578-1_L_NEW_CPA0049|C79DB71_007049-T1		1.0	1	-8.0	core	MPC
H078	CA7|CFA4D20_007665-T1	578-1_L_NEW_CPA0049|C79DB71_007051-T1		1.0	1	-6.0	soft_core	Ribosomal_L5,Ribosomal_L5_C
H078	CA7|CFA4D20_007665-T1	578-1_L_NEW_CPA0049|C79DB71_007052-T1		1.0	1	-5.0	core	
H078	CA7|CFA4D20_007665-T1	B11198|CD3667B_002413-T1		1.0	1	-4.0	shell	
H078	CA7|CFA4D20_007665-T1	B15257|C0359CC_004728-T1		1.0	1	-10.0	core	AA_permease,SLC12
H078	CA7|CFA4D20_007665-T1	B15368|C7009D6_001574-T1		1.0	1	-1.0	shell	DUF7779,TPR_10,TPR_12
H024	COCSP-3505|C3BD8F1_002724-T1	578-1_L_NEW_CPA0049|C79DB71_005218-T1		1.0	1	10.0	core	Adaptin_N,Cnd1
H024	COCSP-3505|C3BD8F1_002724-T1	578-1_L_NEW_CPA0049|C79DB71_005220-T1		1.0	1	8.0	core	Evr1_Alr
H024	COCSP-3505|C3BD8F1_002724-T1	578-1_L_NEW_CPA0049|C79DB71_005221-T1		1.0	1	7.0	core	B-prop_COPA_B_2nd,TPR_COPA_B,WD40
H024	COCSP-3505|C3BD8F1_002724-T1	578-1_L_NEW_CPA0049|C79DB71_005227-T1		1.0	1	2.0	core	Clr5,DUF7767,Tri-helical
H024	COCSP-3505|C3BD8F1_002724-T1	582-1_L_NEW_CPA0064|CF9574D_006599-T1		1.0	1	5.0	core	
H024	COCSP-3505|C3BD8F1_002724-T1	B11035|C5FC1D8_000470-T1		1.0	1	4.0	shell	Phytase-like
H024	COCSP-3505|C3BD8F1_002724-T1	B12216|CA3ACD6_001329-T1		1.0	1	3.0	core	
H024	COCSP-3505|C3BD8F1_002724-T1	B12219|CCF25C2_002107-T1		1.0	1	1.0	core	DUF7600,F-box
H012	COCSP-3505|C3BD8F1_004417-T1	5SD|CCCC1E1_003643-T1		1.0	22	-2.0	core	CBF
H012	COCSP-3505|C3BD8F1_004417-T1	578-1_L_NEW_CPA0049|C79DB71_000189-T1		1.0	22	-1.0	core	LANC_like
H012	COCSP-3505|C3BD8F1_004417-T1	B11002|C5E4193_004067-T1		0.955	21	-6.0	core	CHCH
H012	COCSP-3505|C3BD8F1_004417-T1	578-1_L_NEW_CPA0049|C79DB71_000185-T1		0.955	21	-5.0	core	DUF7905
H012	COCSP-3505|C3BD8F1_004417-T1	578-1_L_NEW_CPA0049|C79DB71_000186-T1		0.955	21	-4.0	core	Prefoldin
H012	COCSP-3505|C3BD8F1_004417-T1	578-1_L_NEW_CPA0049|C79DB71_000180-T1		0.909	20	-10.0	core	FDF,LSM14
H012	COCSP-3505|C3BD8F1_004417-T1	578-1_L_NEW_CPA0049|C79DB71_000181-T1		0.909	20	-9.0	core	ACBP
H012	COCSP-3505|C3BD8F1_004417-T1	578-1_L_NEW_CPA0049|C79DB71_000182-T1		0.909	20	-8.0	core	4HBT,4HBT_3
H061	COCSP_8725|CCC6481_008432-T1	4SD|C8AA998_008272-T1		1.0	11	4.0	core	SMase_D_PLipase_D
H061	COCSP_8725|CCC6481_008432-T1	578-1_L_NEW_CPA0049|C79DB71_005336-T1		0.909	10	1.5	shell	
H061	COCSP_8725|CCC6481_008432-T1	UTAH_23742X209|C79CE6E_006268-T1		0.909	10	-1.0	core	Biotin_carb_C,Biotin_lipoyl,CPSase_L_D2,HMGL-like,PYC_OADA
H061	COCSP_8725|CCC6481_008432-T1	B16712|C003D23_006796-T1		0.636	7	6.0	core	GATase,GMP_synt_C,NAD_synthase,Peptidase_C26
H061	COCSP_8725|CCC6481_008432-T1	UTAH_350355|C31EB65_005363-T1		0.545	6	-2.0	core	Clathrin,Clathrin_H_link,Clathrin_propel
H061	COCSP_8725|CCC6481_008432-T1	COCSP-3478|C07E340_006206-T1		0.545	6	2.0	shell	DUF7779
H061	COCSP_8725|CCC6481_008432-T1	578-1_L_NEW_CPA0049|C79DB71_005332-T1		0.545	6	-3.0	core	AICARFT_IMPCHas,MGS
H061	COCSP_8725|CCC6481_008432-T1	578-1_L_NEW_CPA0049|C79DB71_005331-T1		0.455	5	-4.0	shell	INSIG
H051	GT-101|C4EFBB3_002316-T1	578-1_L_NEW_CPA0049|C79DB71_006974-T1		0.975	156	-1.0	core	1-cysPrx_C,AhpC-TSA,Redoxin
H051	GT-101|C4EFBB3_002316-T1	UTAH_20380X10|CE3D476_007199-T1		0.938	150	3.0	core	mRNA_triPase
