"Gene ID","Organism","Genomic Location (Gene)","Product Description","Is Pseudo","# Transcripts","Gene Name or Symbol"
"YER063W","Saccharomyces cerevisiae S288C","BK006939:281,710..282,366(+)","Tho1p","No","1","THO1"
"YER064C","Saccharomyces cerevisiae S288C","BK006939:282,705..284,222(-)","Vhr2p","No","1","VHR2"
"YER065C","Saccharomyces cerevisiae S288C","BK006939:285,241..286,914(-)","isocitrate lyase 1","No","1","ICL1"
"YER066W","Saccharomyces cerevisiae S288C","BK006939:290,242..290,799(+)","Rrt13p","No","1","RRT13"
"YER067W","Saccharomyces cerevisiae S288C","BK006939:292,066..292,551(+)","Rgi1p","No","1","RGI1"
"YER068W","Saccharomyces cerevisiae S288C","BK006939:293,050..294,813(+)","CCR4-NOT core ubiquitin-protein ligase subunit MOT2","No","1","MOT2"
"YER069W","Saccharomyces cerevisiae S288C","BK006939:295,410..298,001(+)","bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductase","No","1","ARG5,6"
"YER070W","Saccharomyces cerevisiae S288C","BK006939:298,950..301,616(+)","ribonucleotide-diphosphate reductase subunit RNR1","No","1","RNR1"
"YER071C","Saccharomyces cerevisiae S288C","BK006939:301,947..302,327(-)","Tda2p","No","1","TDA2"
"YER072W","Saccharomyces cerevisiae S288C","BK006939:302,806..303,195(+)","Vtc1p","No","1","VTC1"
"YER073W","Saccharomyces cerevisiae S288C","BK006939:304,030..305,592(+)","aldehyde dehydrogenase (NAD(P)(+)) ALD5","No","1","ALD5"
"YER074W-A","Saccharomyces cerevisiae S288C","BK006939:307,653..308,123(+)","Yos1p","No","1","YOS1"
"YER074W","Saccharomyces cerevisiae S288C","BK006939:306,323..307,196(+)","ribosomal 40S subunit protein S24A","No","1","RPS24A"
"YER075C","Saccharomyces cerevisiae S288C","BK006939:308,413..311,199(-)","tyrosine protein phosphatase PTP3","No","1","PTP3"
"YER076C","Saccharomyces cerevisiae S288C","BK006939:312,590..313,498(-)","hypothetical protein","No","1","N/A"
"YER077C","Saccharomyces cerevisiae S288C","BK006939:314,534..316,600(-)","Mrx1p","No","1","MRX1"
"YER078C","Saccharomyces cerevisiae S288C","BK006939:316,807..318,342(-)","aminopeptidase","No","1","ICP55"
"YER078W-A","Saccharomyces cerevisiae S288C","BK006939:318,646..318,810(+)","hypothetical protein","No","1","N/A"
"YER079W","Saccharomyces cerevisiae S288C","BK006939:318,920..319,552(+)","hypothetical protein","No","1","N/A"
"YER080W","Saccharomyces cerevisiae S288C","BK006939:319,963..321,846(+)","Aim9p","No","1","AIM9"
"YER081W","Saccharomyces cerevisiae S288C","BK006939:322,686..324,095(+)","phosphoglycerate dehydrogenase SER3","No","1","SER3"
"YER082C","Saccharomyces cerevisiae S288C","BK006939:324,272..325,936(-)","Utp7p","No","1","UTP7"
"YER083C","Saccharomyces cerevisiae S288C","BK006939:326,174..327,031(-)","GET complex subunit GET2","No","1","GET2"
"YER084W","Saccharomyces cerevisiae S288C","BK006939:327,065..327,451(+)","hypothetical protein","No","1","N/A"
"YER085C","Saccharomyces cerevisiae S288C","BK006939:327,619..328,140(-)","hypothetical protein","No","1","N/A"
"YER086W","Saccharomyces cerevisiae S288C","BK006939:328,477..330,207(+)","threonine ammonia-lyase ILV1","No","1","ILV1"
"YER087C-B","Saccharomyces cerevisiae S288C","BK006939:332,582..332,830(-)","Arf family guanine nucleotide exchange factor SBH1","No","1","SBH1"
"YER087W","Saccharomyces cerevisiae S288C","BK006939:330,576..332,306(+)","putative proline--tRNA ligase AIM10","No","1","AIM10"
"YER088C","Saccharomyces cerevisiae S288C","BK006939:333,176..335,188(-)","Dot6p","No","1","DOT6"
"YER089C","Saccharomyces cerevisiae S288C","BK006939:335,946..337,340(-)","type 2C protein phosphatase PTC2","No","1","PTC2"
"YER090W","Saccharomyces cerevisiae S288C","BK006939:337,949..339,472(+)","anthranilate synthase TRP2","No","1","TRP2"
"YER091C","Saccharomyces cerevisiae S288C","BK006939:339,864..342,167(-)","5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase","No","1","MET6"
"YER092W","Saccharomyces cerevisiae S288C","BK006939:342,855..343,232(+)","Ies5p","No","1","IES5"
"YER093C-A","Saccharomyces cerevisiae S288C","BK006939:347,912..348,400(-)","Aim11p","No","1","AIM11"
"YER093C","Saccharomyces cerevisiae S288C","BK006939:343,320..347,612(-)","TORC2 complex subunit TSC11","No","1","TSC11"
"YER094C","Saccharomyces cerevisiae S288C","BK006939:348,729..349,346(-)","proteasome core particle subunit beta 3","No","1","PUP3"
"YER095W","Saccharomyces cerevisiae S288C","BK006939:349,980..351,182(+)","recombinase RAD51","No","1","RAD51"
"YER096W","Saccharomyces cerevisiae S288C","BK006939:351,698..353,236(+)","Shc1p","No","1","SHC1"
"YER098W","Saccharomyces cerevisiae S288C","BK006939:355,466..357,730(+)","putative ubiquitin-specific protease UBP9","No","1","UBP9"
"YER099C","Saccharomyces cerevisiae S288C","BK006939:358,105..359,061(-)","ribose phosphate diphosphokinase subunit PRS2","No","1","PRS2"
"YER100W","Saccharomyces cerevisiae S288C","BK006939:359,562..360,314(+)","E2 ubiquitin-conjugating protein UBC6","No","1","UBC6"
"YER101C","Saccharomyces cerevisiae S288C","BK006939:360,502..361,794(-)","Ast2p","No","1","AST2"
"YER102W","Saccharomyces cerevisiae S288C","BK006939:363,100..363,702(+)","ribosomal 40S subunit protein S8B","No","1","RPS8B"
"YER103W","Saccharomyces cerevisiae S288C","BK006939:364,589..366,517(+)","Hsp70 family chaperone SSA4","No","1","SSA4"
"YER104W","Saccharomyces cerevisiae S288C","BK006939:366,802..367,428(+)","Rtt105p","No","1","RTT105"
"YER105C","Saccharomyces cerevisiae S288C","BK006939:367,838..372,013(-)","Nup157p","No","1","NUP157"
"YER106W","Saccharomyces cerevisiae S288C","BK006939:372,326..373,234(+)","Mam1p","No","1","MAM1"
"YER107C","Saccharomyces cerevisiae S288C","BK006939:373,448..374,545(-)","RNA export factor GLE2","No","1","GLE2"
"YER110C","Saccharomyces cerevisiae S288C","BK006939:378,762..382,103(-)","Kap123p","No","1","KAP123"
"YER111C","Saccharomyces cerevisiae S288C","BK006939:382,595..385,876(-)","SBF complex DNA-binding subunit SWI4","No","1","SWI4"
"YER112W","Saccharomyces cerevisiae S288C","BK006939:387,232..387,795(+)","U6 snRNA complex subunit LSM4","No","1","LSM4"
"YER113C","Saccharomyces cerevisiae S288C","BK006939:387,932..390,052(-)","Tmn3p","No","1","TMN3"
"YER114C","Saccharomyces cerevisiae S288C","BK006939:390,590..393,712(-)","Boi2p","No","1","BOI2"
"YER115C","Saccharomyces cerevisiae S288C","BK006939:394,292..394,867(-)","Spr6p","No","1","SPR6"
"YER116C","Saccharomyces cerevisiae S288C","BK006939:395,348..396,172(-)","SUMO-targeted ubiquitin ligase complex subunit SLX8","No","1","SLX8"
"YER117W","Saccharomyces cerevisiae S288C","BK006939:396,769..397,653(+)","ribosomal 60S subunit protein L23B","No","1","RPL23B"
"YER118C","Saccharomyces cerevisiae S288C","BK006939:397,952..399,055(-)","osmosensor SHO1","No","1","SHO1"
"YER119C","Saccharomyces cerevisiae S288C","BK006939:399,496..400,842(-)","aspartate/glutamate transporter","No","1","AVT6"
"YER120W","Saccharomyces cerevisiae S288C","BK006939:401,135..401,869(+)","phosphatidylinositol-binding protein SCS2","No","1","SCS2"
"YER121W","Saccharomyces cerevisiae S288C","BK006939:402,375..402,719(+)","hypothetical protein","No","1","N/A"
"YER122C","Saccharomyces cerevisiae S288C","BK006939:402,871..404,352(-)","ADP-ribosylation factor GTPase-activating protein","No","1","GLO3"
"YER123W","Saccharomyces cerevisiae S288C","BK006939:404,813..406,387(+)","casein kinase YCK3","No","1","YCK3"
"YER124C","Saccharomyces cerevisiae S288C","BK006939:407,342..409,063(-)","Dse1p","No","1","DSE1"
"YER125W","Saccharomyces cerevisiae S288C","BK006939:410,189..412,618(+)","NEDD4 family E3 ubiquitin-protein ligase","No","1","RSP5"
"YER126C","Saccharomyces cerevisiae S288C","BK006939:413,394..414,179(-)","rRNA-processing protein NSA2","No","1","NSA2"
"YER127W","Saccharomyces cerevisiae S288C","BK006939:414,481..415,554(+)","Lcp5p","No","1","LCP5"
"YER128W","Saccharomyces cerevisiae S288C","BK006939:415,859..416,470(+)","Vfa1p","No","1","VFA1"
"YER129W","Saccharomyces cerevisiae S288C","BK006939:417,281..420,709(+)","serine/threonine protein kinase SAK1","No","1","SAK1"
"YER130C","Saccharomyces cerevisiae S288C","BK006939:421,115..422,446(-)","Com2p","No","1","COM2"
"YER131W","Saccharomyces cerevisiae S288C","BK006939:423,952..424,311(+)","ribosomal 40S subunit protein S26B","No","1","RPS26B"
"YER132C","Saccharomyces cerevisiae S288C","BK006939:425,188..430,449(-)","Pmd1p","No","1","PMD1"
"YER133W","Saccharomyces cerevisiae S288C","BK006939:432,495..433,958(+)","type 1 serine/threonine-protein phosphatase catalytic subunit GLC7","No","1","GLC7"
"YER134C","Saccharomyces cerevisiae S288C","BK006939:437,267..437,803(-)","Mg-dependent acid phosphatase","No","1","N/A"
"YER136W","Saccharomyces cerevisiae S288C","BK006939:439,616..440,971(+)","Gdi1p","No","1","GDI1"
"YER137C-A","Saccharomyces cerevisiae S288C","BK006939:447,702..449,024(-)","gag protein","No","1","TY1A-LR2"
"YER137C","Saccharomyces cerevisiae S288C","BK006939:441,373..441,819(-)","hypothetical protein","No","1","N/A"
"YER138C","Saccharomyces cerevisiae S288C","BK006939:443,756..449,024(-)","gag-pol fusion protein","No","1","TY1B-ER1"
"YER138W-A","Saccharomyces cerevisiae S288C","BK006939:449,474..449,578(+)","hypothetical protein","No","1","N/A"
"YER139C","Saccharomyces cerevisiae S288C","BK006939:450,563..451,243(-)","RNA polymerase II subunit B1 CTD phosphatase RTR1","No","1","RTR1"
"YER140W","Saccharomyces cerevisiae S288C","BK006939:451,565..453,235(+)","Emp65p","No","1","EMP65"
"YER141W","Saccharomyces cerevisiae S288C","BK006939:453,459..454,919(+)","Cox15p","No","1","COX15"
"YER142C","Saccharomyces cerevisiae S288C","BK006939:455,146..456,036(-)","Mag1p","No","1","MAG1"
"YER143W","Saccharomyces cerevisiae S288C","BK006939:456,319..457,605(+)","Ddi1p","No","1","DDI1"
"YER144C","Saccharomyces cerevisiae S288C","BK006939:457,806..460,223(-)","putative ubiquitin-specific protease UBP5","No","1","UBP5"
"YER145C","Saccharomyces cerevisiae S288C","BK006939:460,526..461,740(-)","high-affinity iron permease FTR1","No","1","FTR1"
"YER146W","Saccharomyces cerevisiae S288C","BK006939:462,585..462,866(+)","RNA-binding protein LSM5","No","1","LSM5"
"YER147C","Saccharomyces cerevisiae S288C","BK006939:462,968..464,842(-)","cohesin-loading factor complex subunit SCC4","No","1","SCC4"
"YER148W","Saccharomyces cerevisiae S288C","BK006939:465,303..466,025(+)","TATA-binding protein","No","1","SPT15"
"YER149C","Saccharomyces cerevisiae S288C","BK006939:466,208..467,470(-)","Pea2p","No","1","PEA2"
"YER150W","Saccharomyces cerevisiae S288C","BK006939:468,370..468,816(+)","Spi1p","No","1","SPI1"
"YER151C","Saccharomyces cerevisiae S288C","BK006939:469,686..472,424(-)","mRNA-binding ubiquitin-specific protease UBP3","No","1","UBP3"
"YER152C","Saccharomyces cerevisiae S288C","BK006939:472,657..473,988(-)","2-aminoadipate transaminase","No","1","N/A"
"YER153C","Saccharomyces cerevisiae S288C","BK006939:474,041..474,805(-)","Pet122p","No","1","PET122"
"YER154W","Saccharomyces cerevisiae S288C","BK006939:475,020..476,228(+)","membrane insertase OXA1","No","1","OXA1"
"YER155C","Saccharomyces cerevisiae S288C","BK006939:476,345..482,848(-)","Bem2p","No","1","BEM2"
"YER156C","Saccharomyces cerevisiae S288C","BK006939:483,325..484,341(-)","hypothetical protein","No","1","MYG1"
"YER157W","Saccharomyces cerevisiae S288C","BK006939:484,788..487,193(+)","Golgi transport complex subunit COG3","No","1","COG3"
"YER158C","Saccharomyces cerevisiae S288C","BK006939:488,857..490,578(-)","hypothetical protein","No","1","N/A"
"YER159C-A","Saccharomyces cerevisiae S288C","BK006939:496,802..498,124(-)","gag protein","No","1","TY1A-LR1"
"YER161C","Saccharomyces cerevisiae S288C","BK006939:499,347..500,348(-)","Spt2p","No","1","SPT2"
"YER159C","Saccharomyces cerevisiae S288C","BK006939:491,530..491,958(-)","negative cofactor 2 transcription regulator complex subunit BUR6","No","1","BUR6"
"YER160C","Saccharomyces cerevisiae S288C","BK006939:492,856..498,124(-)","gag-pol fusion protein","No","1","TY1B-ER2"
"YER162C","Saccharomyces cerevisiae S288C","BK006939:500,630..502,894(-)","Rad4p","No","1","RAD4"
"YER163C","Saccharomyces cerevisiae S288C","BK006939:503,084..503,782(-)","gamma-glutamylcyclotransferase","No","1","GCG1"
"YER164W","Saccharomyces cerevisiae S288C","BK006939:505,392..509,798(+)","chromatin-remodeling ATPase CHD1","No","1","CHD1"
"YER165W","Saccharomyces cerevisiae S288C","BK006939:510,373..512,106(+)","polyadenylate-binding protein","No","1","PAB1"
"YER166W","Saccharomyces cerevisiae S288C","BK006939:512,744..517,459(+)","aminophospholipid-translocating P4-type ATPase DNF1","No","1","DNF1"
"YER167W","Saccharomyces cerevisiae S288C","BK006939:518,216..520,771(+)","Bck2p","No","1","BCK2"
"YER168C","Saccharomyces cerevisiae S288C","BK006939:521,029..522,669(-)","tRNA adenylyltransferase","No","1","CCA1"
"YER169W","Saccharomyces cerevisiae S288C","BK006939:523,369..525,759(+)","Rph1p","No","1","RPH1"
"YER170W","Saccharomyces cerevisiae S288C","BK006939:525,974..526,651(+)","adenylate kinase ADK2","No","1","ADK2"
"YER171W","Saccharomyces cerevisiae S288C","BK006939:527,082..529,418(+)","TFIIH/NER complex ATP-dependent 5'-3' DNA helicase subunit RAD3","No","1","RAD3"
"YER172C","Saccharomyces cerevisiae S288C","BK006939:529,530..536,021(-)","ATP-dependent RNA helicase BRR2","No","1","BRR2"
"YER173W","Saccharomyces cerevisiae S288C","BK006939:536,300..538,279(+)","Rad24p","No","1","RAD24"
"YER174C","Saccharomyces cerevisiae S288C","BK006939:538,434..539,168(-)","monothiol glutaredoxin GRX4","No","1","GRX4"
"YER175C","Saccharomyces cerevisiae S288C","BK006939:539,464..540,363(-)","Tmt1p","No","1","TMT1"
"YER175W-A","Saccharomyces cerevisiae S288C","BK006939:540,650..540,814(+)","hypothetical protein","No","1","N/A"
"YER176W","Saccharomyces cerevisiae S288C","BK006939:541,690..545,055(+)","Ecm32p","No","1","ECM32"
"YER177W","Saccharomyces cerevisiae S288C","BK006939:545,611..546,414(+)","14-3-3 family protein BMH1","No","1","BMH1"
"YER178W","Saccharomyces cerevisiae S288C","BK006939:546,817..548,079(+)","pyruvate dehydrogenase (acetyl-transferring) subunit E1 alpha","No","1","PDA1"
"YER179W","Saccharomyces cerevisiae S288C","BK006939:548,421..549,517(+)","recombinase DMC1","No","1","DMC1"
"YER180C-A","Saccharomyces cerevisiae S288C","BK006939:550,865..551,122(-)","Slo1p","No","1","SLO1"
"YER180C","Saccharomyces cerevisiae S288C","BK006939:549,724..550,527(-)","Isc10p","No","1","ISC10"
"YER182W","Saccharomyces cerevisiae S288C","BK006939:552,525..553,259(+)","Fmp10p","No","1","FMP10"
"YER183C","Saccharomyces cerevisiae S288C","BK006939:553,334..553,969(-)","5-formyltetrahydrofolate cyclo-ligase","No","1","FAU1"
"YER184C","Saccharomyces cerevisiae S288C","BK006939:556,296..558,680(-)","Tog1p","No","1","TOG1"
"YER185W","Saccharomyces cerevisiae S288C","BK006939:559,454..560,365(+)","Pug1p","No","1","PUG1"
"YER186C","Saccharomyces cerevisiae S288C","BK006939:561,705..562,625(-)","hypothetical protein","No","1","N/A"
"YER187W","Saccharomyces cerevisiae S288C","BK006939:566,230..566,655(+)","hypothetical protein","No","1","N/A"
"YER188C-A","Saccharomyces cerevisiae S288C","BK006939:569,608..569,907(-)","hypothetical protein","No","1","N/A"
"YER189W","Saccharomyces cerevisiae S288C","BK006939:571,155..571,523(+)","hypothetical protein","No","1","N/A"
"YER190C-B","Saccharomyces cerevisiae S288C","BK006939:575,680..576,162(-)","hypothetical protein","No","1","N/A"
"YER190W","Saccharomyces cerevisiae S288C","BK006939:571,480..576,525(+)","Y' element ATP-dependent helicase protein 1 copy 2","No","1","YRF1-2"
"YFL001W","Saccharomyces cerevisiae S288C","BK006940:147,131..148,459(+)","pseudouridine synthase DEG1","No","1","DEG1"
"YFL002C","Saccharomyces cerevisiae S288C","BK006940:145,114..146,934(-)","putative ATP-dependent RNA helicase SPB4","No","1","SPB4"
"YFL002W-A","Saccharomyces cerevisiae S288C","BK006940:138,204..143,517(+)","gag-pol fusion protein","No","1","TY2B-GR2"
"YFL002W-B","Saccharomyces cerevisiae S288C","BK006940:138,204..139,520(+)","gag protein","No","1","TY2A-F"
"YFL003C","Saccharomyces cerevisiae S288C","BK006940:134,521..137,157(-)","MutS family protein MSH4","No","1","MSH4"
"YFL004W","Saccharomyces cerevisiae S288C","BK006940:131,810..134,296(+)","vacuolar transporter chaperone","No","1","VTC2"
"YFL005W","Saccharomyces cerevisiae S288C","BK006940:130,334..130,981(+)","Rab family GTPase SEC4","No","1","SEC4"
"YFL007W","Saccharomyces cerevisiae S288C","BK006940:123,479..129,910(+)","Blm10p","No","1","BLM10"
"YFL008W","Saccharomyces cerevisiae S288C","BK006940:119,429..123,106(+)","cohesin subunit SMC1","No","1","SMC1"
"YFL009W","Saccharomyces cerevisiae S288C","BK006940:116,145..118,484(+)","SCF ubiquitin ligase complex subunit CDC4","No","1","CDC4"
"YFL010C","Saccharomyces cerevisiae S288C","BK006940:115,108..115,743(-)","Wwm1p","No","1","WWM1"
"YFL010W-A","Saccharomyces cerevisiae S288C","BK006940:114,990..115,274(+)","Aua1p","No","1","AUA1"
"YFL011W","Saccharomyces cerevisiae S288C","BK006940:112,345..113,985(+)","hexose transporter HXT10","No","1","HXT10"
"YFL012W","Saccharomyces cerevisiae S288C","BK006940:110,647..111,093(+)","hypothetical protein","No","1","N/A"
"YFL013C","Saccharomyces cerevisiae S288C","BK006940:107,852..109,930(-)","Ies1p","No","1","IES1"
"YFL014W","Saccharomyces cerevisiae S288C","BK006940:107,256..107,585(+)","lipid-binding protein HSP12","No","1","HSP12"
"YFL016C","Saccharomyces cerevisiae S288C","BK006940:104,701..106,236(-)","Mdj1p","No","1","MDJ1"
"YFL017C","Saccharomyces cerevisiae S288C","BK006940:103,983..104,462(-)","glucosamine 6-phosphate N-acetyltransferase","No","1","GNA1"
"YFL017W-A","Saccharomyces cerevisiae S288C","BK006940:103,699..103,932(+)","mRNA splicing protein SMX2","No","1","SMX2"
"YFL018C","Saccharomyces cerevisiae S288C","BK006940:101,628..103,127(-)","dihydrolipoyl dehydrogenase","No","1","LPD1"
"YFL020C","Saccharomyces cerevisiae S288C","BK006940:99,231..99,599(-)","seripauperin PAU5","No","1","PAU5"
"YFL021W","Saccharomyces cerevisiae S288C","BK006940:95,966..97,498(+)","Gat1p","No","1","GAT1"
"YFL022C","Saccharomyces cerevisiae S288C","BK006940:93,499..95,010(-)","phenylalanine--tRNA ligase subunit alpha","No","1","FRS2"
"YFL023W","Saccharomyces cerevisiae S288C","BK006940:90,986..93,376(+)","Bud27p","No","1","BUD27"
"YFL024C","Saccharomyces cerevisiae S288C","BK006940:87,847..90,345(-)","Epl1p","No","1","EPL1"
"YFL025C","Saccharomyces cerevisiae S288C","BK006940:84,145..87,234(-)","Bst1p","No","1","BST1"
"YFL026W","Saccharomyces cerevisiae S288C","BK006940:82,580..83,875(+)","alpha-factor pheromone receptor STE2","No","1","STE2"
"YFL027C","Saccharomyces cerevisiae S288C","BK006940:80,419..81,912(-)","Gyp8p","No","1","GYP8"
"YFL028C","Saccharomyces cerevisiae S288C","BK006940:79,344..80,213(-)","putative ATP-binding cassette family ATPase CAF16","No","1","CAF16"
"YFL029C","Saccharomyces cerevisiae S288C","BK006940:78,055..79,161(-)","cyclin-dependent protein kinase-activating kinase CAK1","No","1","CAK1"
"YFL030W","Saccharomyces cerevisiae S288C","BK006940:76,831..77,988(+)","alanine--glyoxylate transaminase","No","1","AGX1"
"YFL031W","Saccharomyces cerevisiae S288C","BK006940:75,179..76,147(+)","transcription factor HAC1","No","1","HAC1"
"YFL033C","Saccharomyces cerevisiae S288C","BK006940:69,115..74,427(-)","protein kinase RIM15","No","1","RIM15"
"YFL034C-A","Saccharomyces cerevisiae S288C","BK006940:64,243..64,932(-)","ribosomal 60S subunit protein L22B","No","1","RPL22B"
"YFL034C-B","Saccharomyces cerevisiae S288C","BK006940:63,016..63,993(-)","Mob2p","No","1","MOB2"
"YFL034W","Saccharomyces cerevisiae S288C","BK006940:65,477..68,698(+)","Mil1p","No","1","MIL1"
"YFL036W","Saccharomyces cerevisiae S288C","BK006940:58,782..62,837(+)","DNA-directed RNA polymerase","No","1","RPO41"
"YFL037W","Saccharomyces cerevisiae S288C","BK006940:56,336..57,709(+)","beta-tubulin","No","1","TUB2"
"YFL038C","Saccharomyces cerevisiae S288C","BK006940:55,366..55,986(-)","Rab family GTPase YPT1","No","1","YPT1"
"YFL039C","Saccharomyces cerevisiae S288C","BK006940:53,260..54,696(-)","actin","No","1","ACT1"
"YFL040W","Saccharomyces cerevisiae S288C","BK006940:51,350..52,972(+)","hypothetical protein","No","1","N/A"
"YFL041W-A","Saccharomyces cerevisiae S288C","BK006940:48,734..48,925(+)","hypothetical protein","No","1","N/A"
"YFL041W","Saccharomyces cerevisiae S288C","BK006940:49,139..51,007(+)","ferroxidase FET5","No","1","FET5"
"YFL042C","Saccharomyces cerevisiae S288C","BK006940:45,720..47,744(-)","Lam5p","No","1","LAM5"
"YFL044C","Saccharomyces cerevisiae S288C","BK006940:44,655..45,560(-)","ubiquitin-specific protease OTU1","No","1","OTU1"
"YFL045C","Saccharomyces cerevisiae S288C","BK006940:43,628..44,392(-)","phosphomannomutase SEC53","No","1","SEC53"
"YFL046W","Saccharomyces cerevisiae S288C","BK006940:42,815..43,438(+)","Fmp32p","No","1","FMP32"
"YFL047W","Saccharomyces cerevisiae S288C","BK006940:40,421..42,565(+)","Rgd2p","No","1","RGD2"
"YFL048C","Saccharomyces cerevisiae S288C","BK006940:38,843..40,180(-)","Emp47p","No","1","EMP47"
"YFL049W","Saccharomyces cerevisiae S288C","BK006940:36,803..38,674(+)","Swp82p","No","1","SWP82"
"YFL050C","Saccharomyces cerevisiae S288C","BK006940:33,272..35,848(-)","putative Mg(2+) transporter ALR2","No","1","ALR2"
"YFL051C","Saccharomyces cerevisiae S288C","BK006940:30,058..30,540(-)","hypothetical protein","No","1","N/A"
"YFL052W","Saccharomyces cerevisiae S288C","BK006940:28,232..29,629(+)","DNA-binding domain containing protein","No","1","ZNF1"
"YFL053W","Saccharomyces cerevisiae S288C","BK006940:23,423..25,198(+)","dihydroxyacetone kinase","No","1","DAK2"
"YFL054C","Saccharomyces cerevisiae S288C","BK006940:20,847..22,787(-)","hypothetical protein","No","1","AQY3"
"YFL055W","Saccharomyces cerevisiae S288C","BK006940:17,004..18,680(+)","Agp3p","No","1","AGP3"
"YFL058W","Saccharomyces cerevisiae S288C","BK006940:12,929..13,951(+)","4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase","No","1","THI5"
"YFL059W","Saccharomyces cerevisiae S288C","BK006940:11,363..12,259(+)","pyridoxine biosynthesis protein SNZ3","No","1","SNZ3"
"YFL060C","Saccharomyces cerevisiae S288C","BK006940:10,301..10,969(-)","putative pyridoxal 5'-phosphate synthase","No","1","SNO3"
"YFL061W","Saccharomyces cerevisiae S288C","BK006940:9,545..10,222(+)","cyanamide hydratase","No","1","DDI2"
"YFL062W","Saccharomyces cerevisiae S288C","BK006940:6,426..7,565(+)","Cos4p","No","1","COS4"
"YFL064C","Saccharomyces cerevisiae S288C","BK006940:3,322..3,846(-)","hypothetical protein","No","1","N/A"
"YFL065C","Saccharomyces cerevisiae S288C","BK006940:3,030..3,338(-)","hypothetical protein","No","1","N/A"
"YFL066C","Saccharomyces cerevisiae S288C","BK006940:1,437..2,615(-)","Y' element ATP-dependent helicase","No","1","N/A"
"YFL067W","Saccharomyces cerevisiae S288C","BK006940:836..1,363(+)","hypothetical protein","No","1","N/A"
"YFL068W","Saccharomyces cerevisiae S288C","BK006940:53..535(+)","hypothetical protein","No","1","N/A"
"YFR001W","Saccharomyces cerevisiae S288C","BK006940:149,110..149,724(+)","Loc1p","No","1","LOC1"
"YFR002W","Saccharomyces cerevisiae S288C","BK006940:150,016..152,535(+)","linker nucleoporin NIC96","No","1","NIC96"
"YFR003C","Saccharomyces cerevisiae S288C","BK006940:152,657..153,124(-)","type 1 protein phosphatase-activating protein YPI1","No","1","YPI1"
"YFR004W","Saccharomyces cerevisiae S288C","BK006940:153,393..154,313(+)","proteasome regulatory particle lid subunit RPN11","No","1","RPN11"
"YFR007W","Saccharomyces cerevisiae S288C","BK006940:159,299..160,360(+)","Yfh7p","No","1","YFH7"
"YFR005C","Saccharomyces cerevisiae S288C","BK006940:154,527..155,873(-)","mRNA splicing protein SAD1","No","1","SAD1"
"YFR006W","Saccharomyces cerevisiae S288C","BK006940:156,145..157,752(+)","putative Xaa-Pro dipeptidase","No","1","N/A"
"YFR008W","Saccharomyces cerevisiae S288C","BK006940:160,535..161,200(+)","Far7p","No","1","FAR7"
"YFR009W","Saccharomyces cerevisiae S288C","BK006940:162,488..164,746(+)","putative AAA family ATPase GCN20","No","1","GCN20"
"YFR010W","Saccharomyces cerevisiae S288C","BK006940:165,067..166,566(+)","ubiquitin-specific protease UBP6","No","1","UBP6"
"YFR011C","Saccharomyces cerevisiae S288C","BK006940:166,746..167,258(-)","Mic19p","No","1","MIC19"
"YFR012W-A","Saccharomyces cerevisiae S288C","BK006940:169,224..169,310(+)","hypothetical protein","No","1","N/A"
"YFR012W","Saccharomyces cerevisiae S288C","BK006940:167,888..168,496(+)","Dcv1p","No","1","DCV1"
"YFR013W","Saccharomyces cerevisiae S288C","BK006940:169,922..172,285(+)","Ioc3p","No","1","IOC3"
"YFR014C","Saccharomyces cerevisiae S288C","BK006940:172,537..173,877(-)","calmodulin-dependent protein kinase CMK1","No","1","CMK1"
"YFR015C","Saccharomyces cerevisiae S288C","BK006940:174,265..176,391(-)","glycogen (starch) synthase GSY1","No","1","GSY1"
"YFR016C","Saccharomyces cerevisiae S288C","BK006940:177,042..180,743(-)","hypothetical protein","No","1","AIP5"
"YFR017C","Saccharomyces cerevisiae S288C","BK006940:182,274..182,861(-)","Igd1p","No","1","IGD1"
"YFR018C","Saccharomyces cerevisiae S288C","BK006940:183,131..184,222(-)","hypothetical protein","No","1","N/A"
"YFR019W","Saccharomyces cerevisiae S288C","BK006940:184,502..191,338(+)","1-phosphatidylinositol-3-phosphate 5-kinase","No","1","FAB1"
"YFR020W","Saccharomyces cerevisiae S288C","BK006940:192,737..193,435(+)","hypothetical protein","No","1","CSS2"
"YFR021W","Saccharomyces cerevisiae S288C","BK006940:194,812..196,314(+)","phosphoinositide binding protein ATG18","No","1","ATG18"
"YFR022W","Saccharomyces cerevisiae S288C","BK006940:196,833..199,034(+)","Rog3p","No","1","ROG3"
"YFR023W","Saccharomyces cerevisiae S288C","BK006940:199,874..201,709(+)","Pes4p","No","1","PES4"
"YFR024C-A","Saccharomyces cerevisiae S288C","BK006940:201,960..203,433(-)","Lsb3p","No","1","LSB3"
"YFR025C","Saccharomyces cerevisiae S288C","BK006940:203,743..204,750(-)","histidinol-phosphatase","No","1","HIS2"
"YFR026C","Saccharomyces cerevisiae S288C","BK006940:205,748..206,257(-)","Uli1p","No","1","ULI1"
