Gene ID,Gene Name or Symbol,Product Description
AN10362,N/A,"RNA polymerase II, fourth largest subunit"
AN10363,N/A,"Ortholog of A. fumigatus Af293 : Afu3g08340/dscD, A. niger CBS 513.88 : An02g11950, A. oryzae RIB40 : AO090005001445, Aspergillus wentii : Aspwe1_0112592 and Aspergillus sydowii : Aspsy1_0029318"
AN10364,N/A,"Ortholog of A. fumigatus Af293 : Afu3g09580, Neosartorya fischeri NRRL 181 : NFIA_067710, Aspergillus wentii : Aspwe1_0074802 and Aspergillus versicolor : Aspve1_0081595"
AN10365,N/A,Ortholog(s) have role in hyphal growth
AN10366,N/A,Ortholog of Aspergillus brasiliensis : Aspbr1_0386750
AN10367,N/A,Putative P-type ATPase
AN10368,N/A,Has domain(s) with predicted carbon-sulfur lyase activity and role in metabolic process
AN10369,N/A,"Ortholog of A. nidulans FGSC A4 : AN6413, AN6419, AN6946, AN5312, AN5664, AN8328, AN3241, AN1930, AN2386, AN1738, AN11159, AN8984, AN8951, AN1540, AN8971, AN9387, AN9266, AN9306, AN1317, AN10886, AN7232, AN7774, AN12202"
AN1037,N/A,Oleate delta-12 desaturase
AN10370,N/A,"Ortholog of A. fumigatus Af293 : Afu3g07980, A. niger CBS 513.88 : An16g01990, A. oryzae RIB40 : AO090005001498, Aspergillus wentii : Aspwe1_0173462 and Aspergillus sydowii : Aspsy1_0042585"
AN10371,N/A,"Ortholog of A. fumigatus Af293 : Afu3g07945, A. oryzae RIB40 : AO090005001494, Neosartorya fischeri NRRL 181 : NFIA_069220, Aspergillus wentii : Aspwe1_0029211 and Aspergillus versicolor : Aspve1_0127963"
AN10372,N/A,protein of unknown function
AN10373,N/A,"Ortholog of A. fumigatus Af293 : Afu3g11810, A. niger CBS 513.88 : An02g07640, A. oryzae RIB40 : AO090003000743, Aspergillus wentii : Aspwe1_0104946 and Aspergillus sydowii : Aspsy1_0778921"
AN10374,N/A,"Ortholog of A. fumigatus Af293 : Afu3g08130, Neosartorya fischeri NRRL 181 : NFIA_069010, Aspergillus wentii : Aspwe1_0173436 and Aspergillus versicolor : Aspve1_0039578"
AN10375,N/A,"Has domain(s) with predicted catalytic activity, hydrolase activity, hydrolyzing O-glycosyl compounds activity and role in carbohydrate metabolic process"
AN10376,N/A,Putative alpha-fucosidase
AN10377,N/A,Ortholog(s) have plasma membrane localization
AN10378,N/A,Putative bZIP transcription factor
AN10379,N/A,"Ortholog of A. fumigatus Af293 : Afu7g06460, A. niger CBS 513.88 : An03g05540, Neosartorya fischeri NRRL 181 : NFIA_027750, Aspergillus wentii : Aspwe1_0022967 and Aspergillus versicolor : Aspve1_0056237"
AN1038,N/A,"Component of the TRAPII complex that mediates Rab guanyl-nucleotide exchange factor activity, involved in Golgi vesicle-mediated transport"
AN10380,N/A,Putative Dicer protein
AN10381,N/A,"Has domain(s) with predicted metallopeptidase activity, zinc ion binding activity and role in proteolysis"
AN10382,N/A,protein of unknown function
AN10384,N/A,Possible C6 transcription factor
AN10385,N/A,protein of unknown function
AN10386,N/A,"Ortholog of A. nidulans FGSC A4 : AN5039, A. niger CBS 513.88 : An09g05600, An13g01270 and A. oryzae RIB40 : AO090026000484, AO090005000917, AO090103000243, AO090005001067"
AN10388,N/A,"Has domain(s) with predicted UDP-N-acetylmuramate dehydrogenase activity, flavin adenine dinucleotide binding, oxidoreductase activity, oxidoreductase activity, acting on CH-OH group of donors activity"
AN10389,N/A,Putative cytochrome P450
AN1039,N/A,Ortholog(s) have DNA binding activity
AN10390,N/A,"Ortholog of A. nidulans FGSC A4 : AN3286, A. fumigatus Af293 : Afu4g01280, Afu5g00830, A. niger CBS 513.88 : An12g00980, An11g04090, An06g00150 and A. oryzae RIB40 : AO090138000050, AO090010000179"
AN10391,N/A,protein of unknown function
AN10392,N/A,"Has domain(s) with predicted UDP-N-acetylmuramate dehydrogenase activity, flavin adenine dinucleotide binding, oxidoreductase activity, acting on CH-OH group of donors activity and role in oxidation-reduction process"
AN10393,N/A,Ortholog(s) have cytosol localization
AN10394,N/A,"Ortholog(s) have ubiquitin-protein transferase activity, role in anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, protein ubiquitination and anaphase-promoting complex localization"
AN10395,N/A,"Ortholog(s) have thiosulfate sulfurtransferase activity, role in tRNA wobble position uridine thiolation and mitochondrion localization"
AN10396,N/A,"farnesyl-diphosphate farnesyltransferase, putative"
AN10397,N/A,protein of unknown function
AN10398,N/A,Has domain(s) with predicted ADP binding activity and role in defense response
AN10399,N/A,Has domain(s) with predicted oxidoreductase activity and role in metabolic process
AN1040,N/A,"Ortholog of A. oryzae RIB40 : AO090038000523, Aspergillus flavus NRRL 3357 : AFL2T_07855 and Aspergillus sydowii : Aspsy1_0160459, Aspsy1_0165518"
AN10400,N/A,protein of unknown function
AN10401,N/A,protein of unknown function
AN10402,N/A,"Has domain(s) with predicted UDP-N-acetylmuramate dehydrogenase activity, flavin adenine dinucleotide binding, oxidoreductase activity, acting on CH-OH group of donors activity and role in oxidation-reduction process"
AN10403,N/A,Ortholog of Aspergillus sydowii : Aspsy1_0087592
AN10404,N/A,"Ortholog of A. fumigatus Af293 : Afu7g01410, A. niger CBS 513.88 : An12g01490, A. oryzae RIB40 : AO090010000217, Neosartorya fischeri NRRL 181 : NFIA_114100 and Aspergillus clavatus NRRL 1 : ACLA_066160"
AN10405,N/A,"Ortholog of A. fumigatus Af293 : Afu7g01390, A. niger CBS 513.88 : An12g01510, Aspergillus wentii : Aspwe1_0029623, Aspergillus sydowii : Aspsy1_0056832 and Aspergillus terreus NIH2624 : ATET_08680"
AN10406,N/A,"Ortholog(s) have cytosol, exosome (RNase complex), mitotic spindle pole body, nucleus localization"
AN10407,N/A,Has domain(s) with predicted zinc ion binding activity
AN10408,N/A,"Ortholog of A. fumigatus Af293 : Afu3g05850, A. niger CBS 513.88 : An11g10750, A. oryzae RIB40 : AO090020000054, Neosartorya fischeri NRRL 181 : NFIA_071380 and Aspergillus clavatus NRRL 1 : ACLA_033820"
AN10409,N/A,"Ortholog of A. fumigatus Af293 : Afu3g05830, A. niger CBS 513.88 : An11g10770, A. oryzae RIB40 : AO090020000051, Aspergillus wentii : Aspwe1_0029425 and Aspergillus sydowii : Aspsy1_0030109"
AN1041,N/A,"Putative beta-1,4-endoglucanase"
AN10410,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN10411,N/A,"Ortholog of A. fumigatus Af293 : Afu3g05670, A. niger CBS 513.88 : An11g10960, A. oryzae RIB40 : AO090020000037, Neosartorya fischeri NRRL 181 : NFIA_071520 and Aspergillus wentii : Aspwe1_0173697"
AN10413,N/A,"Ortholog(s) have phosphatidylinositol-3-phosphate binding, phospholipase D activity"
AN10414,N/A,"Ortholog(s) have cytosol, nucleus, site of double-strand break localization"
AN10415,N/A,"Ortholog(s) have double-stranded DNA-dependent ATPase activity, role in double-strand break repair via homologous recombination and Smc5-Smc6 complex, nucleus localization"
AN10416,N/A,Putative 60s ribosomal protein similar to subunits L15 and L27
AN10417,N/A,"Ortholog(s) have chromatin binding, mRNA binding, translation regulator activity, nucleic acid binding activity"
AN10418,N/A,"Ortholog of A. fumigatus Af293 : Afu3g05610, A. niger CBS 513.88 : An11g11020, A. oryzae RIB40 : AO090020000033, Aspergillus wentii : Aspwe1_0042240 and Aspergillus sydowii : Aspsy1_0088183"
AN10419,N/A,"Putative beta-1,4-endoglucanase"
AN1042,N/A,"Ortholog of Aspergillus tubingensis : Asptu1_0038623, Aspergillus brasiliensis : Aspbr1_0047614, Aspergillus glaucus : Aspgl1_0033936 and Aspergillus acidus : Aspfo1_0037723"
AN10420,N/A,"Oligo-1,6-glucosidase, putative"
AN10421,N/A,Has domain(s) with predicted hydrolase activity
AN10422,N/A,protein of unknown function
AN10423,N/A,"Ortholog(s) have role in hyphal growth, maltose metabolic process, regulation of transcription, DNA-templated and nucleus localization"
AN10428,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN10429,N/A,Putative phosphoserine phosphatase
AN1043,N/A,"Has domain(s) with predicted hydrolase activity, hydrolyzing O-glycosyl compounds activity and role in carbohydrate metabolic process"
AN10430,N/A,"Polyketide synthase, putative"
AN10431,N/A,protein of unknown function
AN10432,N/A,"Has domain(s) with predicted DNA binding, zinc ion binding activity, role in transcription, DNA-templated and nucleus localization"
AN10433,N/A,"Ortholog(s) have role in ER-associated ubiquitin-dependent protein catabolic process and cytoplasm, nucleolus localization"
AN10434,N/A,"Ortholog(s) have role in cellular response to biotic stimulus, cellular response to starvation and filamentous growth of a population of unicellular organisms in response to biotic stimulus, more"
AN10435,N/A,Putative cytochrome P450
AN10436,N/A,"Has domain(s) with predicted RNA polymerase II transcription cofactor activity, role in regulation of transcription from RNA polymerase II promoter and mediator complex localization"
AN10437,N/A,"Ortholog(s) have cytosol, mitochondrion, nucleus localization"
AN10438,N/A,Has domain(s) with predicted GTP binding activity
AN10439,N/A,Ortholog(s) have role in attachment of GPI anchor to protein and GPI-anchor transamidase complex localization
AN10440,N/A,"Ortholog(s) have membrane, mitochondrion localization"
AN10441,N/A,"Ortholog(s) have cell division site, cytosol, nucleus localization"
AN10442,N/A,Predicted guanine nucleotide exchange factor
AN10443,N/A,"Has domain(s) with predicted catalytic activity and role in DNA repair, base-excision repair"
AN10444,N/A,"Gamma-glutamyltranspeptidase, putative"
AN10445,N/A,"Ortholog(s) have mitochondrion, plasma membrane localization"
AN10446,N/A,"phosphoprotein phosphatase, putative"
AN10447,N/A,"acyltransferase, putative"
AN10448,N/A,Tetratricopeptide repeat (TPR)-containing protein
AN10449,N/A,Sir2 ortholog
AN1045,N/A,"Has domain(s) with predicted RNA binding, nucleic acid binding, nucleotide binding activity, role in RNA processing and nucleus, ribonucleoprotein complex localization"
AN10450,N/A,"Ortholog(s) have tRNA (guanine-N2-)-methyltransferase activity, role in tRNA methylation and cytosol, nucleus, tRNA (m2G10) methyltransferase complex localization"
AN10451,N/A,"Ortholog(s) have tRNA (guanine-N7-)-methyltransferase activity, role in tRNA methylation and nucleolus, tRNA methyltransferase complex localization"
AN10452,N/A,"Ortholog(s) have dihydroceramidase activity, role in ceramide biosynthetic process, ceramide catabolic process and endoplasmic reticulum, fungal-type vacuole membrane localization"
AN10453,N/A,"Ortholog(s) have protein channel activity, role in protein import into mitochondrial inner membrane and mitochondrial inner membrane protein insertion complex localization"
AN10454,N/A,"Ortholog of A. fumigatus Af293 : Afu6g12650, A. niger CBS 513.88 : An06g01860, A. oryzae RIB40 : AO090003000382, Neosartorya fischeri NRRL 181 : NFIA_058610 and Aspergillus wentii : Aspwe1_0033674"
AN10455,N/A,"Ortholog(s) have uroporphyrinogen-III synthase activity, role in heme biosynthetic process and cytosol, nucleus localization"
AN10456,N/A,NEDD8-specific protease
AN10457,N/A,"Ortholog of A. fumigatus Af293 : Afu7g04795, A. niger CBS 513.88 : An13g01320, A. oryzae RIB40 : AO090005000171, Neosartorya fischeri NRRL 181 : NFIA_025730 and Aspergillus clavatus NRRL 1 : ACLA_006450"
AN10458,N/A,protein of unknown function
AN10459,N/A,Ortholog(s) have cytosol localization
AN1046,N/A,"chitin synthase, putative"
AN10460,N/A,"Ortholog of A. fumigatus Af293 : Afu4g12540, A. niger CBS 513.88 : An01g08020, Neosartorya fischeri NRRL 181 : NFIA_103760 and Aspergillus wentii : Aspwe1_0100481"
AN10461,N/A,protein of unknown function
AN10462,N/A,"Has domain(s) with predicted ATP binding, protein kinase activity, transferase activity, transferring phosphorus-containing groups activity and role in protein phosphorylation"
AN10463,N/A,"Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated"
AN10464,N/A,protein of unknown function
AN10465,N/A,"Ortholog(s) have COPI-coated vesicle, Golgi apparatus, nuclear periphery localization"
AN10466,N/A,Ortholog(s) have role in inner mitochondrial membrane organization and integral component of mitochondrial inner membrane localization
AN10467,N/A,"Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
AN10468,N/A,"Ortholog(s) have role in cadmium ion transport, zinc II ion transport"
AN10469,N/A,Has domain(s) with predicted oxidoreductase activity and role in metabolic process
AN1047,N/A,Putative heat shock protein
AN10470,N/A,Putative DNA-polymerase III delta subunit
AN10471,N/A,"Has domain(s) with predicted 3-hydroxyacyl-CoA dehydrogenase activity, coenzyme binding, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor activity"
AN10472,N/A,Ortholog(s) have cytosol localization
AN10473,N/A,protein of unknown function
AN10474,N/A,Has domain(s) with predicted tRNA binding activity
AN10475,N/A,Ortholog(s) have cytosol localization
AN10477,N/A,"Has domain(s) with predicted structural constituent of ribosome activity, role in translation and ribosome localization"
AN10478,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN10479,N/A,Putative cytochrome P450
AN1048,N/A,"Ortholog of A. fumigatus Af293 : Afu1g12630, A. niger CBS 513.88 : An08g05380, A. oryzae RIB40 : AO090113000130, Aspergillus wentii : Aspwe1_0111448 and Aspergillus terreus NIH2624 : ATET_00454"
AN10480,N/A,"Ortholog of A. fumigatus Af293 : Afu4g07990, A. niger CBS 513.88 : An04g02410, A. oryzae RIB40 : AO090023000772, Aspergillus wentii : Aspwe1_0102632 and Aspergillus sydowii : Aspsy1_0149200"
AN10481,N/A,"Ortholog of A. fumigatus Af293 : Afu3g14190, A. niger CBS 513.88 : An09g04370, A. oryzae RIB40 : AO090012000662, Aspergillus wentii : Aspwe1_0169992 and Aspergillus sydowii : Aspsy1_0044374"
AN10482,N/A,Putative beta-glucosidase
AN10483,N/A,"Ortholog of A. nidulans FGSC A4 : AN2809, AN2115, AN0033, AN12460, A. fumigatus Af293 : Afu2g00940, Afu2g16560, Afu3g15340, Afu7g00460, Afu7g06360 and A. niger CBS 513.88 : An14g02830, An16g00830"
AN10484,N/A,Ortholog(s) have U2-type spliceosomal complex localization
AN10485,N/A,NDR serine/threonine kinase
AN10486,N/A,Putative nonribosomal peptide synthetase (NRPS)-like enzyme
AN10487,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN10488,N/A,"Has domain(s) with predicted carbohydrate binding, catalytic activity and role in carbohydrate catabolic process"
AN10489,N/A,FKBP-type peptidyl-prolyl cis-trans isomerase
AN1049,N/A,Putative zinc metalloproteinase
AN10491,N/A,Putative Zn(II)2Cys6 transcription factor
AN10492,N/A,"Ortholog(s) have transcription factor activity, RNA polymerase II transcription factor binding activity"
AN10493,N/A,"Has domain(s) with predicted 2 iron, 2 sulfur cluster binding, oxidoreductase activity and role in oxidation-reduction process"
AN10494,N/A,Has domain(s) with predicted oxidoreductase activity and role in metabolic process
AN10495,N/A,"Succinyl-CoA:3-oxoadipate CoA-transferase, putative"
AN10496,N/A,Putative regulator of mannosylphosphorylation
AN10497,N/A,"Ortholog(s) have role in negative regulation of helicase activity and MCM complex, cytosol, nuclear chromatin localization"
AN10498,N/A,"Ortholog of A. fumigatus Af293 : Afu1g03930, A. niger CBS 513.88 : An01g02790, A. oryzae RIB40 : AO090003000957, Neosartorya fischeri NRRL 181 : NFIA_020760 and Aspergillus wentii : Aspwe1_0066343"
AN10499,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN1050,N/A,Putative 3-ketoacyl-CoA thiolase with a predicted role in fatty acid metabolism
AN10500,N/A,protein of unknown function
AN10501,N/A,"Ortholog(s) have role in transcription from RNA polymerase I promoter and RNA polymerase I transcription factor complex, cytosol localization"
AN10502,N/A,"Has domain(s) with predicted catalytic activity, hydrolase activity, hydrolyzing O-glycosyl compounds activity and role in carbohydrate metabolic process"
AN10504,N/A,"Ortholog(s) have role in conidiophore development, hyphal growth, sporocarp development involved in sexual reproduction, syncytium formation by plasma membrane fusion"
AN10505,N/A,Putative unsaturated rhamnogalacturonan hydrolase
AN10506,N/A,"Ortholog of A. fumigatus Af293 : Afu5g14780, A. niger CBS 513.88 : An18g01640, A. oryzae RIB40 : AO090103000417, Aspergillus versicolor : Aspve1_0173600 and Aspergillus niger ATCC 1015 : 42671-mRNA"
AN10507,N/A,"HSP20-like chaperones superfamily protein, putative"
AN10508,N/A,"Ortholog(s) have Golgi apparatus, endoplasmic reticulum localization"
AN10509,N/A,protein of unknown function
AN10510,N/A,"Ortholog of A. fumigatus Af293 : Afu4g13140, A. niger CBS 513.88 : An01g08830, A. oryzae RIB40 : AO090009000267, Aspergillus wentii : Aspwe1_0100948 and Aspergillus sydowii : Aspsy1_0059125"
AN10511,N/A,Ortholog(s) have role in phospholipid biosynthetic process and endoplasmic reticulum localization
AN10512,N/A,"acetyl-CoA C-acetyltransferase, putative"
AN10513,N/A,"Has domain(s) with predicted calcium-dependent cysteine-type endopeptidase activity, role in proteolysis and intracellular localization"
AN10514,N/A,Has domain(s) with predicted oxidoreductase activity and role in metabolic process
AN10515,N/A,Protein serine/threonine kinase
AN10516,N/A,SCF E3 ubiquitin ligase complex F-box protein grrA
AN10517,N/A,"Has domain(s) with predicted DNA binding, zinc ion binding activity, role in transcription, DNA-templated and nucleus localization"
AN10518,N/A,protein of unknown function
AN10519,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN1052,N/A,Protein involved in light-sensitive control of differentiation and secondary metabolism
AN10520,N/A,"3-carboxymuconolactone hydrolase, putative"
AN10521,N/A,"Ortholog(s) have role in negative regulation of transcription from RNA polymerase II promoter, positive regulation of transcription from RNA polymerase II promoter"
AN10522,N/A,"Ortholog(s) have cytosol, fungal-type vacuole membrane localization"
AN10523,N/A,"Ortholog(s) have role in double-strand break repair via homologous recombination and Smc5-Smc6 complex, nucleus localization"
AN10524,N/A,"Ortholog(s) have RSC complex, SWI/SNF complex, cytosol localization"
AN10525,N/A,"Ortholog(s) have role in NADH oxidation and mitochondrial respiratory chain complex I, membrane segment localization"
AN10526,N/A,Arginine methyltransferase
AN10527,N/A,"Ortholog(s) have trimethyllysine dioxygenase activity, role in carnitine biosynthetic process, mitochondrion organization and mitochondrion localization"
AN10528,N/A,protein of unknown function
AN10529,N/A,"Has domain(s) with predicted catalytic activity, pyridoxal phosphate binding activity and role in biosynthetic process"
AN1053,N/A,"Ortholog of A. fumigatus Af293 : Afu1g12480, A. niger CBS 513.88 : An08g05080, A. oryzae RIB40 : AO090001000238, Neosartorya fischeri NRRL 181 : NFIA_013060 and Aspergillus wentii : Aspwe1_0040426"
AN10530,N/A,"Ortholog of A. fumigatus Af293 : Afu2g01690, A. niger CBS 513.88 : An14g03330, A. oryzae RIB40 : AO090701000773, Neosartorya fischeri NRRL 181 : NFIA_034010 and Aspergillus wentii : Aspwe1_0157118"
AN10531,N/A,"Ortholog of A. fumigatus Af293 : Afu6g07960, A. niger CBS 513.88 : An11g02900, Neosartorya fischeri NRRL 181 : NFIA_053660 and Aspergillus wentii : Aspwe1_0046026"
AN10532,N/A,"Ortholog of A. fumigatus Af293 : Afu1g06000, A. niger CBS 513.88 : An18g03830, A. oryzae RIB40 : AO090009000483, Aspergillus wentii : Aspwe1_0050059 and Aspergillus sydowii : Aspsy1_0090995"
AN10533,N/A,Putative trehalose-6-phosphate synthase
AN10534,N/A,"Ortholog of A. nidulans FGSC A4 : AN7218, A. fumigatus Af293 : Afu1g13000, Afu7g03950, A. niger CBS 513.88 : An13g00410, An06g00970 and A. oryzae RIB40 : AO090023000035, AO090026000819"
AN10535,N/A,"Has domain(s) with predicted GTP binding, GTPase activity, translation initiation factor activity, zinc ion binding activity, role in translational initiation and intracellular localization"
AN10536,N/A,"Has domain(s) with predicted DNA binding activity and role in DNA recombination, double-strand break repair"
AN10537,N/A,"Has domain(s) with predicted nucleic acid binding, nucleotide binding activity"
AN10539,N/A,Ortholog(s) have cytoplasm localization
AN1054,N/A,Has domain(s) with predicted arylformamidase activity and role in tryptophan catabolic process to kynurenine
AN10540,N/A,"Ortholog(s) have dipeptidyl-peptidase activity and cytoplasm, nucleus localization"
AN10541,N/A,"Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, nucleic acid binding, protein kinase regulator activity, zinc ion binding activity"
AN10542,N/A,"Ortholog of A. fumigatus Af293 : Afu4g06210, A. niger CBS 513.88 : An04g00510, A. oryzae RIB40 : AO090023000969, Aspergillus sydowii : Aspsy1_0094879 and Aspergillus terreus NIH2624 : ATET_05601"
AN10543,N/A,"transcriptional regulatory protein, putative"
AN10544,N/A,"Has domain(s) with predicted 3-dehydroquinate dehydratase activity, catalytic activity"
AN10545,N/A,"Ortholog(s) have phosphatase activator activity, role in actin filament organization, endocytosis, mitophagy, regulation of growth, response to heat, response to salt stress and cytosol, nucleus localization"
AN10546,N/A,Ortholog(s) have protein serine/threonine kinase inhibitor activity
AN10547,N/A,"Ortholog of A. fumigatus Af293 : Afu4g06220, A. oryzae RIB40 : AO090023000968, Neosartorya fischeri NRRL 181 : NFIA_109920 and Aspergillus clavatus NRRL 1 : ACLA_045540"
AN10548,N/A,"Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated"
AN1055,N/A,"Ortholog(s) have eukaryotic initiation factor 4G binding, mRNA binding activity"
AN10550,N/A,Putative transcriptional regulator with homology to XlnR and AraR
AN10551,N/A,"Ortholog(s) have tRNA binding activity, role in regulation of transcription from RNA polymerase II promoter, tRNA wobble uridine modification and Elongator holoenzyme complex, cytosol, nucleus localization"
AN10552,N/A,"Ortholog of A. fumigatus Af293 : Afu4g07060, A. niger CBS 513.88 : An04g01460, A. oryzae RIB40 : AO090023000870, Aspergillus wentii : Aspwe1_0167183 and Aspergillus sydowii : Aspsy1_0094979"
AN10553,N/A,Has domain(s) with predicted cytochrome-c oxidase activity
AN10554,N/A,"Ortholog of A. fumigatus Af293 : Afu4g07070, A. oryzae RIB40 : AO090023000869, Aspergillus wentii : Aspwe1_0248748, Aspergillus sydowii : Aspsy1_0547613 and Aspergillus terreus NIH2624 : ATET_05504"
AN10555,N/A,Has domain(s) with predicted nucleic acid binding activity
AN10556,N/A,"Ortholog(s) have cytoplasm, nucleus localization"
AN10557,N/A,Putative ATP-dependent RNA helicase
AN10558,N/A,"Ortholog of A. fumigatus Af293 : Afu4g07280/sok1, A. niger CBS 513.88 : An04g01670, A. oryzae RIB40 : AO090023000845, Aspergillus wentii : Aspwe1_0023238 and Aspergillus terreus NIH2624 : ATET_05483"
AN10559,N/A,Ortholog(s) have endoplasmic reticulum localization
AN1056,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN10560,N/A,"Ortholog of A. fumigatus Af293 : Afu4g07670, A. niger CBS 513.88 : An04g02040, A. oryzae RIB40 : AO090023000808, Aspergillus wentii : Aspwe1_0034566 and Aspergillus sydowii : Aspsy1_0051349"
AN10561,N/A,Putative U1 snRNP component
AN10562,N/A,"Peptide methionine sulfoxide reductase msrA, putative"
AN10563,N/A,Putative vacuolar alkaline phosphatase with a predicted role in the autophagy pathway
AN10564,N/A,"Ortholog(s) have role in positive regulation of TOR signaling and Seh1-associated complex, cytosol, extrinsic component of fungal-type vacuolar membrane localization"
AN10565,N/A,Ortholog(s) have extracellular region localization
AN10566,N/A,"Ortholog of A. fumigatus Af293 : Afu2g03130, A. niger CBS 513.88 : An07g07550, Neosartorya fischeri NRRL 181 : NFIA_035480 and Aspergillus wentii : Aspwe1_0183505"
AN10567,N/A,"Ortholog(s) have tRNA 2'-phosphotransferase activity, role in tRNA splicing, via endonucleolytic cleavage and ligation and cytoplasm, nucleus localization"
AN10568,N/A,Has domain(s) with predicted role in mitochondrial pyruvate transport and mitochondrial inner membrane localization
AN10569,N/A,"Ortholog of A. fumigatus Af293 : Afu2g03100, A. niger CBS 513.88 : An07g07510, A. oryzae RIB40 : AO090120000281, Aspergillus wentii : Aspwe1_0040642 and Aspergillus terreus NIH2624 : ATET_09584"
AN1057,N/A,Has domain(s) with predicted catalytic activity
AN10570,N/A,Putative protein tyrosine phosphatase
AN10571,N/A,Has domain(s) with predicted oxidoreductase activity
AN10572,N/A,"Ortholog of A. fumigatus Af293 : Afu2g02450, A. niger CBS 513.88 : An07g06200, A. oryzae RIB40 : AO090026000558, Aspergillus wentii : Aspwe1_0353125 and Aspergillus sydowii : Aspsy1_0091260"
AN10573,N/A,Putative cytochrome P450
AN10574,N/A,Ortholog(s) have nucleus localization
AN10575,N/A,Predicted glycosylphosphatidylinositol (GPI)-anchored protein
AN10576,N/A,One module nonribosomal peptide synthetase (NRPS)
AN10578,N/A,"Ortholog of A. fumigatus Af293 : Afu2g01810, A. oryzae RIB40 : AO090011000438, Neosartorya fischeri NRRL 181 : NFIA_034160 and Aspergillus versicolor : Aspve1_0053770"
AN10579,N/A,"Ortholog of A. nidulans FGSC A4 : AN4100, A. fumigatus Af293 : Afu8g06630, A. niger CBS 513.88 : An05g01150, Aspergillus wentii : Aspwe1_0169274 and Aspergillus sydowii : Aspsy1_0065818, Aspsy1_0089096"
AN1058,N/A,"Ortholog of A. fumigatus Af293 : Afu1g12350, A. oryzae RIB40 : AO090001000294, Aspergillus wentii : Aspwe1_0172072, Aspergillus sydowii : Aspsy1_0053315 and Aspergillus terreus NIH2624 : ATET_00433"
AN10580,N/A,"Ortholog of A. fumigatus Af293 : Afu5g08850, Neosartorya fischeri NRRL 181 : NFIA_078450, Aspergillus wentii : Aspwe1_0278501 and Aspergillus clavatus NRRL 1 : ACLA_011690"
AN10581,N/A,"Ortholog of A. fumigatus Af293 : Afu5g08640, A. niger CBS 513.88 : An07g04900, Neosartorya fischeri NRRL 181 : NFIA_078640 and Aspergillus versicolor : Aspve1_0042746"
AN10582,N/A,"Has domain(s) with predicted FAD binding, cytochrome-c oxidase activity, oxidoreductase activity, role in metabolic process and mitochondrial respiratory chain complex IV localization"
AN10583,N/A,"Ortholog of A. nidulans FGSC A4 : AN7340, A. fumigatus Af293 : Afu3g06400, A. niger CBS 513.88 : An15g06840, An11g09940 and A. oryzae RIB40 : AO090020000722"
AN10584,N/A,"Ortholog(s) have cysteine desulfurase activity, role in iron-sulfur cluster assembly and L-cysteine desulfurase complex, extrinsic component of mitochondrial inner membrane, mitochondrial matrix, nucleus localization"
AN10585,N/A,"Ortholog(s) have cytochrome-c oxidase activity, enzyme regulator activity, role in aerobic respiration, mitochondrial respiratory chain supercomplex assembly and mitochondrial respiratory chain complex IV, plasma membrane localization"
AN10586,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN10588,N/A,"Ortholog of A. fumigatus Af293 : Afu5g08870, A. niger CBS 513.88 : An07g04510, A. oryzae RIB40 : AO090020000457, AO090012000441 and Neosartorya fischeri NRRL 181 : NFIA_078440"
AN10589,N/A,Ortholog(s) have fungal-type vacuole localization
AN1059,N/A,"carnitine acetyltransferase, putative"
AN10590,N/A,"Ortholog of A. fumigatus Af293 : Afu3g06380, A. niger CBS 513.88 : An11g09960, A. oryzae RIB40 : AO090020000113, Aspergillus sydowii : Aspsy1_0087862 and Aspergillus terreus NIH2624 : ATET_08788"
AN10591,N/A,"Ortholog of A. fumigatus Af293 : Afu3g06490, A. niger CBS 513.88 : An11g09850, A. oryzae RIB40 : AO090020000099, Aspergillus wentii : Aspwe1_0042123 and Aspergillus sydowii : Aspsy1_0087851"
AN10592,N/A,"Ortholog of A. fumigatus Af293 : Afu5g08730, A. oryzae RIB40 : AO090020000434, Neosartorya fischeri NRRL 181 : NFIA_078560 and Aspergillus versicolor : Aspve1_0134596"
AN10593,N/A,"Has domain(s) with predicted phosphatase activity, phosphoserine phosphatase activity and role in L-serine biosynthetic process, metabolic process"
AN10594,N/A,Putative sorting nexin
AN10595,N/A,Putative septin
