"Gene ID","Organism","Genomic Location (Gene)","Product Description","Is Pseudo","# Transcripts","Gene Name or Symbol"
"NCU01245","Neurospora crassa OR74A","CM002240:3,355,943..3,357,936(-)","hypothetical protein","No","1","N/A"
"NCU01246","Neurospora crassa OR74A","CM002240:3,358,200..3,359,618(+)","urease accessory protein UreD","No","1","ure-1"
"NCU01247","Neurospora crassa OR74A","CM002240:3,360,193..3,364,521(+)","hypothetical protein","No","1","coh-3"
"NCU01248","Neurospora crassa OR74A","CM002240:3,364,271..3,366,783(-)","hypothetical protein","No","1","N/A"
"NCU01249","Neurospora crassa OR74A","CM002240:3,367,761..3,370,827(+)","importin alpha subunit","No","1","nup-6"
"NCU01250","Neurospora crassa OR74A","CM002240:3,370,915..3,372,733(+)","cystinosin","No","1","N/A"
"NCU01252","Neurospora crassa OR74A","CM002240:3,373,621..3,377,882(-)","MYND domain-containing protein","No","1","N/A"
"NCU01253","Neurospora crassa OR74A","CM002240:3,381,031..3,383,464(-)","hypothetical protein","No","1","N/A"
"NCU01254","Neurospora crassa OR74A","CM002240:3,383,833..3,386,361(+)","Zinc transporter zrg17","No","1","zrg-17"
"NCU01255","Neurospora crassa OR74A","CM002240:3,386,197..3,389,923(-)","mitochondrial dynamin GTPase","No","1","mga-3"
"NCU01256","Neurospora crassa OR74A","CM002240:3,391,033..3,393,733(+)","glutamine amidotransferase","No","1","egt-2"
"NCU01257","Neurospora crassa OR74A","CM002240:3,393,820..3,395,597(-)","hypothetical protein","No","1","N/A"
"NCU01258","Neurospora crassa OR74A","CM002240:3,397,870..3,399,150(-)","cyanate-1","No","2","cyn-1"
"NCU01259","Neurospora crassa OR74A","CM002240:3,399,942..3,401,205(+)","hypothetical protein","No","1","N/A"
"NCU01260","Neurospora crassa OR74A","CM002240:3,402,081..3,409,629(+)","hypothetical protein","No","1","N/A"
"NCU01261","Neurospora crassa OR74A","CM002240:3,412,646..3,413,551(-)","hypothetical protein","No","1","N/A"
"NCU01262","Neurospora crassa OR74A","CM002240:3,417,549..3,417,935(-)","hypothetical protein","No","1","N/A"
"NCU01266","Neurospora crassa OR74A","CM002240:3,449,835..3,454,535(+)","phospholipase C-2","No","1","plc-2"
"NCU01267","Neurospora crassa OR74A","CM002240:3,455,171..3,458,425(-)","palmitoyltransferase pfa3","No","1","ptr-3"
"NCU01268","Neurospora crassa OR74A","CM002240:3,459,262..3,461,124(+)","ubiquitin-conjugating enzyme-9","No","1","uce-9"
"NCU01269","Neurospora crassa OR74A","CM002240:3,462,482..3,466,163(-)","nuclear division-34","No","1","div-5"
"NCU01270","Neurospora crassa OR74A","CM002240:3,467,962..3,470,630(-)","ribose-phosphate pyrophosphokinase II, variant 1, ribose-phosphate pyrophosphokinase II","No","2","rpd"
"NCU01271","Neurospora crassa OR74A","CM002240:3,470,938..3,474,214(-)","Ornithine decarboxylase","No","1","spe-1"
"NCU01272","Neurospora crassa OR74A","CM002240:3,475,012..3,480,227(-)","mitochondrial presequence protease","No","1","mpr-6"
"NCU01273","Neurospora crassa OR74A","CM002240:3,480,590..3,483,262(+)","beta-taxilin, beta-taxilin, variant 1","No","2","N/A"
"NCU01274","Neurospora crassa OR74A","CM002240:3,483,467..3,486,316(+)","hypothetical protein","No","1","N/A"
"NCU01275","Neurospora crassa OR74A","CM002240:3,486,564..3,488,068(+)","oxidoreductase","No","1","N/A"
"NCU01276","Neurospora crassa OR74A","CM002240:3,488,525..3,489,911(-)","N-acetyltransferase-5","No","1","nat-5"
"NCU01277","Neurospora crassa OR74A","CM002240:3,490,175..3,492,704(+)","hypothetical protein","No","1","ro-16"
"NCU01278","Neurospora crassa OR74A","CM002240:3,497,544..3,500,779(+)","hypothetical protein, hypothetical protein, variant 1","No","2","N/A"
"NCU01279","Neurospora crassa OR74A","CM002240:3,501,035..3,504,364(-)","endoplamic reticulum-5","No","1","enr-5"
"NCU01281","Neurospora crassa OR74A","CM002240:3,507,761..3,508,694(+)","hypothetical protein","No","1","N/A"
"NCU01282","Neurospora crassa OR74A","CM002240:3,510,559..3,512,602(+)","vacuolar-sorting protein snf-7","No","1","vsp-3"
"NCU01283","Neurospora crassa OR74A","CM002240:3,515,784..3,521,119(+)","hypothetical protein, hypothetical protein, variant 1","No","2","N/A"
"NCU01284","Neurospora crassa OR74A","CM002240:3,521,382..3,522,895(+)","hypothetical protein","No","1","N/A"
"NCU01285","Neurospora crassa OR74A","CM002240:3,522,784..3,525,426(-)","hypothetical protein","No","1","N/A"
"NCU01288","Neurospora crassa OR74A","CM002240:3,529,623..3,535,456(+)","hypothetical protein, hypothetical protein, variant 1","No","2","N/A"
"NCU01289","Neurospora crassa OR74A","CM002240:3,535,323..3,538,525(-)","hypothetical protein","No","1","N/A"
"NCU01290","Neurospora crassa OR74A","CM002240:3,539,648..3,542,237(-)","centromere/microtubule-binding protein cbf5","No","1","snr-10"
"NCU01291","Neurospora crassa OR74A","CM002240:3,542,459..3,545,673(-)","hypothetical protein","No","1","N/A"
"NCU01292","Neurospora crassa OR74A","CM002240:3,548,502..3,549,527(-)","hypothetical protein","No","1","N/A"
"NCU01294","Neurospora crassa OR74A","CM002240:3,553,252..3,557,053(+)","hydrolase","No","1","N/A"
"NCU01296","Neurospora crassa OR74A","CM002240:3,561,429..3,565,169(+)","hypothetical protein, hypothetical protein, variant 1","No","2","N/A"
"NCU01297","Neurospora crassa OR74A","CM002240:3,563,047..3,565,327(-)","hypothetical protein","No","1","N/A"
"NCU01298","Neurospora crassa OR74A","CM002240:3,568,817..3,570,414(+)","hypothetical protein, hypothetical protein, variant 1","No","2","N/A"
"NCU01299","Neurospora crassa OR74A","CM002240:3,570,365..3,571,522(-)","hypothetical protein","No","1","N/A"
"NCU01300","Neurospora crassa OR74A","CM002240:3,571,449..3,572,738(-)","Imidazoleglycerol-phosphate dehydratase","No","1","his-1"
"NCU01301","Neurospora crassa OR74A","CM002240:3,573,067..3,574,281(+)","cytoplasmic ribosomal protein-88","No","1","crp-88"
"NCU01302","Neurospora crassa OR74A","CM002240:3,574,126..3,576,194(-)","hydrolase","No","1","N/A"
"NCU01303","Neurospora crassa OR74A","CM002240:3,576,725..3,580,233(+)","hypothetical protein","No","1","N/A"
"NCU01304","Neurospora crassa OR74A","CM002240:3,581,505..3,584,124(+)","mitochondrial nuclease-1","No","1","mnu-1"
"NCU01305","Neurospora crassa OR74A","CM002240:3,584,540..3,587,798(-)","rhomboid family membrane protein","No","1","N/A"
"NCU01306","Neurospora crassa OR74A","CM002240:3,588,017..3,589,956(+)","hypothetical protein","No","1","N/A"
"NCU01307","Neurospora crassa OR74A","CM002240:3,589,781..3,590,984(-)","hypothetical protein","No","1","N/A"
"NCU01308","Neurospora crassa OR74A","CM002240:3,595,825..3,596,885(-)","hypothetical protein","No","1","N/A"
"NCU01309","Neurospora crassa OR74A","CM002240:3,597,376..3,601,028(+)","hypothetical protein","No","1","N/A"
"NCU01310","Neurospora crassa OR74A","CM002240:3,601,800..3,604,304(+)","hypothetical protein","No","1","N/A"
"NCU01311","Neurospora crassa OR74A","CM002240:3,604,976..3,607,644(+)","hypothetical protein","No","1","N/A"
"NCU01312","Neurospora crassa OR74A","CM002240:3,617,075..3,618,886(-)","myb-like DNA-binding protein myb-1","No","1","rca-1"
"NCU01313","Neurospora crassa OR74A","CM002240:3,623,177..3,623,902(+)","hypothetical protein","No","1","N/A"
"NCU01314","Neurospora crassa OR74A","CM002240:3,626,476..3,626,960(+)","hypothetical protein","No","1","N/A"
"NCU01315","Neurospora crassa OR74A","CM002240:3,630,866..3,635,902(-)","UDP-N-acetylglucosaminyltransferase","No","1","gt41-1"
"NCU01317","Neurospora crassa OR74A","CM002240:3,640,958..3,642,935(-)","60S ribosomal protein L12","No","1","crp-45"
"NCU01318","Neurospora crassa OR74A","CM002240:3,643,230..3,646,656(-)","protein transporter sec-23","No","1","sec23"
"NCU01319","Neurospora crassa OR74A","CM002240:3,647,074..3,650,348(+)","hypothetical protein","No","1","N/A"
"NCU01320","Neurospora crassa OR74A","CM002240:3,650,198..3,651,283(-)","glutathione S-transferase, variant 2, Glutathione S-transferase, glutathione S-transferase, variant 1","No","3","gst-3"
"NCU01321","Neurospora crassa OR74A","CM002240:3,651,500..3,654,199(-)","transport of metals-60","No","1","trm-60"
"NCU01322","Neurospora crassa OR74A","CM002240:3,654,989..3,657,205(+)","transcription factor-13","No","1","tcf-13"
"NCU01323","Neurospora crassa OR74A","CM002240:3,657,162..3,661,778(-)","cohesin complex subunit","No","1","coh"
"NCU01324","Neurospora crassa OR74A","CM002240:3,662,529..3,665,379(+)","hypothetical protein, variant 1, hypothetical protein","No","2","N/A"
"NCU01325","Neurospora crassa OR74A","CM002240:3,666,148..3,666,942(-)","hypothetical protein","No","1","N/A"
"NCU01326","Neurospora crassa OR74A","CM002240:3,668,005..3,668,876(-)","hypothetical protein","No","1","N/A"
"NCU01327","Neurospora crassa OR74A","CM002240:3,670,034..3,672,264(-)","hypothetical protein","No","1","N/A"
"NCU01328","Neurospora crassa OR74A","CM002240:3,672,514..3,675,677(-)","transketolase","No","1","ppm-8"
"NCU01329","Neurospora crassa OR74A","CM002240:3,677,531..3,678,970(+)","hypothetical protein","No","1","N/A"
"NCU01330","Neurospora crassa OR74A","CM002240:3,679,001..3,682,803(-)","SacI domain-containing protein","No","1","N/A"
"NCU01331","Neurospora crassa OR74A","CM002240:3,683,059..3,683,978(-)","snRNP and snoRNP protein","No","1","crp-75"
"NCU01332","Neurospora crassa OR74A","CM002240:3,684,275..3,686,333(+)","vacuolar ATP synthase proteolipid subunit","No","1","vma-3"
"NCU01333","Neurospora crassa OR74A","CM002240:3,686,328..3,689,857(-)","Delta(24(24(1)))-sterol reductase","No","1","erg-4"
"NCU01334","Neurospora crassa OR74A","CM002240:3,690,220..3,692,089(-)","hypothetical protein","No","1","N/A"
"NCU01335","Neurospora crassa OR74A","CM002240:3,692,753..3,700,051(-)","cell division control protein 15","No","1","cdc15"
"NCU01336","Neurospora crassa OR74A","CM002240:3,700,551..3,703,216(-)","hypothetical protein","No","1","N/A"
"NCU01337","Neurospora crassa OR74A","CM002240:3,703,539..3,705,009(+)","folate-3","No","1","fol-3"
"NCU01338","Neurospora crassa OR74A","CM002240:3,705,160..3,706,239(+)","DUF218 domain-containing protein","No","1","N/A"
"NCU01339","Neurospora crassa OR74A","CM002240:3,706,164..3,708,109(-)","hypothetical protein","No","1","N/A"
"NCU01340","Neurospora crassa OR74A","CM002240:3,708,775..3,709,865(+)","hypothetical protein","No","1","N/A"
"NCU01341","Neurospora crassa OR74A","CM002240:3,709,855..3,711,454(-)","small nuclear ribonucleoprotein-18","No","1","snr-18"
"NCU01342","Neurospora crassa OR74A","CM002240:3,711,731..3,713,332(+)","endoplasmic reticulum vesicle protein 25","No","1","erv-1"
"NCU01343","Neurospora crassa OR74A","CM002240:3,713,343..3,714,747(+)","TPR repeat protein","No","1","N/A"
"NCU01344","Neurospora crassa OR74A","CM002240:3,714,758..3,717,572(-)","hypothetical protein","No","1","mind-2"
"NCU01345","Neurospora crassa OR74A","CM002240:3,718,339..3,721,921(-)","ascospore lethal-1, variant 1, ascospore lethal-1","No","2","asl-1"
"NCU01346","Neurospora crassa OR74A","CM002240:3,721,604..3,722,198(+)","hypothetical protein","No","1","N/A"
"NCU01347","Neurospora crassa OR74A","CM002240:3,727,252..3,729,052(-)","hypothetical protein","No","1","N/A"
"NCU01348","Neurospora crassa OR74A","CM002240:3,730,157..3,732,570(-)","putrescine-3","No","1","put-3"
"NCU01349","Neurospora crassa OR74A","CM002240:3,735,910..3,741,109(+)","Septal pore-associated protein 13","No","1","spa-13"
"NCU01350","Neurospora crassa OR74A","CM002240:3,741,907..3,742,734(-)","hypothetical protein","No","1","N/A"
"NCU01351","Neurospora crassa OR74A","CM002240:3,743,447..3,744,618(+)","hypothetical protein","No","1","N/A"
"NCU01353","Neurospora crassa OR74A","CM002240:3,747,192..3,750,386(+)","mixed-linked glucanase","No","1","gh16-1"
"NCU01355","Neurospora crassa OR74A","CM002240:3,759,325..3,760,819(+)","hypothetical protein","No","1","N/A"
"NCU01356","Neurospora crassa OR74A","CM002240:3,760,841..3,762,881(-)","hypothetical protein","No","1","N/A"
"NCU01357","Neurospora crassa OR74A","CM002240:3,763,095..3,764,336(-)","hypothetical protein","No","1","N/A"
"NCU01358","Neurospora crassa OR74A","CM002240:3,767,240..3,769,039(+)","hypothetical protein","No","1","N/A"
"NCU01360","Neurospora crassa OR74A","CM002240:3,769,059..3,770,375(-)","NADH:ubiquinone oxidoreductase 11.5kD subunit","No","1","nuo11.5"
"NCU01361","Neurospora crassa OR74A","CM002240:3,770,667..3,774,819(+)","hypothetical protein","No","1","N/A"
"NCU01362","Neurospora crassa OR74A","CM002240:3,774,819..3,778,900(-)","Ino eighty subunit 1","No","1","ies-1"
"NCU01364","Neurospora crassa OR74A","CM002240:3,779,432..3,781,224(+)","oxidoreductase","No","1","N/A"
"NCU01365","Neurospora crassa OR74A","CM002240:3,780,935..3,785,173(-)","DNA ligase-3","No","1","dnl-3"
"NCU01366","Neurospora crassa OR74A","CM002240:3,786,269..3,791,458(+)","hypothetical protein, variant 1, hypothetical protein, variant 2, hypothetical protein","No","3","cpr-5"
"NCU01367","Neurospora crassa OR74A","CM002240:3,791,527..3,793,919(-)","small nucleolar ribonucleoprotein complex subunit","No","1","N/A"
"NCU01368","Neurospora crassa OR74A","CM002240:3,794,264..3,795,757(+)","proteasome component C11, variant 1, proteasome component C11","No","2","pcb-4"
"NCU01369","Neurospora crassa OR74A","CM002240:3,797,944..3,801,663(+)","ATP-dependent RNA helicase ded-1","No","1","drh-9"
"NCU01370","Neurospora crassa OR74A","CM002240:3,801,779..3,804,024(-)","hypothetical protein","No","1","dno-2"
"NCU01371","Neurospora crassa OR74A","CM002240:3,804,242..3,806,057(+)","UPF0660 protein, variant 1, UPF0660 protein","No","2","N/A"
"NCU01373","Neurospora crassa OR74A","CM002240:3,807,060..3,808,632(+)","hypothetical protein","No","1","N/A"
"NCU01374","Neurospora crassa OR74A","CM002240:3,810,163..3,811,666(+)","transport of metals-64","No","1","trm-64"
"NCU01375","Neurospora crassa OR74A","CM002240:3,812,068..3,812,684(+)","hypothetical protein","No","1","N/A"
"NCU01376","Neurospora crassa OR74A","CM002240:3,812,751..3,815,365(+)","Alkaline phosphatase","No","1","pho-2"
"NCU01377","Neurospora crassa OR74A","CM002240:3,816,482..3,819,147(+)","anaphase-promoting complex subunit cut9","No","1","cdc16"
"NCU01378","Neurospora crassa OR74A","CM002240:3,819,017..3,822,301(-)","acetoacetyl-CoA synthase-2","No","1","aacs-2"
"NCU01379","Neurospora crassa OR74A","CM002240:3,822,706..3,835,614(-)","histone acetylase complex subunit Paf400","No","1","stk-18"
"NCU01380","Neurospora crassa OR74A","CM002240:3,836,116..3,837,924(-)","hypothetical protein","No","1","N/A"
"NCU01381","Neurospora crassa OR74A","CM002240:3,840,744..3,841,939(-)","hypothetical protein","No","1","N/A"
"NCU01382","Neurospora crassa OR74A","CM002240:3,842,095..3,846,441(-)","hypothetical protein","No","1","N/A"
"NCU01383","Neurospora crassa OR74A","CM002240:3,847,646..3,848,048(+)","hypothetical protein","No","1","asp-5"
"NCU01385","Neurospora crassa OR74A","CM002240:3,860,290..3,860,776(+)","hypothetical protein","No","1","N/A"
"NCU01386","Neurospora crassa OR74A","CM002240:3,863,119..3,866,383(+)","hypothetical protein","No","1","ada-10"
"NCU01387","Neurospora crassa OR74A","CM002240:3,870,027..3,873,386(-)","hypothetical protein","No","1","N/A"
"NCU01388","Neurospora crassa OR74A","CM002240:3,873,576..3,876,112(+)","Alpha-1,2-mannosyltransferase","No","1","mnt-1"
"NCU01389","Neurospora crassa OR74A","CM002240:3,876,204..3,877,856(-)","mitogen-activated protein kinase organizer 1","No","1","N/A"
"NCU01390","Neurospora crassa OR74A","CM002240:3,878,067..3,881,118(+)","nuclear division-31","No","2","div-31"
"NCU01391","Neurospora crassa OR74A","CM002240:3,879,886..3,881,158(-)","hypothetical protein","No","1","N/A"
"NCU01392","Neurospora crassa OR74A","CM002240:3,881,975..3,882,848(-)","hypothetical protein","No","1","N/A"
"NCU01393","Neurospora crassa OR74A","CM002240:3,886,220..3,887,806(-)","class III chitinase","No","1","gh18-10"
"NCU01394","Neurospora crassa OR74A","CM002240:3,888,214..3,892,249(-)","hypothetical protein","No","1","N/A"
"NCU01395","Neurospora crassa OR74A","CM002240:3,892,918..3,896,127(-)","WSC domain-containing protein","No","1","N/A"
"NCU01396","Neurospora crassa OR74A","CM002240:3,897,358..3,898,069(-)","hypothetical protein","No","1","N/A"
"NCU01397","Neurospora crassa OR74A","CM002240:3,899,435..3,901,592(+)","hypothetical protein","No","1","cpr-2"
"NCU01398","Neurospora crassa OR74A","CM002240:3,899,073..3,901,949(-)","thiol methyltransferase-1","No","1","thm-1"
"NCU01399","Neurospora crassa OR74A","CM002240:3,902,254..3,904,846(+)","short chain dehydrogenase/reductase family protein","No","1","N/A"
"NCU01400","Neurospora crassa OR74A","CM002240:3,903,539..3,905,059(-)","hypothetical protein","No","1","N/A"
"NCU01401","Neurospora crassa OR74A","CM002240:3,932,945..3,934,869(+)","mitochondrial outer membrane protein, mitochondrial outer membrane protein, variant 1","No","2","tob38"
"NCU01402","Neurospora crassa OR74A","CM002240:3,935,439..3,937,165(+)","indoleamine dioxygenase-2","No","1","iad-2"
"NCU01403","Neurospora crassa OR74A","CM002240:3,937,221..3,939,355(-)","GPI anchored protein","No","1","N/A"
"NCU01404","Neurospora crassa OR74A","CM002240:3,939,665..3,942,060(-)","RNA methyltransferase-6","No","1","rmt-6"
"NCU01407","Neurospora crassa OR74A","CM002240:3,953,062..3,955,561(+)","hypothetical protein","No","1","N/A"
"NCU01408","Neurospora crassa OR74A","CM002240:3,955,906..3,958,521(+)","COP9 signalosome subunit 3","No","1","csn-3"
"NCU01409","Neurospora crassa OR74A","CM002240:3,958,607..3,962,691(-)","ran-binding protein","No","1","N/A"
"NCU01410","Neurospora crassa OR74A","CM002240:3,963,555..3,965,600(-)","DUF1711 domain-containing protein","No","1","N/A"
"NCU01411","Neurospora crassa OR74A","CM002240:3,967,910..3,970,439(-)","multi-drug resistance-9","No","1","mdr-9"
"NCU01412","Neurospora crassa OR74A","CM002240:3,970,912..3,976,406(+)","gamma-glutamyl phosphate reductase","No","1","pro-3"
"NCU01413","Neurospora crassa OR74A","CM002240:3,973,437..3,976,684(-)","myosin-1","No","1","mcl-1"
"NCU01414","Neurospora crassa OR74A","CM002240:3,977,115..3,980,680(-)","ascospore maturation 1 protein","No","1","asm-1"
"NCU01415","Neurospora crassa OR74A","CM002240:3,987,694..3,989,161(+)","hypothetical protein","No","1","N/A"
"NCU01416","Neurospora crassa OR74A","CM002240:3,993,244..3,994,171(+)","hypothetical protein","No","1","N/A"
"NCU01417","Neurospora crassa OR74A","CM002240:4,002,179..4,005,467(-)","propionate-CoA ligase","No","1","prp-1"
"NCU01418","Neurospora crassa OR74A","CM002240:4,007,434..4,009,736(-)","clock-controlled gene-6","No","1","ccg-6"
"NCU01419","Neurospora crassa OR74A","CM002240:4,012,302..4,013,845(+)","quinone oxidoreductase","No","1","apg-12"
"NCU01420","Neurospora crassa OR74A","CM002240:4,013,446..4,015,369(-)","hypothetical protein","No","1","N/A"
"NCU01421","Neurospora crassa OR74A","CM002240:4,015,755..4,017,726(+)","hypothetical protein","No","1","N/A"
"NCU01422","Neurospora crassa OR74A","CM002240:4,017,681..4,019,324(-)","multiprotein-bridging factor 1","No","1","mbf1"
"NCU01423","Neurospora crassa OR74A","CM002240:4,020,359..4,022,197(+)","hypothetical protein","No","1","N/A"
"NCU01424","Neurospora crassa OR74A","CM002240:4,024,029..4,025,499(+)","DUF636 domain-containing protein","No","1","N/A"
"NCU01425","Neurospora crassa OR74A","CM002240:4,025,411..4,026,962(-)","hypothetical protein","No","1","N/A"
"NCU01426","Neurospora crassa OR74A","CM002240:4,027,782..4,030,186(+)","hypothetical protein","No","1","N/A"
"NCU01427","Neurospora crassa OR74A","CM002240:4,030,155..4,032,913(-)","geranylgeranyl pyrophosphate synthetase","No","1","al-3"
"NCU01428","Neurospora crassa OR74A","CM002240:4,781,437..4,783,164(+)","purine-2","No","3","pur-2"
"NCU01429","Neurospora crassa OR74A","CM002240:4,777,829..4,781,182(-)","phosphoserine aminotransferase","No","1","ser-7"
"NCU01430","Neurospora crassa OR74A","CM002240:4,776,449..4,779,402(+)","hypothetical protein","No","1","N/A"
"NCU01431","Neurospora crassa OR74A","CM002240:4,768,952..4,776,086(+)","cytokinesis protein sepA","No","1","bni1"
"NCU01432","Neurospora crassa OR74A","CM002240:4,766,633..4,767,995(-)","hypothetical protein","No","1","N/A"
"NCU01433","Neurospora crassa OR74A","CM002240:4,763,438..4,765,965(-)","serine/threonine-protein phosphatase 5","No","1","ppt-1"
"NCU01434","Neurospora crassa OR74A","CM002240:4,762,199..4,763,389(+)","hypothetical protein","No","1","N/A"
"NCU01435","Neurospora crassa OR74A","CM002240:4,758,899..4,761,774(+)","serine/threonine-protein kinase bur-1","No","1","stk-1"
"NCU01436","Neurospora crassa OR74A","CM002240:4,757,550..4,758,629(-)","questionable protein, questionable protein, variant 1","No","2","N/A"
"NCU01438","Neurospora crassa OR74A","CM002240:4,746,171..4,748,649(-)","nucleosome assembly protein","No","1","naf-1"
"NCU01439","Neurospora crassa OR74A","CM002240:4,742,527..4,745,460(-)","D-3-phosphoglycerate dehydrogenase 1","No","1","ser-2"
"NCU01440","Neurospora crassa OR74A","CM002240:4,734,286..4,741,305(-)","myosin-2","No","1","myo-2"
"NCU01441","Neurospora crassa OR74A","CM002240:4,730,947..4,732,373(-)","purine-3","No","1","pur-3"
"NCU01442","Neurospora crassa OR74A","CM002240:4,728,515..4,731,517(+)","DUF1671 domain-containing protein","No","1","N/A"
"NCU01443","Neurospora crassa OR74A","CM002240:4,720,758..4,723,464(-)","seryl-tRNA synthetase","No","1","ser-8"
"NCU01444","Neurospora crassa OR74A","CM002240:4,718,352..4,720,889(+)","rheb small monomeric GTPase RhbA","No","1","gtp-19"
"NCU01445","Neurospora crassa OR74A","CM002240:4,713,859..4,717,467(+)","hypothetical protein","No","1","N/A"
"NCU01446","Neurospora crassa OR74A","CM002240:4,711,446..4,713,631(-)","uracil phosphoribosyltransferase, variant 2, uracil phosphoribosyltransferase, variant 1, Uracil phosphoribosyltransferase","No","3","uc-4"
"NCU01447","Neurospora crassa OR74A","CM002240:4,710,028..4,712,894(+)","hypothetical protein","No","1","N/A"
"NCU01448","Neurospora crassa OR74A","CM002240:4,709,025..4,709,789(+)","hypothetical protein","No","1","N/A"
"NCU01449","Neurospora crassa OR74A","CM002240:4,705,718..4,709,289(-)","GTP cyclohydrolase II, variant 1, GTP cyclohydrolase II","No","2","rib-3"
"NCU01450","Neurospora crassa OR74A","CM002240:4,701,479..4,702,347(-)","hypothetical protein","No","1","N/A"
"NCU01451","Neurospora crassa OR74A","CM002240:4,697,052..4,699,062(-)","hypothetical protein","No","1","N/A"
"NCU01452","Neurospora crassa OR74A","CM002240:4,694,538..4,696,530(-)","40S ribosomal protein S1","No","1","crp-8"
"NCU01453","Neurospora crassa OR74A","CM002240:4,692,275..4,694,477(-)","guanine triphosphate binding-27","No","2","gtp-27"
"NCU01454","Neurospora crassa OR74A","CM002240:4,690,432..4,692,338(+)","mitochondrial hydrolase","No","1","N/A"
"NCU01455","Neurospora crassa OR74A","CM002240:4,687,108..4,689,654(-)","Signal recognition particle protein","No","1","N/A"
"NCU01456","Neurospora crassa OR74A","CM002240:4,683,246..4,686,957(+)","DUF250 domain membrane protein, DUF250 domain membrane protein, variant 1","No","2","N/A"
"NCU01457","Neurospora crassa OR74A","CM002240:4,678,870..4,681,856(+)","ubiquitin terminal hydrolase-9","No","1","uth-9"
"NCU01458","Neurospora crassa OR74A","CM002240:4,677,501..4,678,617(-)","hypothetical protein","No","1","N/A"
"NCU01459","Neurospora crassa OR74A","CM002240:4,673,281..4,676,687(+)","tan spore protein","No","1","ts"
"NCU01460","Neurospora crassa OR74A","CM002240:4,669,152..4,670,292(-)","replication protein A-3","No","1","rpa-3"
"NCU01461","Neurospora crassa OR74A","CM002240:4,663,954..4,669,177(+)","hypothetical protein","No","1","N/A"
"NCU01462","Neurospora crassa OR74A","CM002240:4,660,144..4,661,351(+)","hypothetical protein","No","1","N/A"
"NCU01463","Neurospora crassa OR74A","CM002240:4,657,310..4,659,298(+)","hypothetical protein","No","1","N/A"
"NCU01464","Neurospora crassa OR74A","CM002240:4,654,691..4,656,861(-)","zinc carboxypeptidase","No","1","wal-1"
"NCU01465","Neurospora crassa OR74A","CM002240:4,647,463..4,653,590(-)","hypothetical protein, variant 2, hypothetical protein, hypothetical protein, variant 3, hypothetical protein, variant 1","No","4","N/A"
"NCU01466","Neurospora crassa OR74A","CM002240:4,643,294..4,646,967(+)","Septal pore-associated protein 5","No","1","spa-5"
"NCU01467","Neurospora crassa OR74A","CM002240:4,641,963..4,642,950(-)","NADH:ubiquinone oxidoreductase 10.4kD subunit","No","1","nuo10.4"
"NCU01468","Neurospora crassa OR74A","CM002240:4,639,972..4,642,189(+)","translation initiation factor eIF-2B subunit delta","No","1","eif2B-delta"
"NCU01469","Neurospora crassa OR74A","CM002240:4,638,478..4,639,681(+)","hypothetical protein","No","1","N/A"
"NCU01470","Neurospora crassa OR74A","CM002240:4,633,349..4,636,782(+)","vacuolar protein 8","No","1","vac8"
"NCU01471","Neurospora crassa OR74A","CM002240:4,628,534..4,631,799(-)","nuclear protein SNF4, nuclear protein SNF4, variant 1","No","2","snf4-1"
"NCU01472","Neurospora crassa OR74A","CM002240:4,623,493..4,628,245(-)","hypothetical protein","No","1","N/A"
"NCU01473","Neurospora crassa OR74A","CM002240:4,621,323..4,623,251(+)","mitochondrial large ribosomal subunit YmL35","No","1","mrp-51"
"NCU01474","Neurospora crassa OR74A","CM002240:4,619,403..4,621,258(-)","60S ribosomal protein L4, variant 1, 60S ribosomal protein L4","No","2","mrp-54"
"NCU01475","Neurospora crassa OR74A","CM002240:4,614,828..4,617,253(-)","hypothetical protein","No","1","N/A"
"NCU01476","Neurospora crassa OR74A","CM002240:4,610,429..4,613,810(+)","hypothetical protein","No","1","N/A"
"NCU01477","Neurospora crassa OR74A","CM002240:4,605,706..4,609,263(-)","hypothetical protein","No","1","N/A"
"NCU01478","Neurospora crassa OR74A","CM002240:4,598,516..4,603,188(-)","fungal specific transcription factor domain-containing protein","No","1","N/A"
"NCU01479","Neurospora crassa OR74A","CM002240:4,594,146..4,598,010(-)","matrix AAA protease MAP-1","No","1","map-1"
"NCU01480","Neurospora crassa OR74A","CM002240:4,590,986..4,593,750(-)","anion exchange family protein","No","1","N/A"
"NCU01481","Neurospora crassa OR74A","CM002237:3,347,849..3,350,878(-)","amino acid transporter","No","1","aap-14"
"NCU01483","Neurospora crassa OR74A","CM002237:3,345,023..3,346,189(-)","hypothetical protein","No","1","N/A"
"NCU01484","Neurospora crassa OR74A","CM002237:3,342,200..3,344,700(+)","Rho-type GTPase","No","1","rho-1"
"NCU01485","Neurospora crassa OR74A","CM002237:3,338,079..3,340,096(-)","hypothetical protein","No","1","mrp-42"
"NCU01486","Neurospora crassa OR74A","CM002237:3,332,319..3,337,925(+)","IKI3 family protein, variant 1, IKI3 family protein","No","2","N/A"
"NCU01487","Neurospora crassa OR74A","CM002237:3,328,817..3,331,553(-)","hypothetical protein","No","1","N/A"
"NCU01488","Neurospora crassa OR74A","CM002237:3,301,137..3,302,594(+)","hypothetical protein","No","1","N/A"
