"Gene ID","Organism","Genomic Location (Gene)","Product Description","Is Pseudo","# Transcripts","Gene Name or Symbol"
"SPAC24C9.14","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,072,847..3,077,223(+)","ubiquitin-specific cysteine protease, OTU family, Otu1","No","1","otu1"
"SPAC24C9.15c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,074,267..3,075,988(-)","meiotic septin Spn5","No","1","spn5"
"SPAC24C9.16c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,042,749..3,043,380(-)","cytochrome c oxidase subunit VIII","No","1","cox8"
"SPAC24H6.01c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:489,871..492,181(+)","membrane bound O-acyltransferase, MBOAT Gup1","No","1","gup1"
"SPAC24H6.02c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:488,339..489,482(+)","TIM23 translocase complex subunit Tim15","No","1","tim15"
"SPAC24H6.03","Schizosaccharomyces pombe 972h-","Spom972h_chrI:485,723..488,811(-)","cullin 3","No","1","cul3"
"SPAC24H6.04","Schizosaccharomyces pombe 972h-","Spom972h_chrI:482,607..485,408(-)","hexokinase 1","No","1","hxk1"
"SPAC24H6.05","Schizosaccharomyces pombe 972h-","Spom972h_chrI:479,228..482,556(-)","protein tyrosine phosphatase (M phase inducer) Cdc25","No","1","cdc25"
"SPAC24H6.06","Schizosaccharomyces pombe 972h-","Spom972h_chrI:476,474..478,803(-)","DNA replication pre-initiation complex subunit Sld3","No","1","sld3"
"SPAC24H6.07","Schizosaccharomyces pombe 972h-","Spom972h_chrI:475,354..476,128(-)","40S ribosomal protein S9","No","1","rps901"
"SPAC24H6.08","Schizosaccharomyces pombe 972h-","Spom972h_chrI:473,792..475,041(-)","Schizosaccharomyces specific protein","No","1","N/A"
"SPAC24H6.09","Schizosaccharomyces pombe 972h-","Spom972h_chrI:469,981..472,993(-)","RhoGEF for Cdc42 (Gef1)","No","1","gef1"
"SPAC24H6.10c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:468,664..469,890(+)","phospho-2-dehydro-3-deoxyheptonate aldolase","No","1","N/A"
"SPAC24H6.11c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:464,120..468,581(+)","sulfate transmembrane transporter family","No","1","N/A"
"SPAC24H6.12c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:461,686..463,599(+)","NEDD8 activating enzyme E1-type Uba3","No","1","uba3"
"SPAC24H6.13","Schizosaccharomyces pombe 972h-","Spom972h_chrI:456,931..460,811(-)","calcium ion transmembrane transporter","No","1","N/A"
"SPAC25A8.01c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:2,098,195..2,101,876(-)","SMARCAD1 family ATPase Fft3","No","1","fft3"
"SPAC25A8.02","Schizosaccharomyces pombe 972h-","Spom972h_chrI:2,102,190..2,104,103(+)","autophagy associated protein Atg14","No","1","atg14"
"SPAC25A8.03c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:2,096,162..2,098,083(-)","mitochondrial arginine methyltransferase, human NDUFAF7 ortholog","No","1","N/A"
"SPAC25B8.01","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,155,465..4,156,320(+)","cytochrome P450 regulator Dap1","No","1","dap1"
"SPAC25B8.02","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,156,472..4,157,726(+)","Clr6 and Rpd3L histone deacetylase complex subunit Sds3","No","1","sds3"
"SPAC25B8.03","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,157,827..4,160,623(+)","phosphatidylserine decarboxylase Psd2","No","1","psd2"
"SPAC25B8.04c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,160,598..4,162,328(-)","mitochondrial cytochrome C oxidase assembly protein Mss51","No","1","mss51"
"SPAC25B8.05","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,162,277..4,164,207(+)","tRNA-pseudouridine synthase Deg1","No","1","deg1"
"SPAC25B8.06c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,162,367..4,165,940(-)","mitochondrial serine-tRNA ligase","No","1","dia4"
"SPAC25B8.07c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,166,006..4,167,734(-)","cytochrome c oxidase assembly protein Rcf1","No","1","rcf1"
"SPAC25B8.08","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,168,212..4,170,189(+)","Golgi Ras-interacting protein with DIL domain, human RADIL and RASIP1 ortholog (predicted), implicated in vesicle-mediated transport","No","1","N/A"
"SPAC25B8.09","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,170,550..4,171,657(+)","trans-aconitate 3-methyltransferase","No","1","N/A"
"SPAC25B8.10","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,172,123..4,173,547(+)","trans-aconitate 3-methyltransferase","No","1","N/A"
"SPAC25B8.11","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,173,674..4,176,378(+)","DNA-binding transcription factor","No","1","N/A"
"SPAC25B8.12c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,176,460..4,178,343(-)","HAD superfamily hydrolase, unknown role","No","1","N/A"
"SPAC25B8.13c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,179,961..4,183,074(-)","2-OG-Fe(II) oxygenase superfamily protein","No","1","isp7"
"SPAC25B8.14","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,185,113..4,187,416(+)","CENP-O ortholog Mal2","No","1","mal2"
"SPAC25B8.15c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,185,378..4,187,542(-)","wybutosine biosynthesis protein Tyw3","No","1","tyw3"
"SPAC25B8.16","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,187,325..4,189,859(+)","RNase P and RNase MRP subunit Pop100","No","1","pop100"
"SPAC25B8.17","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,190,288..4,191,481(+)","intramembrane aspartyl protease of the perinuclear ER membrane Ypf1","No","1","ypf1"
"SPAC25B8.18","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,191,410..4,192,157(+)","mitochondrial thioredoxin-related protein","No","1","fmp46"
"SPAC25B8.19c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,192,070..4,195,228(-)","DNA-binding transcription factor zf-C2H2 type","No","1","loz1"
"SPAC25B8.20","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,166,658..4,167,704(+)","Schizosaccharomyces specific microprotein Smp1","No","1","smp1"
"SPAC25G10.01","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,295,138..4,297,332(+)","RNA-binding protein involved in histone acetylation","No","1","N/A"
"SPAC25G10.02","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,296,936..4,298,605(-)","cruciform-cutting endonuclease Cce1","No","1","cce1"
"SPAC25G10.03","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,299,757..4,301,402(+)","DNA-binding transcription factor Zip1","No","1","zip1"
"SPAC25G10.04c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,301,367..4,303,885(-)","meiotic recombination protein Rec10","No","1","rec10"
"SPAC25G10.05c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,304,356..4,305,811(-)","ATP phosphoribosyltransferase","No","1","his1"
"SPAC25G10.06","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,305,949..4,306,399(+)","40S ribosomal protein S28","No","1","rps2801"
"SPAC25G10.07c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,306,511..4,310,340(-)","kinesin-5 family plus-end directed microtubule motor, bimC subfamily Cut7","No","1","cut7"
"SPAC25G10.08","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,310,535..4,313,061(+)","translation initiation factor eIF3b (p84)","No","1","tif302"
"SPAC25G10.09c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,313,118..4,318,708(-)","actin cortical patch component, with EF hand and WH2 motif Panl","No","1","pan1"
"SPAC25H1.02","Schizosaccharomyces pombe 972h-","Spom972h_chrI:2,525,778..2,527,510(+)","2-oxoglutarate- and Fe(II)-dependent oxygenase Jmj1","No","1","jmj1"
"SPAC25H1.03","Schizosaccharomyces pombe 972h-","Spom972h_chrI:2,528,030..2,528,644(+)","autophagy associated HORMA domain protein Atg101","No","1","atg101"
"SPAC25H1.04","Schizosaccharomyces pombe 972h-","Spom972h_chrI:2,529,085..2,529,901(+)","K48-linkage specific deubiquitinase","No","1","mug105"
"SPAC25H1.05","Schizosaccharomyces pombe 972h-","Spom972h_chrI:2,530,096..2,531,201(+)","calcium transport factor","No","1","meu29"
"SPAC25H1.06","Schizosaccharomyces pombe 972h-","Spom972h_chrI:2,531,225..2,532,877(+)","histone H3-H4 chaperone, CAF assembly factor (CAF-1) complex subunit C, Pcf3","No","1","pcf3"
"SPAC25H1.07","Schizosaccharomyces pombe 972h-","Spom972h_chrI:2,533,709..2,536,655(+)","ER membrane protein complex subunit Emc1","No","1","emc1"
"SPAC25H1.08c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:2,536,605..2,537,929(-)","ribosome assembly protein Sqt1","No","1","sqt1"
"SPAC25H1.09","Schizosaccharomyces pombe 972h-","Spom972h_chrI:2,538,102..2,540,081(+)","alpha-amylase homolog Mde5","No","1","mde5"
"SPAC25H1.10c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:2,532,754..2,533,276(-)","F1-FO ATP synthase subunit K","No","1","atp19"
"SPAC26A3.01","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,332,541..3,334,714(+)","aspartic protease Sxa1","No","1","sxa1"
"SPAC26A3.02","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,334,824..3,337,714(+)","DNA adenine glycosylase Myh1","No","1","myh1"
"SPAC26A3.03c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,334,942..3,338,202(-)","RecQ mediated genome instability protein Rmi1","No","1","rmi1"
"SPAC26A3.04","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,337,678..3,338,408(+)","60S ribosomal protein L20A","No","1","rpl2002"
"SPAC26A3.05","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,339,116..3,344,445(+)","clathrin heavy chain Chc1","No","1","chc1"
"SPAC26A3.06","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,344,729..3,345,820(+)","rRNA (guanine-N7-)-methyltransferase Bud23","No","1","bud23"
"SPAC26A3.09c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,348,103..3,352,396(-)","RhoGAP Rga2","No","1","rga2"
"SPAC26A3.07c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,346,068..3,346,937(-)","60S ribosomal protein L11","No","1","rpl1101"
"SPAC26A3.08","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,346,955..3,348,195(+)","Sm snRNP core protein Smb1","No","1","smb1"
"SPAC26A3.10","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,352,347..3,356,297(+)","centaurin ADP ribosylation factor GTPase activating protein family","No","1","cnt6"
"SPAC26A3.11","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,356,375..3,357,902(+)","mitochondrial omega-amidase","No","1","N/A"
"SPAC26A3.12c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,356,144..3,361,083(-)","5'-3' exoribonuclease Dhp1","No","1","dhp1"
"SPAC26A3.13c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,361,547..3,365,548(-)","retrotransposable element/transposon Tf2-type","No","1","Tf2-4"
"SPAC26A3.14c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,366,317..3,367,205(-)","DUF1748 family protein","No","1","N/A"
"SPAC26A3.15c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,367,472..3,370,256(-)","nucleoporin Nsp1","No","1","nsp1"
"SPAC26A3.16","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,369,709..3,371,384(+)","UBA domain protein Dph1/Dsk2","No","1","dsk2"
"SPAC26A3.17c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,371,257..3,372,581(-)","N-methyltransferase","No","1","rmt2"
"SPAC26F1.01","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,182,774..5,186,191(-)","Arf GEF Sec74","No","1","sec74"
"SPAC26F1.02","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,181,243..5,182,731(-)","splicing factor, pinin ortholog Pnn1","No","1","pnn1"
"SPAC26F1.03","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,179,652..5,181,308(-)","pyruvate dehydrogenase e1 component alpha subunit Pda1","No","1","pda1"
"SPAC26F1.04c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,177,808..5,179,736(+)","enoyl-[acyl-carrier protein] reductase","No","1","etr1"
"SPAC26F1.05","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,174,625..5,175,819(-)","Schizosaccharomyces pombe specific protein Mug106","No","1","mug106"
"SPAC26F1.06","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,173,864..5,174,644(-)","monomeric 2,3-bisphosphoglycerate (BPG)-dependent phosphoglycerate mutase (PGAM), Gpm1","No","1","gpm1"
"SPAC26F1.07","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,170,789..5,172,112(-)","NADPH-dependent aldo-keto reductase","No","1","N/A"
"SPAC26F1.08c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,167,038..5,170,528(+)","malate transmembrane transporter","No","1","N/A"
"SPAC26F1.09","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,163,555..5,167,012(-)","Rab GAP Gyp51","No","1","gyp51"
"SPAC26F1.10c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,161,474..5,163,360(+)","protein tyrosine phosphatase Pyp1","No","1","pyp1"
"SPAC26F1.11","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,157,285..5,159,163(-)","dubious","No","1","N/A"
"SPAC26F1.12c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,153,823..5,155,228(+)","chaperone for translation factor EF2, armadillo-type fold, Hgh1","No","1","hgh1"
"SPAC26F1.13c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,148,780..5,152,492(+)","cytoplasmic leucine-tRNA ligase Lrs1","No","1","lrs1"
"SPAC26F1.14c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,146,123..5,148,353(+)","mitochondrial inner membrane anchored oxidoreductase Aif1","No","1","aif1"
"SPAC26H5.02c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,117,195..4,119,311(-)","DNA replication ATPase Mgs1","No","1","mgs1"
"SPAC26H5.03","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,119,431..4,121,874(+)","histone H3-H4 chaperone, CAF assembly factor (CAF-1) complex subunit B, Pcf2","No","1","pcf2"
"SPAC26H5.04","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,121,876..4,124,737(+)","GID complex armadillo repeat subunit Gid5","No","1","gid5"
"SPAC26H5.05","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,125,000..4,128,805(+)","membrane sensing transcription coactivator, ankyrin repeat containing Mga2","No","1","mga2"
"SPAC26H5.06","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,129,145..4,132,350(+)","shelterin complex subunit Pot1","No","1","pot1"
"SPAC26H5.07c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,131,406..4,133,498(-)","seven transmembrane receptor protein","No","1","N/A"
"SPAC26H5.08c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,134,378..4,136,031(-)","cell wall glucan beta-glucosidase Bgl2","No","1","bgl2"
"SPAC26H5.09c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,137,266..4,139,080(-)","oxidoreductase involved in NADPH regeneration","No","1","N/A"
"SPAC26H5.10c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,141,281..4,142,329(-)","translation elongation and termination factor eIF5A","No","1","tif51"
"SPAC26H5.11","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,142,849..4,147,291(+)","spore wall assembly lipid binding protein Mug56","No","1","mug56"
"SPAC26H5.12","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,147,643..4,151,509(+)","mitochondrial RNA polymerase Rpo41","No","1","rpo41"
"SPAC26H5.13c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,150,008..4,153,031(-)","inositol phoshorylceramide synthase regulatory subunit Kei1","No","1","kei1"
"SPAC27D7.02c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,507,217..4,509,970(-)","Golgi GRIP domain protein Grp1","No","1","grp1"
"SPAC27D7.03c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,510,983..4,515,015(-)","RNA-binding protein involved in meiosis Mei2","No","1","mei2"
"SPAC27D7.04","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,517,412..4,518,818(+)","4-alpha-hydroxytetrahydrobiopterin dehydratase","No","1","omt2"
"SPAC27D7.05c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,517,810..4,518,562(-)","anaphase-promoting complex subunit Apc14","No","1","apc14"
"SPAC27D7.06","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,519,000..4,520,130(+)","electron transfer flavoprotein alpha subunit EtfA","No","1","etf1"
"SPAC27D7.07c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,520,187..4,521,063(-)","Sm snRNP core protein Smd1","No","1","smd1"
"SPAC27D7.08c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,521,375..4,523,223(-)","23S rRNA/U6 snRNA (adenine-N(6))-methyltransferase Mtl16","No","1","mtl16"
"SPAC27D7.09c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,523,298..4,524,731(-)","But2 family protein, similar to cell surface molecules","No","1","N/A"
"SPAC27D7.11c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,529,389..4,531,031(-)","But2 family protein, similar to cell surface molecules","No","1","N/A"
"SPAC27D7.12c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,533,326..4,534,385(-)","thioredoxin family protein But1","No","1","but1"
"SPAC27D7.13c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,534,674..4,536,686(-)","dynactin microtubule-binding subunit, p150-Glued Ssm4","No","1","ssm4"
"SPAC27D7.14c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,536,975..4,540,298(-)","RNA polymerase II associated Paf1 complex subunit Tpr1","No","1","tpr1"
"SPAC27E2.01","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,001,693..4,003,982(+)","alpha-amylase homolog","No","1","N/A"
"SPAC27E2.02","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,004,221..4,005,792(+)","eIF2alpha (Gcn2) kinase inhibitor (human IMPACT homolog) Yih1","No","1","yih1"
"SPAC27E2.03c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,005,717..4,007,722(-)","Obg-like ATPase, human OLA1 ortholog","No","1","N/A"
"SPAC27E2.04c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,010,592..4,011,430(-)","dubious","No","1","mug155"
"SPAC27E2.05","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,015,050..4,016,557(+)","DNA polymerase delta small subunit Cdc1","No","1","cdc1"
"SPAC27E2.06c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,016,534..4,018,850(-)","mitochondrial methionine-tRNA ligase Msm1","No","1","msm1"
"SPAC27E2.07","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,019,873..4,022,054(+)","Golgi 4,6-pyruvylated galactose (PvGal) residue biosynthesis protein Pvg2","No","1","pvg2"
"SPAC27E2.08","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,022,492..4,026,493(+)","retrotransposable element/transposon Tf2-type","No","1","Tf2-6"
"SPAC27E2.09","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,027,002..4,034,337(+)","phosphorelay sensor kinase Mak2","No","1","mak2"
"SPAC27E2.10c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,034,145..4,035,920(-)","DNA replication factor C complex subunit Rfc3","No","1","rfc3"
"SPAC27E2.11c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,009,573..4,010,224(-)","Schizosaccharomyces specific protein","No","1","N/A"
"SPAC27E2.12","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,010,913..4,011,317(+)","Schizosaccharomyces pombe specific protein","No","1","N/A"
"SPAC27E2.14","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,012,418..4,012,891(-)","Schizosaccharomyces pombe specific protein","No","1","N/A"
"SPAC27F1.02c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,319,247..4,320,285(-)","tropomyosin","No","1","cdc8"
"SPAC27F1.03c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,320,716..4,321,579(-)","ubiquitin C-terminal hydrolase Uch1","No","1","uch1"
"SPAC27F1.04c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,321,520..4,323,254(-)","Ndc80 complex subunit Nuf2","No","1","nuf2"
"SPAC27F1.05c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,323,424..4,325,633(-)","aminotransferase class-III, unknown specificty","No","1","N/A"
"SPAC27F1.06c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,327,147..4,328,451(-)","histone chaperone and CENP-A amino terminus domain (NTD) isomerase Ani2","No","1","ani2"
"SPAC27F1.07","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,328,945..4,330,716(+)","dolichyl-diphospho-oligosaccharide-protein glycosyltransferase Ost1","No","1","ost1"
"SPAC27F1.08","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,330,993..4,333,166(+)","plasma membrane Nramp family manganese ion transmembrane transporter","No","1","pdt1"
"SPAC27F1.09c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,333,135..4,336,797(-)","U2 snRNP-associated protein SF3B1","No","1","prp10"
"SPAC27F1.10","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,325,963..4,326,914(-)","Schizosaccharomyces pombe specific protein","No","1","N/A"
"SPAC29A4.02c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,143,745..5,145,515(+)","translation elongation factor EF-1 gamma subunit","No","1","tef3"
"SPAC29A4.03c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,142,407..5,143,810(+)","mitochondrial ribosomal protein subunit S9","No","1","mrps9"
"SPAC29A4.04c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,140,322..5,142,190(+)","pseudouridine synthase Cbf5","No","1","cbf5"
"SPAC29A4.05","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,137,314..5,138,212(-)","myosin I light chain Cam2","No","1","cam2"
"SPAC29A4.06c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,136,040..5,137,368(+)","splicing protein, human NSRP1 ortholog","No","1","N/A"
"SPAC29A4.07","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,133,784..5,136,031(-)","mediator complex subunit Med22","No","1","srb6"
"SPAC29A4.08c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,133,204..5,135,342(+)","Prp19 complex subunit, ubiquitin-protein ligase E4 Prp19","No","1","prp19"
"SPAC29A4.09","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,131,870..5,133,110(-)","rRNA exonuclease Rrp17","No","1","rrp17"
"SPAC29A4.10","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,129,264..5,131,929(-)","RNA polymerase I upstream activation factor complex subunit Rrn5","No","1","rrn5"
"SPAC29A4.11","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,123,328..5,129,129(-)","RhoGAP Rga3","No","1","rga3"
"SPAC29A4.12c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,124,554..5,125,643(+)","Schizosaccharomyces specific protein Mug108","No","1","mug108"
"SPAC29A4.13","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,120,840..5,122,136(-)","urease accessory protein UreF","No","1","ure6"
"SPAC29A4.14c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,119,515..5,121,734(+)","peroxin-3 peroxisome-plasma membrane adaptor Pex3","No","1","pex3"
"SPAC29A4.15","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,117,470..5,119,153(-)","cytoplasmic serine-tRNA ligase Srs1","No","1","srs1"
"SPAC29A4.16","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,113,913..5,116,750(-)","serine/threonine protein kinase Hal4","No","1","hal4"
"SPAC29A4.17c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,113,027..5,114,151(+)","integral mitochondrial outer membrane (MOM) protein","No","1","fun14"
"SPAC29A4.18","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,110,278..5,111,962(-)","histone chaperone, Clr6 and Rpd3L complex subunit Prw1","No","1","prw1"
"SPAC29A4.19c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,106,559..5,113,025(+)","Ca2+/Mn2+ transporting P-type ATPase P5 type Cta5","No","1","cta5"
"SPAC29A4.20","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,104,252..5,106,372(-)","elongator complex tRNA uridine(34) acetyltransferase subunit Elp3","No","1","elp3"
"SPAC29A4.22","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,124,392..5,124,613(+)","dubious","No","1","N/A"
"SPAC29A4.23","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,139,024..5,139,575(+)","Schizosaccharomyces specific protein","No","1","N/A"
"SPAC29B12.01","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,403,181..5,408,330(+)","SNF2 family ATP-dependent chromatin remodeller Ino80","No","1","ino80"
"SPAC29B12.02c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,408,180..5,411,132(-)","histone lysine H3-K36 methyltransferase Set2","No","1","set2"
"SPAC29B12.03","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,411,817..5,413,219(+)","ribonucleotide reductase (RNR) inhibitor","No","1","spd1"
"SPAC29B12.06c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,417,366..5,418,973(-)","CCR4-Not complex RNA-binding protein subunit 9","No","1","rcd1"
"SPAC29B12.04","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,414,891..5,416,193(+)","pyridoxal 5'-phosphate synthase (glutamine hydrolysing)","No","1","snz1"
"SPAC29B12.05c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,416,197..5,417,408(-)","mitochondrial N(5)-glutamine methyltransferase","No","1","mtq1"
"SPAC29B12.07","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,419,733..5,426,266(+)","multidomain vesicle coat component Sec16","No","1","sec16"
"SPAC29B12.08","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,427,297..5,431,523(+)","Clr5 protein","No","1","clr5"
"SPAC29B12.10c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,431,575..5,434,908(-)","plasma membrane glutathione transmembrane transporter Pgt1","No","1","pgt1"
"SPAC29B12.11c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,435,872..5,437,295(-)","human WW domain binding protein-2 ortholog","No","1","N/A"
"SPAC29B12.12","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,438,212..5,438,553(+)","helper of TIM Hot13","No","1","hot13"
"SPAC29B12.13","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,438,983..5,439,489(+)","CENP-V, S-(hydroxymethyl)glutathione synthase","No","1","N/A"
