protein_id	clade02	clade01	clade04	clade03	clade06	clade05	clade08	clade07
EHM034720|EHA02359_bin.2_gene_92_2	1	1	1	1	1	1	1	1
EHM034720|EHA02359_bin.2_gene_94_28	1	1	0	0	1	0	0	0
EHM034720|EHA02359_bin.2_gene_94_29	0	0	0	0	1	0	0	0
EHM034720|EHA02359_bin.2_gene_97_2	0	0	0	0	0	0	0	0
EHM034720|EHA02359_bin.2_gene_97_3	0	0	0	0	1	1	0	0
STP248.12601_R.bin.118|k141_129934_100	0	1	0	0	0	1	0	0
STP248.12601_R.bin.118|k141_129934_107	1	1	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_129934_110	1	1	0	1	0	0	0	0
STP248.12601_R.bin.118|k141_129934_115	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_129934_20	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_129934_31	1	1	1	0	1	1	1	1
STP248.12601_R.bin.118|k141_129934_82	0	1	1	1	1	0	1	1
STP248.12601_R.bin.118|k141_129934_91	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_129934_92	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_417709_118	0	1	0	0	0	1	0	0
STP248.12601_R.bin.118|k141_417709_123	1	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_417709_49	1	1	0	0	1	1	0	1
STP248.12601_R.bin.118|k141_417709_68	0	0	0	0	1	1	0	0
STP248.12601_R.bin.118|k141_435317_26	1	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_435317_9	1	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_465240_11	1	0	0	0	1	0	0	0
STP248.12601_R.bin.118|k141_465240_110	1	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_465240_2	1	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_465240_36	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_465240_8	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_465240_9	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_483842_16	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_483842_34	0	1	0	0	1	0	1	0
STP248.12601_R.bin.118|k141_483842_37	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_500071_4	0	0	0	0	1	1	0	0
STP248.12601_R.bin.118|k141_505779_68	1	1	1	0	1	0	1	1
STP248.12601_R.bin.118|k141_520429_36	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_520429_37	1	1	1	0	1	1	0	1
STP248.12601_R.bin.118|k141_540405_121	1	1	0	0	1	1	0	0
STP248.12601_R.bin.118|k141_540405_132	1	1	0	0	0	1	0	0
STP248.12601_R.bin.118|k141_540405_141	1	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_540405_173	0	1	0	0	1	0	1	0
STP248.12601_R.bin.118|k141_540405_186	1	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_540405_40	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_540405_48	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_540405_50	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_540405_51	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_540405_52	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_540405_53	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_540405_54	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_540405_57	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_540405_63	0	1	1	1	1	1	0	0
STP248.12601_R.bin.118|k141_540405_79	0	0	0	0	1	1	0	0
STP248.12601_R.bin.118|k141_540405_86	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_540405_90	0	1	1	0	1	0	0	0
STP248.12601_R.bin.118|k141_540405_93	0	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_556585_6	1	0	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_557158_38	1	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_557158_46	0	0	0	0	1	0	0	0
STP248.12601_R.bin.118|k141_563334_30	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_588353_110	0	0	0	1	0	0	0	0
STP248.12601_R.bin.118|k141_588353_58	0	0	0	0	1	1	0	0
STP248.12601_R.bin.118|k141_588353_61	1	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_588353_77	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_588353_78	0	0	0	0	1	1	0	0
STP248.12601_R.bin.118|k141_588353_80	0	0	0	0	1	1	0	0
STP248.12601_R.bin.118|k141_588353_82	0	0	0	0	1	1	0	0
STP248.12601_R.bin.118|k141_588353_86	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_588353_99	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_589226_26	1	1	0	0	1	1	1	0
STP248.12601_R.bin.118|k141_624970_22	1	0	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_642822_22	0	1	0	1	1	0	1	1
STP248.12601_R.bin.118|k141_642822_6	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_649852_9	0	0	0	0	1	1	0	0
STP248.12601_R.bin.118|k141_666362_24	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_70658_11	1	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_745868_12	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_745868_25	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_745868_29	0	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_76108_23	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_76108_32	1	1	0	0	1	1	0	0
STP248.12601_R.bin.118|k141_769723_105	0	0	0	0	0	1	0	0
STP248.12601_R.bin.118|k141_769723_19	0	1	1	1	1	0	1	1
STP248.12601_R.bin.118|k141_769723_22	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_769723_53	1	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_769723_57	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_769723_58	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_769723_73	1	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_771786_24	0	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_771786_39	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_772933_22	1	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_772933_3	1	0	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_772933_68	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_786323_30	1	1	1	1	1	1	0	1
STP248.12601_R.bin.118|k141_879507_13	1	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_879507_14	1	0	1	0	0	0	1	0
STP248.12601_R.bin.118|k141_879507_8	0	0	0	0	1	0	0	0
STP248.12601_R.bin.118|k141_904984_100	1	1	0	0	0	1	1	1
STP248.12601_R.bin.118|k141_904984_11	1	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_904984_20	0	1	1	1	0	1	1	0
STP248.12601_R.bin.118|k141_904984_30	1	1	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_923502_55	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_923502_65	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_923502_7	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_958820_20	0	0	0	0	1	0	0	0
STP248.12601_R.bin.118|k141_958820_53	0	0	0	0	1	0	0	0
STP248.12601_R.bin.118|k141_958820_79	0	0	0	1	0	0	0	0
STP248.12601_R.bin.118|k141_962093_11	1	1	1	1	1	1	1	1
STP248.12601_R.bin.118|k141_962093_21	0	1	0	0	0	0	1	0
STP248.12601_R.bin.118|k141_962093_34	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_962093_35	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_962093_4	0	0	0	0	0	0	0	0
STP248.12601_R.bin.118|k141_962093_53	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_114434_16	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_114434_18	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_197029_12	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_197029_3	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_197029_78	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_200691_1	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_200691_134	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_215613_12	0	0	0	0	1	0	0	0
UHM1073.23039_R.bin.125|k141_215613_4	1	0	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_223244_108	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_223244_124	1	1	1	0	1	1	1	1
UHM1073.23039_R.bin.125|k141_223244_133	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_223244_26	1	1	1	1	1	0	1	1
UHM1073.23039_R.bin.125|k141_223244_69	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_223244_7	0	0	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_223244_75	0	1	1	1	0	1	1	0
UHM1073.23039_R.bin.125|k141_223244_84	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_223244_95	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_227938_29	0	0	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_227938_30	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_228062_101	0	0	0	1	0	0	0	0
UHM1073.23039_R.bin.125|k141_228062_113	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_228062_126	0	0	0	0	1	0	0	0
UHM1073.23039_R.bin.125|k141_228062_17	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_228062_76	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_228062_91	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_228062_97	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_248016_9	0	1	0	0	1	1	0	1
UHM1073.23039_R.bin.125|k141_27918_10	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_27918_71	0	0	0	1	0	0	0	0
UHM1073.23039_R.bin.125|k141_293949_31	1	1	0	0	1	0	0	0
UHM1073.23039_R.bin.125|k141_293949_48	0	0	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_293949_56	1	1	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_293949_58	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_311317_127	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_311317_145	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_311317_146	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_311317_147	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_311317_148	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_311317_149	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_311317_150	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_311317_151	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_311317_16	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_311317_19	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_311317_39	1	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_311317_53	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_311317_68	1	0	1	1	1	0	1	1
UHM1073.23039_R.bin.125|k141_311317_90	0	1	0	0	0	0	1	0
UHM1073.23039_R.bin.125|k141_311317_97	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_32380_101	1	0	0	1	1	1	0	0
UHM1073.23039_R.bin.125|k141_32380_56	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_327978_105	1	0	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_327978_110	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_327978_140	1	1	1	0	1	0	1	1
UHM1073.23039_R.bin.125|k141_327978_18	0	1	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_327978_26	0	0	0	0	1	0	0	0
UHM1073.23039_R.bin.125|k141_327978_55	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_327978_80	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_333189_17	1	1	0	0	1	1	0	0
UHM1073.23039_R.bin.125|k141_333189_18	0	0	1	0	0	0	1	0
UHM1073.23039_R.bin.125|k141_333189_4	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_334212_8	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_392367_29	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_392367_30	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_392367_34	1	0	1	0	0	0	1	0
UHM1073.23039_R.bin.125|k141_405036_12	0	0	0	1	0	0	0	1
UHM1073.23039_R.bin.125|k141_405036_4	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_405036_61	0	1	0	0	1	0	1	0
UHM1073.23039_R.bin.125|k141_42250_27	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_471956_3	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_475898_46	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_475898_57	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_101	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_108	0	1	1	1	1	1	0	1
UHM1073.23039_R.bin.125|k141_490033_142	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_143	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_159	1	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_160	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_162	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_174	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_26	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_42	1	1	0	0	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_44	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_45	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_490033_6	0	0	0	0	1	0	0	0
UHM1073.23039_R.bin.125|k141_490033_63	0	1	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_77	1	0	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_490033_80	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_515361_126	1	0	1	1	1	1	1	0
UHM1073.23039_R.bin.125|k141_515361_128	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_515361_16	0	1	1	1	1	1	0	0
UHM1073.23039_R.bin.125|k141_515361_25	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_515361_38	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_515361_39	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_515361_74	1	1	0	0	1	0	0	0
UHM1073.23039_R.bin.125|k141_515361_83	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_515361_94	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_516198_18	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_516198_36	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_516198_45	0	0	0	0	1	0	0	0
UHM1073.23039_R.bin.125|k141_516198_46	1	1	1	0	1	1	1	1
UHM1073.23039_R.bin.125|k141_516198_57	0	1	0	0	0	1	0	0
UHM1073.23039_R.bin.125|k141_519366_19	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_58351_43	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_58351_76	0	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_58351_77	1	1	1	1	1	1	0	1
UHM1073.23039_R.bin.125|k141_594944_41	0	0	1	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_610428_12	1	1	0	0	0	1	0	0
UHM1073.23039_R.bin.125|k141_624127_20	0	1	1	0	1	0	0	0
UHM1073.23039_R.bin.125|k141_624127_40	1	0	1	1	1	1	1	1
UHM1073.23039_R.bin.125|k141_624127_49	1	0	0	0	0	0	0	0
UHM1073.23039_R.bin.125|k141_624127_59	1	1	0	0	1	1	0	0
UHM1210.23070_R.bin.101|k141_1014015_36	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_1015956_23	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_1015956_32	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_1015956_9	1	1	1	1	1	1	1	1
UHM1210.23070_R.bin.101|k141_102944_1	0	0	0	0	1	0	0	0
UHM1210.23070_R.bin.101|k141_102944_12	0	1	0	0	0	0	1	0
UHM1210.23070_R.bin.101|k141_102944_17	1	1	1	1	0	1	1	1
UHM1210.23070_R.bin.101|k141_1066781_14	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_1066781_21	1	1	1	1	1	0	1	1
UHM1210.23070_R.bin.101|k141_1066781_25	0	0	0	1	0	0	0	0
UHM1210.23070_R.bin.101|k141_1066781_39	1	1	1	1	1	1	1	1
UHM1210.23070_R.bin.101|k141_1066781_73	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_1066781_95	1	1	1	1	1	1	1	1
UHM1210.23070_R.bin.101|k141_1135903_31	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_1135903_46	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_1135903_47	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_1142038_15	0	0	0	0	1	0	0	0
UHM1210.23070_R.bin.101|k141_1142038_29	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_1142038_32	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_1193549_13	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_1193549_19	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_1193549_20	1	1	1	1	1	1	1	0
UHM1210.23070_R.bin.101|k141_1193549_22	1	1	1	1	1	1	1	1
UHM1210.23070_R.bin.101|k141_1193549_39	1	1	1	1	1	1	1	1
UHM1210.23070_R.bin.101|k141_1193549_43	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_1275766_2	0	1	1	1	1	1	1	1
UHM1210.23070_R.bin.101|k141_1275766_45	1	1	1	1	1	1	1	1
UHM1210.23070_R.bin.101|k141_1275766_87	1	0	0	0	1	1	0	0
UHM1210.23070_R.bin.101|k141_1275766_89	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_1275766_90	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_1318991_104	1	1	0	0	1	1	0	1
UHM1210.23070_R.bin.101|k141_1318991_122	0	1	1	1	1	0	1	1
UHM1210.23070_R.bin.101|k141_1318991_144	1	1	1	1	1	1	0	1
UHM1210.23070_R.bin.101|k141_1318991_57	1	1	1	1	1	1	1	1
UHM1210.23070_R.bin.101|k141_1318991_64	0	1	1	1	0	1	1	0
UHM1210.23070_R.bin.101|k141_1318991_86	1	1	1	1	1	1	1	1
UHM1210.23070_R.bin.101|k141_1318991_88	0	1	1	0	1	0	0	0
UHM1210.23070_R.bin.101|k141_1318991_96	1	1	1	1	0	0	1	1
UHM1210.23070_R.bin.101|k141_1343831_21	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_1343831_35	0	1	1	1	1	1	0	1
UHM1210.23070_R.bin.101|k141_14093_24	1	1	1	1	1	1	1	1
UHM1210.23070_R.bin.101|k141_14093_25	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_284463_12	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_284463_38	1	1	1	1	0	0	1	1
UHM1210.23070_R.bin.101|k141_284463_41	1	1	0	0	1	1	0	0
UHM1210.23070_R.bin.101|k141_284463_51	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_284463_72	1	1	1	1	1	1	0	0
UHM1210.23070_R.bin.101|k141_35550_100	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_35550_125	1	0	0	1	1	0	1	0
UHM1210.23070_R.bin.101|k141_35550_13	1	0	1	0	1	1	0	0
UHM1210.23070_R.bin.101|k141_35550_134	1	1	0	0	1	1	1	0
UHM1210.23070_R.bin.101|k141_35550_25	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_35550_82	1	1	1	1	1	1	1	1
UHM1210.23070_R.bin.101|k141_35550_9	1	0	1	1	1	1	1	0
UHM1210.23070_R.bin.101|k141_44701_23	1	1	1	1	1	0	1	1
UHM1210.23070_R.bin.101|k141_44701_26	1	1	0	0	1	1	0	0
UHM1210.23070_R.bin.101|k141_44701_65	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_604287_23	1	0	0	0	1	0	0	0
UHM1210.23070_R.bin.101|k141_609199_27	0	0	0	0	1	1	0	0
UHM1210.23070_R.bin.101|k141_692359_11	0	0	1	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_692359_18	1	1	1	1	1	1	0	1
UHM1210.23070_R.bin.101|k141_692359_19	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_692359_55	1	1	1	1	1	1	1	1
UHM1210.23070_R.bin.101|k141_692359_59	0	0	0	0	1	0	0	0
UHM1210.23070_R.bin.101|k141_754643_3	1	1	0	1	0	0	0	0
UHM1210.23070_R.bin.101|k141_754643_7	1	1	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_754643_9	1	0	1	1	1	1	1	1
UHM1210.23070_R.bin.101|k141_770993_37	0	0	0	0	0	1	0	0
UHM1210.23070_R.bin.101|k141_770993_56	1	0	1	1	0	0	1	0
UHM1210.23070_R.bin.101|k141_790691_24	0	0	0	0	1	0	0	0
UHM1210.23070_R.bin.101|k141_829398_1	0	1	1	0	1	0	1	1
UHM1210.23070_R.bin.101|k141_830199_21	1	1	1	1	1	1	1	0
UHM1210.23070_R.bin.101|k141_830199_3	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_968682_12	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_968682_2	1	0	1	1	1	0	1	1
UHM1210.23070_R.bin.101|k141_971217_7	1	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_983138_12	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_983138_33	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_983138_34	0	0	0	0	0	0	0	0
UHM1210.23070_R.bin.101|k141_983138_36	1	1	1	1	1	1	1	1
UHM1210.23070_R.bin.101|k141_993103_46	0	1	0	0	1	0	0	0
UHM1210.23070_R.bin.101|k141_993103_66	1	1	1	1	1	1	1	1
UHM1210.23070_R.bin.101|k141_993103_72	0	1	1	1	1	1	1	1
