protein_id	source_proteome	C286	C287	C288	C289	C294	C298	clade01	clade02	clade03	clade04	clade05	clade06	clade07	clade08
EHM034692|EHA02331_bin.15_gene_156_9	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_156_10	C287	1	1	1	1	0	1	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_156_11	C287	1	1	1	1	1	1	0	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_157_1	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_157_2	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_157_7	C287	1	1	0	0	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_157_10	C287	1	1	1	1	1	1	0	1	1	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_159_2	C287	1	1	1	1	1	1	1	1	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_159_3	C287	1	1	1	1	1	1	1	1	0	1	1	1	0	1
EHM034692|EHA02331_bin.15_gene_159_4	C287	1	1	1	1	1	1	1	1	1	0	0	1	1	0
EHM034692|EHA02331_bin.15_gene_159_5	C287	1	1	1	1	1	1	1	1	1	1	1	0	1	1
EHM034692|EHA02331_bin.15_gene_159_6	C287	1	1	1	1	1	1	1	1	1	1	1	0	1	1
EHM034692|EHA02331_bin.15_gene_159_7	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_159_9	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EHM034692|EHA02331_bin.15_gene_159_10	C287	1	1	1	1	1	1	1	1	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_159_12	C287	1	1	0	0	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_160_3	C287	1	1	1	1	1	1	1	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_160_4	C287	1	1	1	1	0	1	0	1	0	0	0	1	0	0
EHM034692|EHA02331_bin.15_gene_160_5	C287	1	1	1	1	1	1	0	1	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_161_1	C287	1	1	1	1	1	1	1	0	0	0	1	1	1	0
EHM034692|EHA02331_bin.15_gene_161_2	C287	1	1	1	1	1	1	1	0	0	0	1	1	1	0
EHM034692|EHA02331_bin.15_gene_161_3	C287	1	1	1	1	1	1	1	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_161_4	C287	1	1	1	1	1	1	1	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_161_5	C287	1	1	1	1	1	1	1	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_161_6	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_161_8	C287	1	1	1	1	1	1	1	1	1	1	1	0	1	1
EHM034692|EHA02331_bin.15_gene_161_10	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_162_1	C287	1	1	1	1	1	1	1	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_162_2	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_163_1	C287	1	1	1	1	1	1	0	0	0	0	0	1	0	0
EHM034692|EHA02331_bin.15_gene_163_2	C287	1	1	1	1	0	1	1	0	0	0	0	1	0	0
EHM034692|EHA02331_bin.15_gene_163_6	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_165_1	C287	1	1	1	1	1	1	1	1	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_166_2	C287	1	1	1	1	1	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_166_3	C287	1	1	1	1	1	1	0	0	1	0	0	0	1	1
EHM034692|EHA02331_bin.15_gene_166_4	C287	1	1	1	1	0	1	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_166_5	C287	1	1	1	1	1	1	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_166_6	C287	1	1	1	1	0	1	1	0	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_166_10	C287	1	1	1	1	1	1	1	1	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_166_11	C287	1	1	1	1	1	1	0	1	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_166_12	C287	1	1	1	1	1	1	0	1	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_166_13	C287	1	1	1	1	1	1	0	1	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_166_14	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_166_15	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_167_6	C287	1	1	1	1	1	1	0	1	1	1	0	0	0	1
EHM034692|EHA02331_bin.15_gene_167_7	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_167_9	C287	1	1	1	1	1	1	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_167_12	C287	1	1	1	1	1	1	1	1	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_168_2	C287	1	1	1	1	1	1	0	0	1	0	1	1	0	1
EHM034692|EHA02331_bin.15_gene_168_8	C287	1	1	1	1	1	1	0	1	0	0	1	1	0	1
EHM034692|EHA02331_bin.15_gene_168_9	C287	1	1	1	1	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_168_10	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_169_2	C287	1	1	1	1	1	1	1	0	0	0	1	1	1	0
EHM034692|EHA02331_bin.15_gene_169_3	C287	1	1	1	1	1	1	1	0	1	0	1	1	1	1
EHM034692|EHA02331_bin.15_gene_169_4	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_169_5	C287	1	1	1	1	1	1	0	1	1	1	0	1	0	1
EHM034692|EHA02331_bin.15_gene_169_6	C287	1	1	1	1	0	1	1	1	1	1	0	0	1	1
EHM034692|EHA02331_bin.15_gene_169_7	C287	1	1	1	1	0	1	1	0	1	1	0	0	0	0
EHM034692|EHA02331_bin.15_gene_169_8	C287	1	1	1	1	1	1	1	0	0	0	1	1	1	1
EHM034692|EHA02331_bin.15_gene_169_9	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_169_10	C287	1	1	1	1	1	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_169_11	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_169_12	C287	1	1	1	1	1	1	0	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_169_23	C287	1	1	1	1	1	1	1	0	0	0	1	0	0	1
EHM034692|EHA02331_bin.15_gene_169_24	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_169_25	C287	1	1	1	1	1	1	0	1	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_169_26	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_169_28	C287	1	1	1	1	1	1	1	0	1	0	1	1	1	1
EHM034692|EHA02331_bin.15_gene_169_30	C287	1	1	1	1	1	1	0	0	0	0	0	1	0	0
EHM034692|EHA02331_bin.15_gene_169_31	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_169_32	C287	1	1	1	1	0	0	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_169_33	C287	1	1	1	1	1	0	0	1	0	1	1	1	0	1
EHM034692|EHA02331_bin.15_gene_169_35	C287	1	1	1	1	1	1	0	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_169_36	C287	1	1	1	1	0	1	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_169_37	C287	1	1	1	1	1	1	0	0	0	0	1	0	0	0
EHM034692|EHA02331_bin.15_gene_169_38	C287	1	1	1	1	1	0	0	1	0	0	0	1	0	0
EHM034692|EHA02331_bin.15_gene_169_39	C287	1	1	1	1	1	1	1	1	0	0	0	1	0	0
EHM034692|EHA02331_bin.15_gene_169_40	C287	1	1	1	1	1	1	1	1	0	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_169_41	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_169_42	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_169_43	C287	1	1	0	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_169_45	C287	1	1	1	1	1	1	1	0	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_169_47	C287	1	1	1	1	1	1	0	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_170_2	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EHM034692|EHA02331_bin.15_gene_170_3	C287	1	1	1	1	1	1	0	1	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_170_4	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_170_5	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_170_6	C287	1	1	1	1	1	1	1	0	0	0	1	1	1	1
EHM034692|EHA02331_bin.15_gene_170_7	C287	1	1	1	1	1	1	1	1	0	0	0	1	0	0
EHM034692|EHA02331_bin.15_gene_170_8	C287	1	1	0	1	0	0	0	0	0	0	0	1	0	0
EHM034692|EHA02331_bin.15_gene_171_1	C287	1	1	1	1	1	1	1	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_171_2	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_171_3	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_171_4	C287	1	1	1	1	1	1	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_172_4	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_172_5	C287	1	1	1	1	1	1	1	1	1	0	1	1	1	0
EHM034692|EHA02331_bin.15_gene_172_6	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_172_7	C287	1	1	1	1	1	1	1	0	0	0	1	1	0	1
EHM034692|EHA02331_bin.15_gene_172_8	C287	1	1	0	0	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_172_10	C287	1	1	1	1	1	1	1	1	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_172_11	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_172_12	C287	1	1	1	1	1	1	1	1	1	0	0	1	1	1
EHM034692|EHA02331_bin.15_gene_172_13	C287	1	1	1	1	1	1	0	0	0	1	0	0	0	1
EHM034692|EHA02331_bin.15_gene_172_14	C287	1	1	1	1	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_172_15	C287	1	1	1	1	1	1	1	1	0	1	1	1	0	0
EHM034692|EHA02331_bin.15_gene_172_16	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_172_17	C287	1	1	1	1	1	1	0	1	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_172_18	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_172_20	C287	1	1	1	1	1	1	1	1	1	1	0	1	0	1
EHM034692|EHA02331_bin.15_gene_172_22	C287	1	1	0	1	0	1	0	1	0	0	0	0	0	1
EHM034692|EHA02331_bin.15_gene_172_23	C287	1	1	0	0	0	1	0	1	0	0	0	0	0	1
EHM034692|EHA02331_bin.15_gene_172_24	C287	1	1	1	1	1	1	1	1	1	1	0	0	1	1
EHM034692|EHA02331_bin.15_gene_173_2	C287	1	1	1	1	0	0	0	0	0	0	1	0	0	0
EHM034692|EHA02331_bin.15_gene_173_3	C287	1	1	1	1	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_173_5	C287	1	1	1	1	1	1	1	1	1	1	1	1	0	1
EHM034692|EHA02331_bin.15_gene_173_6	C287	1	1	1	1	1	1	0	0	1	1	0	0	0	1
EHM034692|EHA02331_bin.15_gene_173_7	C287	1	1	1	1	0	1	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_174_1	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_174_4	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_174_7	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_174_8	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_175_1	C287	1	1	1	1	0	1	0	0	1	1	0	0	1	1
EHM034692|EHA02331_bin.15_gene_175_2	C287	1	1	1	1	1	1	0	1	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_175_4	C287	1	1	1	1	1	1	1	1	1	1	0	1	0	1
EHM034692|EHA02331_bin.15_gene_176_2	C287	1	1	1	1	1	1	0	0	0	0	0	1	0	0
EHM034692|EHA02331_bin.15_gene_176_3	C287	1	1	1	1	1	1	1	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_176_4	C287	1	1	1	1	0	1	0	0	0	0	0	1	1	0
EHM034692|EHA02331_bin.15_gene_177_1	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_177_3	C287	1	1	1	1	1	1	1	1	1	1	1	1	0	1
EHM034692|EHA02331_bin.15_gene_177_4	C287	1	1	1	1	1	1	1	1	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_177_5	C287	1	1	1	1	1	1	1	1	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_177_6	C287	1	1	1	1	0	0	1	0	0	0	1	0	0	0
EHM034692|EHA02331_bin.15_gene_177_7	C287	1	1	0	0	0	0	0	0	1	1	0	0	0	0
EHM034692|EHA02331_bin.15_gene_178_5	C287	1	1	1	1	1	1	0	0	0	0	1	0	0	0
EHM034692|EHA02331_bin.15_gene_178_6	C287	1	1	1	1	1	1	1	0	0	0	1	1	1	1
EHM034692|EHA02331_bin.15_gene_178_7	C287	1	1	1	1	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_178_8	C287	1	1	1	1	0	0	1	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_179_3	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_179_4	C287	1	1	1	1	1	1	1	1	1	1	0	1	0	1
EHM034692|EHA02331_bin.15_gene_179_5	C287	1	1	1	1	1	1	0	1	0	0	0	1	0	1
EHM034692|EHA02331_bin.15_gene_179_6	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_180_1	C287	1	1	1	1	0	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_180_2	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_180_3	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_180_4	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_181_1	C287	1	1	1	0	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_181_2	C287	1	1	1	0	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_181_3	C287	1	1	1	0	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_182_7	C287	1	1	0	0	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_183_3	C287	1	1	1	1	0	1	0	1	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_183_8	C287	1	1	1	1	1	1	1	1	1	1	1	0	1	1
EHM034692|EHA02331_bin.15_gene_185_1	C287	1	1	1	1	1	0	1	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_185_4	C287	1	1	1	1	1	0	1	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_185_5	C287	1	1	1	1	1	1	1	0	0	0	1	0	1	1
EHM034692|EHA02331_bin.15_gene_185_6	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_185_7	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_185_8	C287	1	1	1	1	0	1	1	1	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_185_10	C287	1	1	1	1	1	1	1	1	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_185_11	C287	1	1	1	1	1	1	1	1	0	0	0	1	0	0
EHM034692|EHA02331_bin.15_gene_185_13	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_186_1	C287	1	1	1	1	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_186_2	C287	1	1	1	1	0	0	1	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_186_3	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_186_4	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_186_5	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_186_6	C287	1	1	1	1	1	1	1	1	1	1	1	1	0	1
EHM034692|EHA02331_bin.15_gene_186_8	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_186_9	C287	1	1	1	1	1	1	0	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_186_10	C287	1	1	1	1	1	1	0	1	0	0	0	0	1	0
EHM034692|EHA02331_bin.15_gene_186_11	C287	1	1	1	1	1	1	1	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_186_12	C287	1	1	1	1	0	1	1	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_187_1	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_187_2	C287	1	1	1	1	1	1	1	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_187_5	C287	1	1	0	1	1	0	0	0	0	0	1	1	1	1
EHM034692|EHA02331_bin.15_gene_187_7	C287	1	1	1	1	1	1	0	1	1	0	1	1	1	1
EHM034692|EHA02331_bin.15_gene_188_2	C287	1	1	1	1	1	1	1	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_188_4	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_188_5	C287	1	1	1	1	0	0	0	1	0	0	0	1	0	0
EHM034692|EHA02331_bin.15_gene_188_6	C287	1	1	1	1	1	0	1	0	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_188_8	C287	1	1	1	1	1	1	1	1	1	1	0	0	1	1
EHM034692|EHA02331_bin.15_gene_188_9	C287	1	1	1	1	1	0	1	1	1	1	0	0	0	1
EHM034692|EHA02331_bin.15_gene_189_1	C287	1	1	1	1	0	1	1	1	1	0	0	1	1	1
EHM034692|EHA02331_bin.15_gene_189_2	C287	1	1	1	1	0	1	0	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_191_1	C287	1	1	1	1	1	1	1	1	1	0	0	1	1	1
EHM034692|EHA02331_bin.15_gene_191_2	C287	1	1	1	1	1	1	1	1	1	1	1	1	0	1
EHM034692|EHA02331_bin.15_gene_191_3	C287	1	1	1	1	0	0	0	1	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_191_4	C287	1	1	1	1	1	1	1	1	1	0	1	1	1	1
EHM034692|EHA02331_bin.15_gene_191_5	C287	1	1	1	1	1	1	0	0	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_191_6	C287	1	1	1	1	1	1	1	1	0	0	1	1	0	1
EHM034692|EHA02331_bin.15_gene_191_7	C287	1	1	1	1	1	1	1	1	1	0	0	1	1	1
EHM034692|EHA02331_bin.15_gene_191_8	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_191_9	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_191_10	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_191_12	C287	1	1	1	1	0	1	0	0	1	1	0	0	1	1
EHM034692|EHA02331_bin.15_gene_192_1	C287	1	1	1	1	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_192_2	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_192_3	C287	1	1	1	1	1	1	1	1	1	0	1	1	1	1
EHM034692|EHA02331_bin.15_gene_192_4	C287	1	1	1	1	1	1	1	1	1	0	1	1	1	1
EHM034692|EHA02331_bin.15_gene_193_1	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_193_2	C287	1	1	1	1	1	1	1	1	0	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_194_1	C287	1	1	1	1	0	1	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_194_2	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_194_3	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_194_5	C287	1	1	1	1	1	1	0	1	1	1	0	0	1	0
EHM034692|EHA02331_bin.15_gene_194_6	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EHM034692|EHA02331_bin.15_gene_194_7	C287	1	1	1	1	1	1	1	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_194_8	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_194_10	C287	1	1	1	1	1	1	0	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_194_11	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_194_13	C287	1	1	1	1	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_194_14	C287	1	1	1	1	1	1	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_194_15	C287	1	1	1	1	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_194_18	C287	1	1	1	1	1	0	0	1	0	0	1	1	0	1
EHM034692|EHA02331_bin.15_gene_195_1	C287	1	1	1	1	1	1	1	0	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_196_2	C287	1	1	1	1	1	1	0	0	0	0	0	1	0	0
EHM034692|EHA02331_bin.15_gene_197_2	C287	1	1	1	1	1	1	1	1	1	0	1	0	0	1
EHM034692|EHA02331_bin.15_gene_197_8	C287	1	1	1	1	1	1	0	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_197_11	C287	1	1	1	1	1	1	1	0	0	0	1	1	1	1
EHM034692|EHA02331_bin.15_gene_197_12	C287	1	1	1	1	1	1	1	1	0	1	1	1	1	0
EHM034692|EHA02331_bin.15_gene_197_13	C287	1	1	1	1	1	0	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_198_2	C287	1	1	0	0	0	0	1	0	0	0	0	0	1	0
EHM034692|EHA02331_bin.15_gene_198_3	C287	1	1	0	0	0	1	1	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_198_4	C287	1	1	0	0	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_199_1	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_199_2	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_199_4	C287	1	1	1	1	1	0	1	0	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_199_6	C287	1	1	1	1	0	1	0	1	0	0	1	1	0	0
EHM034692|EHA02331_bin.15_gene_199_12	C287	1	1	1	1	1	1	0	1	1	1	0	0	0	1
EHM034692|EHA02331_bin.15_gene_199_13	C287	1	1	1	1	1	1	1	1	1	1	1	1	0	0
EHM034692|EHA02331_bin.15_gene_199_14	C287	1	1	1	1	1	1	1	1	0	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_199_15	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_199_17	C287	1	1	1	1	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_199_29	C287	1	1	1	1	0	1	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_199_31	C287	1	1	1	1	1	0	1	1	0	1	1	1	0	0
EHM034692|EHA02331_bin.15_gene_199_33	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_200_2	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_200_3	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_200_4	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_201_1	C287	1	1	1	1	1	0	1	0	1	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_201_3	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_201_4	C287	1	1	1	1	1	1	0	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_201_5	C287	1	1	1	1	1	1	1	1	1	1	1	1	0	1
EHM034692|EHA02331_bin.15_gene_201_6	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_201_7	C287	1	1	1	1	1	1	1	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_201_10	C287	1	1	1	1	0	1	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_201_11	C287	1	1	1	1	1	1	0	1	1	1	0	1	1	1
EHM034692|EHA02331_bin.15_gene_202_4	C287	1	1	0	0	0	1	1	1	1	0	0	1	1	1
EHM034692|EHA02331_bin.15_gene_203_2	C287	1	1	0	0	0	0	0	0	0	0	0	0	0	0
EHM034692|EHA02331_bin.15_gene_203_5	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_203_6	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_203_7	C287	1	1	1	1	1	1	0	0	0	0	1	0	0	0
EHM034692|EHA02331_bin.15_gene_203_8	C287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHM034692|EHA02331_bin.15_gene_204_4	C287	1	1	1	1	1	1	0	0	0	0	1	0	1	0
