protein_id	source_proteome	C286	C287	C288	C289	C294	C298	clade01	clade02	clade03	clade04	clade05	clade06	clade07	clade08
EHM034692|EHA02331_bin.15_gene_62_3	C287	2.7699999999999997e-147		5.29e-233	9.23e-236	3.97e-154	9.850000000000001e-127	1.8700000000000002e-109	6.480000000000001e-123	1.83e-104	7.1e-103	2.39e-119	1.57e-115	5.87e-87	4.0799999999999994e-104
EHM034692|EHA02331_bin.15_gene_62_4	C287	2.97e-194		2.85e-260	3.3399999999999998e-254	8.03e-155	3.63e-166	2.26e-196	4.22e-146			4.8199999999999996e-176	4.2100000000000005e-177		5.29e-08
EHM034692|EHA02331_bin.15_gene_62_9	C287	3.51e-148		3.29e-227	1.43e-231	5.47e-162		1.7899999999999998e-128	1.4800000000000001e-121				1.13e-134		
EHM034692|EHA02331_bin.15_gene_62_12	C287	5.08e-312		0.0	0.0		0.0								
EHM034692|EHA02331_bin.15_gene_62_13	C287	4.24e-113		0.0	0.0	9.5e-113	9.28e-81	1.27e-65	4.17e-57	1.29e-62	3.91e-50	4.62e-61	1.65e-63		
EHM034692|EHA02331_bin.15_gene_62_14	C287	2.13e-121		1.43e-194	2.64e-186	3.08e-130	2.89e-125	1.78e-119	1.69e-121	9.79e-124		8.43e-122	2.31e-118		
EHM034692|EHA02331_bin.15_gene_62_15	C287	3.84e-14		6.38e-64	1.51e-64	3.52e-35	3.05e-37	1.94e-28	8.01e-29	6.54e-29	1.9800000000000002e-29	2.65e-25		6.39e-24	1.49e-28
EHM034692|EHA02331_bin.15_gene_62_21	C287	1.53e-130		7.28e-280	8.830000000000001e-269	2.35e-176	2.58e-149	6.17e-116	3.21e-100	2.57e-83	7.890000000000001e-77	1.4e-84	1.4500000000000002e-103	1.17e-82	1.85e-86
EHM034692|EHA02331_bin.15_gene_62_22	C287	1.5100000000000002e-129		5.4800000000000004e-164	2.01e-168	3.99e-138	7.91e-127	7.76e-122	1.26e-118	7.560000000000001e-117	4.2599999999999995e-115	1.9499999999999997e-55	4.15e-119	6.87e-117	3.79e-117
EHM034692|EHA02331_bin.15_gene_62_23	C287	2.6e-202		3.26e-293	3.38e-304	1.04e-234	2.36e-204	2.44e-181	8.51e-183	1.78e-151	6.02e-151	2.21e-180	1.29e-193	1.68e-151	3.22e-149
EHM034692|EHA02331_bin.15_gene_62_24	C287	3.3799999999999995e-176		9.85e-299	1.14e-306	1.25e-189	1.39e-160	6.159999999999999e-115	9.1e-147	5.54e-109	2.8e-103	5.51e-115	6.960000000000001e-59	3.23e-105	1.2500000000000001e-107
EHM034692|EHA02331_bin.15_gene_62_26	C287	2.1699999999999997e-180		8.65e-270	4.7100000000000004e-276		7.6e-184								
EHM034692|EHA02331_bin.15_gene_62_33	C287	4.16e-22		0.0	0.0	0.0	6.47e-301	4.3499999999999996e-299	1.8700000000000003e-27	1.31e-24	5.640000000000001e-22	1.44e-310	2.64e-22	1.03e-19	1.08e-21
EHM034692|EHA02331_bin.15_gene_62_34	C287	6.24e-42		1.2799999999999999e-52	2.11e-76	8.5e-38	6.15e-35	1.71e-33	2.47e-34	6.190000000000001e-22	9.869999999999999e-23	3.4e-34	3.7e-35	3.2e-16	
EHM034692|EHA02331_bin.15_gene_62_35	C287	1.21e-120		7.079999999999999e-188	4.61e-186	5.200000000000001e-124	5.85e-127	2.65e-99	2.72e-106	3.74e-96	1.14e-101	7.72e-107	2.7800000000000005e-110	1.31e-100	9.67e-97
EHM034692|EHA02331_bin.15_gene_62_36	C287	6.28e-16		2.8e-86	2.5e-82										
EHM034692|EHA02331_bin.15_gene_62_37	C287	1.2e-48		3.34e-168	1.44e-162	1.14e-32									
EHM034692|EHA02331_bin.15_gene_62_40	C287	1.46e-292		0.0	0.0	7.99e-283	7.37e-286	1.11e-259	8.86e-258	1.61e-231	1.02e-120	1.16e-255	2.25e-257	3.8199999999999996e-240	6.35e-236
EHM034692|EHA02331_bin.15_gene_62_41	C287	0.0		0.0	0.0	0.0	0.0	3.29e-296	5.3400000000000006e-303	1.54e-294	9.48e-216	1.9899999999999998e-307	1.75e-303	5.15e-281	3.14e-294
EHM034692|EHA02331_bin.15_gene_62_44	C287	6.68e-149		4.6799999999999995e-229	5.11e-231	1.36e-155	3.25e-145	4.37e-100	5.1e-84	8.360000000000001e-73	2.94e-77	3.62e-108	2.9799999999999998e-111	1.27e-75	
EHM034692|EHA02331_bin.15_gene_62_46	C287	3.26e-156		8.58e-206	1.14e-212	1.5399999999999998e-168	2.18e-99						2.34e-165		
EHM034692|EHA02331_bin.15_gene_62_49	C287	5.39e-186			3.17e-31	2.21e-31	7.879999999999999e-113	2.3399999999999997e-189	4.36e-37			7e-37	1.72e-41		
EHM034692|EHA02331_bin.15_gene_62_50	C287	2.2e-50					9.42e-31	4.64e-44							
EHM034692|EHA02331_bin.15_gene_62_51	C287	5.18e-44			6.94e-15										
EHM034692|EHA02331_bin.15_gene_62_52	C287	7.31e-18		0.0	0.0	1.85e-10	2.03e-208								
EHM034692|EHA02331_bin.15_gene_62_53	C287	3.18e-140		1.6499999999999998e-240	2.6400000000000004e-257	1.0400000000000001e-156	2.5e-136	1.21e-108	3.9e-106	1.46e-113	2.23e-114	8.12e-79	1.9e-104	1.12e-103	6.61e-112
EHM034692|EHA02331_bin.15_gene_62_54	C287	8.299999999999999e-129		2.57e-217	1.63e-222	8.71e-115	2.15e-84	5.79e-93	7.8e-107	2.96e-66		1.1099999999999998e-106	3.92e-111	2.86e-58	1.39e-60
EHM034692|EHA02331_bin.15_gene_62_56	C287	8.17e-267		0.0	7.439999999999999e-244	9.270000000000001e-294	2.9300000000000003e-276	7.87e-260	2.15e-253	1.02e-256	4.27e-250	7.08e-245	3.87e-264	5.89e-222	2.18e-244
EHM034692|EHA02331_bin.15_gene_62_57	C287	3.3299999999999997e-279		0.0	0.0	7.220000000000001e-281	3.98e-287		6.12e-244	4.83e-214	1.84e-212	9.860000000000001e-64	2.32e-248	8.83e-202	1.71e-207
EHM034692|EHA02331_bin.15_gene_62_62	C287	2.64e-211		2.46e-293	1.84e-297	1.1400000000000001e-157	2.3e-163		6.759999999999999e-176	4.08e-166	7.45e-177			8.159999999999999e-138	8.300000000000001e-119
EHM034692|EHA02331_bin.15_gene_62_63	C287	6.94e-65		1.97e-121	5.09e-126	1.26e-44	1.93e-30		1.65e-48	1.81e-41	4.5499999999999995e-46			9.08e-47	6.54e-45
EHM034692|EHA02331_bin.15_gene_62_65	C287	4.12e-93		1.5499999999999999e-233	3.0100000000000003e-215	1.38e-84	8.17e-59	7.66e-48	9.53e-37		1.1e-26	5.09e-33	1.82e-49	7.79e-28	8.99e-20
EHM034692|EHA02331_bin.15_gene_62_66	C287	8.359999999999999e-140		5.37e-201	8.750000000000001e-209	2.47e-142	5.66e-134	5.36e-136	1.1699999999999998e-128	1.2799999999999999e-120	3.93e-124	1.22e-122	2.53e-78	7.17e-118	5.72e-120
EHM034692|EHA02331_bin.15_gene_62_67	C287	1.0000000000000001e-268		0.0	0.0	7.81e-286	2.7999999999999996e-268	8.08e-247	6.800000000000001e-249	2.9699999999999996e-234	3.96e-218	1.9400000000000003e-195	1.55e-248	5.63e-211	4.8e-228
EHM034692|EHA02331_bin.15_gene_63_2	C287	7.27e-161		6.08e-205	3.6699999999999997e-199						1.35e-142				
EHM034692|EHA02331_bin.15_gene_63_3	C287	8.900000000000001e-64		1.0800000000000001e-86	5.1e-86	1.1000000000000002e-59	6.850000000000001e-47		1.49e-40		3.61e-33	9.089999999999999e-42	6.22e-42		7.09e-32
EHM034692|EHA02331_bin.15_gene_63_4	C287	1.7500000000000001e-124		3.55e-135	3.57e-137	8.16e-121	5.8e-125	5.43e-106	1.44e-111	5.210000000000001e-97	1.53e-97		1.27e-100		5.26e-97
EHM034692|EHA02331_bin.15_gene_63_5	C287	0.0		0.0	0.0	0.0	0.0	9.05e-305	2.5799999999999998e-300	1.95e-290	2.45e-292	2.2000000000000004e-201	3.99e-306	1.43e-275	7.999999999999999e-290
EHM034692|EHA02331_bin.15_gene_63_6	C287	3.43e-121		2.38e-162	1.72e-173	9.420000000000001e-124	1.39e-115	1.77e-122	5.600000000000001e-111	1.31e-103	1.4599999999999999e-108	7.26e-118	2.7300000000000003e-122	1.59e-91	4.4799999999999993e-104
EHM034692|EHA02331_bin.15_gene_63_7	C287	2.35e-37		8.47e-84	5.72e-75	2.2799999999999998e-45		9.13e-35	4.61e-44			3.41e-36	1.6e-36		
EHM034692|EHA02331_bin.15_gene_64_1	C287	6.12e-17		1.47e-35	7.17e-36									2.97e-14	3.14e-13
EHM034692|EHA02331_bin.15_gene_64_2	C287	1.7100000000000002e-157		5.51e-190	1.66e-193	3.13e-37	2.42e-150	4.46e-36					4.09e-40	1.73e-33	3.37e-29
EHM034692|EHA02331_bin.15_gene_64_5	C287	0.0		0.0	0.0	0.0		4.26e-274	3.64e-293	1.4600000000000001e-276	6.5099999999999995e-264	3.12e-85	7.52e-190	8.809999999999999e-267	6.2899999999999996e-263
EHM034692|EHA02331_bin.15_gene_66_1	C287	1.1399999999999999e-270		0.0	0.0	2.8599999999999998e-89	1.68e-247	1.09e-91	9.319999999999999e-90	5.6099999999999996e-83	2.13e-79	8.49e-69	2.07e-67		3.24e-49
EHM034692|EHA02331_bin.15_gene_67_1	C287	2.02e-88		4.44e-145	4.4099999999999996e-138	1.83e-81	2.58e-87	4.32e-52		3.85e-35	6.7199999999999994e-46	1.08e-41	1.52e-59		8.3e-43
EHM034692|EHA02331_bin.15_gene_67_2	C287	1.9e-34		1.32e-128	1.14e-113	4.31e-28									
EHM034692|EHA02331_bin.15_gene_67_3	C287	3.23e-51		2.9199999999999995e-188	4.87e-196	4.1e-39	1.23e-43		3.96e-15			2.1800000000000002e-29	2.3300000000000001e-32		8.46e-09
EHM034692|EHA02331_bin.15_gene_67_4	C287	9.59e-81		1.13e-159	3.8600000000000005e-169	1.5e-77	8.79e-85	6.55e-80	5.14e-78			9.37e-83	3.84e-83		
EHM034692|EHA02331_bin.15_gene_67_5	C287	4.3599999999999996e-61		3.52e-118	6.84e-118	7.79e-83	1.0600000000000001e-72	1.46e-53	1.37e-57	5.68e-50	5.7e-51	1.36e-53	1.58e-54	9.72e-48	6.4e-50
EHM034692|EHA02331_bin.15_gene_68_1	C287	2.4700000000000002e-116		5.17e-165	9.26e-161	4.7e-108	1.41e-105	7.53e-69	5.6200000000000006e-73	5.82e-61	4.33e-51	1.15e-68	1.14e-72	2.65e-58	3.13e-61
EHM034692|EHA02331_bin.15_gene_68_2	C287	3.2100000000000004e-123		2.3e-307	1.99e-310	1.67e-127	5.33e-111		3.21e-100			5.16e-90	1.23e-92		
EHM034692|EHA02331_bin.15_gene_68_3	C287	1.18e-53		1.23e-102	3.09e-104	5.85e-47	2.21e-45		6.31e-27	1.45e-19	1.96e-19		2.12e-30	3.47e-18	1.22e-16
EHM034692|EHA02331_bin.15_gene_69_1	C287	2.08e-16		4.79e-138	6.049999999999999e-141	7.75e-15	1.13e-16								
EHM034692|EHA02331_bin.15_gene_69_2	C287	4.32e-202		0.0	0.0	8.709999999999999e-219	1.2400000000000001e-231	1.5e-156	1.42e-152	1.6999999999999998e-142	1.93e-141	6.81e-107	1.89e-153	1.53e-137	5.24e-136
EHM034692|EHA02331_bin.15_gene_70_3	C287	3.01e-156		1.57e-190	1.2599999999999999e-189	4.2099999999999997e-150	3.73e-144		1.29e-119	2.24e-114	6.64e-120	7.6e-131		3.4499999999999995e-95	8.08e-104
EHM034692|EHA02331_bin.15_gene_70_4	C287	1.2900000000000001e-109		1.19e-183	4.08e-193	2.03e-121	4.18e-108		4.99e-99	1.2e-103	3.57e-110	2.07e-102	1.3800000000000001e-22	2.5e-91	6.899999999999999e-96
EHM034692|EHA02331_bin.15_gene_70_6	C287	1.12e-75		1.16e-218	5.650000000000001e-215	2.07e-114	1.44e-96		1.3e-77	4.3399999999999995e-24		2.51e-26		2.83e-29	2.28e-55
EHM034692|EHA02331_bin.15_gene_70_7	C287	1.3800000000000001e-273		0.0	0.0	7.99e-262	5.3100000000000004e-248	2.9099999999999998e-40	1.76e-213	1.4700000000000002e-213	1.31e-215	1.62e-29	2.6900000000000002e-224	1.79e-199	1.99e-204
EHM034692|EHA02331_bin.15_gene_70_8	C287	7.6e-48		1.71e-98	7.48e-95	7.72e-36	2.59e-44	8.46e-37	1.35e-23	2.9099999999999998e-30	4.7400000000000004e-29		5.13e-29	2.67e-34	3.6400000000000003e-29
EHM034692|EHA02331_bin.15_gene_71_1	C287	7.75e-176		1.58e-209	1.85e-210	1.8000000000000002e-174	2.48e-167	2.04e-148	1.93e-150	4.01e-146	1.63e-149	1.04e-145		1.26e-144	1.16e-145
EHM034692|EHA02331_bin.15_gene_71_3	C287	1.0900000000000002e-56		4.5900000000000004e-157	2.67e-158	2.4199999999999997e-95	5.01e-102								
EHM034692|EHA02331_bin.15_gene_71_5	C287	7.72e-242		0.0	0.0	3.7800000000000004e-257	4.55e-220		8.44e-131	1.0800000000000001e-88	2.65e-101	4.26e-145			5.85e-106
EHM034692|EHA02331_bin.15_gene_71_6	C287	2.66e-91		1.09e-142	4.53e-121	2.79e-78	1.7199999999999998e-81		2.37e-51	6.04e-28	3.16e-51	4.2e-51			2.18e-47
EHM034692|EHA02331_bin.15_gene_71_7	C287	1.47e-18		2.51e-55	2.7e-54										
EHM034692|EHA02331_bin.15_gene_71_8	C287	5.47e-28		6.240000000000001e-66	1.16e-68	9.71e-24									
EHM034692|EHA02331_bin.15_gene_71_9	C287	1.4e-71		8.87e-149	8.01e-154		4.9e-58								
EHM034692|EHA02331_bin.15_gene_71_10	C287	5.4e-34				5.76e-28									
EHM034692|EHA02331_bin.15_gene_71_12	C287	7.64e-280		0.0	0.0	2.08e-262	7.429999999999999e-263	6.62e-219	1.3299999999999998e-228	4.21e-213	3.8899999999999995e-216	4.0399999999999997e-196			1.32e-220
EHM034692|EHA02331_bin.15_gene_72_7	C287	6.71e-17							1.3900000000000001e-21						
EHM034692|EHA02331_bin.15_gene_73_3	C287	2.15e-08		3.88e-298	1.19e-310		2.2300000000000003e-193							1.05e-158	4.55e-154
EHM034692|EHA02331_bin.15_gene_73_4	C287	3e-143		0.0	0.0	1.71e-81	6.21e-216	6.41e-85	3.61e-86	6.54e-87	1.82e-87		1.3300000000000002e-85	3.84e-158	1.96e-222
EHM034692|EHA02331_bin.15_gene_73_5	C287	3.51e-09		2.83e-258	2.28e-261	2.39e-34						1.49e-15	5.43e-16		
EHM034692|EHA02331_bin.15_gene_73_6	C287	1.0700000000000001e-80		1.0100000000000001e-157	1.64e-165	9.71e-76	5.5e-72								
EHM034692|EHA02331_bin.15_gene_73_7	C287	1.23e-90		1.63e-203	1.83e-206	1.06e-100	8.5e-91	1.2e-64	4.87e-74	1.2499999999999998e-69	1.5e-64	3.76e-76		3.1099999999999997e-68	1.8399999999999999e-68
EHM034692|EHA02331_bin.15_gene_73_8	C287	1.7199999999999998e-114		0.0	0.0	1.45e-120	1.47e-106							2.5700000000000002e-26	
EHM034692|EHA02331_bin.15_gene_73_9	C287	7.39e-123		1.17e-301	1.6e-301	1.46e-153	1.48e-134	1.19e-39	2.32e-37		4.3000000000000004e-30				
EHM034692|EHA02331_bin.15_gene_74_3	C287	2.38e-305		0.0	1.79e-260	1.19e-279	5.03e-286	5.419999999999999e-234	3.09e-234	5.050000000000001e-212	1.1800000000000001e-209	1.82e-203	2.41e-237	2.01e-211	6.740000000000001e-200
EHM034692|EHA02331_bin.15_gene_74_4	C287	1.99e-67		9.49e-136	1.16e-149	1.18e-75	1.19e-51	1.19e-62	2.73e-60	1.7300000000000001e-65	1.7300000000000002e-66		1.3999999999999999e-63	3.84e-71	4.5e-52
EHM034692|EHA02331_bin.15_gene_76_2	C287	0.0		0.0	0.0	0.0	0.0		0.0	0.0	7.05e-112	4.6e-310	0.0	0.0	0.0
EHM034692|EHA02331_bin.15_gene_76_3	C287	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	3.53e-211	0.0	0.0	0.0
EHM034692|EHA02331_bin.15_gene_77_1	C287	1.97e-107		2.58e-183	9.72e-156										
EHM034692|EHA02331_bin.15_gene_77_3	C287	4.69e-44		0.0	6.14e-40	1.03e-24	4.66e-41				4.3200000000000004e-26		7.439999999999999e-30		
EHM034692|EHA02331_bin.15_gene_78_4	C287	0.0		0.0	9.540000000000001e-291	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0
EHM034692|EHA02331_bin.15_gene_81_2	C287	5.94e-25		1.7000000000000002e-106	1.02e-109	5.43e-86	2.67e-54		5.040000000000001e-31	2.93e-53	5.32e-28		3.95e-27		1.5e-26
EHM034692|EHA02331_bin.15_gene_82_2	C287	3.5899999999999997e-205		2.2200000000000002e-273	1.5100000000000001e-273	6.989999999999999e-207	6.85e-201	5.27e-183	5.64e-195	1.03e-175	2.98e-178	9.68e-186	2.58e-187		3.3e-174
EHM034692|EHA02331_bin.15_gene_82_3	C287	3.34e-44		3.19e-70	2.85e-70	7.2e-41	4.95e-45		2.29e-30	4.52e-24	7.8799999999999995e-28	2.53e-33	1.74e-28	5.65e-26	4.7600000000000004e-27
EHM034692|EHA02331_bin.15_gene_84_2	C287	7.09e-131		0.0	0.0	1.78e-08	2.8499999999999997e-55	1.6200000000000002e-21			6.52e-19	9.77e-35	1.7e-29		1.77e-10
EHM034692|EHA02331_bin.15_gene_85_1	C287	9.34e-10		3.82e-10		2.28e-10									
EHM034692|EHA02331_bin.15_gene_86_1	C287	2.58e-258		0.0	0.0	1.38e-234	4.22e-234	6.02e-216	9.15e-188	5.67e-66	3.09e-67	1.17e-218	5.1099999999999995e-230	1.4199999999999999e-67	3.33e-65
EHM034692|EHA02331_bin.15_gene_87_2	C287	1.79e-13		9.37e-71	5.14e-62	2.79e-13									
EHM034692|EHA02331_bin.15_gene_87_3	C287	4.28e-151		0.0	0.0	0.0	6.72e-300	2.4799999999999996e-282	4.0700000000000005e-257			2.34e-208	1.1e-206		
EHM034692|EHA02331_bin.15_gene_87_4	C287	2.0100000000000002e-163		0.0	0.0	4.48e-178	2.4800000000000003e-161	2.6e-156	7.02e-144				6.01e-57		
EHM034692|EHA02331_bin.15_gene_87_5	C287	1.84e-128		7.189999999999999e-197	1.05e-110	4.3600000000000004e-117	1.9e-115	1.02e-125	5.39e-115			6.509999999999999e-90			
EHM034692|EHA02331_bin.15_gene_87_6	C287	2.74e-179		3.93e-241	3.7899999999999995e-241	4.24e-183	3.69e-186	6.6e-177	1.06e-177		3.82e-82	3.0499999999999997e-159	1.1899999999999998e-67		1.43e-83
EHM034692|EHA02331_bin.15_gene_87_7	C287	2.36e-80		2.4600000000000002e-117	2.49e-119	3.23e-86	7.59e-88	2.66e-75	4.21e-81	1.19e-87	1.2899999999999999e-82	1.7299999999999998e-54	2.09e-61	8.16e-83	3.32e-87
EHM034692|EHA02331_bin.15_gene_87_12	C287	5.3e-240		0.0	0.0		8e-205		1.75e-268						
EHM034692|EHA02331_bin.15_gene_87_13	C287	4.04e-54		1.3e-74	2.63e-76	8.72e-28									
EHM034692|EHA02331_bin.15_gene_87_14	C287	1.72e-39		6.84e-252	4.2599999999999995e-264	1.9199999999999998e-172		5.4599999999999995e-84				6.709999999999999e-131	2.79e-173		
EHM034692|EHA02331_bin.15_gene_87_18	C287	9.579999999999999e-89		4.4399999999999996e-190	5.2300000000000006e-185		3.7e-74					4.2000000000000004e-32			
EHM034692|EHA02331_bin.15_gene_87_19	C287	9.71e-121		0.0	3.68e-320	1.92e-87	4.9e-112	8.47e-65							
EHM034692|EHA02331_bin.15_gene_87_20	C287	8.53e-120		1.77e-270	8.620000000000001e-265	1.22e-126	2.67e-119	6.34e-85	4.0900000000000003e-88	5.38e-71	1.68e-77	1.5e-57	1.19e-75	3.29e-74	2.8499999999999997e-74
EHM034692|EHA02331_bin.15_gene_87_23	C287	1.91e-15		3.34e-134	6.52e-134	5.91e-19	2.71e-22								
EHM034692|EHA02331_bin.15_gene_87_25	C287	2.96e-31		1.68e-64	8.06e-65	6.760000000000001e-35	2.9700000000000002e-33	1.32e-23					7.29e-31		
EHM034692|EHA02331_bin.15_gene_87_26	C287	2.88e-237		0.0	0.0	1.2699999999999999e-258	4.36e-236	8.72e-210	1.67e-217	1.2199999999999999e-216	1.15e-220	4.6000000000000004e-225	2.77e-228	5.08e-192	1.09e-207
EHM034692|EHA02331_bin.15_gene_87_28	C287	2.17e-139		2.6100000000000004e-179	4.61e-206	4.5300000000000004e-148	3.17e-145	4.73e-108	1.2e-116	1.49e-109		2.4e-85	5.2500000000000005e-110		8.46e-111
EHM034692|EHA02331_bin.15_gene_87_30	C287	9.23e-142		3.1500000000000004e-271	2.73e-274	2.06e-165	1.7699999999999998e-141	3.8699999999999997e-135	6.07e-132	8.64e-131	4.49e-127	1.9e-134	1.82e-146	3.02e-108	2.6600000000000002e-129
EHM034692|EHA02331_bin.15_gene_87_31	C287	1.69e-07		8.02e-22	2.18e-22	6.09e-07	4.28e-07								
EHM034692|EHA02331_bin.15_gene_87_32	C287	1.77e-209		0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.04e-53			0.0	0.0
EHM034692|EHA02331_bin.15_gene_87_33	C287	7.92e-69		1.5499999999999997e-126	3.51e-220	2.16e-65	2.05e-57						6.099999999999999e-69		
EHM034692|EHA02331_bin.15_gene_87_34	C287	1.2e-196		4.5200000000000006e-226	2.5299999999999998e-225	1.36e-182	3.07e-177	3.28e-168	9.219999999999999e-170	6.41e-159	1.7999999999999998e-68	4.56e-149	3.35e-166	2.26e-148	2.66e-161
EHM034692|EHA02331_bin.15_gene_87_36	C287	5.78e-267		6.55e-307	1.09e-307	2.59e-255	1.52e-269	1.23e-211	2.98e-218	1.24e-194	6.46e-190	8.8e-215	1.15e-212	6.309999999999999e-197	3.7800000000000005e-194
EHM034692|EHA02331_bin.15_gene_87_37	C287	7.2e-109		3.8e-145	9.39e-148	1.17e-113	7.9e-103	1.7e-80	4.18e-68	3.64e-57	5.76e-61	1.71e-74		1.45e-59	8.25e-62
EHM034692|EHA02331_bin.15_gene_87_38	C287	4.07e-314		0.0	0.0	6.25e-314	2.2e-295	1.7099999999999998e-268	1.08e-258	1.55e-246	9.18e-247	3.31e-268		7.570000000000001e-247	4.7000000000000004e-248
EHM034692|EHA02331_bin.15_gene_87_39	C287	6.07e-311		0.0	0.0	0.0	1.8199999999999998e-307	1.32e-255	1.9399999999999997e-263	3.44e-243	7.62e-246	2e-258		8.73e-241	2.12e-244
EHM034692|EHA02331_bin.15_gene_87_40	C287	1.02e-111		2.83e-314	1.16e-315	2.9799999999999998e-205	4.21e-231	5.45e-187	2.61e-193	2.1099999999999998e-172	6.48e-172	1.11e-196		2.32e-170	1.69e-168
EHM034692|EHA02331_bin.15_gene_87_41	C287	1.85e-52		1.81e-116	1.34e-120	3.6e-89	1.66e-89	1.32e-74	1.4600000000000003e-79	7.789999999999999e-69	1.72e-71	7.56e-70		3.06e-70	1.68e-70
EHM034692|EHA02331_bin.15_gene_87_42	C287	2.1700000000000002e-85		2.52e-146	4.96e-121	2.9999999999999996e-76	8.120000000000001e-73	1.2e-44	2.37e-46	7.75e-20	3.24e-18	2.1400000000000002e-33		9.4e-20	3.3e-26
EHM034692|EHA02331_bin.15_gene_87_43	C287	1.2699999999999999e-54		1.81e-65	1.75e-65	2.52e-52	5.9999999999999996e-55	1.28e-41	1.15e-38	6.079999999999999e-38	1.13e-36			3.3299999999999997e-34	3.0099999999999997e-40
EHM034692|EHA02331_bin.15_gene_87_44	C287	0.0		0.0	0.0	0.0	3.07e-309	1.3499999999999999e-286	2.91e-292	2.33e-236	1.46e-245			1.0199999999999999e-221	1.6599999999999998e-228
EHM034692|EHA02331_bin.15_gene_87_45	C287	1.1899999999999999e-225		2.09e-316	0.0	3.53e-211	4.31e-205	1.62e-172	1.5e-185	1.88e-146	2.7099999999999997e-152			7.96e-151	1.37e-155
EHM034692|EHA02331_bin.15_gene_87_46	C287	1.6e-210		0.0	1.77e-285	5.66e-212	8.089999999999999e-182	2.8e-139	4.24e-148	7.78e-121	7.38e-128			5.75e-110	2.12e-106
EHM034692|EHA02331_bin.15_gene_87_48	C287	2.38e-194		4.17e-254	5.12e-257	3.58e-179	8.43e-192	4.19e-141	1.28e-141	9.57e-106	5.19e-107	1.09e-154	6.4e-142	5.45e-116	2.4e-108
EHM034692|EHA02331_bin.15_gene_87_49	C287	2.4299999999999998e-282		0.0	1.78e-261		2.15e-268	1.05e-249		3.1e-219	4.3299999999999996e-216			5.34e-209	5.01e-119
EHM034692|EHA02331_bin.15_gene_87_50	C287	1.3400000000000001e-195		2.05e-316	1.28e-293	1.11e-89	6.76e-212	1.15e-116	4.28e-14	1.11e-47		3.0999999999999997e-141	4.8e-138		1.3e-54
EHM034692|EHA02331_bin.15_gene_87_51	C287	0.0		0.0	0.0	0.0	0.0	0.0	0.0	2.68e-287	1.17e-120	0.0		8.44e-298	2.64e-309
EHM034692|EHA02331_bin.15_gene_87_52	C287	1.5000000000000002e-38		4.01e-53	1.7899999999999998e-54					1.27e-28	7.51e-35	1.05e-37	1.18e-38	5.1399999999999994e-24	6.69e-32
EHM034692|EHA02331_bin.15_gene_89_1	C287	1.28e-90		7.81e-182	7.21e-183		1.5599999999999998e-82						2.48e-31		
EHM034692|EHA02331_bin.15_gene_89_6	C287	1.9e-120		2.3400000000000002e-200	2.36e-202	1.13e-128	2.05e-113	1.28e-101	1.05e-132	2.6e-103	2.5299999999999998e-95		1.6e-113	7.09e-88	9.5e-104
EHM034692|EHA02331_bin.15_gene_89_7	C287	3.1e-51		4.1e-112	2.39e-113	5.39e-22			2.69e-50						
EHM034692|EHA02331_bin.15_gene_89_8	C287	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EHM034692|EHA02331_bin.15_gene_89_9	C287	1.3099999999999999e-170		2.2099999999999998e-219	1.29e-220	1.5799999999999999e-171	2.6e-172	3.2200000000000005e-144	4.26e-152	2.3000000000000002e-125	2.75e-125		3.7400000000000004e-148	5.78e-121	4.02e-133
EHM034692|EHA02331_bin.15_gene_89_10	C287	1.6099999999999998e-240		1.53e-308	1e-311	7.37e-247	3.8800000000000006e-210	6.790000000000001e-212	2.18e-224	1.02e-205	1.2199999999999999e-205	2.13e-117	1.75e-232	3.56e-197	1.72e-199
EHM034692|EHA02331_bin.15_gene_89_11	C287	2.07e-142		4.710000000000001e-223	1.05e-218	8.98e-135	1.21e-147		1.91e-103	7.76e-58	5.22e-70	1.1100000000000001e-107	2.14e-106	2.26e-60	2.56e-68
EHM034692|EHA02331_bin.15_gene_89_12	C287	8.12e-214		5.93e-255	1.0300000000000001e-257	8.41e-174	1.54e-211	6.95e-49	1.2300000000000001e-195	2.0400000000000002e-154	2.61e-154	1.46e-176	7.95e-192	1.77e-151	1.5e-154
EHM034692|EHA02331_bin.15_gene_89_13	C287	1.51e-135		4.4899999999999994e-197	1.18e-192	1.0499999999999999e-140	7.42e-131	2.23e-114	9.099999999999999e-135	7.29e-113	8.02e-116	6.09e-134	1.33e-137	3.84e-110	4.6499999999999996e-114
EHM034692|EHA02331_bin.15_gene_89_14	C287	1.06e-103		1.92e-221	1.0499999999999999e-267										
EHM034692|EHA02331_bin.15_gene_89_15	C287	2.71e-242		2.72e-313	4.55e-314	9.33e-265	5.66e-237	6.86e-228	1.02e-237	2.83e-224			3.37e-226	3.62e-215	1.08e-219
EHM034692|EHA02331_bin.15_gene_89_16	C287	1.79e-89		9.490000000000001e-164	6.399999999999999e-137	2.45e-87									
EHM034692|EHA02331_bin.15_gene_89_17	C287	9.02e-107		3.0800000000000003e-195		1.49e-114	1.22e-94					4.43e-11	1e-27		
