protein_id	source_proteome
UHM1073.23039_R.bin.125|k141_471956_3	C288
UHM1073.23039_R.bin.125|k141_475898_46	C288
UHM1073.23039_R.bin.125|k141_475898_57	C288
UHM1073.23039_R.bin.125|k141_490033_101	C288
UHM1073.23039_R.bin.125|k141_490033_108	C288
UHM1073.23039_R.bin.125|k141_490033_142	C288
UHM1073.23039_R.bin.125|k141_490033_143	C288
UHM1073.23039_R.bin.125|k141_490033_159	C288
UHM1073.23039_R.bin.125|k141_490033_160	C288
UHM1073.23039_R.bin.125|k141_490033_162	C288
UHM1073.23039_R.bin.125|k141_490033_174	C288
UHM1073.23039_R.bin.125|k141_490033_26	C288
UHM1073.23039_R.bin.125|k141_490033_42	C288
UHM1073.23039_R.bin.125|k141_490033_44	C288
UHM1073.23039_R.bin.125|k141_490033_45	C288
UHM1073.23039_R.bin.125|k141_490033_6	C288
UHM1073.23039_R.bin.125|k141_490033_63	C288
UHM1073.23039_R.bin.125|k141_490033_77	C288
UHM1073.23039_R.bin.125|k141_490033_80	C288
UHM1073.23039_R.bin.125|k141_515361_126	C288
UHM1073.23039_R.bin.125|k141_515361_128	C288
UHM1073.23039_R.bin.125|k141_515361_16	C288
UHM1073.23039_R.bin.125|k141_515361_25	C288
UHM1073.23039_R.bin.125|k141_515361_38	C288
UHM1073.23039_R.bin.125|k141_515361_39	C288
UHM1073.23039_R.bin.125|k141_515361_74	C288
UHM1073.23039_R.bin.125|k141_515361_83	C288
UHM1073.23039_R.bin.125|k141_515361_94	C288
UHM1073.23039_R.bin.125|k141_516198_18	C288
UHM1073.23039_R.bin.125|k141_516198_36	C288
UHM1073.23039_R.bin.125|k141_516198_45	C288
UHM1073.23039_R.bin.125|k141_516198_46	C288
UHM1073.23039_R.bin.125|k141_516198_57	C288
UHM1073.23039_R.bin.125|k141_519366_19	C288
UHM1073.23039_R.bin.125|k141_58351_43	C288
UHM1073.23039_R.bin.125|k141_58351_76	C288
UHM1073.23039_R.bin.125|k141_58351_77	C288
UHM1073.23039_R.bin.125|k141_594944_41	C288
UHM1073.23039_R.bin.125|k141_610428_12	C288
UHM1073.23039_R.bin.125|k141_624127_20	C288
UHM1073.23039_R.bin.125|k141_624127_40	C288
UHM1073.23039_R.bin.125|k141_624127_49	C288
UHM1073.23039_R.bin.125|k141_624127_59	C288
UHM1210.23070_R.bin.101|k141_1014015_36	C294
UHM1210.23070_R.bin.101|k141_1015956_23	C294
UHM1210.23070_R.bin.101|k141_1015956_32	C294
UHM1210.23070_R.bin.101|k141_1015956_9	C294
UHM1210.23070_R.bin.101|k141_102944_1	C294
UHM1210.23070_R.bin.101|k141_102944_12	C294
UHM1210.23070_R.bin.101|k141_102944_17	C294
UHM1210.23070_R.bin.101|k141_1066781_14	C294
UHM1210.23070_R.bin.101|k141_1066781_21	C294
UHM1210.23070_R.bin.101|k141_1066781_25	C294
UHM1210.23070_R.bin.101|k141_1066781_39	C294
UHM1210.23070_R.bin.101|k141_1066781_73	C294
UHM1210.23070_R.bin.101|k141_1066781_95	C294
UHM1210.23070_R.bin.101|k141_1135903_31	C294
UHM1210.23070_R.bin.101|k141_1135903_46	C294
UHM1210.23070_R.bin.101|k141_1135903_47	C294
UHM1210.23070_R.bin.101|k141_1142038_15	C294
UHM1210.23070_R.bin.101|k141_1142038_29	C294
UHM1210.23070_R.bin.101|k141_1142038_32	C294
UHM1210.23070_R.bin.101|k141_1193549_13	C294
UHM1210.23070_R.bin.101|k141_1193549_19	C294
UHM1210.23070_R.bin.101|k141_1193549_20	C294
UHM1210.23070_R.bin.101|k141_1193549_22	C294
UHM1210.23070_R.bin.101|k141_1193549_39	C294
UHM1210.23070_R.bin.101|k141_1193549_43	C294
UHM1210.23070_R.bin.101|k141_1275766_2	C294
UHM1210.23070_R.bin.101|k141_1275766_45	C294
UHM1210.23070_R.bin.101|k141_1275766_87	C294
UHM1210.23070_R.bin.101|k141_1275766_89	C294
UHM1210.23070_R.bin.101|k141_1275766_90	C294
UHM1210.23070_R.bin.101|k141_1318991_104	C294
UHM1210.23070_R.bin.101|k141_1318991_122	C294
UHM1210.23070_R.bin.101|k141_1318991_144	C294
UHM1210.23070_R.bin.101|k141_1318991_57	C294
UHM1210.23070_R.bin.101|k141_1318991_64	C294
UHM1210.23070_R.bin.101|k141_1318991_86	C294
UHM1210.23070_R.bin.101|k141_1318991_88	C294
UHM1210.23070_R.bin.101|k141_1318991_96	C294
UHM1210.23070_R.bin.101|k141_1343831_21	C294
UHM1210.23070_R.bin.101|k141_1343831_35	C294
UHM1210.23070_R.bin.101|k141_14093_24	C294
UHM1210.23070_R.bin.101|k141_14093_25	C294
UHM1210.23070_R.bin.101|k141_284463_12	C294
UHM1210.23070_R.bin.101|k141_284463_38	C294
UHM1210.23070_R.bin.101|k141_284463_41	C294
UHM1210.23070_R.bin.101|k141_284463_51	C294
UHM1210.23070_R.bin.101|k141_284463_72	C294
UHM1210.23070_R.bin.101|k141_35550_100	C294
UHM1210.23070_R.bin.101|k141_35550_125	C294
UHM1210.23070_R.bin.101|k141_35550_13	C294
UHM1210.23070_R.bin.101|k141_35550_134	C294
UHM1210.23070_R.bin.101|k141_35550_25	C294
UHM1210.23070_R.bin.101|k141_35550_82	C294
UHM1210.23070_R.bin.101|k141_35550_9	C294
UHM1210.23070_R.bin.101|k141_44701_23	C294
UHM1210.23070_R.bin.101|k141_44701_26	C294
UHM1210.23070_R.bin.101|k141_44701_65	C294
UHM1210.23070_R.bin.101|k141_604287_23	C294
UHM1210.23070_R.bin.101|k141_609199_27	C294
UHM1210.23070_R.bin.101|k141_692359_11	C294
UHM1210.23070_R.bin.101|k141_692359_18	C294
UHM1210.23070_R.bin.101|k141_692359_19	C294
UHM1210.23070_R.bin.101|k141_692359_55	C294
UHM1210.23070_R.bin.101|k141_692359_59	C294
UHM1210.23070_R.bin.101|k141_754643_3	C294
UHM1210.23070_R.bin.101|k141_754643_7	C294
UHM1210.23070_R.bin.101|k141_754643_9	C294
UHM1210.23070_R.bin.101|k141_770993_37	C294
UHM1210.23070_R.bin.101|k141_770993_56	C294
UHM1210.23070_R.bin.101|k141_790691_24	C294
UHM1210.23070_R.bin.101|k141_829398_1	C294
UHM1210.23070_R.bin.101|k141_830199_21	C294
UHM1210.23070_R.bin.101|k141_830199_3	C294
UHM1210.23070_R.bin.101|k141_968682_12	C294
UHM1210.23070_R.bin.101|k141_968682_2	C294
UHM1210.23070_R.bin.101|k141_971217_7	C294
UHM1210.23070_R.bin.101|k141_983138_12	C294
UHM1210.23070_R.bin.101|k141_983138_33	C294
UHM1210.23070_R.bin.101|k141_983138_34	C294
UHM1210.23070_R.bin.101|k141_983138_36	C294
UHM1210.23070_R.bin.101|k141_993103_46	C294
UHM1210.23070_R.bin.101|k141_993103_66	C294
UHM1210.23070_R.bin.101|k141_993103_72	C294
