family_index	representative_id	n_members
fam_001793	XP_001877222.1	4
fam_001794	XP_001877224.1	4
fam_001795	XP_001877232.1	2
fam_001796	XP_001877237.1	2
fam_001797	XP_001877245.1	6
fam_001798	XP_001877246.1	2
fam_001799	XP_001877251.1	2
fam_001800	XP_001877255.1	7
fam_001801	XP_001877256.1	4
fam_001802	XP_001877264.1	4
fam_001803	XP_001880386.1	4
fam_001804	XP_001880387.1	6
fam_001805	XP_001880389.1	3
fam_001806	XP_001880397.1	7
fam_001807	XP_001880402.1	4
fam_001808	XP_001880403.1	4
fam_001809	XP_001880407.1	3
fam_001810	XP_001880410.1	3
fam_001811	XP_001880411.1	3
fam_001812	XP_001880413.1	3
fam_001813	XP_001880414.1	5
fam_001814	XP_001880424.1	3
fam_001815	XP_001880425.1	4
fam_001816	XP_001880429.1	4
fam_001817	XP_001880430.1	4
fam_001818	XP_001880438.1	2
fam_001819	XP_001880442.1	4
fam_001820	XP_001880448.1	2
fam_001821	XP_001880449.1	4
fam_001822	XP_001880455.1	3
fam_001823	XP_001880458.1	2
fam_001824	XP_001880459.1	3
fam_001825	XP_050203085.1	2
fam_001826	XP_050203087.1	2
fam_001827	XP_050203107.1	2
fam_001828	XP_050203111.1	3
fam_001829	XP_050203114.1	3
fam_001830	XP_050203117.1	3
fam_001831	XP_050203119.1	3
fam_001832	XP_050203120.1	2
fam_001833	XP_050203125.1	2
fam_001834	XP_007325013.1	4
fam_001835	XP_007325018.1	4
fam_001836	XP_007325024.1	4
fam_001837	XP_007325030.1	4
fam_001838	XP_007325041.1	2
fam_001839	XP_007325042.1	4
fam_001840	XP_007325050.1	3
fam_001841	XP_007325058.1	3
fam_001842	XP_007325071.1	4
fam_001843	XP_007325078.1	4
fam_001844	XP_007325083.1	3
fam_001845	XP_007325088.1	4
fam_001846	XP_007325089.1	3
fam_001847	XP_007325095.1	4
fam_001848	XP_007325096.1	2
fam_001849	XP_007325098.1	4
fam_001850	XP_007325104.1	9
fam_001851	XP_007325107.1	3
fam_001852	XP_007329809.1	3
fam_001853	XP_007329821.1	4
fam_001854	XP_007329824.1	4
fam_001855	XP_007329825.1	3
fam_001856	XP_007329828.1	23
fam_001857	XP_007329837.1	3
fam_001858	XP_007329838.1	3
fam_001859	XP_007329841.1	2
fam_001860	XP_007329848.1	1
fam_001861	XP_007329839.1	1
fam_001862	XP_007329858.1	3
fam_001863	XP_007329860.1	4
fam_001864	XP_007329877.1	2
fam_001865	XP_007329879.1	4
fam_001866	XP_007329900.1	12
fam_001867	XP_007329903.1	3
fam_001868	XP_007329904.1	4
fam_001869	XP_007333414.1	24
fam_001870	XP_007333419.1	3
fam_001871	XP_007333420.1	18
fam_001872	XP_007333423.1	8
fam_001873	XP_007333425.1	2
fam_001874	XP_007333428.1	14
fam_001875	XP_007333430.1	3
fam_001876	XP_007333432.1	6
fam_001877	XP_007333436.1	10
fam_001878	XP_007333447.1	3
fam_001879	XP_007333468.1	4
fam_001880	XP_007333472.1	5
fam_001881	XP_007333487.1	3
fam_001882	XP_007333488.1	4
fam_001883	XP_007333490.1	3
fam_001884	XP_007333495.1	3
fam_001885	XP_001873787.1	4
fam_001886	XP_001873788.1	2
fam_001887	XP_001873794.1	4
fam_001888	XP_001873797.1	4
fam_001889	XP_001873801.1	3
fam_001890	XP_001873808.1	2
fam_001891	XP_001873811.1	3
fam_001892	XP_001873814.1	4
fam_001893	XP_001873816.1	4
fam_001894	XP_001873817.1	2
fam_001895	XP_001873825.1	2
fam_001896	XP_001873827.1	3
fam_001897	XP_001873833.1	4
fam_001898	XP_001873845.1	8
fam_001899	XP_001873846.1	3
fam_001900	XP_001873848.1	2
fam_001901	XP_001873849.1	2
fam_001902	XP_001873850.1	4
fam_001903	XP_001873852.1	3
fam_001904	XP_001873855.1	2
fam_001905	XP_001873857.1	3
fam_001906	XP_001873863.1	4
fam_001907	XP_001873864.1	2
fam_001908	XP_001873865.1	7
fam_001909	XP_001873881.1	10
fam_001910	XP_001873883.1	3
fam_001911	XP_001873884.1	4
fam_001912	XP_001873885.1	2
fam_001913	XP_001876688.1	2
fam_001914	XP_001876700.1	3
fam_001915	XP_001876708.1	4
fam_001916	XP_001876712.1	3
fam_001917	XP_001876713.1	2
fam_001918	XP_001876716.1	3
fam_001919	XP_001876717.1	3
fam_001920	XP_001876718.1	4
fam_001921	XP_001876720.1	4
fam_001922	XP_001876725.1	4
fam_001923	XP_001876728.1	2
fam_001924	XP_001876737.1	17
fam_001925	XP_001876745.1	8
fam_001926	XP_001876749.1	2
fam_001927	XP_001876750.1	3
fam_001928	XP_001876753.1	3
fam_001929	XP_001876756.1	3
fam_001930	XP_001876758.1	4
fam_001931	XP_001876762.1	4
fam_001932	XP_001876765.1	4
fam_001933	XP_001876766.1	3
fam_001934	XP_001876774.1	3
fam_001935	XP_001876775.1	4
fam_001936	XP_001876779.1	3
fam_001937	XP_001876780.1	3
fam_001938	XP_001876784.1	3
fam_001939	XP_001879891.1	3
fam_001940	XP_001879899.1	2
fam_001941	XP_001879909.1	2
fam_001942	XP_001879932.1	2
fam_001943	XP_001879950.1	2
fam_001944	XP_001879952.1	7
fam_001945	XP_001879953.1	2
fam_001946	XP_001879955.1	2
fam_001947	XP_001879957.1	5
fam_001948	XP_001879960.1	1
fam_001949	XP_001879681.1	1
fam_001950	XP_001879962.1	3
fam_001951	XP_001879963.1	4
fam_001952	XP_001879965.1	2
fam_001953	XP_001879966.1	4
fam_001954	XP_001879967.1	14
fam_001955	XP_001879969.1	4
fam_001956	XP_001879972.1	3
fam_001957	XP_001879974.1	3
fam_001958	XP_001879979.1	4
fam_001959	XP_001879980.1	3
fam_001960	XP_001891297.1	5
fam_001961	XP_001891298.1	3
fam_001962	XP_001891301.1	1
fam_001963	XP_001881447.1	1
fam_001964	XP_001891302.1	2
fam_001965	XP_001891305.1	1
fam_001966	XP_001888121.1	1
fam_001967	XP_001891307.1	2
fam_001968	XP_001891311.1	2
fam_001969	XP_001891362.1	1
fam_001970	XP_001891215.1	1
fam_001971	XP_001828139.2	2
fam_001972	XP_001828147.2	2
fam_001973	XP_001832306.2	2
fam_001974	XP_001832328.2	2
fam_001975	XP_001832337.2	4
fam_001976	XP_001832339.1	4
fam_001977	XP_001832341.1	10
fam_001978	XP_001832342.2	2
fam_001979	XP_001832345.2	2
fam_001980	XP_001832368.1	2
fam_001981	XP_001832384.1	16
fam_001982	XP_001832410.2	3
fam_001983	XP_001835778.1	4
fam_001984	XP_001835783.1	2
fam_001985	XP_001835799.1	2
fam_001986	XP_001835800.2	4
fam_001987	XP_001835814.2	4
fam_001988	XP_001835820.1	4
fam_001989	XP_001835834.2	3
fam_001990	XP_001835841.2	3
fam_001991	XP_001835843.2	4
fam_001992	XP_001835846.2	4
fam_001993	XP_001835865.2	2
fam_001994	XP_001835870.2	4
fam_001995	XP_001835876.1	3
fam_001996	XP_001835886.2	4
fam_001997	XP_001838399.2	4
fam_001998	XP_001838417.2	2
fam_001999	XP_001838438.2	4
fam_002000	XP_001838444.2	4
fam_002001	XP_001838448.1	4
fam_002002	XP_001838455.2	4
fam_002003	XP_001838461.2	3
fam_002004	XP_001838499.1	4
fam_002005	XP_001838511.1	3
fam_002006	XP_001838515.2	4
fam_002007	XP_001838524.1	9
fam_002008	XP_002911013.1	3
fam_002009	XP_002911014.1	3
fam_002010	XP_002911016.1	3
fam_002011	XP_002911025.1	2
fam_002012	XP_002911030.1	2
fam_002013	XP_002911047.1	8
fam_002014	XP_002911050.1	2
fam_002015	XP_002911058.1	6
fam_002016	XP_002911061.1	3
fam_002017	XP_003027566.1	4
fam_002018	XP_003027569.1	16
fam_002019	XP_003027584.1	4
fam_002020	XP_003027586.2	2
fam_002021	XP_050198005.1	1
fam_002022	XP_003027594.1	19
fam_002023	XP_003027600.1	4
fam_002024	XP_003027607.1	3
fam_002025	XP_003027609.1	8
fam_002026	XP_003027610.1	4
fam_002027	XP_003027616.1	3
fam_002028	XP_003027617.1	2
fam_002029	XP_003027619.1	5
fam_002030	XP_003027620.1	31
fam_002031	XP_003027622.1	8
fam_002032	XP_003027641.2	7
fam_002033	XP_003027643.1	4
fam_002034	XP_003027644.1	7
fam_002035	XP_003027648.1	4
fam_002036	XP_003027651.1	6
fam_002037	XP_003027666.1	5
fam_002038	XP_003027667.2	6
fam_002039	XP_003027668.1	6
fam_002040	XP_003027685.1	2
fam_002041	XP_003027699.1	2
fam_002042	XP_003032707.2	3
fam_002043	XP_003032720.1	4
fam_002044	XP_003032752.1	1
fam_002045	XP_003032304.1	1
fam_002046	XP_003032758.1	2
fam_002047	XP_003032772.1	5
fam_002048	XP_050201145.1	1
fam_002049	XP_003032775.1	2
fam_002050	XP_003032792.2	4
fam_002051	XP_003032799.1	4
fam_002052	XP_003032805.1	4
fam_002053	XP_003032806.1	7
fam_002054	XP_003032809.1	5
fam_002055	XP_003032812.1	2
fam_002056	XP_003032818.1	4
fam_002057	XP_003032821.1	12
fam_002058	XP_003032823.1	18
fam_002059	XP_003032835.1	3
fam_002060	XP_003037927.1	4
fam_002061	XP_003037929.1	3
fam_002062	XP_003037936.1	4
fam_002063	XP_003037937.1	4
fam_002064	XP_003037948.1	3
fam_002065	XP_003037960.1	4
fam_002066	XP_003037961.2	4
fam_002067	XP_003037967.1	2
fam_002068	XP_003037969.1	2
fam_002069	XP_003037982.2	2
fam_002070	XP_003037990.1	3
fam_002071	XP_003037992.1	4
fam_002072	XP_003037994.1	4
fam_002073	XP_003038021.1	4
fam_002074	XP_003038029.2	3
fam_002075	XP_003038063.2	2
fam_002076	XP_050199033.1	2
fam_002077	XP_050199034.1	1
fam_002078	XP_003030341.1	1
fam_002079	XP_050199048.1	1
fam_002080	XP_050200025.1	1
fam_002081	XP_050203062.1	1
fam_002082	XP_050199056.1	2
fam_002083	XP_050199058.1	4
fam_002084	XP_050199087.1	2
fam_002085	XP_050199103.1	2
fam_002086	XP_050199113.1	2
fam_002087	XP_050199118.1	2
fam_002088	XP_050199120.1	4
fam_002089	XP_050199125.1	4
fam_002090	XP_050199126.1	4
fam_002091	XP_050202330.1	3
fam_002092	XP_050202331.1	2
fam_002093	XP_050202343.1	8
fam_002094	XP_050202351.1	1
fam_002095	XP_050202350.1	1
fam_002096	XP_050202353.1	4
fam_002097	XP_050202360.1	3
fam_002098	XP_050202368.1	4
fam_002099	XP_050202369.1	3
fam_002100	XP_050202374.1	4
fam_002101	XP_050202397.1	1
fam_002102	XP_003038497.2	1
fam_002103	XP_050202398.1	7
fam_002104	XP_050202400.1	8
fam_002105	XP_050202404.1	3
fam_002106	XP_050202406.1	4
fam_002107	XP_050202416.1	4
fam_002108	XP_050202425.1	3
fam_002109	XP_007331908.1	3
fam_002110	XP_007331909.1	5
fam_002111	XP_007331910.1	2
fam_002112	XP_007331923.1	4
fam_002113	XP_007331934.1	11
fam_002114	XP_007331941.1	3
fam_002115	XP_007331947.1	6
fam_002116	XP_007331948.1	5
fam_002117	XP_007331950.1	1
fam_002118	XP_007331949.1	1
fam_002119	XP_007331956.1	7
fam_002120	XP_007331961.1	2
fam_002121	XP_007331965.1	2
fam_002122	XP_007331968.1	2
fam_002123	XP_007331973.1	3
fam_002124	XP_007331997.1	4
fam_002125	XP_007332001.1	2
fam_002126	XP_007335114.1	3
fam_002127	XP_007335120.1	8
fam_002128	XP_007335123.1	1
fam_002129	XP_007330166.1	3
fam_002130	XP_007335144.1	2
fam_002131	XP_007335151.1	5
fam_002132	XP_007335166.1	2
fam_002133	XP_007335194.1	1
fam_002134	XP_007335175.1	1
fam_002135	XP_007333215.1	1
fam_002136	XP_007335178.1	1
fam_002137	XP_007331375.1	2
fam_002138	XP_007335183.1	2
fam_002139	XP_007335189.1	63
fam_002140	XP_007335196.1	17
fam_002141	XP_007335208.1	2
fam_002142	XP_001875290.1	3
fam_002143	XP_001875291.1	4
fam_002144	XP_001875293.1	4
fam_002145	XP_001875295.1	2
fam_002146	XP_001875296.1	3
fam_002147	XP_001875301.1	3
fam_002148	XP_001875303.1	4
fam_002149	XP_001875305.1	3
fam_002150	XP_001875314.1	3
fam_002151	XP_001875325.1	2
fam_002152	XP_001875334.1	5
fam_002153	XP_001875344.1	3
fam_002154	XP_001875350.1	3
fam_002155	XP_001875356.1	5
fam_002156	XP_001875357.1	2
fam_002157	XP_001875358.1	4
fam_002158	XP_001875359.1	3
fam_002159	XP_001875361.1	3
fam_002160	XP_001875362.1	4
fam_002161	XP_001875366.1	4
fam_002162	XP_001875372.1	3
fam_002163	XP_001875373.1	4
fam_002164	XP_001875377.1	4
fam_002165	XP_001875378.1	4
fam_002166	XP_001877394.1	4
fam_002167	XP_001877395.1	2
fam_002168	XP_001877399.1	3
fam_002169	XP_001877407.1	4
fam_002170	XP_007324910.1	2
fam_002171	XP_007324913.1	4
fam_002172	XP_007324916.1	4
fam_002173	XP_007324917.1	3
fam_002174	XP_007324918.1	4
fam_002175	XP_007324932.1	2
fam_002176	XP_007324936.1	2
fam_002177	XP_007324937.1	4
fam_002178	XP_007324940.1	3
fam_002179	XP_007324941.1	4
fam_002180	XP_007324945.1	4
fam_002181	XP_007324946.1	2
fam_002182	XP_007324951.1	3
fam_002183	XP_007324961.1	3
fam_002184	XP_007324968.1	2
fam_002185	XP_007324969.1	4
fam_002186	XP_007324973.1	2
fam_002187	XP_007324976.1	4
fam_002188	XP_007324977.1	4
fam_002189	XP_007324978.1	4
fam_002190	XP_007324985.1	2
fam_002191	XP_007324988.1	2
fam_002192	XP_007324991.1	3
fam_002193	XP_007325002.1	7
fam_002194	XP_007325003.1	4
fam_002195	XP_007330320.1	3
fam_002196	XP_007330321.1	3
fam_002197	XP_007330324.1	2
fam_002198	XP_007330326.1	4
fam_002199	XP_007330331.1	12
fam_002200	XP_007330333.1	4
fam_002201	XP_007330335.1	4
fam_002202	XP_007330345.1	3
fam_002203	XP_007330349.1	2
fam_002204	XP_007330352.1	4
fam_002205	XP_007330357.1	3
fam_002206	XP_007330365.1	5
fam_002207	XP_007330369.1	4
fam_002208	XP_007330370.1	3
fam_002209	XP_007330371.1	3
fam_002210	XP_007330376.1	3
fam_002211	XP_007330384.1	4
fam_002212	XP_007330387.1	4
fam_002213	XP_007330392.1	3
fam_002214	XP_007330396.1	4
fam_002215	XP_007330400.1	4
fam_002216	XP_007333709.1	4
fam_002217	XP_007333714.1	4
fam_002218	XP_007333720.1	5
fam_002219	XP_007333724.1	8
fam_002220	XP_007333727.1	4
fam_002221	XP_007333729.1	4
fam_002222	XP_007333731.1	3
fam_002223	XP_007333732.1	3
fam_002224	XP_007333745.1	7
fam_002225	XP_007333747.1	4
fam_002226	XP_007333751.1	2
fam_002227	XP_007333762.1	3
fam_002228	XP_007333765.1	3
fam_002229	XP_007333768.1	4
fam_002230	XP_007333769.1	3
fam_002231	XP_007333775.1	2
fam_002232	XP_007333779.1	2
fam_002233	XP_007333781.1	5
fam_002234	XP_007333787.1	4
fam_002235	XP_007333799.1	36
fam_002236	XP_007333800.1	11
fam_002237	XP_007333801.1	4
fam_002238	XP_001874097.1	2
fam_002239	XP_001874109.1	5
fam_002240	XP_001874113.1	2
fam_002241	XP_001874115.1	4
fam_002242	XP_001874122.1	4
fam_002243	XP_001874123.1	2
fam_002244	XP_001874129.1	4
fam_002245	XP_001874130.1	6
fam_002246	XP_001874135.1	4
fam_002247	XP_001874139.1	4
fam_002248	XP_001874141.1	2
fam_002249	XP_001874144.1	4
fam_002250	XP_001874145.1	4
fam_002251	XP_001874146.1	22
fam_002252	XP_001874164.1	3
fam_002253	XP_001874166.1	4
fam_002254	XP_001877295.1	1
fam_002255	XP_001886676.1	1
fam_002256	XP_001877307.1	4
fam_002257	XP_001877314.1	2
fam_002258	XP_001877316.1	3
fam_002259	XP_001877318.1	2
fam_002260	XP_001877319.1	2
fam_002261	XP_001877323.1	3
fam_002262	XP_001877327.1	4
fam_002263	XP_001877328.1	4
fam_002264	XP_001877333.1	5
fam_002265	XP_001877336.1	3
fam_002266	XP_001877338.1	4
fam_002267	XP_001877341.1	2
fam_002268	XP_001877349.1	4
fam_002269	XP_001877361.1	4
fam_002270	XP_001877363.1	5
fam_002271	XP_001877365.1	4
fam_002272	XP_001877368.1	3
fam_002273	XP_001877374.1	4
fam_002274	XP_001877377.1	4
fam_002275	XP_001877378.1	4
fam_002276	XP_001877379.1	3
fam_002277	XP_001877380.1	3
fam_002278	XP_001877381.1	4
fam_002279	XP_001877385.1	4
fam_002280	XP_001880488.1	3
fam_002281	XP_001880506.1	3
fam_002282	XP_001880511.1	3
fam_002283	XP_001880528.1	2
fam_002284	XP_001880532.1	2
fam_002285	XP_001880543.1	2
fam_002286	XP_001880568.1	2
fam_002287	XP_001880573.1	4
fam_002288	XP_001880575.1	3
fam_002289	XP_001882594.1	1
fam_002290	XP_001890966.1	1
fam_002291	XP_001882599.1	5
fam_002292	XP_001882607.1	3
fam_002293	XP_001882614.1	2
fam_002294	XP_001882648.1	1
fam_002295	XP_001882619.1	5
fam_002296	XP_001882625.1	4
fam_002297	XP_001882626.1	3
fam_002298	XP_001882634.1	2
fam_002299	XP_001882654.1	2
fam_002300	XP_001882662.1	3
fam_002301	XP_001882665.1	3
fam_002302	XP_001882668.1	7
fam_002303	XP_001882676.1	4
fam_002304	XP_001884393.1	4
fam_002305	XP_001884397.1	3
fam_002306	XP_001884400.1	4
fam_002307	XP_001884401.1	4
fam_002308	XP_001884403.1	4
fam_002309	XP_001884404.1	4
fam_002310	XP_001884409.1	4
fam_002311	XP_001884410.1	2
fam_002312	XP_001884415.1	4
fam_002313	XP_001884417.1	2
fam_002314	XP_001884419.1	4
fam_002315	XP_001884427.1	3
fam_002316	XP_001884428.1	2
fam_002317	XP_001884441.1	6
fam_002318	XP_001884446.1	6
fam_002319	XP_001884448.1	4
fam_002320	XP_001884455.1	4
fam_002321	XP_001884465.1	5
fam_002322	XP_001884466.1	2
fam_002323	XP_001884471.1	2
fam_002324	XP_001884472.1	4
fam_002325	XP_001884476.1	2
fam_002326	XP_001889749.1	1
fam_002327	XP_001884477.1	2
fam_002328	XP_001884485.1	4
fam_002329	XP_001885187.1	3
fam_002330	XP_001885200.1	2
fam_002331	XP_001885243.1	6
fam_002332	XP_001885253.1	3
fam_002333	XP_001885254.1	2
fam_002334	XP_001885263.1	9
fam_002335	XP_001885267.1	2
fam_002336	XP_001885271.1	2
fam_002337	XP_001885277.1	4
fam_002338	XP_001885280.1	7
fam_002339	XP_001885283.1	3
fam_002340	XP_001886087.1	7
fam_002341	XP_001886090.1	4
fam_002342	XP_001886093.1	2
fam_002343	XP_001887365.1	1
fam_002344	XP_001886099.1	3
fam_002345	XP_001886100.1	2
fam_002346	XP_001886115.1	2
fam_002347	XP_001886123.1	4
fam_002348	XP_001886131.1	5
fam_002349	XP_001886139.1	2
fam_002350	XP_001886146.1	4
fam_002351	XP_001886166.1	4
fam_002352	XP_001886171.1	2
fam_002353	XP_001886175.1	3
fam_002354	XP_001886181.1	4
fam_002355	XP_001886182.1	2
fam_002356	XP_001886599.1	22
fam_002357	XP_001886603.1	3
fam_002358	XP_001886606.1	4
fam_002359	XP_001886622.1	2
fam_002360	XP_001886629.1	2
fam_002361	XP_001886632.1	8
fam_002362	XP_001886634.1	1
fam_002363	XP_001889590.1	1
fam_002364	XP_001886642.1	2
fam_002365	XP_001886643.1	1
fam_002366	XP_001886647.1	1
fam_002367	XP_001886644.1	2
fam_002368	XP_001886653.1	3
fam_002369	XP_001886654.1	2
fam_002370	XP_001886664.1	1
fam_002371	XP_001887000.1	1
fam_002372	XP_001886670.1	7
fam_002373	XP_001886671.1	4
fam_002374	XP_001887286.1	2
fam_002375	XP_001887304.1	2
fam_002376	XP_001887306.1	4
fam_002377	XP_001887330.1	2
fam_002378	XP_001887337.1	2
fam_002379	XP_001882302.1	1
fam_002380	XP_001887339.1	1
fam_002381	XP_001886051.1	1
fam_002382	XP_001887348.1	7
fam_002383	XP_001887363.1	5
fam_002384	XP_001887366.1	3
fam_002385	XP_001887373.1	4
fam_002386	XP_001887377.1	12
fam_002387	XP_001887384.1	3
fam_002388	XP_001887385.1	4
fam_002389	XP_001888600.1	5
fam_002390	XP_001888602.1	5
fam_002391	XP_001888608.1	3
fam_002392	XP_001888609.1	5
fam_002393	XP_001888613.1	2
fam_002394	XP_001888621.1	7
fam_002395	XP_001888629.1	2
fam_002396	XP_001888636.1	3
fam_002397	XP_001888644.1	4
fam_002398	XP_001888661.1	1
fam_002399	XP_001877595.1	1
fam_002400	XP_001888662.1	4
fam_002401	XP_001888669.1	3
fam_002402	XP_001888672.1	3
fam_002403	XP_001888674.1	2
fam_002404	XP_001888682.1	2
fam_002405	XP_001890188.1	2
fam_002406	XP_001890190.1	2
fam_002407	XP_001890197.1	4
fam_002408	XP_001890199.1	8
fam_002409	XP_001890203.1	4
fam_002410	XP_001890215.1	4
fam_002411	XP_001890217.1	2
fam_002412	XP_001890218.1	2
fam_002413	XP_001890221.1	4
fam_002414	XP_001890226.1	2
fam_002415	XP_001890234.1	3
fam_002416	XP_001890235.1	3
fam_002417	XP_001890239.1	2
fam_002418	XP_001890254.1	3
fam_002419	XP_001890255.1	2
fam_002420	XP_001890264.1	2
fam_002421	XP_001890271.1	2
fam_002422	XP_001890276.1	2
fam_002423	XP_001890277.1	2
fam_002424	XP_001890287.1	2
fam_002425	XP_001829927.1	4
fam_002426	XP_001829939.2	3
fam_002427	XP_001829946.1	4
fam_002428	XP_001829952.1	4
fam_002429	XP_001829954.1	2
fam_002430	XP_001829957.1	8
fam_002431	XP_001829962.1	4
fam_002432	XP_001829973.1	4
fam_002433	XP_001829992.1	1
fam_002434	XP_001829989.2	2
fam_002435	XP_001830000.2	4
fam_002436	XP_001830006.2	16
fam_002437	XP_001830022.1	2
fam_002438	XP_001830049.1	4
fam_002439	XP_001832798.2	2
fam_002440	XP_001832821.2	8
fam_002441	XP_001832827.2	2
fam_002442	XP_001832846.2	5
fam_002443	XP_001832848.1	2
fam_002444	XP_001832851.2	4
fam_002445	XP_001832852.2	8
fam_002446	XP_001832854.2	3
fam_002447	XP_001832856.1	3
fam_002448	XP_001832868.2	2
fam_002449	XP_001832882.2	3
fam_002450	XP_001832887.1	2
fam_002451	XP_001832893.2	1
fam_002452	XP_001832894.2	2
fam_002453	XP_001832898.2	1
fam_002454	XP_001832890.2	1
fam_002455	XP_001832903.1	2
fam_002456	XP_001832907.1	4
fam_002457	XP_001832908.1	3
fam_002458	XP_001832911.2	2
fam_002459	XP_001832916.2	2
fam_002460	XP_001832922.2	11
fam_002461	XP_001836862.2	3
fam_002462	XP_001836895.1	2
fam_002463	XP_001836896.2	4
fam_002464	XP_001836897.2	2
fam_002465	XP_001836898.2	8
fam_002466	XP_001836900.1	4
fam_002467	XP_001836912.1	4
fam_002468	XP_001836913.1	4
fam_002469	XP_001836925.2	2
fam_002470	XP_001836943.2	4
fam_002471	XP_001836946.2	3
fam_002472	XP_001836954.2	4
fam_002473	XP_001836960.2	3
fam_002474	XP_001836962.2	12
fam_002475	XP_001836967.2	2
fam_002476	XP_001836968.2	4
fam_002477	XP_001881600.1	2
fam_002478	XP_001881613.1	2
fam_002479	XP_001881614.1	2
fam_002480	XP_001881615.1	2
fam_002481	XP_001881622.1	3
fam_002482	XP_001881623.1	5
fam_002483	XP_001881634.1	1
fam_002484	XP_001883031.1	1
fam_002485	XP_001881638.1	2
fam_002486	XP_001881640.1	1
fam_002487	XP_001881645.1	1
fam_002488	XP_001881641.1	1
fam_002489	XP_001890582.1	1
fam_002490	XP_001881653.1	3
fam_002491	XP_001881671.1	2
fam_002492	XP_001881676.1	2
fam_002493	XP_001881679.1	2
fam_002494	XP_001881680.1	5
fam_002495	XP_001883996.1	1
fam_002496	XP_001883993.1	1
fam_002497	XP_001883997.1	2
fam_002498	XP_001884021.1	2
fam_002499	XP_001884044.1	2
fam_002500	XP_001884058.1	1
fam_002501	XP_001890832.1	1
fam_002502	XP_001884069.1	3
fam_002503	XP_001884070.1	2
fam_002504	XP_001884071.1	2
fam_002505	XP_001884076.1	2
fam_002506	XP_001884078.1	17
fam_002507	XP_001837673.2	4
fam_002508	XP_001837692.1	3
fam_002509	XP_001837701.2	1
fam_002510	XP_001836789.1	1
fam_002511	XP_001837702.2	4
fam_002512	XP_001837703.2	4
fam_002513	XP_001837717.2	2
fam_002514	XP_001837723.1	3
fam_002515	XP_001837724.1	2
fam_002516	XP_001837727.1	3
fam_002517	XP_001837735.2	5
fam_002518	XP_001837743.1	4
fam_002519	XP_001837764.2	4
fam_002520	XP_001837771.2	4
fam_002521	XP_001837777.1	7
fam_002522	XP_001837779.1	4
fam_002523	XP_001837784.1	4
fam_002524	XP_001837790.2	2
fam_002525	XP_002910268.1	3
fam_002526	XP_002910272.1	2
fam_002527	XP_002910302.1	2
fam_002528	XP_002910307.1	2
fam_002529	XP_002910322.1	6
fam_002530	XP_002910341.1	5
fam_002531	XP_002910355.1	4
fam_002532	XP_003027730.2	15
fam_002533	XP_003027737.2	2
fam_002534	XP_003027747.1	2
fam_002535	XP_003027748.1	2
fam_002536	XP_003027751.1	2
fam_002537	XP_003027757.1	5
fam_002538	XP_003027759.1	3
fam_002539	XP_003027770.1	3
fam_002540	XP_003027771.2	1
fam_002541	XP_003027500.1	1
fam_002542	XP_003027776.1	4
fam_002543	XP_003027778.1	5
fam_002544	XP_003027787.1	5
fam_002545	XP_003027799.1	13
fam_002546	XP_003027821.1	3
fam_002547	XP_003027832.1	2
fam_002548	XP_003032845.1	4
fam_002549	XP_003032853.1	2
fam_002550	XP_003032863.1	4
fam_002551	XP_003032876.1	6
fam_002552	XP_003032915.1	1
fam_002553	XP_003029312.1	1
fam_002554	XP_003032926.1	3
fam_002555	XP_003032934.1	2
fam_002556	XP_003032937.1	4
fam_002557	XP_003032939.1	5
fam_002558	XP_003032942.1	10
fam_002559	XP_003032943.1	2
fam_002560	XP_003032965.2	3
fam_002561	XP_003038337.2	4
fam_002562	XP_003038341.1	7
fam_002563	XP_003038343.1	3
fam_002564	XP_003038357.1	3
fam_002565	XP_003038359.2	4
fam_002566	XP_003038362.1	5
fam_002567	XP_003038381.2	2
fam_002568	XP_003038384.1	3
fam_002569	XP_003038398.1	5
fam_002570	XP_003038401.1	4
fam_002571	XP_003038407.1	4
fam_002572	XP_003038409.1	4
fam_002573	XP_003038413.2	4
fam_002574	XP_003038414.1	4
fam_002575	XP_003038423.2	3
fam_002576	XP_003038431.1	2
fam_002577	XP_003038443.1	3
fam_002578	XP_003038445.1	4
fam_002579	XP_003038452.1	4
fam_002580	XP_003038453.1	9
fam_002581	XP_003038458.1	2
fam_002582	XP_050199839.1	2
fam_002583	XP_050199850.1	3
fam_002584	XP_050199851.1	2
fam_002585	XP_003032296.1	1
fam_002586	XP_050199858.1	2
fam_002587	XP_050199866.1	2
fam_002588	XP_050199893.1	2
fam_002589	XP_003032376.1	1
fam_002590	XP_050199904.1	2
fam_002591	XP_050199908.1	2
fam_002592	XP_050199912.1	4
fam_002593	XP_050199914.1	2
fam_002594	XP_007330208.1	2
fam_002595	XP_007330230.1	2
fam_002596	XP_007330242.1	2
fam_002597	XP_007330247.1	5
fam_002598	XP_007330248.1	6
fam_002599	XP_007330250.1	3
fam_002600	XP_007330252.1	2
fam_002601	XP_007330240.1	1
fam_002602	XP_007330267.1	3
fam_002603	XP_007330268.1	3
fam_002604	XP_007330271.1	21
fam_002605	XP_007330273.1	4
fam_002606	XP_007330277.1	1
fam_002607	XP_007330276.1	1
fam_002608	XP_007330278.1	6
fam_002609	XP_007330294.1	12
fam_002610	XP_007330300.1	2
fam_002611	XP_007330306.1	4
fam_002612	XP_007333512.1	6
fam_002613	XP_007333513.1	4
fam_002614	XP_007333531.1	4
