family_index	representative_id	n_members
fam_001454	tr|F9X9P3|F9X9P3_ZYMTI	2
fam_001455	tr|F9XDF8|F9XDF8_ZYMTI	4
fam_001456	tr|F9XDG7|F9XDG7_ZYMTI	3
fam_001457	tr|F9XFT7|F9XFT7_ZYMTI	5
fam_001458	tr|F9XH99|F9XH99_ZYMTI	3
fam_001459	tr|F9XHC9|F9XHC9_ZYMTI	2
fam_001460	tr|F9XR38|F9XR38_ZYMTI	2
fam_001461	tr|F9WWG6|F9WWG6_ZYMTI	3
fam_001462	tr|F9WYE9|F9WYE9_ZYMTI	4
fam_001463	tr|F9X0Y5|F9X0Y5_ZYMTI	2
fam_001464	tr|F9X3C4|F9X3C4_ZYMTI	5
fam_001465	tr|F9X3Y1|F9X3Y1_ZYMTI	5
fam_001466	tr|F9X584|F9X584_ZYMTI	5
fam_001467	tr|F9X757|F9X757_ZYMTI	3
fam_001468	tr|F9XD84|F9XD84_ZYMTI	4
fam_001469	tr|F9XI10|F9XI10_ZYMTI	2
fam_001470	tr|F9XIQ1|F9XIQ1_ZYMTI	5
fam_001471	tr|F9XJ36|F9XJ36_ZYMTI	5
fam_001472	tr|F9XNQ2|F9XNQ2_ZYMTI	5
fam_001473	tr|F9XQ60|F9XQ60_ZYMTI	5
fam_001474	tr|F9X7F6|F9X7F6_ZYMTI	2
fam_001475	tr|F9X8D3|F9X8D3_ZYMTI	3
fam_001476	tr|F9X8W2|F9X8W2_ZYMTI	5
fam_001477	tr|F9X9E7|F9X9E7_ZYMTI	8
fam_001478	tr|F9X6I6|F9X6I6_ZYMTI	5
fam_001479	tr|F9X8G4|F9X8G4_ZYMTI	2
fam_001480	tr|F9XEH8|F9XEH8_ZYMTI	3
fam_001481	tr|F9XP19|F9XP19_ZYMTI	2
fam_001482	tr|F9XPX8|F9XPX8_ZYMTI	3
fam_001483	tr|F9XQ02|F9XQ02_ZYMTI	2
fam_001484	tr|F9WWZ3|F9WWZ3_ZYMTI	10
fam_001485	tr|F9WXM9|F9WXM9_ZYMTI	2
fam_001486	tr|F9WYY9|F9WYY9_ZYMTI	5
fam_001487	tr|F9WZX6|F9WZX6_ZYMTI	4
fam_001488	tr|F9X2N4|F9X2N4_ZYMTI	2
fam_001489	tr|F9X4M5|F9X4M5_ZYMTI	2
fam_001490	tr|F9X574|F9X574_ZYMTI	2
fam_001491	tr|F9XAR9|F9XAR9_ZYMTI	2
fam_001492	tr|F9XKY3|F9XKY3_ZYMTI	5
fam_001493	tr|F9XN44|F9XN44_ZYMTI	4
fam_001494	tr|F9XRN2|F9XRN2_ZYMTI	2
fam_001495	tr|F9X1H4|F9X1H4_ZYMTI	2
fam_001496	tr|F9X572|F9X572_ZYMTI	4
fam_001497	tr|F9X728|F9X728_ZYMTI	5
fam_001498	tr|F9XGA9|F9XGA9_ZYMTI	6
fam_001499	tr|F9XJA3|F9XJA3_ZYMTI	1
fam_001500	tr|F9XB66|F9XB66_ZYMTI	1
fam_001501	tr|F9XL35|F9XL35_ZYMTI	2
fam_001502	tr|F9XLM6|F9XLM6_ZYMTI	5
fam_001503	tr|F9XME7|F9XME7_ZYMTI	4
fam_001504	tr|F9XPT5|F9XPT5_ZYMTI	2
fam_001505	tr|F9XPZ6|F9XPZ6_ZYMTI	5
fam_001506	tr|F9WZM0|F9WZM0_ZYMTI	14
fam_001507	tr|F9WZV2|F9WZV2_ZYMTI	5
fam_001508	tr|F9X135|F9X135_ZYMTI	5
fam_001509	tr|F9X993|F9X993_ZYMTI	2
fam_001510	tr|F9XNA8|F9XNA8_ZYMTI	5
fam_001511	tr|F9XS77|F9XS77_ZYMTI	2
fam_001512	tr|F9X1E1|F9X1E1_ZYMTI	6
fam_001513	tr|F9X1T2|F9X1T2_ZYMTI	3
fam_001514	tr|F9X7Z8|F9X7Z8_ZYMTI	5
fam_001515	tr|F9X8L3|F9X8L3_ZYMTI	3
fam_001516	tr|F9XKF2|F9XKF2_ZYMTI	4
fam_001517	tr|F9XMH8|F9XMH8_ZYMTI	5
fam_001518	tr|F9XMQ6|F9XMQ6_ZYMTI	10
fam_001519	tr|F9XQ47|F9XQ47_ZYMTI	2
fam_001520	tr|F9X2D4|F9X2D4_ZYMTI	5
fam_001521	tr|F9X2P3|F9X2P3_ZYMTI	3
fam_001522	tr|F9X5S7|F9X5S7_ZYMTI	4
fam_001523	tr|F9XF07|F9XF07_ZYMTI	6
fam_001524	tr|F9XFL5|F9XFL5_ZYMTI	5
fam_001525	tr|F9XHL0|F9XHL0_ZYMTI	5
fam_001526	tr|F9XIY3|F9XIY3_ZYMTI	5
fam_001527	tr|F9XJB0|F9XJB0_ZYMTI	5
fam_001528	tr|F9XMN5|F9XMN5_ZYMTI	9
fam_001529	tr|F9XPX6|F9XPX6_ZYMTI	4
fam_001530	tr|F9WWI2|F9WWI2_ZYMTI	2
fam_001531	tr|F9WXF2|F9WXF2_ZYMTI	2
fam_001532	tr|F9X0F6|F9X0F6_ZYMTI	8
fam_001533	tr|F9X129|F9X129_ZYMTI	4
fam_001534	tr|F9X1A8|F9X1A8_ZYMTI	5
fam_001535	tr|F9X1V6|F9X1V6_ZYMTI	5
fam_001536	tr|F9X8T7|F9X8T7_ZYMTI	2
fam_001537	tr|F9XDQ1|F9XDQ1_ZYMTI	5
fam_001538	tr|F9XIL5|F9XIL5_ZYMTI	7
fam_001539	tr|F9XJD5|F9XJD5_ZYMTI	15
fam_001540	tr|F9XKU2|F9XKU2_ZYMTI	7
fam_001541	tr|F9XNQ9|F9XNQ9_ZYMTI	4
fam_001542	tr|F9WZ06|F9WZ06_ZYMTI	4
fam_001543	tr|F9X0W1|F9X0W1_ZYMTI	10
fam_001544	tr|F9X3B4|F9X3B4_ZYMTI	3
fam_001545	tr|F9XFY1|F9XFY1_ZYMTI	5
fam_001546	tr|F9XHM1|F9XHM1_ZYMTI	4
fam_001547	tr|F9XIH4|F9XIH4_ZYMTI	7
fam_001548	tr|F9XK69|F9XK69_ZYMTI	5
fam_001549	tr|F9XK93|F9XK93_ZYMTI	2
fam_001550	tr|F9XP98|F9XP98_ZYMTI	5
fam_001551	tr|F9WZ20|F9WZ20_ZYMTI	5
fam_001552	tr|F9WZE4|F9WZE4_ZYMTI	5
fam_001553	tr|F9WZH9|F9WZH9_ZYMTI	2
fam_001554	tr|F9X2X3|F9X2X3_ZYMTI	3
fam_001555	tr|F9X4X8|F9X4X8_ZYMTI	2
fam_001556	tr|F9X9N8|F9X9N8_ZYMTI	3
fam_001557	tr|F9XBB3|F9XBB3_ZYMTI	4
fam_001558	tr|F9XEM7|F9XEM7_ZYMTI	3
fam_001559	tr|F9XIZ8|F9XIZ8_ZYMTI	21
fam_001560	tr|F9XJ40|F9XJ40_ZYMTI	3
fam_001561	tr|F9XMN9|F9XMN9_ZYMTI	3
fam_001562	tr|F9X0H1|F9X0H1_ZYMTI	2
fam_001563	tr|F9X2L8|F9X2L8_ZYMTI	4
fam_001564	tr|F9X3S1|F9X3S1_ZYMTI	4
fam_001565	tr|F9X422|F9X422_ZYMTI	7
fam_001566	tr|F9X4N6|F9X4N6_ZYMTI	10
fam_001567	tr|F9X5G8|F9X5G8_ZYMTI	4
fam_001568	tr|F9X9B7|F9X9B7_ZYMTI	2
fam_001569	tr|F9X9V9|F9X9V9_ZYMTI	7
fam_001570	tr|F9XD25|F9XD25_ZYMTI	3
fam_001571	tr|F9XDV0|F9XDV0_ZYMTI	5
fam_001572	tr|F9XFA2|F9XFA2_ZYMTI	3
fam_001573	tr|F9XHK8|F9XHK8_ZYMTI	4
fam_001574	tr|F9XI02|F9XI02_ZYMTI	2
fam_001575	tr|F9XL11|F9XL11_ZYMTI	5
fam_001576	tr|F9XNJ0|F9XNJ0_ZYMTI	5
fam_001577	tr|F9XS80|F9XS80_ZYMTI	2
fam_001578	tr|F9WWR5|F9WWR5_ZYMTI	2
fam_001579	tr|F9X013|F9X013_ZYMTI	43
fam_001580	tr|F9X2B3|F9X2B3_ZYMTI	4
fam_001581	tr|F9X7X0|F9X7X0_ZYMTI	5
fam_001582	tr|F9XAN7|F9XAN7_ZYMTI	2
fam_001583	tr|F9XAN9|F9XAN9_ZYMTI	2
fam_001584	tr|F9XB97|F9XB97_ZYMTI	2
fam_001585	tr|F9XE90|F9XE90_ZYMTI	5
fam_001586	tr|F9XHN6|F9XHN6_ZYMTI	4
fam_001587	tr|F9XL95|F9XL95_ZYMTI	3
fam_001588	tr|F9XLB6|F9XLB6_ZYMTI	4
fam_001589	tr|F9XN91|F9XN91_ZYMTI	5
fam_001590	tr|F9XNG0|F9XNG0_ZYMTI	4
fam_001591	tr|A0ACF5C6S4|A0ACF5C6S4_9PEZI	5
fam_001592	tr|A0ACF5C889|A0ACF5C889_9PEZI	2
fam_001593	tr|A0ACF5C8H4|A0ACF5C8H4_9PEZI	5
fam_001594	tr|A0ACF5CC90|A0ACF5CC90_9PEZI	3
fam_001595	tr|A0ACF5CE86|A0ACF5CE86_9PEZI	3
fam_001596	tr|A0ACF5BIK9|A0ACF5BIK9_9PEZI	4
fam_001597	tr|A0ACF5BLU9|A0ACF5BLU9_9PEZI	5
fam_001598	tr|A0ACF5BMF7|A0ACF5BMF7_9PEZI	1
fam_001599	tr|A0ACF5CEY5|A0ACF5CEY5_9PEZI	1
fam_001600	tr|A0ACF5BNQ6|A0ACF5BNQ6_9PEZI	2
fam_001601	tr|A0ACF5BW16|A0ACF5BW16_9PEZI	5
fam_001602	tr|A0ACF5BX18|A0ACF5BX18_9PEZI	5
fam_001603	tr|A0ACF5C6N6|A0ACF5C6N6_9PEZI	5
fam_001604	tr|A0ACF5C6W4|A0ACF5C6W4_9PEZI	2
fam_001605	tr|A0ACF5C9K4|A0ACF5C9K4_9PEZI	8
fam_001606	tr|A0ACF5CAQ2|A0ACF5CAQ2_9PEZI	2
fam_001607	tr|A0ACF5CB80|A0ACF5CB80_9PEZI	3
fam_001608	tr|A0ACF5CBH3|A0ACF5CBH3_9PEZI	5
fam_001609	tr|A0ACF5CDA0|A0ACF5CDA0_9PEZI	5
fam_001610	tr|A0ACF5CDC4|A0ACF5CDC4_9PEZI	2
fam_001611	tr|A0ACF5BII9|A0ACF5BII9_9PEZI	5
fam_001612	tr|A0ACF5BJ73|A0ACF5BJ73_9PEZI	1
fam_001613	tr|A0ACF5BIF4|A0ACF5BIF4_9PEZI	1
fam_001614	tr|A0ACF5BLZ2|A0ACF5BLZ2_9PEZI	4
fam_001615	tr|A0ACF5BMQ9|A0ACF5BMQ9_9PEZI	4
fam_001616	tr|A0ACF5BMS9|A0ACF5BMS9_9PEZI	3
fam_001617	tr|A0ACF5BTS4|A0ACF5BTS4_9PEZI	4
fam_001618	tr|A0ACF5BUI8|A0ACF5BUI8_9PEZI	2
fam_001619	tr|A0ACF5C5I1|A0ACF5C5I1_9PEZI	2
fam_001620	tr|A0ACF5C5X2|A0ACF5C5X2_9PEZI	4
fam_001621	tr|A0ACF5C6H4|A0ACF5C6H4_9PEZI	8
fam_001622	tr|A0ACF5C779|A0ACF5C779_9PEZI	9
fam_001623	tr|A0ACF5C7H9|A0ACF5C7H9_9PEZI	5
fam_001624	tr|A0ACF5CHM5|A0ACF5CHM5_9PEZI	4
fam_001625	tr|A0ACF5BWB5|A0ACF5BWB5_9PEZI	5
fam_001626	tr|A0ACF5BZ54|A0ACF5BZ54_9PEZI	5
fam_001627	tr|A0ACF5C169|A0ACF5C169_9PEZI	5
fam_001628	tr|A0ACF5BZ40|A0ACF5BZ40_9PEZI	5
fam_001629	tr|A0ACF5BZD0|A0ACF5BZD0_9PEZI	2
fam_001630	tr|A0ACF5C2Z5|A0ACF5C2Z5_9PEZI	2
fam_001631	tr|A0ACF5C7U4|A0ACF5C7U4_9PEZI	5
fam_001632	tr|A0ACF5CBP8|A0ACF5CBP8_9PEZI	4
fam_001633	tr|A0ACF5CC11|A0ACF5CC11_9PEZI	6
fam_001634	tr|A0ACF5CEM3|A0ACF5CEM3_9PEZI	10
fam_001635	tr|A0ACF5CHH4|A0ACF5CHH4_9PEZI	4
fam_001636	tr|A0ACF5CI58|A0ACF5CI58_9PEZI	5
fam_001637	tr|A0ACF5BKQ7|A0ACF5BKQ7_9PEZI	4
fam_001638	tr|A0ACF5BM42|A0ACF5BM42_9PEZI	2
fam_001639	tr|A0ACF5C441|A0ACF5C441_9PEZI	5
fam_001640	tr|A0ACF5C4J1|A0ACF5C4J1_9PEZI	3
fam_001641	tr|A0ACF5C665|A0ACF5C665_9PEZI	5
fam_001642	tr|A0ACF5CHC8|A0ACF5CHC8_9PEZI	5
fam_001643	tr|A0ACF5BMQ0|A0ACF5BMQ0_9PEZI	2
fam_001644	tr|A0ACF5BNU5|A0ACF5BNU5_9PEZI	5
fam_001645	tr|A0ACF5BPA7|A0ACF5BPA7_9PEZI	4
fam_001646	tr|A0ACF5BSI0|A0ACF5BSI0_9PEZI	6
fam_001647	tr|A0ACF5BT82|A0ACF5BT82_9PEZI	1
fam_001648	tr|A0ACF5C9A2|A0ACF5C9A2_9PEZI	1
fam_001649	tr|A0ACF5BUV9|A0ACF5BUV9_9PEZI	2
fam_001650	tr|A0ACF5BXC6|A0ACF5BXC6_9PEZI	5
fam_001651	tr|A0ACF5BYG8|A0ACF5BYG8_9PEZI	5
fam_001652	tr|A0ACF5C0L9|A0ACF5C0L9_9PEZI	2
fam_001653	tr|A0ACF5CCB2|A0ACF5CCB2_9PEZI	5
fam_001654	tr|A0ACF5CDR9|A0ACF5CDR9_9PEZI	5
fam_001655	tr|A0ACF5CFB1|A0ACF5CFB1_9PEZI	2
fam_001656	tr|A0ACF5CGZ4|A0ACF5CGZ4_9PEZI	5
fam_001657	tr|A0ACF5CH43|A0ACF5CH43_9PEZI	5
fam_001658	tr|A0ACF5BJB3|A0ACF5BJB3_9PEZI	6
fam_001659	tr|A0ACF5BNF6|A0ACF5BNF6_9PEZI	2
fam_001660	tr|A0ACF5BQK7|A0ACF5BQK7_9PEZI	2
fam_001661	tr|A0ACF5BSE6|A0ACF5BSE6_9PEZI	3
fam_001662	tr|A0ACF5BVA4|A0ACF5BVA4_9PEZI	4
fam_001663	tr|A0ACF5BX13|A0ACF5BX13_9PEZI	5
fam_001664	tr|A0ACF5BXP4|A0ACF5BXP4_9PEZI	8
fam_001665	tr|A0ACF5C0T4|A0ACF5C0T4_9PEZI	3
fam_001666	tr|A0ACF5C1Y6|A0ACF5C1Y6_9PEZI	3
fam_001667	tr|A0ACF5C2C5|A0ACF5C2C5_9PEZI	3
fam_001668	tr|A0ACF5C8G9|A0ACF5C8G9_9PEZI	5
fam_001669	tr|A0ACF5C9Y9|A0ACF5C9Y9_9PEZI	3
fam_001670	tr|A0ACF5CCG5|A0ACF5CCG5_9PEZI	3
fam_001671	tr|A0ACF5CFT6|A0ACF5CFT6_9PEZI	6
fam_001672	tr|A0ACF5CJ06|A0ACF5CJ06_9PEZI	3
fam_001673	tr|A0ACF5BL03|A0ACF5BL03_9PEZI	4
fam_001674	tr|A0ACF5BL64|A0ACF5BL64_9PEZI	2
fam_001675	tr|A0ACF5BQT4|A0ACF5BQT4_9PEZI	2
fam_001676	tr|A0ACF5BRW0|A0ACF5BRW0_9PEZI	5
fam_001677	tr|A0ACF5C4V3|A0ACF5C4V3_9PEZI	3
fam_001678	tr|A0ACF5C5T0|A0ACF5C5T0_9PEZI	3
fam_001679	tr|A0ACF5CF10|A0ACF5CF10_9PEZI	2
fam_001680	tr|A0ACF5CFB4|A0ACF5CFB4_9PEZI	2
fam_001681	tr|A0ACF5CG32|A0ACF5CG32_9PEZI	5
fam_001682	tr|A0ACF5CI06|A0ACF5CI06_9PEZI	5
fam_001683	tr|A0ACF5CIH5|A0ACF5CIH5_9PEZI	2
fam_001684	tr|A0ACF5BNP5|A0ACF5BNP5_9PEZI	2
fam_001685	tr|A0ACF5BPF9|A0ACF5BPF9_9PEZI	4
fam_001686	tr|A0ACF5BPT3|A0ACF5BPT3_9PEZI	5
fam_001687	tr|A0ACF5BPY5|A0ACF5BPY5_9PEZI	2
fam_001688	tr|A0ACF5BR48|A0ACF5BR48_9PEZI	4
fam_001689	tr|A0ACF5BRI4|A0ACF5BRI4_9PEZI	5
fam_001690	tr|A0ACF5BVF8|A0ACF5BVF8_9PEZI	2
fam_001691	tr|A0ACF5C0L1|A0ACF5C0L1_9PEZI	5
fam_001692	tr|A0ACF5C274|A0ACF5C274_9PEZI	4
fam_001693	tr|A0ACF5C3J0|A0ACF5C3J0_9PEZI	5
fam_001694	tr|A0ACF5C4S2|A0ACF5C4S2_9PEZI	3
fam_001695	tr|A0ACF5C5J0|A0ACF5C5J0_9PEZI	3
fam_001696	tr|A0ACF5CC98|A0ACF5CC98_9PEZI	5
fam_001697	tr|A0ACF5BJ20|A0ACF5BJ20_9PEZI	5
fam_001698	tr|A0ACF5BJE2|A0ACF5BJE2_9PEZI	10
fam_001699	tr|A0ACF5BJP9|A0ACF5BJP9_9PEZI	3
fam_001700	tr|A0ACF5BJX1|A0ACF5BJX1_9PEZI	7
fam_001701	tr|A0ACF5BKX6|A0ACF5BKX6_9PEZI	5
fam_001702	tr|A0ACF5BP10|A0ACF5BP10_9PEZI	16
fam_001703	tr|A0ACF5BQC5|A0ACF5BQC5_9PEZI	5
fam_001704	tr|A0ACF5BU32|A0ACF5BU32_9PEZI	2
fam_001705	tr|A0ACF5C107|A0ACF5C107_9PEZI	7
fam_001706	tr|A0ACF5C388|A0ACF5C388_9PEZI	10
fam_001707	tr|A0ACF5C404|A0ACF5C404_9PEZI	5
fam_001708	tr|A0ACF5C2N8|A0ACF5C2N8_9PEZI	5
fam_001709	tr|A0ACF5C360|A0ACF5C360_9PEZI	2
fam_001710	tr|A0ACF5C6C9|A0ACF5C6C9_9PEZI	4
fam_001711	tr|A0ACF5CF54|A0ACF5CF54_9PEZI	1
fam_001712	tr|A0ACF5C3P1|A0ACF5C3P1_9PEZI	1
fam_001713	tr|A0ACF5CIN4|A0ACF5CIN4_9PEZI	5
fam_001714	tr|A0ACF5BJQ8|A0ACF5BJQ8_9PEZI	2
fam_001715	tr|A0ACF5BKR6|A0ACF5BKR6_9PEZI	3
fam_001716	tr|A0ACF5BM38|A0ACF5BM38_9PEZI	2
fam_001717	tr|A0ACF5BP40|A0ACF5BP40_9PEZI	4
fam_001718	tr|A0ACF5BP70|A0ACF5BP70_9PEZI	2
fam_001719	tr|A0ACF5CAK8|A0ACF5CAK8_9PEZI	1
fam_001720	tr|A0ACF5BPS4|A0ACF5BPS4_9PEZI	5
fam_001721	tr|A0ACF5BR10|A0ACF5BR10_9PEZI	5
fam_001722	tr|A0ACF5BUZ1|A0ACF5BUZ1_9PEZI	2
fam_001723	tr|A0ACF5BZF0|A0ACF5BZF0_9PEZI	4
fam_001724	tr|A0ACF5C1I8|A0ACF5C1I8_9PEZI	5
fam_001725	tr|A0ACF5C296|A0ACF5C296_9PEZI	3
fam_001726	tr|A0ACF5C2C8|A0ACF5C2C8_9PEZI	1
fam_001727	tr|A0ACF5BML4|A0ACF5BML4_9PEZI	1
fam_001728	tr|A0ACF5C6G4|A0ACF5C6G4_9PEZI	3
fam_001729	tr|A0ACF5C757|A0ACF5C757_9PEZI	2
fam_001730	tr|A0ACF5CB51|A0ACF5CB51_9PEZI	4
fam_001731	tr|A0ACF5CDR4|A0ACF5CDR4_9PEZI	4
fam_001732	tr|A0ACF5CGT9|A0ACF5CGT9_9PEZI	5
fam_001733	tr|A0ACF5CGX8|A0ACF5CGX8_9PEZI	2
fam_001734	tr|A0ACF5CHV7|A0ACF5CHV7_9PEZI	5
fam_001735	tr|A0ACF5BI55|A0ACF5BI55_9PEZI	4
fam_001736	tr|A0ACF5BL96|A0ACF5BL96_9PEZI	4
fam_001737	tr|A0ACF5BQM7|A0ACF5BQM7_9PEZI	4
fam_001738	tr|A0ACF5BY80|A0ACF5BY80_9PEZI	5
fam_001739	tr|A0ACF5BYW0|A0ACF5BYW0_9PEZI	5
fam_001740	tr|A0ACF5C103|A0ACF5C103_9PEZI	6
fam_001741	tr|A0ACF5CFU2|A0ACF5CFU2_9PEZI	2
fam_001742	tr|A0ACF5CHF0|A0ACF5CHF0_9PEZI	4
fam_001743	tr|A0ACF5BMG5|A0ACF5BMG5_9PEZI	1
fam_001744	tr|A0ACF5CEK6|A0ACF5CEK6_9PEZI	1
fam_001745	tr|A0ACF5BQW0|A0ACF5BQW0_9PEZI	2
fam_001746	tr|A0ACF5C027|A0ACF5C027_9PEZI	2
fam_001747	tr|A0ACF5C0D9|A0ACF5C0D9_9PEZI	8
fam_001748	tr|A0ACF5C1K2|A0ACF5C1K2_9PEZI	5
fam_001749	tr|A0ACF5C6E2|A0ACF5C6E2_9PEZI	5
fam_001750	tr|A0ACF5C6T3|A0ACF5C6T3_9PEZI	9
fam_001751	tr|A0ACF5CDY7|A0ACF5CDY7_9PEZI	4
fam_001752	tr|A0ACF5CFP5|A0ACF5CFP5_9PEZI	2
fam_001753	tr|A0ACF5CGQ4|A0ACF5CGQ4_9PEZI	5
fam_001754	tr|A0ACF5CH70|A0ACF5CH70_9PEZI	4
fam_001755	tr|A0ACF5BIH7|A0ACF5BIH7_9PEZI	2
fam_001756	tr|A0ACF5BN03|A0ACF5BN03_9PEZI	6
fam_001757	tr|A0ACF5BSZ5|A0ACF5BSZ5_9PEZI	2
fam_001758	tr|A0ACF5BVJ7|A0ACF5BVJ7_9PEZI	4
fam_001759	tr|A0ACF5BXI0|A0ACF5BXI0_9PEZI	5
fam_001760	tr|A0ACF5BXI2|A0ACF5BXI2_9PEZI	5
fam_001761	tr|A0ACF5BYD9|A0ACF5BYD9_9PEZI	5
fam_001762	tr|A0ACF5BYH7|A0ACF5BYH7_9PEZI	1
fam_001763	tr|A0ACF5BWS1|A0ACF5BWS1_9PEZI	1
fam_001764	tr|Q1K8S8|Q1K8S8_NEUCR	4
fam_001765	tr|Q1K8S9|Q1K8S9_NEUCR	5
fam_001766	tr|Q7RWJ1|Q7RWJ1_NEUCR	4
fam_001767	tr|Q7RWK7|Q7RWK7_NEUCR	5
fam_001768	tr|Q7RYN3|Q7RYN3_NEUCR	5
fam_001769	tr|Q7S1W0|Q7S1W0_NEUCR	3
fam_001770	tr|Q7S260|Q7S260_NEUCR	4
fam_001771	sp|Q7S8W7|ESF2_NEUCR	4
fam_001772	tr|Q7SE69|Q7SE69_NEUCR	4
fam_001773	sp|Q7SGL3|NNRE_NEUCR	5
fam_001774	tr|V5IMQ8|V5IMQ8_NEUCR	4
fam_001775	tr|Q1K4Z4|Q1K4Z4_NEUCR	10
fam_001776	tr|Q1K5A8|Q1K5A8_NEUCR	2
fam_001777	tr|Q7RW29|Q7RW29_NEUCR	2
fam_001778	tr|Q7RX47|Q7RX47_NEUCR	5
fam_001779	tr|Q7RZF6|Q7RZF6_NEUCR	4
fam_001780	tr|Q7RZY4|Q7RZY4_NEUCR	5
fam_001781	tr|Q7S671|Q7S671_NEUCR	2
fam_001782	sp|Q7S6X6|ARP6_NEUCR	5
fam_001783	tr|Q7SCW3|Q7SCW3_NEUCR	5
fam_001784	tr|Q7SE67|Q7SE67_NEUCR	4
fam_001785	tr|V5IQY5|V5IQY5_NEUCR	5
fam_001786	tr|Q1K5L6|Q1K5L6_NEUCR	3
fam_001787	tr|Q1K665|Q1K665_NEUCR	5
fam_001788	tr|Q1K713|Q1K713_NEUCR	5
fam_001789	tr|Q7S3H8|Q7S3H8_NEUCR	4
fam_001790	tr|Q7S5T7|Q7S5T7_NEUCR	5
fam_001791	tr|Q7SD92|Q7SD92_NEUCR	3
fam_001792	tr|Q7SFL9|Q7SFL9_NEUCR	4
fam_001793	tr|Q7SG56|Q7SG56_NEUCR	3
fam_001794	tr|Q7SHM0|Q7SHM0_NEUCR	4
fam_001795	tr|A7UWW8|A7UWW8_NEUCR	3
fam_001796	sp|Q01356|ARG13_NEUCR	5
fam_001797	tr|Q1K679|Q1K679_NEUCR	5
fam_001798	tr|F9X7K8|F9X7K8_ZYMTI	3
fam_001799	tr|F9XBQ4|F9XBQ4_ZYMTI	5
fam_001800	tr|F9XDW7|F9XDW7_ZYMTI	2
fam_001801	tr|F9XGD5|F9XGD5_ZYMTI	2
fam_001802	tr|F9XMP6|F9XMP6_ZYMTI	4
fam_001803	tr|F9XQD5|F9XQD5_ZYMTI	15
fam_001804	tr|F9XRL0|F9XRL0_ZYMTI	2
fam_001805	tr|F9WY24|F9WY24_ZYMTI	5
fam_001806	tr|F9WZ75|F9WZ75_ZYMTI	4
fam_001807	tr|F9WZR6|F9WZR6_ZYMTI	6
fam_001808	tr|F9X0U8|F9X0U8_ZYMTI	6
fam_001809	tr|F9X0W7|F9X0W7_ZYMTI	19
fam_001810	tr|F9X3E6|F9X3E6_ZYMTI	5
fam_001811	tr|F9X6A8|F9X6A8_ZYMTI	4
fam_001812	tr|F9X9I7|F9X9I7_ZYMTI	3
fam_001813	tr|F9X9P0|F9X9P0_ZYMTI	5
fam_001814	tr|F9XD63|F9XD63_ZYMTI	2
fam_001815	tr|F9XDJ9|F9XDJ9_ZYMTI	4
fam_001816	tr|F9XDQ8|F9XDQ8_ZYMTI	5
fam_001817	tr|F9XI35|F9XI35_ZYMTI	2
fam_001818	tr|F9XK92|F9XK92_ZYMTI	2
fam_001819	tr|F9XME2|F9XME2_ZYMTI	2
fam_001820	tr|F9XNS3|F9XNS3_ZYMTI	44
fam_001821	tr|F9XPD1|F9XPD1_ZYMTI	2
fam_001822	tr|F9WY83|F9WY83_ZYMTI	3
fam_001823	tr|F9X1J1|F9X1J1_ZYMTI	20
fam_001824	tr|F9X326|F9X326_ZYMTI	4
fam_001825	tr|F9X341|F9X341_ZYMTI	4
fam_001826	tr|F9X888|F9X888_ZYMTI	3
fam_001827	tr|F9X8V8|F9X8V8_ZYMTI	4
fam_001828	tr|F9XBA7|F9XBA7_ZYMTI	4
fam_001829	tr|F9XBU8|F9XBU8_ZYMTI	6
fam_001830	tr|F9XGZ2|F9XGZ2_ZYMTI	1
fam_001831	tr|F9WZZ8|F9WZZ8_ZYMTI	1
fam_001832	tr|F9XHY4|F9XHY4_ZYMTI	5
fam_001833	tr|F9XIB3|F9XIB3_ZYMTI	5
fam_001834	tr|F9XIL8|F9XIL8_ZYMTI	5
fam_001835	tr|F9XIQ0|F9XIQ0_ZYMTI	3
fam_001836	tr|F9XK20|F9XK20_ZYMTI	5
fam_001837	tr|F9XK24|F9XK24_ZYMTI	3
fam_001838	tr|F9WY80|F9WY80_ZYMTI	2
fam_001839	tr|F9WZL9|F9WZL9_ZYMTI	5
fam_001840	tr|F9X738|F9X738_ZYMTI	5
fam_001841	tr|F9X7K4|F9X7K4_ZYMTI	2
fam_001842	tr|F9XC29|F9XC29_ZYMTI	2
fam_001843	tr|F9XDB1|F9XDB1_ZYMTI	2
fam_001844	tr|F9XG15|F9XG15_ZYMTI	2
fam_001845	tr|F9XGC9|F9XGC9_ZYMTI	60
fam_001846	tr|F9XHF2|F9XHF2_ZYMTI	3
fam_001847	sp|F9XHX3|LYSM1_ZYMTI	2
fam_001848	tr|F9XJN8|F9XJN8_ZYMTI	2
fam_001849	tr|F9XMN2|F9XMN2_ZYMTI	2
fam_001850	tr|F9WX05|F9WX05_ZYMTI	3
fam_001851	tr|F9WY26|F9WY26_ZYMTI	4
fam_001852	tr|F9WYL8|F9WYL8_ZYMTI	5
fam_001853	tr|F9X066|F9X066_ZYMTI	2
fam_001854	tr|F9X0X6|F9X0X6_ZYMTI	6
fam_001855	tr|F9X167|F9X167_ZYMTI	5
fam_001856	tr|F9X2B4|F9X2B4_ZYMTI	5
fam_001857	tr|F9X4E3|F9X4E3_ZYMTI	4
fam_001858	tr|F9X5J4|F9X5J4_ZYMTI	2
