family_index	representative_id	n_members
fam_001839	tr|S2IW70|S2IW70_MUCC1	1
fam_001840	tr|S2J320|S2J320_MUCC1	1
fam_001841	tr|S2J1L7|S2J1L7_MUCC1	6
fam_001842	tr|S2J7U8|S2J7U8_MUCC1	3
fam_001843	tr|S2JIA5|S2JIA5_MUCC1	4
fam_001844	tr|S2JM28|S2JM28_MUCC1	3
fam_001845	tr|S2JN73|S2JN73_MUCC1	2
fam_001846	tr|S2JNG8|S2JNG8_MUCC1	1
fam_001847	tr|S2JX80|S2JX80_MUCC1	1
fam_001848	tr|S2JPU0|S2JPU0_MUCC1	6
fam_001849	tr|S2JR72|S2JR72_MUCC1	5
fam_001850	tr|S2JRH5|S2JRH5_MUCC1	2
fam_001851	tr|S2JSV2|S2JSV2_MUCC1	1
fam_001852	tr|S2J9W2|S2J9W2_MUCC1	1
fam_001853	tr|S2JWE0|S2JWE0_MUCC1	6
fam_001854	tr|S2K704|S2K704_MUCC1	1
fam_001855	tr|S2JST7|S2JST7_MUCC1	1
fam_001856	tr|S2K8M4|S2K8M4_MUCC1	2
fam_001857	tr|S2J3L4|S2J3L4_MUCC1	4
fam_001858	tr|S2J640|S2J640_MUCC1	3
fam_001859	tr|S2J7N1|S2J7N1_MUCC1	1
fam_001860	tr|S2K906|S2K906_MUCC1	1
fam_001861	tr|S2JAR4|S2JAR4_MUCC1	1
fam_001862	tr|S2IVS1|S2IVS1_MUCC1	1
fam_001863	tr|S2JFM7|S2JFM7_MUCC1	5
fam_001864	tr|S2JFW8|S2JFW8_MUCC1	7
fam_001865	tr|S2JG65|S2JG65_MUCC1	4
fam_001866	tr|S2JM93|S2JM93_MUCC1	1
fam_001867	tr|S2JM55|S2JM55_MUCC1	1
fam_001868	tr|S2JQQ2|S2JQQ2_MUCC1	1
fam_001869	tr|S2J8D5|S2J8D5_MUCC1	1
fam_001870	tr|S2JUG2|S2JUG2_MUCC1	5
fam_001871	tr|S2JWH0|S2JWH0_MUCC1	3
fam_001872	tr|S2K429|S2K429_MUCC1	3
fam_001873	tr|S2K4A2|S2K4A2_MUCC1	3
fam_001874	tr|S2K4T1|S2K4T1_MUCC1	2
fam_001875	tr|S2JDP2|S2JDP2_MUCC1	1
fam_001876	tr|S2K5J0|S2K5J0_MUCC1	6
fam_001877	tr|S2K697|S2K697_MUCC1	1
fam_001878	tr|S2JQ41|S2JQ41_MUCC1	1
fam_001879	tr|S2K6R1|S2K6R1_MUCC1	13
fam_001880	tr|S2IWB8|S2IWB8_MUCC1	1
fam_001881	tr|S2JLK1|S2JLK1_MUCC1	1
fam_001882	tr|S2IXA2|S2IXA2_MUCC1	2
fam_001883	tr|S2J4W5|S2J4W5_MUCC1	2
fam_001884	tr|S2J868|S2J868_MUCC1	2
fam_001885	tr|S2JG15|S2JG15_MUCC1	2
fam_001886	tr|S2JHP8|S2JHP8_MUCC1	4
fam_001887	tr|S2JHX4|S2JHX4_MUCC1	5
fam_001888	tr|S2JLY3|S2JLY3_MUCC1	3
fam_001889	tr|S2JNG0|S2JNG0_MUCC1	2
fam_001890	tr|S2JNJ2|S2JNJ2_MUCC1	2
fam_001891	tr|S2JQF8|S2JQF8_MUCC1	2
fam_001892	tr|S2K257|S2K257_MUCC1	2
fam_001893	tr|S2K7N7|S2K7N7_MUCC1	2
fam_001894	tr|S2KAH9|S2KAH9_MUCC1	2
fam_001895	tr|S2KAI5|S2KAI5_MUCC1	2
fam_001896	tr|S2ITL3|S2ITL3_MUCC1	3
fam_001897	tr|S2J447|S2J447_MUCC1	4
fam_001898	tr|S2J4M2|S2J4M2_MUCC1	4
fam_001899	tr|S2JCS9|S2JCS9_MUCC1	2
fam_001900	tr|S2JGN5|S2JGN5_MUCC1	2
fam_001901	tr|S2JMC1|S2JMC1_MUCC1	3
fam_001902	tr|S2JNS4|S2JNS4_MUCC1	2
fam_001903	tr|S2JPX5|S2JPX5_MUCC1	3
fam_001904	tr|S2JPZ5|S2JPZ5_MUCC1	7
fam_001905	tr|S2JSZ7|S2JSZ7_MUCC1	5
fam_001906	tr|S2JUN7|S2JUN7_MUCC1	5
fam_001907	tr|S2K597|S2K597_MUCC1	8
fam_001908	tr|S2K5A1|S2K5A1_MUCC1	1
fam_001909	tr|S2IXY4|S2IXY4_MUCC1	1
fam_001910	tr|S2K9N7|S2K9N7_MUCC1	2
fam_001911	tr|S2KGW6|S2KGW6_MUCC1	2
fam_001912	tr|S2J0P8|S2J0P8_MUCC1	5
fam_001913	tr|S2J7B7|S2J7B7_MUCC1	1
fam_001914	tr|S2J0R1|S2J0R1_MUCC1	1
fam_001915	tr|S2J8M0|S2J8M0_MUCC1	2
fam_001916	tr|S2J932|S2J932_MUCC1	8
fam_001917	tr|S2JAB3|S2JAB3_MUCC1	7
fam_001918	tr|S2JCC3|S2JCC3_MUCC1	2
fam_001919	tr|S2JDA4|S2JDA4_MUCC1	7
fam_001920	tr|S2JF95|S2JF95_MUCC1	5
fam_001921	tr|S2JMB0|S2JMB0_MUCC1	13
fam_001922	tr|S2JMU3|S2JMU3_MUCC1	2
fam_001923	tr|S2JPK2|S2JPK2_MUCC1	5
fam_001924	tr|S2JQB3|S2JQB3_MUCC1	11
fam_001925	tr|S2JRR7|S2JRR7_MUCC1	14
fam_001926	tr|S2JV04|S2JV04_MUCC1	3
fam_001927	tr|S2JX90|S2JX90_MUCC1	3
fam_001928	tr|S2K3F5|S2K3F5_MUCC1	1
fam_001929	tr|S2KBR5|S2KBR5_MUCC1	2
fam_001930	tr|S2KBP7|S2KBP7_MUCC1	10
fam_001931	tr|S2KKC5|S2KKC5_MUCC1	24
fam_001932	tr|S2IW53|S2IW53_MUCC1	4
fam_001933	tr|S2IWT2|S2IWT2_MUCC1	2
fam_001934	tr|S2IZW3|S2IZW3_MUCC1	12
fam_001935	tr|S2J3V7|S2J3V7_MUCC1	1
fam_001936	tr|S2JQM9|S2JQM9_MUCC1	1
fam_001937	tr|S2J7V3|S2J7V3_MUCC1	1
fam_001938	tr|S2KA02|S2KA02_MUCC1	1
fam_001939	tr|S2JA07|S2JA07_MUCC1	7
fam_001940	tr|S2JGC5|S2JGC5_MUCC1	2
fam_001941	tr|S2JH32|S2JH32_MUCC1	3
fam_001942	tr|S2JMI7|S2JMI7_MUCC1	7
fam_001943	tr|S2JUY3|S2JUY3_MUCC1	1
fam_001944	tr|S2IZP9|S2IZP9_MUCC1	1
fam_001945	tr|S2JY48|S2JY48_MUCC1	1
fam_001946	tr|S2IZU0|S2IZU0_MUCC1	2
fam_001947	tr|S2JYI2|S2JYI2_MUCC1	2
fam_001948	tr|S2JZT5|S2JZT5_MUCC1	5
fam_001949	tr|S2KBU0|S2KBU0_MUCC1	2
fam_001950	tr|S2IUV9|S2IUV9_MUCC1	4
fam_001951	tr|S2IVP5|S2IVP5_MUCC1	4
fam_001952	tr|S2J6G9|S2J6G9_MUCC1	5
fam_001953	tr|S2J7T9|S2J7T9_MUCC1	7
fam_001954	tr|S2J8P7|S2J8P7_MUCC1	5
fam_001955	tr|S2JHP7|S2JHP7_MUCC1	4
fam_001956	tr|S2JJA1|S2JJA1_MUCC1	1
fam_001957	tr|S2JAC1|S2JAC1_MUCC1	2
fam_001958	tr|S2JNC4|S2JNC4_MUCC1	2
fam_001959	tr|S2K1P4|S2K1P4_MUCC1	1
fam_001960	tr|S2JPL4|S2JPL4_MUCC1	2
fam_001961	tr|S2JQA1|S2JQA1_MUCC1	1
fam_001962	tr|S2JBA8|S2JBA8_MUCC1	1
fam_001963	tr|S2JQC6|S2JQC6_MUCC1	2
fam_001964	tr|S2JQT2|S2JQT2_MUCC1	3
fam_001965	tr|S2JS59|S2JS59_MUCC1	1
fam_001966	tr|S2JZ50|S2JZ50_MUCC1	1
fam_001967	tr|S2JSB3|S2JSB3_MUCC1	2
fam_001968	tr|S2JT17|S2JT17_MUCC1	2
fam_001969	tr|S2JU08|S2JU08_MUCC1	4
fam_001970	tr|S2JXN6|S2JXN6_MUCC1	3
fam_001971	tr|S2JY99|S2JY99_MUCC1	1
fam_001972	tr|S2KIA6|S2KIA6_MUCC1	1
fam_001973	tr|S2K1W4|S2K1W4_MUCC1	3
fam_001974	tr|S2K401|S2K401_MUCC1	8
fam_001975	tr|S2KBV4|S2KBV4_MUCC1	1
fam_001976	tr|S2KCR8|S2KCR8_MUCC1	1
fam_001977	tr|S2KFC6|S2KFC6_MUCC1	12
fam_001978	tr|S2KFQ6|S2KFQ6_MUCC1	3
fam_001979	tr|S2KKP7|S2KKP7_MUCC1	11
fam_001980	tr|S2IY00|S2IY00_MUCC1	1
fam_001981	tr|S2JC96|S2JC96_MUCC1	1
fam_001982	tr|S2J1F9|S2J1F9_MUCC1	4
fam_001983	tr|S2J259|S2J259_MUCC1	1
fam_001984	tr|S2J7K9|S2J7K9_MUCC1	1
fam_001985	tr|S2J4L6|S2J4L6_MUCC1	1
fam_001986	tr|S2K303|S2K303_MUCC1	1
fam_001987	tr|S2JB82|S2JB82_MUCC1	2
fam_001988	tr|S2JEE5|S2JEE5_MUCC1	6
fam_001989	tr|S2JG37|S2JG37_MUCC1	3
fam_001990	tr|S2JID3|S2JID3_MUCC1	2
fam_001991	tr|S2JKF4|S2JKF4_MUCC1	13
fam_001992	tr|S2JM11|S2JM11_MUCC1	5
fam_001993	tr|S2JMK2|S2JMK2_MUCC1	9
fam_001994	tr|S2JRX2|S2JRX2_MUCC1	3
fam_001995	tr|S2JSF9|S2JSF9_MUCC1	3
fam_001996	tr|S2JVN7|S2JVN7_MUCC1	2
fam_001997	tr|S2JYB9|S2JYB9_MUCC1	5
fam_001998	tr|S2K6Y7|S2K6Y7_MUCC1	3
fam_001999	tr|S2KA26|S2KA26_MUCC1	6
fam_002000	tr|S2KAU6|S2KAU6_MUCC1	2
fam_002001	tr|S2JDB7|S2JDB7_MUCC1	1
fam_002002	tr|S2JB15|S2JB15_MUCC1	1
fam_002003	tr|S2JE49|S2JE49_MUCC1	6
fam_002004	tr|S2JFU7|S2JFU7_MUCC1	1
fam_002005	tr|S2J4D3|S2J4D3_MUCC1	1
fam_002006	tr|S2JRG7|S2JRG7_MUCC1	1
fam_002007	tr|S2IWB3|S2IWB3_MUCC1	1
fam_002008	tr|S2JRH1|S2JRH1_MUCC1	2
fam_002009	tr|S2JRZ8|S2JRZ8_MUCC1	2
fam_002010	tr|S2JYN7|S2JYN7_MUCC1	6
fam_002011	tr|S2K210|S2K210_MUCC1	3
fam_002012	tr|S2K5T9|S2K5T9_MUCC1	4
fam_002013	tr|S2K6G9|S2K6G9_MUCC1	2
fam_002014	tr|S2IYZ7|S2IYZ7_MUCC1	1
fam_002015	tr|S2IW18|S2IW18_MUCC1	5
fam_002016	tr|S2IYX3|S2IYX3_MUCC1	1
fam_002017	tr|S2JHZ3|S2JHZ3_MUCC1	1
fam_002018	tr|S2IZQ8|S2IZQ8_MUCC1	3
fam_002019	tr|S2J7R8|S2J7R8_MUCC1	6
fam_002020	tr|S2JBN7|S2JBN7_MUCC1	5
fam_002021	tr|S2JG27|S2JG27_MUCC1	2
fam_002022	tr|S2JHH8|S2JHH8_MUCC1	4
fam_002023	tr|S2JHJ2|S2JHJ2_MUCC1	5
fam_002024	tr|S2JJI8|S2JJI8_MUCC1	5
fam_002025	tr|S2JRU6|S2JRU6_MUCC1	4
fam_002026	tr|S2K869|S2K869_MUCC1	5
fam_002027	tr|S2KF95|S2KF95_MUCC1	3
fam_002028	tr|S2J047|S2J047_MUCC1	2
fam_002029	tr|S2J0Q4|S2J0Q4_MUCC1	2
fam_002030	tr|S2J3R1|S2J3R1_MUCC1	1
fam_002031	tr|S2J6W8|S2J6W8_MUCC1	1
fam_002032	tr|S2J4D2|S2J4D2_MUCC1	1
fam_002033	tr|S2J463|S2J463_MUCC1	1
fam_002034	tr|S2J6G4|S2J6G4_MUCC1	1
fam_002035	tr|S2K0A4|S2K0A4_MUCC1	1
fam_002036	tr|S2J8W2|S2J8W2_MUCC1	1
fam_002037	tr|S2JW23|S2JW23_MUCC1	1
fam_002038	tr|S2JBU6|S2JBU6_MUCC1	1
fam_002039	tr|S2JDH5|S2JDH5_MUCC1	1
fam_002040	tr|S2JDS7|S2JDS7_MUCC1	2
fam_002041	tr|S2JFZ8|S2JFZ8_MUCC1	1
fam_002042	tr|S2K285|S2K285_MUCC1	1
fam_002043	tr|S2JGP5|S2JGP5_MUCC1	4
fam_002044	tr|S2JJ48|S2JJ48_MUCC1	1
fam_002045	tr|S2J5X9|S2J5X9_MUCC1	1
fam_002046	tr|S2JQ77|S2JQ77_MUCC1	3
fam_002047	tr|S2JQU4|S2JQU4_MUCC1	5
fam_002048	tr|S2K405|S2K405_MUCC1	4
fam_002049	tr|S2K6M4|S2K6M4_MUCC1	7
fam_002050	tr|S2K7J5|S2K7J5_MUCC1	6
fam_002051	tr|S2K910|S2K910_MUCC1	8
fam_002052	tr|S2IVQ8|S2IVQ8_MUCC1	7
fam_002053	tr|S2IZN7|S2IZN7_MUCC1	1
fam_002054	tr|S2JI25|S2JI25_MUCC1	1
fam_002055	tr|S2J1J2|S2J1J2_MUCC1	5
fam_002056	tr|S2J7M0|S2J7M0_MUCC1	1
fam_002057	tr|S2J1V9|S2J1V9_MUCC1	1
fam_002058	tr|S2J975|S2J975_MUCC1	1
fam_002059	tr|S2JJJ9|S2JJJ9_MUCC1	1
fam_002060	tr|S2JKK3|S2JKK3_MUCC1	8
fam_002061	tr|S2JP01|S2JP01_MUCC1	6
fam_002062	tr|S2JVT2|S2JVT2_MUCC1	5
fam_002063	tr|S2K2R2|S2K2R2_MUCC1	1
fam_002064	tr|S2K981|S2K981_MUCC1	1
fam_002065	tr|S2KBI7|S2KBI7_MUCC1	6
fam_002066	tr|S2KD64|S2KD64_MUCC1	2
fam_002067	tr|S2IXZ7|S2IXZ7_MUCC1	1
fam_002068	tr|S2KC90|S2KC90_MUCC1	1
fam_002069	tr|S2IYU2|S2IYU2_MUCC1	2
fam_002070	tr|S2IZ98|S2IZ98_MUCC1	1
fam_002071	tr|S2JH35|S2JH35_MUCC1	1
fam_002072	tr|S2J058|S2J058_MUCC1	6
fam_002073	tr|S2J127|S2J127_MUCC1	2
fam_002074	tr|S2J4E7|S2J4E7_MUCC1	3
fam_002075	tr|S2J5N8|S2J5N8_MUCC1	3
fam_002076	tr|S2JCG1|S2JCG1_MUCC1	2
fam_002077	tr|S2JJ95|S2JJ95_MUCC1	1
fam_002078	tr|S2JC29|S2JC29_MUCC1	1
fam_002079	tr|S2JJR8|S2JJR8_MUCC1	4
fam_002080	tr|S2JK71|S2JK71_MUCC1	3
fam_002081	tr|S2JQG4|S2JQG4_MUCC1	1
fam_002082	tr|S2KDD4|S2KDD4_MUCC1	1
fam_002083	tr|S2JRY3|S2JRY3_MUCC1	5
fam_002084	tr|S2JT59|S2JT59_MUCC1	2
fam_002085	tr|S2JUK9|S2JUK9_MUCC1	1
fam_002086	tr|S2JI52|S2JI52_MUCC1	1
fam_002087	tr|S2JWH6|S2JWH6_MUCC1	2
fam_002088	tr|S2K894|S2K894_MUCC1	3
fam_002089	tr|S2K9N2|S2K9N2_MUCC1	4
fam_002090	tr|S2KC70|S2KC70_MUCC1	7
fam_002091	tr|S2KDF4|S2KDF4_MUCC1	6
fam_002092	tr|S2J5Z8|S2J5Z8_MUCC1	2
fam_002093	tr|S2J6D6|S2J6D6_MUCC1	1
fam_002094	tr|S2J0H2|S2J0H2_MUCC1	1
fam_002095	tr|S2J738|S2J738_MUCC1	5
fam_002096	tr|S2J7T0|S2J7T0_MUCC1	6
fam_002097	tr|S2JCS3|S2JCS3_MUCC1	2
fam_002098	tr|S2JCY7|S2JCY7_MUCC1	1
fam_002099	tr|S2JQ48|S2JQ48_MUCC1	1
fam_002100	sp|Q9UUK3|OTU2_SCHPO	3
fam_002101	sp|Q9Y7L0|SEC22_SCHPO	5
fam_002102	sp|O14033|YEMC_SCHPO	2
fam_002103	sp|O59714|YBH6_SCHPO	5
fam_002104	sp|O60162|YG23_SCHPO	8
fam_002105	sp|O74399|ERB1_SCHPO	6
fam_002106	tr|A0A1U7LTZ3|A0A1U7LTZ3_NEOID	2
fam_002107	tr|A0A1U7LUB5|A0A1U7LUB5_NEOID	1
fam_002108	tr|A0A1U7LL19|A0A1U7LL19_NEOID	1
fam_002109	tr|A0A1U7LJ19|A0A1U7LJ19_NEOID	1
fam_002110	tr|A0A1U7LNS6|A0A1U7LNS6_NEOID	1
fam_002111	tr|A0A1U7LJ49|A0A1U7LJ49_NEOID	6
fam_002112	tr|A0A1U7LJ50|A0A1U7LJ50_NEOID	3
fam_002113	tr|A0A1U7LJP8|A0A1U7LJP8_NEOID	3
fam_002114	tr|A0A1U7LKG8|A0A1U7LKG8_NEOID	5
fam_002115	tr|A0A1U7LKH0|A0A1U7LKH0_NEOID	2
fam_002116	tr|A0A1U7LMS5|A0A1U7LMS5_NEOID	2
fam_002117	tr|A0A1U7LNY4|A0A1U7LNY4_NEOID	5
fam_002118	tr|A0A1U7LPP8|A0A1U7LPP8_NEOID	2
fam_002119	tr|A0A1U7LQ04|A0A1U7LQ04_NEOID	6
fam_002120	tr|A8NFQ8|A8NFQ8_COPC7	6
fam_002121	tr|A8NFS2|A8NFS2_COPC7	2
fam_002122	tr|A8NPE4|A8NPE4_COPC7	2
fam_002123	tr|A8NQ09|A8NQ09_COPC7	4
fam_002124	tr|A8NTA7|A8NTA7_COPC7	1
fam_002125	tr|A8NT46|A8NT46_COPC7	1
fam_002126	tr|A8NXZ2|A8NXZ2_COPC7	2
fam_002127	tr|A8NY73|A8NY73_COPC7	2
fam_002128	tr|A8P255|A8P255_COPC7	3
fam_002129	tr|A8P5L9|A8P5L9_COPC7	2
fam_002130	tr|A8PAX8|A8PAX8_COPC7	2
fam_002131	tr|A8PHV5|A8PHV5_COPC7	2
fam_002132	tr|A8N1Y5|A8N1Y5_COPC7	2
fam_002133	tr|A8N837|A8N837_COPC7	3
fam_002134	tr|A8N8H5|A8N8H5_COPC7	2
fam_002135	tr|A8N9U2|A8N9U2_COPC7	5
fam_002136	tr|A8NEE6|A8NEE6_COPC7	6
fam_002137	tr|A8NJW9|A8NJW9_COPC7	4
fam_002138	tr|A8NYI2|A8NYI2_COPC7	3
fam_002139	tr|A8P181|A8P181_COPC7	2
fam_002140	tr|A8P1I9|A8P1I9_COPC7	3
fam_002141	tr|A8P3B1|A8P3B1_COPC7	3
fam_002142	tr|A8PA12|A8PA12_COPC7	4
fam_002143	tr|A8PFE7|A8PFE7_COPC7	28
fam_002144	tr|A8N1L5|A8N1L5_COPC7	2
fam_002145	tr|A8N1L6|A8N1L6_COPC7	2
fam_002146	tr|A8N8L1|A8N8L1_COPC7	2
fam_002147	tr|A8N9C0|A8N9C0_COPC7	4
fam_002148	tr|A8NEI8|A8NEI8_COPC7	2
fam_002149	tr|A8NLN4|A8NLN4_COPC7	4
fam_002150	tr|A8NYN5|A8NYN5_COPC7	2
fam_002151	sp|A8P0V4|AA12_COPC7	5
fam_002152	tr|A8P311|A8P311_COPC7	4
fam_002153	tr|A8P4Y2|A8P4Y2_COPC7	7
fam_002154	tr|A8P9H9|A8P9H9_COPC7	3
fam_002155	tr|A8PC71|A8PC71_COPC7	1
fam_002156	tr|A8NAH1|A8NAH1_COPC7	1
fam_002157	tr|A8PE48|A8PE48_COPC7	2
fam_002158	tr|A8PGE2|A8PGE2_COPC7	2
fam_002159	tr|A8P299|A8P299_COPC7	1
fam_002160	tr|D6RM08|D6RM08_COPC7	2
fam_002161	tr|A8N2C4|A8N2C4_COPC7	2
fam_002162	tr|A8N587|A8N587_COPC7	4
fam_002163	tr|A8N9A8|A8N9A8_COPC7	3
fam_002164	tr|A8NC67|A8NC67_COPC7	2
fam_002165	tr|A8NCR6|A8NCR6_COPC7	2
fam_002166	tr|A8NCT5|A8NCT5_COPC7	4
fam_002167	tr|A8NEH9|A8NEH9_COPC7	2
fam_002168	tr|A8NTV4|A8NTV4_COPC7	2
fam_002169	tr|A8NVY8|A8NVY8_COPC7	5
fam_002170	tr|A8NXC9|A8NXC9_COPC7	1
fam_002171	tr|A8PF07|A8PF07_COPC7	1
fam_002172	tr|A8NZD0|A8NZD0_COPC7	8
fam_002173	tr|A8P4H8|A8P4H8_COPC7	2
fam_002174	tr|A8P4E5|A8P4E5_COPC7	1
fam_002175	tr|A8PCH6|A8PCH6_COPC7	1
fam_002176	tr|A8NGV1|A8NGV1_COPC7	1
fam_002177	tr|D6RQ03|D6RQ03_COPC7	2
fam_002178	tr|A8N8D4|A8N8D4_COPC7	2
fam_002179	tr|A8N9B6|A8N9B6_COPC7	2
fam_002180	tr|A8NLX5|A8NLX5_COPC7	2
fam_002181	tr|A8NRX1|A8NRX1_COPC7	2
fam_002182	tr|A8NW43|A8NW43_COPC7	2
fam_002183	tr|A8P1L2|A8P1L2_COPC7	1
fam_002184	tr|D6RPE6|D6RPE6_COPC7	1
fam_002185	tr|A8P7I8|A8P7I8_COPC7	7
fam_002186	tr|A8PAS8|A8PAS8_COPC7	5
fam_002187	tr|A8PDS0|A8PDS0_COPC7	2
fam_002188	tr|A8PH79|A8PH79_COPC7	3
fam_002189	tr|A8N1W6|A8N1W6_COPC7	4
fam_002190	tr|A8N4G4|A8N4G4_COPC7	3
fam_002191	tr|A8N809|A8N809_COPC7	3
fam_002192	tr|A8N967|A8N967_COPC7	2
fam_002193	tr|A8N968|A8N968_COPC7	3
fam_002194	tr|A8NBW9|A8NBW9_COPC7	2
fam_002195	tr|A8NRM6|A8NRM6_COPC7	2
fam_002196	tr|A8NXI6|A8NXI6_COPC7	2
fam_002197	tr|A8NZD4|A8NZD4_COPC7	3
fam_002198	tr|A8NZZ5|A8NZZ5_COPC7	3
fam_002199	tr|A8P2Q5|A8P2Q5_COPC7	3
fam_002200	tr|A8PHM3|A8PHM3_COPC7	2
fam_002201	tr|D6RJV8|D6RJV8_COPC7	3
fam_002202	tr|A8N202|A8N202_COPC7	3
fam_002203	tr|A8N2C5|A8N2C5_COPC7	2
fam_002204	tr|A8N4V4|A8N4V4_COPC7	2
fam_002205	tr|A8N4W5|A8N4W5_COPC7	4
fam_002206	tr|A8N8N1|A8N8N1_COPC7	2
fam_002207	tr|A8NBB9|A8NBB9_COPC7	2
fam_002208	tr|A8NHI9|A8NHI9_COPC7	4
fam_002209	tr|A8NFD2|A8NFD2_COPC7	5
fam_002210	tr|A8P307|A8P307_COPC7	6
fam_002211	tr|A8P3N7|A8P3N7_COPC7	1
fam_002212	tr|A8P3J8|A8P3J8_COPC7	4
fam_002213	tr|A8P6Z2|A8P6Z2_COPC7	3
fam_002214	tr|A8N7Q4|A8N7Q4_COPC7	2
fam_002215	tr|A8N882|A8N882_COPC7	2
fam_002216	sp|A8NEG8|LIS1_COPC7	4
fam_002217	tr|A8NPB5|A8NPB5_COPC7	2
fam_002218	tr|A8NPP2|A8NPP2_COPC7	2
fam_002219	tr|A8NTB3|A8NTB3_COPC7	2
fam_002220	tr|A8NTD9|A8NTD9_COPC7	1
fam_002221	tr|A8NTE0|A8NTE0_COPC7	1
fam_002222	tr|A8NTL6|A8NTL6_COPC7	2
fam_002223	tr|A8P210|A8P210_COPC7	10
fam_002224	tr|A8P9R6|A8P9R6_COPC7	1
fam_002225	tr|A8PGF6|A8PGF6_COPC7	1
fam_002226	tr|D6RM04|D6RM04_COPC7	2
fam_002227	tr|A8N8X1|A8N8X1_COPC7	2
fam_002228	tr|A8NHV1|A8NHV1_COPC7	4
fam_002229	tr|A8NIT2|A8NIT2_COPC7	5
fam_002230	tr|A8NPI7|A8NPI7_COPC7	2
fam_002231	tr|A8NRG9|A8NRG9_COPC7	2
fam_002232	tr|A8NRV0|A8NRV0_COPC7	5
fam_002233	tr|A8NT90|A8NT90_COPC7	3
fam_002234	tr|A8NUX7|A8NUX7_COPC7	2
fam_002235	sp|A8NYP0|KEX1_COPC7	3
fam_002236	tr|A8P5T4|A8P5T4_COPC7	2
fam_002237	tr|D6RKY0|D6RKY0_COPC7	3
fam_002238	tr|A8N1N1|A8N1N1_COPC7	2
fam_002239	tr|A8N5Y4|A8N5Y4_COPC7	8
fam_002240	tr|A8N9Y9|A8N9Y9_COPC7	2
fam_002241	tr|A8NCP4|A8NCP4_COPC7	1
fam_002242	tr|A8NCP5|A8NCP5_COPC7	1
fam_002243	tr|A8NPT1|A8NPT1_COPC7	2
fam_002244	tr|A8PDZ8|A8PDZ8_COPC7	2
fam_002245	tr|D6RQ58|D6RQ58_COPC7	2
fam_002246	tr|A8N3J8|A8N3J8_COPC7	3
fam_002247	tr|A8N3M1|A8N3M1_COPC7	2
fam_002248	tr|A8N4C4|A8N4C4_COPC7	2
fam_002249	tr|A8N9H4|A8N9H4_COPC7	2
fam_002250	tr|A8NEA9|A8NEA9_COPC7	4
fam_002251	tr|A8NNN7|A8NNN7_COPC7	2
fam_002252	tr|A8NWY0|A8NWY0_COPC7	2
fam_002253	tr|A8NWZ2|A8NWZ2_COPC7	1
fam_002254	tr|A8NXF4|A8NXF4_COPC7	3
fam_002255	tr|A8P9X1|A8P9X1_COPC7	2
fam_002256	tr|A8PCH7|A8PCH7_COPC7	3
fam_002257	tr|D6RM91|D6RM91_COPC7	3
fam_002258	tr|D6RR52|D6RR52_COPC7	2
fam_002259	tr|A8N1A5|A8N1A5_COPC7	5
fam_002260	tr|A8N2G0|A8N2G0_COPC7	4
fam_002261	tr|A8N375|A8N375_COPC7	1
fam_002262	tr|A8N308|A8N308_COPC7	1
fam_002263	tr|A8NFD7|A8NFD7_COPC7	4
fam_002264	tr|A8NFY5|A8NFY5_COPC7	4
fam_002265	tr|A8NUR8|A8NUR8_COPC7	2
fam_002266	tr|A8NX28|A8NX28_COPC7	2
fam_002267	tr|A8P038|A8P038_COPC7	2
fam_002268	tr|A8PB93|A8PB93_COPC7	8
fam_002269	tr|A8PDR2|A8PDR2_COPC7	3
fam_002270	tr|A8PG16|A8PG16_COPC7	2
fam_002271	tr|A8N0W6|A8N0W6_COPC7	4
fam_002272	tr|A8N816|A8N816_COPC7	3
fam_002273	tr|A8N8R6|A8N8R6_COPC7	3
fam_002274	tr|A8NBS7|A8NBS7_COPC7	1
fam_002275	tr|A8NBS6|A8NBS6_COPC7	1
fam_002276	tr|A8NDP4|A8NDP4_COPC7	8
fam_002277	tr|A8NJ34|A8NJ34_COPC7	2
fam_002278	tr|A8NJC9|A8NJC9_COPC7	2
fam_002279	tr|A8PDR4|A8PDR4_COPC7	2
fam_002280	tr|D6RK28|D6RK28_COPC7	2
fam_002281	tr|A8N7Q8|A8N7Q8_COPC7	4
fam_002282	tr|A8N8R5|A8N8R5_COPC7	43
fam_002283	tr|A8NFA9|A8NFA9_COPC7	4
fam_002284	tr|A8NSN2|A8NSN2_COPC7	4
fam_002285	sp|A8PD13|YTM1_COPC7	2
fam_002286	tr|A8PFH9|A8PFH9_COPC7	2
fam_002287	tr|D6RJS7|D6RJS7_COPC7	4
fam_002288	tr|D6RP09|D6RP09_COPC7	10
fam_002289	tr|A8N8A5|A8N8A5_COPC7	4
fam_002290	tr|A8NFL6|A8NFL6_COPC7	2
fam_002291	tr|A8NIX7|A8NIX7_COPC7	7
fam_002292	tr|A8NY70|A8NY70_COPC7	4
fam_002293	tr|A8P470|A8P470_COPC7	4
fam_002294	tr|A8P4P2|A8P4P2_COPC7	4
fam_002295	tr|A8PAV8|A8PAV8_COPC7	2
fam_002296	tr|D6RNR4|D6RNR4_COPC7	2
fam_002297	tr|A8N056|A8N056_COPC7	17
fam_002298	tr|A8N1Z7|A8N1Z7_COPC7	2
fam_002299	tr|A8N3I6|A8N3I6_COPC7	2
fam_002300	tr|A8N5R7|A8N5R7_COPC7	2
fam_002301	tr|A8N854|A8N854_COPC7	2
