GROUP,Species,Strain,Protein,DNA,GFF3,Short,TaxonGroup
IN,Dolichospermum sp. ST_sed5,ST_sed5,No_ST_sed5.pep.fa,No_ST_sed5.dna.fa,No_ST_sed5.gff3,No_ST_sed5,no-fsp-in-name
IN,Dolichospermum sp. ST_sed6,ST_sed6,No_ST_sed6.pep.fa,No_ST_sed6.dna.fa,No_ST_sed6.gff3,No_ST_sed6,no-fsp-in-name
IN,Dolichospermum sp. ST_sed7,ST_sed7,No_ST_sed7.pep.fa,No_ST_sed7.dna.fa,No_ST_sed7.gff3,No_ST_sed7,no-fsp-in-name
IN,Dolichospermum sp. ST_sed8,ST_sed8,No_ST_sed8.pep.fa,No_ST_sed8.dna.fa,No_ST_sed8.gff3,No_ST_sed8,no-fsp-in-name
IN,Dolichospermum sp. ST_sed9,ST_sed9,No_ST_sed9.pep.fa,No_ST_sed9.dna.fa,No_ST_sed9.gff3,No_ST_sed9,no-fsp-in-name
IN,Dolichospermum sp. UHCC 0259,UHCC 0259,No_UHCC_0259.pep.fa,No_UHCC_0259.dna.fa,No_UHCC_0259.gff3,No_UHCC_0259,no-fsp-in-name
IN,Dolichospermum sp. UHCC 0260,UHCC 0260,No_UHCC_0260.pep.fa,No_UHCC_0260.dna.fa,No_UHCC_0260.gff3,No_UHCC_0260,no-fsp-in-name
IN,Dolichospermum sp. UHCC 0299,UHCC 0299,No_UHCC_0299.pep.fa,No_UHCC_0299.dna.fa,No_UHCC_0299.gff3,No_UHCC_0299,no-fsp-in-name
IN,Dolichospermum sp. UHCC 0315A,UHCC 0315A,No_UHCC_0315A.pep.fa,No_UHCC_0315A.dna.fa,No_UHCC_0315A.gff3,No_UHCC_0315A,no-fsp-in-name
IN,Dolichospermum sp. UHCC 0352,UHCC 0352,No_UHCC_0352.pep.fa,No_UHCC_0352.dna.fa,No_UHCC_0352.gff3,No_UHCC_0352,no-fsp-in-name
IN,Dolichospermum sp. UHCC 0406,UHCC 0406,No_UHCC_0406.pep.fa,No_UHCC_0406.dna.fa,No_UHCC_0406.gff3,No_UHCC_0406,no-fsp-in-name
IN,Dolichospermum sp. UHCC 0684,UHCC 0684,No_UHCC_0684.pep.fa,No_UHCC_0684.dna.fa,No_UHCC_0684.gff3,No_UHCC_0684,no-fsp-in-name
IN,Dolichospermum sp. UKL201,UKL201,No_UKL201.pep.fa,No_UKL201.dna.fa,No_UKL201.gff3,No_UKL201,no-fsp-in-name
IN,Dolichospermum sp. UKL202,UKL202,No_UKL202.pep.fa,No_UKL202.dna.fa,No_UKL202.gff3,No_UKL202,no-fsp-in-name
IN,Dolichospermum sp. WA123,WA123,No_WA123.pep.fa,No_WA123.dna.fa,No_WA123.gff3,No_WA123,no-fsp-in-name
IN,Dulcicalothrix desertica,PCC 7102,No_PCC_7102.pep.fa,No_PCC_7102.dna.fa,No_PCC_7102.gff3,No_PCC_7102,no-fsp-in-name
IN,Fischerella major,NIES-592,No_NIES592.pep.fa,No_NIES592.dna.fa,No_NIES592.gff3,No_NIES592,no-fsp-in-name
IN,Fischerella muscicola,CCMEE 5323,No_CCMEE_5323.pep.fa,No_CCMEE_5323.dna.fa,No_CCMEE_5323.gff3,No_CCMEE_5323,no-fsp-in-name
IN,Fischerella sp.,L.E.CL.63,No_LECL63.pep.fa,No_LECL63.dna.fa,No_LECL63.gff3,No_LECL63,no-fsp-in-name
IN,Fischerella sp. CENA71,CENA71,No_CENA71.pep.fa,No_CENA71.dna.fa,No_CENA71.gff3,No_CENA71,no-fsp-in-name
IN,Fischerella sp. FACHB-380,FACHB-380,No_FACHB380.pep.fa,No_FACHB380.dna.fa,No_FACHB380.gff3,No_FACHB380,no-fsp-in-name
IN,Fischerella sp. JS2,JS2,No_JS2.pep.fa,No_JS2.dna.fa,No_JS2.gff3,No_JS2,no-fsp-in-name
IN,Fischerella sp. NIES-3754,NIES-3754,No_NIES3754.pep.fa,No_NIES3754.dna.fa,No_NIES3754.gff3,No_NIES3754,no-fsp-in-name
IN,Fischerella sp. NIES-4106,NIES-4106,No_NIES4106.pep.fa,No_NIES4106.dna.fa,No_NIES4106.gff3,No_NIES4106,no-fsp-in-name
IN,Fischerella sp. PCC 9339,PCC 9339,No_PCC_9339.pep.fa,No_PCC_9339.dna.fa,No_PCC_9339.gff3,No_PCC_9339,no-fsp-in-name
IN,Fischerella sp. PCC 9431,PCC 9431,No_PCC_9431.pep.fa,No_PCC_9431.dna.fa,No_PCC_9431.gff3,No_PCC_9431,no-fsp-in-name
IN,Fischerella sp. PCC 9605,PCC 9605,No_PCC_9605.pep.fa,No_PCC_9605.dna.fa,No_PCC_9605.gff3,No_PCC_9605,no-fsp-in-name
IN,Fischerella thermalis,Km4339-20,No_Km433920.pep.fa,No_Km433920.dna.fa,No_Km433920.gff3,No_Km433920,no-fsp-in-name
IN,Fortiea contorta,PCC 7126,No_PCC_7126.pep.fa,No_PCC_7126.dna.fa,No_PCC_7126.gff3,No_PCC_7126,no-fsp-in-name
IN,Fortiea sp. LEGE XX443,LEGE XX443,No_LEGE_XX443.pep.fa,No_LEGE_XX443.dna.fa,No_LEGE_XX443.gff3,No_LEGE_XX443,no-fsp-in-name
IN,Gloeotrichia echinulata,CP02,No_CP02.pep.fa,No_CP02.dna.fa,No_CP02.gff3,No_CP02,no-fsp-in-name
IN,Goleter apudmare,HA4340-LM2,No_HA4340LM2.pep.fa,No_HA4340LM2.dna.fa,No_HA4340LM2.gff3,No_HA4340LM2,no-fsp-in-name
IN,Goleter sp.,MAG-115,No_MAG115.pep.fa,No_MAG115.dna.fa,No_MAG115.gff3,No_MAG115,no-fsp-in-name
IN,Halotia branconii,CENA392,No_CENA392.pep.fa,No_CENA392.dna.fa,No_CENA392.gff3,No_CENA392,no-fsp-in-name
IN,Halotia wernerae,UHCC 0503,No_UHCC_0503.pep.fa,No_UHCC_0503.dna.fa,No_UHCC_0503.gff3,No_UHCC_0503,no-fsp-in-name
IN,Hapalosiphon sp. MRB220,MRB220,No_MRB220.pep.fa,No_MRB220.dna.fa,No_MRB220.gff3,No_MRB220,no-fsp-in-name
IN,Hapalosiphonaceae cyanobacterium JJU2,JJU2,No_JJU2.pep.fa,No_JJU2.dna.fa,No_JJU2.gff3,No_JJU2,no-fsp-in-name
IN,Hassallia byssoidea,VB512170,No_VB512170.pep.fa,No_VB512170.dna.fa,No_VB512170.gff3,No_VB512170,no-fsp-in-name
IN,Hassallia sp.,MAG-395,No_MAG395.pep.fa,No_MAG395.dna.fa,No_MAG395.gff3,No_MAG395,no-fsp-in-name
IN,Hassallia sp. WJT32-NPBG1,WJT32-NPBG1,No_WJT32NPBG1.pep.fa,No_WJT32NPBG1.dna.fa,No_WJT32NPBG1.gff3,No_WJT32NPBG1,no-fsp-in-name
IN,Heteroscytonema crispum,UTEX LB 1556,No_UTEX_LB_1556.pep.fa,No_UTEX_LB_1556.dna.fa,No_UTEX_LB_1556.gff3,No_UTEX_LB_1556,no-fsp-in-name
IN,Iningainema tapete,BLCC-T55,No_BLCCT55.pep.fa,No_BLCCT55.dna.fa,No_BLCCT55.gff3,No_BLCCT55,no-fsp-in-name
IN,Iphinoe sp. (in: cyanobacteria),MAG-6,No_MAG6.pep.fa,No_MAG6.dna.fa,No_MAG6.gff3,No_MAG6,no-fsp-in-name
IN,Iphinoe sp. HA4291-MV1,HA4291-MV1,No_HA4291MV1.pep.fa,No_HA4291MV1.dna.fa,No_HA4291MV1.gff3,No_HA4291MV1,no-fsp-in-name
IN,Kaarinaea lacus,SNW_BASALT_bin2941,No_SNW_BASALT_bin2941.pep.fa,No_SNW_BASALT_bin2941.dna.fa,No_SNW_BASALT_bin2941.gff3,No_SNW_BASALT_bin2941,no-fsp-in-name
IN,Kalymmatonema gypsitolerans,NIES-4073,No_NIES4073.pep.fa,No_NIES4073.dna.fa,No_NIES4073.gff3,No_NIES4073,no-fsp-in-name
IN,Kalymmatonema hyalinum,WJT4-NPBG1,No_WJT4NPBG1.pep.fa,No_WJT4NPBG1.dna.fa,No_WJT4NPBG1.gff3,No_WJT4NPBG1,no-fsp-in-name
IN,Komarekiella atlantica,MAG-40,No_MAG40.pep.fa,No_MAG40.dna.fa,No_MAG40.gff3,No_MAG40,no-fsp-in-name
IN,Komarekiella delphini-convector,SJRDD-AB1,No_SJRDDAB1.pep.fa,No_SJRDDAB1.dna.fa,No_SJRDDAB1.gff3,No_SJRDDAB1,no-fsp-in-name
IN,Mastigocladopsis repens,PCC 10914,No_PCC_10914.pep.fa,No_PCC_10914.dna.fa,No_PCC_10914.gff3,No_PCC_10914,no-fsp-in-name
IN,Mastigocladus laminosus,UU774,No_UU774.pep.fa,No_UU774.dna.fa,No_UU774.gff3,No_UU774,no-fsp-in-name
IN,Mastigocladus sp. ERB_26_1,ERB_26_1,No_ERB_26_1.pep.fa,No_ERB_26_1.dna.fa,No_ERB_26_1.gff3,No_ERB_26_1,no-fsp-in-name
IN,Mastigocladus sp. ERB_26_2,ERB_26_2,No_ERB_26_2.pep.fa,No_ERB_26_2.dna.fa,No_ERB_26_2.gff3,No_ERB_26_2,no-fsp-in-name
IN,Mastigocoleus sp.,pac_S11C2856_1,No_pac_S11C2856_1.pep.fa,No_pac_S11C2856_1.dna.fa,No_pac_S11C2856_1.gff3,No_pac_S11C2856_1,no-fsp-in-name
IN,Mastigocoleus sp. MO_167.B18,MO_167.B18,No_MO_167B18.pep.fa,No_MO_167B18.dna.fa,No_MO_167B18.gff3,No_MO_167B18,no-fsp-in-name
IN,Mastigocoleus sp. MO_188.B34,MO_188.B34,No_MO_188B34.pep.fa,No_MO_188B34.dna.fa,No_MO_188B34.gff3,No_MO_188B34,no-fsp-in-name
IN,Mastigocoleus testarum,BC008,No_BC008.pep.fa,No_BC008.dna.fa,No_BC008.gff3,No_BC008,no-fsp-in-name
IN,Microchaete diplosiphon,NIES-3275,No_NIES3275.pep.fa,No_NIES3275.dna.fa,No_NIES3275.gff3,No_NIES3275,no-fsp-in-name
IN,Mojavia pulchra,JT2-VF2,No_JT2VF2.pep.fa,No_JT2VF2.dna.fa,No_JT2VF2.gff3,No_JT2VF2,no-fsp-in-name
IN,Mojavia sp.,MAG-256,No_MAG256.pep.fa,No_MAG256.dna.fa,No_MAG256.gff3,No_MAG256,no-fsp-in-name
IN,Neowestiellopsis sp. NC-DW,NC-DW,No_NCDW.pep.fa,No_NCDW.dna.fa,No_NCDW.gff3,No_NCDW,no-fsp-in-name
IN,Nodularia chucula,Nodularia chucula CCY 0103,No_Nodularia_chucula_CCY_0103.pep.fa,No_Nodularia_chucula_CCY_0103.dna.fa,No_Nodularia_chucula_CCY_0103.gff3,No_Nodularia_chucula_CCY_0103,no-fsp-in-name
IN,Nodularia harveyana,UHCC-0300,No_UHCC0300.pep.fa,No_UHCC0300.dna.fa,No_UHCC0300.gff3,No_UHCC0300,no-fsp-in-name
IN,Nodularia sp. (in: cyanobacteria),MAG_10,No_MAG_10.pep.fa,No_MAG_10.dna.fa,No_MAG_10.gff3,No_MAG_10,no-fsp-in-name
IN,Nodularia sp. CChRGM 3473,CChRGM 3473,No_CChRGM_3473.pep.fa,No_CChRGM_3473.dna.fa,No_CChRGM_3473.gff3,No_CChRGM_3473,no-fsp-in-name
IN,Nodularia sp. LEGE 04288,LEGE 04288,No_LEGE_04288.pep.fa,No_LEGE_04288.dna.fa,No_LEGE_04288.gff3,No_LEGE_04288,no-fsp-in-name
IN,Nodularia sp. LEGE 06071,LEGE 06071,No_LEGE_06071.pep.fa,No_LEGE_06071.dna.fa,No_LEGE_06071.gff3,No_LEGE_06071,no-fsp-in-name
IN,Nodularia sp. NIES-3585,NIES-3585,No_NIES3585.pep.fa,No_NIES3585.dna.fa,No_NIES3585.gff3,No_NIES3585,no-fsp-in-name
IN,Nodularia sp. UHCC 0506,UHCC 0506,No_UHCC_0506.pep.fa,No_UHCC_0506.dna.fa,No_UHCC_0506.gff3,No_UHCC_0506,no-fsp-in-name
IN,Nodularia sphaerocarpa,UHCC 0038,No_UHCC_0038.pep.fa,No_UHCC_0038.dna.fa,No_UHCC_0038.gff3,No_UHCC_0038,no-fsp-in-name
IN,Nodularia spumigena,CCY9414,No_CCY9414.pep.fa,No_CCY9414.dna.fa,No_CCY9414.gff3,No_CCY9414,no-fsp-in-name
IN,Nostoc calcicola,FACHB-389,No_FACHB389.pep.fa,No_FACHB389.dna.fa,No_FACHB389.gff3,No_FACHB389,no-fsp-in-name
IN,Nostoc carneum,NIES-2107,No_NIES2107.pep.fa,No_NIES2107.dna.fa,No_NIES2107.gff3,No_NIES2107,no-fsp-in-name
IN,Nostoc commune,SO-36,No_SO36.pep.fa,No_SO36.dna.fa,No_SO36.gff3,No_SO36,no-fsp-in-name
IN,Nostoc cycadae,WK-1,No_WK1.pep.fa,No_WK1.dna.fa,No_WK1.gff3,No_WK1,no-fsp-in-name
IN,Nostoc desertorum,CM1-VF14,No_CM1VF14.pep.fa,No_CM1VF14.dna.fa,No_CM1VF14.gff3,No_CM1VF14,no-fsp-in-name
IN,Nostoc edaphicum,CCNP1411,No_CCNP1411.pep.fa,No_CCNP1411.dna.fa,No_CCNP1411.gff3,No_CCNP1411,no-fsp-in-name
IN,Nostoc ellipsosporum,NOK,No_NOK.pep.fa,No_NOK.dna.fa,No_NOK.gff3,No_NOK,no-fsp-in-name
IN,Nostoc favosum,CHAB 5714,No_CHAB_5714.pep.fa,No_CHAB_5714.dna.fa,No_CHAB_5714.gff3,No_CHAB_5714,no-fsp-in-name
IN,Nostoc flagelliforme,CCNUN1,No_CCNUN1.pep.fa,No_CCNUN1.dna.fa,No_CCNUN1.gff3,No_CCNUN1,no-fsp-in-name
IN,Nostoc foliaceum,FACHB-393,No_FACHB393.pep.fa,No_FACHB393.dna.fa,No_FACHB393.gff3,No_FACHB393,no-fsp-in-name
IN,Nostoc indistinguendum,CM1-VF10,No_CM1VF10.pep.fa,No_CM1VF10.dna.fa,No_CM1VF10.gff3,No_CM1VF10,no-fsp-in-name
IN,Nostoc linckia,NIES-25,No_NIES25.pep.fa,No_NIES25.dna.fa,No_NIES25.gff3,No_NIES25,no-fsp-in-name
IN,Nostoc minutum,NIES-26,No_NIES26.pep.fa,No_NIES26.dna.fa,No_NIES26.gff3,No_NIES26,no-fsp-in-name
IN,Nostoc mirabile,CHAB 5784,No_CHAB_5784.pep.fa,No_CHAB_5784.dna.fa,No_CHAB_5784.gff3,No_CHAB_5784,no-fsp-in-name
IN,Nostoc paludosum,FACHB-159,No_FACHB159.pep.fa,No_FACHB159.dna.fa,No_FACHB159.gff3,No_FACHB159,no-fsp-in-name
IN,Nostoc parmelioides,FACHB-3921,No_FACHB3921.pep.fa,No_FACHB3921.dna.fa,No_FACHB3921.gff3,No_FACHB3921,no-fsp-in-name
IN,Nostoc piscinale,CENA21,No_CENA21.pep.fa,No_CENA21.dna.fa,No_CENA21.gff3,No_CENA21,no-fsp-in-name
IN,Nostoc punctiforme,ATCC 29133; PCC 73102,No_ATCC_29133_PCC_73102.pep.fa,No_ATCC_29133_PCC_73102.dna.fa,No_ATCC_29133_PCC_73102.gff3,No_ATCC_29133_PCC_73102,no-fsp-in-name
IN,Nostoc sp.,SMAG_U11081,No_SMAG_U11081.pep.fa,No_SMAG_U11081.dna.fa,No_SMAG_U11081.gff3,No_SMAG_U11081,no-fsp-in-name
IN,Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',5183,No_5183.pep.fa,No_5183.dna.fa,No_5183.gff3,No_5183,no-fsp-in-name
IN,Nostoc sp. 'Peltigera malacea cyanobiont' DB3992,DB3992,No_DB3992.pep.fa,No_DB3992.dna.fa,No_DB3992.gff3,No_DB3992,no-fsp-in-name
IN,Nostoc sp. 'Peltigera membranacea cyanobiont' 210A,210A,No_210A.pep.fa,No_210A.dna.fa,No_210A.gff3,No_210A,no-fsp-in-name
IN,Nostoc sp. 'Peltigera membranacea cyanobiont' 213,213,No_213.pep.fa,No_213.dna.fa,No_213.gff3,No_213,no-fsp-in-name
IN,Nostoc sp. 'Peltigera membranacea cyanobiont' 232,232,No_232.pep.fa,No_232.dna.fa,No_232.gff3,No_232,no-fsp-in-name
IN,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,N6,No_N6.pep.fa,No_N6.dna.fa,No_N6.gff3,No_N6,no-fsp-in-name
IN,Nostoc sp. 106C,106C,No_106C.pep.fa,No_106C.dna.fa,No_106C.gff3,No_106C,no-fsp-in-name
IN,Nostoc sp. 2RC,2RC,No_2RC.pep.fa,No_2RC.dna.fa,No_2RC.gff3,No_2RC,no-fsp-in-name
IN,Nostoc sp. 3335mG,3335mG,No_3335mG.pep.fa,No_3335mG.dna.fa,No_3335mG.gff3,No_3335mG,no-fsp-in-name
IN,Nostoc sp. ATCC 43529,ATCC 43529,No_ATCC_43529.pep.fa,No_ATCC_43529.dna.fa,No_ATCC_43529.gff3,No_ATCC_43529,no-fsp-in-name
IN,Nostoc sp. ATCC 53789,ATCC 53789,No_ATCC_53789.pep.fa,No_ATCC_53789.dna.fa,No_ATCC_53789.gff3,No_ATCC_53789,no-fsp-in-name
IN,Nostoc sp. B(2019),B,No_B.pep.fa,No_B.dna.fa,No_B.gff3,No_B,no-fsp-in-name
IN,Nostoc sp. C052,C052,No_C052.pep.fa,No_C052.dna.fa,No_C052.gff3,No_C052,no-fsp-in-name
IN,Nostoc sp. C057,C057,No_C057.pep.fa,No_C057.dna.fa,No_C057.gff3,No_C057,no-fsp-in-name
IN,Nostoc sp. C110,C110,No_C110.pep.fa,No_C110.dna.fa,No_C110.gff3,No_C110,no-fsp-in-name
IN,Nostoc sp. C117,C117,No_C117.pep.fa,No_C117.dna.fa,No_C117.gff3,No_C117,no-fsp-in-name
IN,Nostoc sp. C3-bin3,C3-bin3,No_C3bin3.pep.fa,No_C3bin3.dna.fa,No_C3bin3.gff3,No_C3bin3,no-fsp-in-name
IN,Nostoc sp. C96,C96,No_C96.pep.fa,No_C96.dna.fa,No_C96.gff3,No_C96,no-fsp-in-name
IN,Nostoc sp. C97,C97,No_C97.pep.fa,No_C97.dna.fa,No_C97.gff3,No_C97,no-fsp-in-name
IN,Nostoc sp. CALU 1950,423-2.1,No_42321.pep.fa,No_42321.dna.fa,No_42321.gff3,No_42321,no-fsp-in-name
IN,Nostoc sp. CALU 546,CALU 546,No_CALU_546.pep.fa,No_CALU_546.dna.fa,No_CALU_546.gff3,No_CALU_546,no-fsp-in-name
IN,Nostoc sp. CCCryo 231-06,CCCryo 231-06,No_CCCryo_23106.pep.fa,No_CCCryo_23106.dna.fa,No_CCCryo_23106.gff3,No_CCCryo_23106,no-fsp-in-name
IN,Nostoc sp. CCY 9925,Nostoc CCY 9925,No_Nostoc_CCY_9925.pep.fa,No_Nostoc_CCY_9925.dna.fa,No_Nostoc_CCY_9925.gff3,No_Nostoc_CCY_9925,no-fsp-in-name
IN,Nostoc sp. CCY0012,Nostoc CCY 0012,No_Nostoc_CCY_0012.pep.fa,No_Nostoc_CCY_0012.dna.fa,No_Nostoc_CCY_0012.gff3,No_Nostoc_CCY_0012,no-fsp-in-name
IN,Nostoc sp. CENA543,CENA543,No_CENA543.pep.fa,No_CENA543.dna.fa,No_CENA543.gff3,No_CENA543,no-fsp-in-name
IN,Nostoc sp. CHAB 5715,CHAB 5715,No_CHAB_5715.pep.fa,No_CHAB_5715.dna.fa,No_CHAB_5715.gff3,No_CHAB_5715,no-fsp-in-name
IN,Nostoc sp. CHAB 5824,CHAB 5824,No_CHAB_5824.pep.fa,No_CHAB_5824.dna.fa,No_CHAB_5824.gff3,No_CHAB_5824,no-fsp-in-name
IN,Nostoc sp. CHAB 5834,CHAB 5834,No_CHAB_5834.pep.fa,No_CHAB_5834.dna.fa,No_CHAB_5834.gff3,No_CHAB_5834,no-fsp-in-name
IN,Nostoc sp. CHAB 5836,CHAB 5836,No_CHAB_5836.pep.fa,No_CHAB_5836.dna.fa,No_CHAB_5836.gff3,No_CHAB_5836,no-fsp-in-name
IN,Nostoc sp. CHAB 5844,CHAB 5844,No_CHAB_5844.pep.fa,No_CHAB_5844.dna.fa,No_CHAB_5844.gff3,No_CHAB_5844,no-fsp-in-name
IN,Nostoc sp. CMAA1605,CMAA1605,No_CMAA1605.pep.fa,No_CMAA1605.dna.fa,No_CMAA1605.gff3,No_CMAA1605,no-fsp-in-name
IN,Nostoc sp. ChiQUE01a,ChiQUE01a,No_ChiQUE01a.pep.fa,No_ChiQUE01a.dna.fa,No_ChiQUE01a.gff3,No_ChiQUE01a,no-fsp-in-name
IN,Nostoc sp. ChiQUE01b,ChiQUE01b,No_ChiQUE01b.pep.fa,No_ChiQUE01b.dna.fa,No_ChiQUE01b.gff3,No_ChiQUE01b,no-fsp-in-name
IN,Nostoc sp. ChiQUE02,ChiQUE02,No_ChiQUE02.pep.fa,No_ChiQUE02.dna.fa,No_ChiQUE02.gff3,No_ChiQUE02,no-fsp-in-name
IN,Nostoc sp. ChiSLP01,ChiSLP01,No_ChiSLP01.pep.fa,No_ChiSLP01.dna.fa,No_ChiSLP01.gff3,No_ChiSLP01,no-fsp-in-name
IN,Nostoc sp. ChiSLP02,ChiSLP02,No_ChiSLP02.pep.fa,No_ChiSLP02.dna.fa,No_ChiSLP02.gff3,No_ChiSLP02,no-fsp-in-name
IN,Nostoc sp. ChiSLP03a,ChiSLP03a,No_ChiSLP03a.pep.fa,No_ChiSLP03a.dna.fa,No_ChiSLP03a.gff3,No_ChiSLP03a,no-fsp-in-name
IN,Nostoc sp. ChiVER01,ChiVER01,No_ChiVER01.pep.fa,No_ChiVER01.dna.fa,No_ChiVER01.gff3,No_ChiVER01,no-fsp-in-name
IN,Nostoc sp. CmiSLP01,CmiSLP01,No_CmiSLP01.pep.fa,No_CmiSLP01.dna.fa,No_CmiSLP01.gff3,No_CmiSLP01,no-fsp-in-name
IN,Nostoc sp. CmiVER01,CmiVER01,No_CmiVER01.pep.fa,No_CmiVER01.dna.fa,No_CmiVER01.gff3,No_CmiVER01,no-fsp-in-name
IN,Nostoc sp. CreGUA01,CreGUA01,No_CreGUA01.pep.fa,No_CreGUA01.dna.fa,No_CreGUA01.gff3,No_CreGUA01,no-fsp-in-name
IN,Nostoc sp. DSM 114159,DSM 114159,No_DSM_114159.pep.fa,No_DSM_114159.dna.fa,No_DSM_114159.gff3,No_DSM_114159,no-fsp-in-name
IN,Nostoc sp. DSM 114160,DSM 114160,No_DSM_114160.pep.fa,No_DSM_114160.dna.fa,No_DSM_114160.gff3,No_DSM_114160,no-fsp-in-name
IN,Nostoc sp. DSM 114161,DSM 114161,No_DSM_114161.pep.fa,No_DSM_114161.dna.fa,No_DSM_114161.gff3,No_DSM_114161,no-fsp-in-name
IN,Nostoc sp. DSM 114167,DSM 114167,No_DSM_114167.pep.fa,No_DSM_114167.dna.fa,No_DSM_114167.gff3,No_DSM_114167,no-fsp-in-name
IN,Nostoc sp. DcaGUA01,DcaGUA01,No_DcaGUA01.pep.fa,No_DcaGUA01.dna.fa,No_DcaGUA01.gff3,No_DcaGUA01,no-fsp-in-name
IN,Nostoc sp. DedQUE01,DedQUE01,No_DedQUE01.pep.fa,No_DedQUE01.dna.fa,No_DedQUE01.gff3,No_DedQUE01,no-fsp-in-name
IN,Nostoc sp. DedQUE02,DedQUE02,No_DedQUE02.pep.fa,No_DedQUE02.dna.fa,No_DedQUE02.gff3,No_DedQUE02,no-fsp-in-name
IN,Nostoc sp. DedQUE03,DedQUE03,No_DedQUE03.pep.fa,No_DedQUE03.dna.fa,No_DedQUE03.gff3,No_DedQUE03,no-fsp-in-name
IN,Nostoc sp. DedQUE04,DedQUE04,No_DedQUE04.pep.fa,No_DedQUE04.dna.fa,No_DedQUE04.gff3,No_DedQUE04,no-fsp-in-name
IN,Nostoc sp. DedQUE05,DedQUE05,No_DedQUE05.pep.fa,No_DedQUE05.dna.fa,No_DedQUE05.gff3,No_DedQUE05,no-fsp-in-name
IN,Nostoc sp. DedQUE07,DedQUE07,No_DedQUE07.pep.fa,No_DedQUE07.dna.fa,No_DedQUE07.gff3,No_DedQUE07,no-fsp-in-name
IN,Nostoc sp. DedQUE08,DedQUE08,No_DedQUE08.pep.fa,No_DedQUE08.dna.fa,No_DedQUE08.gff3,No_DedQUE08,no-fsp-in-name
IN,Nostoc sp. DedQUE09,DedQUE09,No_DedQUE09.pep.fa,No_DedQUE09.dna.fa,No_DedQUE09.gff3,No_DedQUE09,no-fsp-in-name
IN,Nostoc sp. DedQUE11,DedQUE11,No_DedQUE11.pep.fa,No_DedQUE11.dna.fa,No_DedQUE11.gff3,No_DedQUE11,no-fsp-in-name
IN,Nostoc sp. DedQUE12a,DedQUE12a,No_DedQUE12a.pep.fa,No_DedQUE12a.dna.fa,No_DedQUE12a.gff3,No_DedQUE12a,no-fsp-in-name
IN,Nostoc sp. DedQUE12b,DedQUE12b,No_DedQUE12b.pep.fa,No_DedQUE12b.dna.fa,No_DedQUE12b.gff3,No_DedQUE12b,no-fsp-in-name
IN,Nostoc sp. DedSLP01,DedSLP01,No_DedSLP01.pep.fa,No_DedSLP01.dna.fa,No_DedSLP01.gff3,No_DedSLP01,no-fsp-in-name
IN,Nostoc sp. DedSLP03,DedSLP03,No_DedSLP03.pep.fa,No_DedSLP03.dna.fa,No_DedSLP03.gff3,No_DedSLP03,no-fsp-in-name
IN,Nostoc sp. DedSLP04,DedSLP04,No_DedSLP04.pep.fa,No_DedSLP04.dna.fa,No_DedSLP04.gff3,No_DedSLP04,no-fsp-in-name
IN,Nostoc sp. DedSLP05,DedSLP05,No_DedSLP05.pep.fa,No_DedSLP05.dna.fa,No_DedSLP05.gff3,No_DedSLP05,no-fsp-in-name
IN,Nostoc sp. DedVER01b,DedVER01b,No_DedVER01b.pep.fa,No_DedVER01b.dna.fa,No_DedVER01b.gff3,No_DedVER01b,no-fsp-in-name
IN,Nostoc sp. DedVER02,DedVER02,No_DedVER02.pep.fa,No_DedVER02.dna.fa,No_DedVER02.gff3,No_DedVER02,no-fsp-in-name
IN,Nostoc sp. EfeVER01,EfeVER01,No_EfeVER01.pep.fa,No_EfeVER01.dna.fa,No_EfeVER01.gff3,No_EfeVER01,no-fsp-in-name
IN,Nostoc sp. EkiNYC01,EkiNYC01,No_EkiNYC01.pep.fa,No_EkiNYC01.dna.fa,No_EkiNYC01.gff3,No_EkiNYC01,no-fsp-in-name
IN,Nostoc sp. EspVER01,EspVER01,No_EspVER01.pep.fa,No_EspVER01.dna.fa,No_EspVER01.gff3,No_EspVER01,no-fsp-in-name
IN,Nostoc sp. FACHB-110,FACHB-110,No_FACHB110.pep.fa,No_FACHB110.dna.fa,No_FACHB110.gff3,No_FACHB110,no-fsp-in-name
IN,Nostoc sp. FACHB-133,FACHB-133,No_FACHB133.pep.fa,No_FACHB133.dna.fa,No_FACHB133.gff3,No_FACHB133,no-fsp-in-name
IN,Nostoc sp. FACHB-145,FACHB-145,No_FACHB145.pep.fa,No_FACHB145.dna.fa,No_FACHB145.gff3,No_FACHB145,no-fsp-in-name
IN,Nostoc sp. FACHB-152,FACHB-152,No_FACHB152.pep.fa,No_FACHB152.dna.fa,No_FACHB152.gff3,No_FACHB152,no-fsp-in-name
IN,Nostoc sp. FACHB-190,FACHB-190,No_FACHB190.pep.fa,No_FACHB190.dna.fa,No_FACHB190.gff3,No_FACHB190,no-fsp-in-name
IN,Nostoc sp. FACHB-280,FACHB-280,No_FACHB280.pep.fa,No_FACHB280.dna.fa,No_FACHB280.gff3,No_FACHB280,no-fsp-in-name
IN,Nostoc sp. FACHB-87,FACHB-87,No_FACHB87.pep.fa,No_FACHB87.dna.fa,No_FACHB87.gff3,No_FACHB87,no-fsp-in-name
