label	anchor	species	n_contigs	offset	member	family	family_label	bin	pfam	hrmA_models	product
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	-7	UTAH_23742X227|C6CBCE1_001503-T1	5SD|CCCC1E1_002262-T1		core	60KD_IMP		hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	-6	UTAH_23742X227|C6CBCE1_001504-T1	578-1_L_NEW_CPA0049|C79DB71_000604-T1		core	TOM13		hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	-5	UTAH_23742X227|C6CBCE1_001505-T1	578-1_L_NEW_CPA0049|C79DB71_000603-T1		core	SEP,UBA_4,UBX		hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	-4	UTAH_23742X227|C6CBCE1_001506-T1	574-0_S_OLD_CPA0039|C27CBD2_003675-T1		core	CbiA,ParA		hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	-3	UTAH_23742X227|C6CBCE1_001507-T1	409B-0_L_OLD_CPA0011|C90261E_000054-T1		core			hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	-2	UTAH_23742X227|C6CBCE1_001508-T1	B11035|C5FC1D8_003742-T1		soft_core			hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	-1	UTAH_23742X227|C6CBCE1_001509-T1	SDVA38|CE6DD8A_004975-T1		shell	APH		hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	0	UTAH_23742X227|C6CBCE1_001510-T1	GT-126|C8C79ED_001931-T1	F04	core	HrmA	HrmA	hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	1	UTAH_23742X227|C6CBCE1_001511-T1	SJV_5|C41EE07_000116-T1		core	Pkinase_fungal		hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	2	UTAH_23742X227|C6CBCE1_001512-T1	B3335|C104461_002169-T1		core	COG2_N,VPS51_Exo84_N		hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	3	UTAH_23742X227|C6CBCE1_001513-T1	578-1_L_NEW_CPA0049|C79DB71_000599-T1		core	Ribosomal_L1		hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	4	UTAH_23742X227|C6CBCE1_001514-T1	B11198|CD3667B_002224-T1		shell			hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	5	UTAH_23742X227|C6CBCE1_001515-T1	Tucson_10|CEE0D8B_000320-T1		soft_core	PK_Tyr_Ser-Thr,Pkinase		hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	6	UTAH_23742X227|C6CBCE1_001516-T1	GT-140|C9E3188_003049-T1		cloud			hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	7	UTAH_23742X227|C6CBCE1_001517-T1	578-1_L_NEW_CPA0049|C79DB71_000595-T1		core	GH16_XgeA		hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	8	UTAH_23742X227|C6CBCE1_001518-T1	COCPO_103718|C99D653_006317-T1		core	PBP2_Ca3427_like		hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	9	UTAH_23742X227|C6CBCE1_001519-T1	578-1_L_NEW_CPA0049|C79DB71_000593-T1		core	PQ-loop		hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	10	UTAH_23742X227|C6CBCE1_001520-T1	578-1_L_NEW_CPA0049|C79DB71_000592-T1		core	Gal_mutarotas_2,Glyco_hydro_31_2nd,Glyco_hydro_31_3rd		hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	-10	UTAH_20380X16|CAD5A21_000799-T1	SJV_6|C9A977F_008638-T1		cloud			hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	-9	UTAH_20380X16|CAD5A21_000800-T1	Tucson_4|C189EA8_003520-T1		core	AA_permease,AA_permease_2		hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	-8	UTAH_20380X16|CAD5A21_000801-T1	COCSP-3478|C07E340_008283-T1		core	ULD_2		hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	-7	UTAH_20380X16|CAD5A21_000802-T1	574-0_S_OLD_CPA0039|C27CBD2_008459-T1		soft_core			hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	-6	UTAH_20380X16|CAD5A21_000803-T1	5SD|CCCC1E1_001011-T1		shell			hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	-5	UTAH_20380X16|CAD5A21_000804-T1	578-1_L_NEW_CPA0049|C79DB71_006717-T1		core	PK_Tyr_Ser-Thr,Pkinase		hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	-4	UTAH_20380X16|CAD5A21_000805-T1	578-1_L_NEW_CPA0049|C79DB71_006716-T1		shell			hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	-3	UTAH_20380X16|CAD5A21_000806-T1	B11057|CCF9097_002459-T1		core			hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	-2	UTAH_20380X16|CAD5A21_000807-T1	574-0_S_OLD_CPA0039|C27CBD2_007886-T1		shell			hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	-1	UTAH_20380X16|CAD5A21_000808-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1		core	APH		hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	0	UTAH_20380X16|CAD5A21_000809-T1	5SD|CCCC1E1_001005-T1	F05	core	HrmA	HrmA	hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	1	UTAH_20380X16|CAD5A21_000810-T1	Phoenix_1|CDD70D4_007821-T1		core	p450		hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	2	UTAH_20380X16|CAD5A21_000811-T1	578-1_L_NEW_CPA0049|C79DB71_007393-T1		core	Methyltransf_23,Methyltransf_25		hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	3	UTAH_20380X16|CAD5A21_000812-T1	CA14|CB9423C_002873-T1		core			hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	4	UTAH_20380X16|CAD5A21_000813-T1	574-0_S_OLD_CPA0039|C27CBD2_007882-T1		core	Abhydrolase_6,Thioesterase		hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	5	UTAH_20380X16|CAD5A21_000814-T1	578-1_L_NEW_CPA0049|C79DB71_007391-T1		core	MBOAT_2		hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	6	UTAH_20380X16|CAD5A21_000815-T1	B3344|C50AAF5_002296-T1		core			hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	7	UTAH_20380X16|CAD5A21_000816-T1	B3291|CE923C2_002789-T1		core	p450		hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	8	UTAH_20380X16|CAD5A21_000817-T1	5SD|CCCC1E1_000998-T1		core			hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	9	UTAH_20380X16|CAD5A21_000818-T1	578-1_L_NEW_CPA0049|C79DB71_006713-T1		soft_core	Fic		hypothetical protein
F05	UTAH_20380X16|CAD5A21_000809-T1	Ci	123	10	UTAH_20380X16|CAD5A21_000819-T1	578-1_L_NEW_CPA0049|C79DB71_006714-T1		core			hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	-10	UTAH_20380X10|CE3D476_008332-T1	5SD|CCCC1E1_000995-T1		shell			hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	-9	UTAH_20380X10|CE3D476_008333-T1	578-1_L_NEW_CPA0049|C79DB71_006714-T1		core			hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	-8	UTAH_20380X10|CE3D476_008334-T1	578-1_L_NEW_CPA0049|C79DB71_006713-T1		soft_core	Fic		hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	-7	UTAH_20380X10|CE3D476_008335-T1	5SD|CCCC1E1_000998-T1		core			hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	-6	UTAH_20380X10|CE3D476_008336-T1	B3291|CE923C2_002789-T1		core	p450		hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	-5	UTAH_20380X10|CE3D476_008337-T1	B3344|C50AAF5_002296-T1		core			hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	-4	UTAH_20380X10|CE3D476_008338-T1	578-1_L_NEW_CPA0049|C79DB71_007391-T1		core	MBOAT_2		hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	-3	UTAH_20380X10|CE3D476_008339-T1	574-0_S_OLD_CPA0039|C27CBD2_007882-T1		core	Abhydrolase_6,Thioesterase		hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	-2	UTAH_20380X10|CE3D476_008340-T1	578-1_L_NEW_CPA0049|C79DB71_007393-T1		core	Methyltransf_23,Methyltransf_25		hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	-1	UTAH_20380X10|CE3D476_008341-T1	Phoenix_1|CDD70D4_007821-T1		core	p450		hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	0	UTAH_20380X10|CE3D476_008342-T1	5SD|CCCC1E1_001005-T1	F05	core	HrmA	HrmA	hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	1	UTAH_20380X10|CE3D476_008343-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1		core	APH		hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	2	UTAH_20380X10|CE3D476_008344-T1	574-0_S_OLD_CPA0039|C27CBD2_007886-T1		shell			hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	3	UTAH_20380X10|CE3D476_008345-T1	B11057|CCF9097_002459-T1		core			hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	4	UTAH_20380X10|CE3D476_008346-T1	SJV_10|CFC625B_006556-T1		shell			hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	5	UTAH_20380X10|CE3D476_008347-T1	578-1_L_NEW_CPA0049|C79DB71_006717-T1		core	PK_Tyr_Ser-Thr,Pkinase		hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	6	UTAH_20380X10|CE3D476_008348-T1	5SD|CCCC1E1_001011-T1		shell			hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	7	UTAH_20380X10|CE3D476_008349-T1	574-0_S_OLD_CPA0039|C27CBD2_008459-T1		soft_core			hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	8	UTAH_20380X10|CE3D476_008350-T1	COCSP-3478|C07E340_008283-T1		core	ULD_2		hypothetical protein
F05	UTAH_20380X10|CE3D476_008342-T1	Ci	144	9	UTAH_20380X10|CE3D476_008351-T1	Tucson_4|C189EA8_003520-T1		core	AA_permease,AA_permease_2		hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	-10	UTAH_23742X209|C79CE6E_002045-T1	B14291|C086813_000546-T1		core	Cytokin_check_N		hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	-9	UTAH_23742X209|C79CE6E_002046-T1	B11299|C72C725_008492-T1		core	Aminotran_4		hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	-8	UTAH_23742X209|C79CE6E_002047-T1	S_740|CA719B2_006832-T1		shell			hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	-7	UTAH_23742X209|C79CE6E_002048-T1	Tucson_4|C189EA8_003520-T1		core	AA_permease,AA_permease_2		hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	-6	UTAH_23742X209|C79CE6E_002049-T1	B3291|CE923C2_002789-T1		core	p450		hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	-5	UTAH_23742X209|C79CE6E_002050-T1	B3344|C50AAF5_002296-T1		core			hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	-4	UTAH_23742X209|C79CE6E_002051-T1	578-1_L_NEW_CPA0049|C79DB71_007391-T1		core	MBOAT_2		hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	-3	UTAH_23742X209|C79CE6E_002052-T1	574-0_S_OLD_CPA0039|C27CBD2_007882-T1		core	Abhydrolase_6,Thioesterase		hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	-2	UTAH_23742X209|C79CE6E_002053-T1	578-1_L_NEW_CPA0049|C79DB71_007393-T1		core	Methyltransf_23,Methyltransf_25		hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	-1	UTAH_23742X209|C79CE6E_002054-T1	Phoenix_1|CDD70D4_007821-T1		core	p450		hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	0	UTAH_23742X209|C79CE6E_002055-T1	5SD|CCCC1E1_001005-T1	F05	core	HrmA	HrmA	hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	1	UTAH_23742X209|C79CE6E_002056-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1		core	APH		hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	2	UTAH_23742X209|C79CE6E_002057-T1	574-0_S_OLD_CPA0039|C27CBD2_007886-T1		shell			hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	3	UTAH_23742X209|C79CE6E_002058-T1	730332_Guatemala|C45F23D_003357-T1		singleton	APH		hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	4	UTAH_23742X209|C79CE6E_002059-T1	578-1_L_NEW_CPA0049|C79DB71_006716-T1		shell			hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	5	UTAH_23742X209|C79CE6E_002060-T1	578-1_L_NEW_CPA0049|C79DB71_006717-T1		core	PK_Tyr_Ser-Thr,Pkinase		hypothetical protein
F05	UTAH_23742X209|C79CE6E_002055-T1	Cp	218	6	UTAH_23742X209|C79CE6E_002061-T1	578-1_L_NEW_CPA0049|C79DB71_006714-T1		core			hypothetical protein
F05	UTAH_20380X5|CB84C48_007381-T1	Cp	222	-6	UTAH_20380X5|CB84C48_007375-T1	B3291|CE923C2_002789-T1		core	p450		hypothetical protein
F05	UTAH_20380X5|CB84C48_007381-T1	Cp	222	-5	UTAH_20380X5|CB84C48_007376-T1	B3344|C50AAF5_002296-T1		core			hypothetical protein
F05	UTAH_20380X5|CB84C48_007381-T1	Cp	222	-4	UTAH_20380X5|CB84C48_007377-T1	578-1_L_NEW_CPA0049|C79DB71_007391-T1		core	MBOAT_2		hypothetical protein
F05	UTAH_20380X5|CB84C48_007381-T1	Cp	222	-3	UTAH_20380X5|CB84C48_007378-T1	574-0_S_OLD_CPA0039|C27CBD2_007882-T1		core	Abhydrolase_6,Thioesterase		hypothetical protein
F05	UTAH_20380X5|CB84C48_007381-T1	Cp	222	-2	UTAH_20380X5|CB84C48_007379-T1	578-1_L_NEW_CPA0049|C79DB71_007393-T1		core	Methyltransf_23,Methyltransf_25		hypothetical protein
F05	UTAH_20380X5|CB84C48_007381-T1	Cp	222	-1	UTAH_20380X5|CB84C48_007380-T1	Phoenix_1|CDD70D4_007821-T1		core	p450		hypothetical protein
F05	UTAH_20380X5|CB84C48_007381-T1	Cp	222	0	UTAH_20380X5|CB84C48_007381-T1	5SD|CCCC1E1_001005-T1	F05	core	HrmA	HrmA	hypothetical protein
F05	UTAH_20380X5|CB84C48_007381-T1	Cp	222	1	UTAH_20380X5|CB84C48_007382-T1	578-1_L_NEW_CPA0049|C79DB71_007395-T1		core	APH		hypothetical protein
F05	UTAH_20380X5|CB84C48_007381-T1	Cp	222	2	UTAH_20380X5|CB84C48_007383-T1	574-0_S_OLD_CPA0039|C27CBD2_007886-T1		shell			hypothetical protein
F05	UTAH_20380X5|CB84C48_007381-T1	Cp	222	3	UTAH_20380X5|CB84C48_007384-T1	Phoenix_2|CE7BF4E_007503-T1		singleton			hypothetical protein
F05	UTAH_20380X5|CB84C48_007381-T1	Cp	222	4	UTAH_20380X5|CB84C48_007385-T1	578-1_L_NEW_CPA0049|C79DB71_006716-T1		shell			hypothetical protein
F05	UTAH_20380X5|CB84C48_007381-T1	Cp	222	5	UTAH_20380X5|CB84C48_007386-T1	578-1_L_NEW_CPA0049|C79DB71_006717-T1		core	PK_Tyr_Ser-Thr,Pkinase		hypothetical protein
F05	UTAH_20380X5|CB84C48_007381-T1	Cp	222	6	UTAH_20380X5|CB84C48_007387-T1	578-1_L_NEW_CPA0049|C79DB71_006714-T1		core			hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	-10	UTAH_20380X16|CAD5A21_000766-T1	578-1_L_NEW_CPA0049|C79DB71_007651-T1		core	RRM_1,eIF2A		hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	-9	UTAH_20380X16|CAD5A21_000767-T1	578-1_L_NEW_CPA0049|C79DB71_007650-T1		core	DEK_C,SWIB		hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	-8	UTAH_20380X16|CAD5A21_000768-T1	578-1_L_NEW_CPA0049|C79DB71_007649-T1		core	DLH		hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	-7	UTAH_20380X16|CAD5A21_000769-T1	578-1_L_NEW_CPA0049|C79DB71_007648-T1		core	NAD_binding_10,NmrA		hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	-6	UTAH_20380X16|CAD5A21_000770-T1	578-1_L_NEW_CPA0049|C79DB71_007647-T1		core	Velvet		hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	-5	UTAH_20380X16|CAD5A21_000771-T1	B15369|C717ABB_007735-T1		core	Fungal_trans_2,Zn_clus		hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	-4	UTAH_20380X16|CAD5A21_000772-T1	GT-131|C0FAE91_002525-T1		core	DUF3602		hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	-3	UTAH_20380X16|CAD5A21_000773-T1	B11080|C6468CC_000418-T1		core	Far-17a_AIG1		hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	-2	UTAH_20380X16|CAD5A21_000774-T1	UTAH_23742X144|CA87B61_004067-T1		core	Pam17		hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	-1	UTAH_20380X16|CAD5A21_000775-T1	578-1_L_NEW_CPA0049|C79DB71_007642-T1		core			hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	0	UTAH_20380X16|CAD5A21_000776-T1	5SD|CCCC1E1_003562-T1	F06	core	HrmA	HrmA	hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	1	UTAH_20380X16|CAD5A21_000777-T1	4SD|C8AA998_007437-T1		core	APH		hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	2	UTAH_20380X16|CAD5A21_000778-T1	5SD|CCCC1E1_003560-T1		core			hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	3	UTAH_20380X16|CAD5A21_000779-T1	SJV_2|CEBEDBD_006543-T1		soft_core	BTB,BTB_2		hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	4	UTAH_20380X16|CAD5A21_000780-T1	h5384|CAF011E_008610-T1		shell			hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	5	UTAH_20380X16|CAD5A21_000781-T1	San_Diego_1|CF4510F_006046-T1		cloud			hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	6	UTAH_20380X16|CAD5A21_000782-T1	B11035|C5FC1D8_002956-T1		shell			hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	7	UTAH_20380X16|CAD5A21_000783-T1	CA7|CFA4D20_008290-T1		shell			hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	8	UTAH_20380X16|CAD5A21_000784-T1	B11198|CD3667B_005482-T1		shell			hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	9	UTAH_20380X16|CAD5A21_000785-T1	B11035|C5FC1D8_002954-T1		shell			hypothetical protein
F06	UTAH_20380X16|CAD5A21_000776-T1	Ci	123	10	UTAH_20380X16|CAD5A21_000786-T1	578-1_L_NEW_CPA0049|C79DB71_007396-T1		core	Acetyltransf_1		hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	-10	UTAH_20380X10|CE3D476_005312-T1	578-1_L_NEW_CPA0049|C79DB71_007396-T1		core	Acetyltransf_1		hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	-9	UTAH_20380X10|CE3D476_005313-T1	B11035|C5FC1D8_002954-T1		shell			hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	-8	UTAH_20380X10|CE3D476_005314-T1	730332_Guatemala|C45F23D_000412-T1		cloud	HAC6_helical		hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	-7	UTAH_20380X10|CE3D476_005315-T1	B11035|C5FC1D8_002956-T1		shell			hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	-6	UTAH_20380X10|CE3D476_005316-T1	UTAH_20380X10|CE3D476_005316-T1		cloud			hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	-5	UTAH_20380X10|CE3D476_005317-T1	B11002|C5E4193_000939-T1		cloud			hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	-4	UTAH_20380X10|CE3D476_005318-T1	5SD|CCCC1E1_003558-T1		shell			hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	-3	UTAH_20380X10|CE3D476_005319-T1	SJV_2|CEBEDBD_006543-T1		soft_core	BTB,BTB_2		hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	-2	UTAH_20380X10|CE3D476_005320-T1	5SD|CCCC1E1_003560-T1		core			hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	-1	UTAH_20380X10|CE3D476_005321-T1	4SD|C8AA998_007437-T1		core	APH		hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	0	UTAH_20380X10|CE3D476_005322-T1	5SD|CCCC1E1_003562-T1	F06	core	HrmA	HrmA	hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	1	UTAH_20380X10|CE3D476_005323-T1	578-1_L_NEW_CPA0049|C79DB71_007642-T1		core			hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	2	UTAH_20380X10|CE3D476_005324-T1	UTAH_23742X144|CA87B61_004067-T1		core	Pam17		hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	3	UTAH_20380X10|CE3D476_005325-T1	B11080|C6468CC_000418-T1		core	Far-17a_AIG1		hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	4	UTAH_20380X10|CE3D476_005326-T1	UTAH_20380X10|CE3D476_005326-T1		singleton	DUF3602		hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	5	UTAH_20380X10|CE3D476_005327-T1	B15369|C717ABB_007735-T1		core	Fungal_trans_2,Zn_clus		hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	6	UTAH_20380X10|CE3D476_005328-T1	GT-123|C56C88A_002347-T1		cloud	Velvet		hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	7	UTAH_20380X10|CE3D476_005329-T1	B11058|C2FAE97_008089-T1		cloud	Velvet		hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	8	UTAH_20380X10|CE3D476_005330-T1	578-1_L_NEW_CPA0049|C79DB71_007648-T1		core	NAD_binding_10,NmrA		hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	9	UTAH_20380X10|CE3D476_005331-T1	578-1_L_NEW_CPA0049|C79DB71_007649-T1		core	DLH		hypothetical protein
F06	UTAH_20380X10|CE3D476_005322-T1	Ci	144	10	UTAH_20380X10|CE3D476_005332-T1	578-1_L_NEW_CPA0049|C79DB71_007650-T1		core	DEK_C,SWIB		hypothetical protein
F07	UTAH_20380X16|CAD5A21_001102-T1	Ci	123	-10	UTAH_20380X16|CAD5A21_001092-T1	B12495|C0ACC3F_005939-T1		core	FMO-like,NAD_binding_8,Pyr_redox_3		hypothetical protein
F07	UTAH_20380X16|CAD5A21_001102-T1	Ci	123	-9	UTAH_20380X16|CAD5A21_001093-T1	GT-168|C1BCFDC_002491-T1		core	Beta-prop_NUP159_NUP214		hypothetical protein
F07	UTAH_20380X16|CAD5A21_001102-T1	Ci	123	-8	UTAH_20380X16|CAD5A21_001094-T1	578-1_L_NEW_CPA0049|C79DB71_005561-T1		core	Pr_beta_C,Proteasome		hypothetical protein
F07	UTAH_20380X16|CAD5A21_001102-T1	Ci	123	-7	UTAH_20380X16|CAD5A21_001095-T1	578-1_L_NEW_CPA0049|C79DB71_005562-T1		core			hypothetical protein
F07	UTAH_20380X16|CAD5A21_001102-T1	Ci	123	-6	UTAH_20380X16|CAD5A21_001096-T1	B3420|C3D0FEC_006561-T1		shell			hypothetical protein
F07	UTAH_20380X16|CAD5A21_001102-T1	Ci	123	-5	UTAH_20380X16|CAD5A21_001097-T1	COCSP-8945|C2B0656_006730-T1		shell			hypothetical protein
F07	UTAH_20380X16|CAD5A21_001102-T1	Ci	123	-4	UTAH_20380X16|CAD5A21_001098-T1	GT-114|CAF5367_005915-T1		shell			hypothetical protein
F07	UTAH_20380X16|CAD5A21_001102-T1	Ci	123	-3	UTAH_20380X16|CAD5A21_001099-T1	B11035|C5FC1D8_001376-T1		shell			hypothetical protein
F07	UTAH_20380X16|CAD5A21_001102-T1	Ci	123	-2	UTAH_20380X16|CAD5A21_001100-T1	5SD|CCCC1E1_000189-T1		core			hypothetical protein
F07	UTAH_20380X16|CAD5A21_001102-T1	Ci	123	-1	UTAH_20380X16|CAD5A21_001101-T1	5SD|CCCC1E1_000190-T1		core			hypothetical protein
F07	UTAH_20380X16|CAD5A21_001102-T1	Ci	123	0	UTAH_20380X16|CAD5A21_001102-T1	5SD|CCCC1E1_000191-T1	F07	core	HrmA	HrmA	hypothetical protein
F07	UTAH_20380X16|CAD5A21_001102-T1	Ci	123	1	UTAH_20380X16|CAD5A21_001103-T1	CA7|CFA4D20_000510-T1		shell	APH		hypothetical protein
F07	UTAH_20380X16|CAD5A21_001102-T1	Ci	123	2	UTAH_20380X16|CAD5A21_001104-T1	5SD|CCCC1E1_000193-T1		core			hypothetical protein
F07	UTAH_20380X16|CAD5A21_001102-T1	Ci	123	3	UTAH_20380X16|CAD5A21_001105-T1	578-1_L_NEW_CPA0049|C79DB71_005567-T1		core	Peptidase_M3		hypothetical protein
