label	family	Short	contig	start	overlapping_gene	overlapping_family	overlapping_is_hrmA_hit
F26	4M3|CB16A6A_002786-T1	COCSP-8945	scaffold_37	178270	COCSP-8945|C2B0656_003994-T1	F31	True
F26	4M3|CB16A6A_002786-T1	Coahuila_1	scaffold_188	24909	Coahuila_1|C1B7581_005066-T1	F04	True
F26	4M3|CB16A6A_002786-T1	GT-100	scaffold_1408	2768	GT-100|C5795B2_007810-T1	F04	True
F26	4M3|CB16A6A_002786-T1	GT-107	scaffold_131	15975	GT-107|C0CA300_008175-T1	F04	True
F26	4M3|CB16A6A_002786-T1	GT-108	scaffold_173	8854	GT-108|C769691_008522-T1	F04	True
F26	4M3|CB16A6A_002786-T1	GT-111	scaffold_256	1788	GT-111|C5A2EA4_008434-T1	F04	True
F26	4M3|CB16A6A_002786-T1	GT-114	scaffold_49	33471	GT-114|CAF5367_005116-T1	F04	True
F26	4M3|CB16A6A_002786-T1	GT-121	scaffold_107	11822	GT-121|CDB778D_008422-T1	F04	True
F26	4M3|CB16A6A_002786-T1	GT-123	scaffold_787	6307	GT-123|C56C88A_006822-T1	F04	True
F26	4M3|CB16A6A_002786-T1	GT-127	scaffold_49	11822	GT-127|C90F574_006460-T1	F04	True
F26	4M3|CB16A6A_002786-T1	GT-128	scaffold_121	27987	GT-128|C01BA78_008043-T1	F04	True
F26	4M3|CB16A6A_002786-T1	GT-146	scaffold_162	19286	GT-146|CDEB87D_008623-T1	F04	True
F26	4M3|CB16A6A_002786-T1	GT-156	scaffold_233	12913	GT-156|C9F5CC4_008363-T1	F04	True
F26	4M3|CB16A6A_002786-T1	GT-169	scaffold_230	4442	GT-169|C64D5CD_008252-T1	F04	True
F26	4M3|CB16A6A_002786-T1	SDVA1	scaffold_112	24909	SDVA1|C29BC70_007935-T1	F04	True
F26	4M3|CB16A6A_002786-T1	SDVA15	scaffold_169	16071	SDVA15|C06EC09_008298-T1	F04	True
F26	4M3|CB16A6A_002786-T1	SDVA2	scaffold_213	20141	SDVA2|C7FB516_008264-T1	F04	True
F26	4M3|CB16A6A_002786-T1	SDVA3	scaffold_27	213391	SDVA3|CB7B8F1_003040-T1	F04	True
F26	4M3|CB16A6A_002786-T1	SDVA36	scaffold_160	21133	SDVA36|C2EFA39_008276-T1	F04	True
F26	4M3|CB16A6A_002786-T1	SDVA4	scaffold_119	43653	SDVA4|C6CFD43_007768-T1	F04	True
F26	4M3|CB16A6A_002786-T1	SDVA41	scaffold_234	21133	SDVA41|C3A076D_007167-T1	F04	True
F26	4M3|CB16A6A_002786-T1	SDVA48	scaffold_289	21133	SDVA48|C651373_007806-T1	F04	True
F26	4M3|CB16A6A_002786-T1	SDVA5	scaffold_135	21133	SDVA5|C600EA0_008505-T1	F04	True
F26	4M3|CB16A6A_002786-T1	SDVA6	scaffold_157	13701	SDVA6|C2E5ED1_008537-T1	F04	True
F26	4M3|CB16A6A_002786-T1	SJV_8	scaffold_153	11840	SJV_8|C93969F_008485-T1	F04	True
F26	4M3|CB16A6A_002786-T1	UTAH_23742X123	scaffold_84	55641	UTAH_23742X123|CF07388_007219-T1	F04	True
F26	4M3|CB16A6A_002786-T1	UTAH_23742X162	scaffold_237	26342	UTAH_23742X162|C879AC5_005093-T1	F04	True
F26	4M3|CB16A6A_002786-T1	UTAH_23742X211	scaffold_212	13701	UTAH_23742X211|CDB7B17_007853-T1	F04	True
F26	4M3|CB16A6A_002786-T1	UTAH_23742X214	scaffold_96	43149	UTAH_23742X214|CF30678_007602-T1	F04	True
F26	4M3|CB16A6A_002786-T1	UTAH_23742X225	scaffold_109	43149	UTAH_23742X225|C759FAD_007805-T1	F04	True
F26	4M3|CB16A6A_002786-T1	UTAH_23742X227	scaffold_102	43149	UTAH_23742X227|C6CBCE1_008423-T1	F04	True
F26	4M3|CB16A6A_002786-T1	UTAH_23742X241	scaffold_126	16071	UTAH_23742X241|CAC4C37_008318-T1	F04	True
F26	4M3|CB16A6A_002786-T1	UTAH_23742X257	scaffold_177	12369	UTAH_23742X257|CDDFF5A_008334-T1	F04	True
F26	4M3|CB16A6A_002786-T1	VFC043	scaffold_116	23783	VFC043|C267DD9_008281-T1	F04	True
F26	4M3|CB16A6A_002786-T1	VFC052	scaffold_136	26578	VFC052|CBE28CD_008399-T1	F04	True
F26	4M3|CB16A6A_002786-T1	h5384	scaffold_173	19239	h5384|CAF011E_007404-T1	F04	True
F40	730332_Guatemala|C45F23D_000045-T1	B0858-Guatemala	scaffold_4	130585			False
F42	730333_Guatemala|C537722_008849-T1	21SD	scaffold_227	17579	21SD|C5E6681_005637-T1;21SD|C5E6681_005638-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	409B-0_L_OLD_CPA0011	scaffold_91	11237	409B-0_L_OLD_CPA0011|C90261E_003889-T1;409B-0_L_OLD_CPA0011|C90261E_003890-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	409B-0_S_OLD_CPA0012	scaffold_191	25785	409B-0_S_OLD_CPA0012|CD06E9E_008093-T1;409B-0_S_OLD_CPA0012|CD06E9E_008094-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	485B-0_S_OLD_CPA0021	scaffold_68	87326	485B-0_S_OLD_CPA0021|CFE8A8D_005786-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	485B-1_L_OLD_CPA0023	scaffold_15	46673	485B-1_L_OLD_CPA0023|C4025D1_002388-T1;485B-1_L_OLD_CPA0023|C4025D1_002389-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	485B-4_S_NEW_CPA0029	scaffold_108	31870	485B-4_S_NEW_CPA0029|CFB3627_006722-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	573-1_L_NEW_CPA0031	scaffold_91	50023	573-1_L_NEW_CPA0031|C24A26E_006533-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	573-1_S_NEW_CPA0033	scaffold_116	34149	573-1_S_NEW_CPA0033|CA22261_007395-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	574-0_L_OLD_CPA0038	scaffold_52	13711	574-0_L_OLD_CPA0038|C74B79A_005079-T1	F01	False
F42	730333_Guatemala|C537722_008849-T1	574-0_S_OLD_CPA0039	scaffold_32	193249	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	F01	False
F42	730333_Guatemala|C537722_008849-T1	574-1_L_NEW_CPA0040	scaffold_119	35186	574-1_L_NEW_CPA0040|CDD7BF6_006398-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	578-1_A_NEW_CPA0048	scaffold_31	180764	578-1_A_NEW_CPA0048|CD3293D_003837-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	578-1_L_NEW_CPA0049	scaffold_3	46669	578-1_L_NEW_CPA0049|C79DB71_000425-T1;578-1_L_NEW_CPA0049|C79DB71_000426-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	578-1_L_NEW_CPA0049_alt	scaffold_36	46678	578-1_L_NEW_CPA0049_alt|C8EFFFA_003964-T1;578-1_L_NEW_CPA0049_alt|C8EFFFA_003965-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	582-1_L_NEW_CPA0064	scaffold_68	38174	582-1_L_NEW_CPA0064|CF9574D_005144-T1;582-1_L_NEW_CPA0064|CF9574D_005145-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B11300	scaffold_1	781387	B11300|C7C73A6_000145-T1;B11300|C7C73A6_000146-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B11343	scaffold_6	76807	B11343|C7ABD37_000117-T1;B11343|C7ABD37_000118-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B11877	scaffold_16	88697	B11877|C18DB3C_001723-T1;B11877|C18DB3C_001724-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B1249_Guatemala	scaffold_797	1591	B1249_Guatemala|C40D72F_008022-T1	F01	True
F42	730333_Guatemala|C537722_008849-T1	B14104	scaffold_11	192738	B14104|CB13135_001099-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B14130	scaffold_36	88522	B14130|CA3266D_002291-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B14134	scaffold_25	92071	B14134|C6821F5_001955-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B16293	scaffold_9	177106	B16293|C591B16_000850-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B3203	scaffold_7	250958	B3203|C5B81D8_001467-T1;B3203|C5B81D8_001468-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B3213	scaffold_86	73352	B3213|CDAADD1_007464-T1;B3213|CDAADD1_007465-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B3236	scaffold_4	235114	B3236|C8950A4_000717-T1;B3236|C8950A4_000718-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B3244	scaffold_18	297625	B3244|CC6B4BB_003220-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B3256	scaffold_88	14973	B3256|C818D8D_007074-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B3292	scaffold_11	58291	B3292|C780200_001678-T1;B3292|C780200_001679-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B3310	scaffold_79	77456	B3310|C2B8E97_006818-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B3313	scaffold_16	100873	B3313|CDF0487_002050-T1	F01	False
F42	730333_Guatemala|C537722_008849-T1	B3345	scaffold_4	180936	B3345|CC9C02F_001091-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B3352	scaffold_8	137477	B3352|C083FA6_001069-T1;B3352|C083FA6_001070-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B3353	scaffold_46	96238	B3353|C210CF2_004680-T1;B3353|C210CF2_004681-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B3374	scaffold_39	167685	B3374|CBF548A_004881-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B3409	scaffold_10	238376	B3409|C7AB0B6_001837-T1	F01	False
F42	730333_Guatemala|C537722_008849-T1	B3411	scaffold_13	486171	B3411|CBD318B_002764-T1;B3411|CBD318B_002765-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B3457	scaffold_15	20577	B3457|C4D20AE_002144-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	B3482	scaffold_38	92096			False
F42	730333_Guatemala|C537722_008849-T1	B3489	scaffold_157	7133			False
F42	730333_Guatemala|C537722_008849-T1	B3491	scaffold_28	100912	B3491|C53B4A4_003831-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	BFF340	scaffold_26	46677	BFF340|CF945FD_003760-T1;BFF340|CF945FD_003761-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	CA17	scaffold_91	10949	CA17|C6A2BBC_006281-T1	F01	False
F42	730333_Guatemala|C537722_008849-T1	CA2	scaffold_213	1808	CA2|CD8B963_008436-T1	B3246|C90A8A7_007655-T1	False
F42	730333_Guatemala|C537722_008849-T1	CA26	scaffold_282	1746	CA26|C27950D_008238-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	CA5	scaffold_50	140686	CA5|C06AC60_003989-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	CA6	scaffold_66	120720	CA6|C814216_007372-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	COCPO_103718	scaffold_361	7041	COCPO_103718|C99D653_007597-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	COCPO_103721	scaffold_168	31578	COCPO_103721|CBC12DE_007332-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	COCPO_103745	scaffold_235	8256	COCPO_103745|C8C19B1_008103-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	COCPO_103827	scaffold_223	11844	COCPO_103827|CE5D4D2_008190-T1;COCPO_103827|CE5D4D2_008191-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	COCPO_114029	scaffold_341	11800	COCPO_114029|CC428BB_007699-T1;COCPO_114029|CC428BB_007700-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	COCPO_114072	scaffold_139	11814	COCPO_114072|CC7CCBF_007675-T1;COCPO_114072|CC7CCBF_007676-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	COCPO_175712	scaffold_250	11800	COCPO_175712|C8DED30_008204-T1;COCPO_175712|C8DED30_008205-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	COCPO_175715	scaffold_197	11800	COCPO_175715|C41446C_008273-T1;COCPO_175715|C41446C_008274-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	COCPO_175716	scaffold_169	31583	COCPO_175716|CF325A9_007522-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	COCPO_185672	scaffold_155	19603	COCPO_185672|C8C6138_008253-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	COCPO_195880	scaffold_151	31579	COCPO_195880|C47BA23_007531-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	COCPO_195881	scaffold_500	7772	COCPO_195881|C49B345_004570-T1;COCPO_195881|C49B345_004571-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	COCPO_195884	scaffold_231	11800	COCPO_195884|C21315E_008057-T1;COCPO_195884|C21315E_008058-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	COCSP-3478	scaffold_118	70493	COCSP-3478|C07E340_007203-T1;COCSP-3478|C07E340_007204-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	COCSP-8945	scaffold_16	63179	COCSP-8945|C2B0656_002064-T1;COCSP-8945|C2B0656_002065-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	COCSP_8725	scaffold_124	25761	COCSP_8725|CCC6481_006886-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	Coahuila_2	scaffold_63	100180	Coahuila_2|CA4B8FB_007335-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	FMC234	scaffold_14	128638	FMC234|CE8A099_001169-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	GT-017	scaffold_2	85841	GT-017|CFB3BA1_000025-T1;GT-017|CFB3BA1_000026-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	GT-118	scaffold_178	39511	GT-118|C574A51_007896-T1;GT-118|C574A51_007897-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	GT-120	scaffold_283	8757	GT-120|CA6F563_008738-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	GT-124	scaffold_97	32357	GT-124|CCCCC48_007375-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	GT-131	scaffold_172	11848	GT-131|C0FAE91_008082-T1;GT-131|C0FAE91_008083-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	GT-139	scaffold_435	9645	GT-139|CB29A3D_004817-T1;GT-139|CB29A3D_004818-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	GT-142	scaffold_157	7614	GT-142|CC1B69C_008248-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	GT-144	scaffold_155	23244	GT-144|C904920_007957-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	GT-149	scaffold_188	13829	GT-149|C5E7948_008208-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	GT-151	scaffold_158	7633	GT-151|CDCC634_008013-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	GT-161	scaffold_264	3338	GT-161|CD86944_008384-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	GT-171	scaffold_157	19625	GT-171|C28DABA_008031-T1;GT-171|C28DABA_008032-T1	GT-144|C904920_007958-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	M198	scaffold_99	18211	M198|C35C849_006378-T1	F01	False
F42	730333_Guatemala|C537722_008849-T1	M1_5	scaffold_175	8250	M1_5|C13DF1D_007893-T1;M1_5|C13DF1D_007894-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	M205	scaffold_51	101977	M205|C3FCDFB_003047-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	M214	scaffold_70	90554	M214|CEF67E7_007936-T1	F01	False
F42	730333_Guatemala|C537722_008849-T1	NM_0369	scaffold_5	283135	NM_0369|CB04693_000569-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	NM_5945	scaffold_192	13788	NM_5945|C37DB6B_008017-T1	F01	False
F42	730333_Guatemala|C537722_008849-T1	RS	scaffold_118	69210	RS|C3CED3A_006397-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SA12	scaffold_2	36218	SA12|CFC3208_000151-T1;SA12|CFC3208_000152-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SA2	scaffold_23	150507	SA2|C79B40C_002775-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SDVA15	scaffold_5	27378	SDVA15|C06EC09_000873-T1;SDVA15|C06EC09_000874-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SDVA17	scaffold_36	27288	SDVA17|CB87396_004396-T1;SDVA17|CB87396_004397-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SDVA36	scaffold_33	210325	SDVA36|C2EFA39_003978-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SDVA39	scaffold_58	87551	SDVA39|C8271C8_006689-T1;SDVA39|C8271C8_006690-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SDVA41	scaffold_206	20981	SDVA41|C3A076D_006774-T1;SDVA41|C3A076D_006775-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SDVA44	scaffold_52	17756	SDVA44|CA3B123_001827-T1;SDVA44|CA3B123_001828-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SDVA48	scaffold_31	141169	SDVA48|C651373_001973-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SDVA5	scaffold_67	87592	SDVA5|C600EA0_006648-T1;SDVA5|C600EA0_006649-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SDVA6	scaffold_8	428105	SDVA6|C2E5ED1_001491-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SJV_1	scaffold_123	10854	SJV_1|CC24633_008327-T1	F01	False
F42	730333_Guatemala|C537722_008849-T1	SOIL_485B-0_L_OLD_CPA0020	scaffold_149	24965	SOIL_485B-0_L_OLD_CPA0020|C06307D_007580-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SOIL_573-2_L_NEW_CPA0035	scaffold_171	33267	SOIL_573-2_L_NEW_CPA0035|CA38200_007519-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SOIL_574-2_L_NEW_CPA0042	scaffold_188	7067	SOIL_574-2_L_NEW_CPA0042|C6930E8_008383-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SOIL_578-1_A_NEW_CPA0048	scaffold_185	7067	SOIL_578-1_A_NEW_CPA0048|CEB879C_008169-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SOIL_580-1_L_NEW_CPA0055	scaffold_428	7005	SOIL_580-1_L_NEW_CPA0055|C4BB30D_004742-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SOIL_580-2_L_NEW_CPA0060	scaffold_262	7056	SOIL_580-2_L_NEW_CPA0060|CB4CF9D_008426-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	SOIL_580-4_L_NEW_CPA0062	scaffold_101	46660	SOIL_580-4_L_NEW_CPA0062|C895AE2_006404-T1;SOIL_580-4_L_NEW_CPA0062|C895AE2_006405-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	San_Antonio_1	scaffold_227	185	San_Antonio_1|C3D3187_008555-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	Sonora_2	scaffold_192	7058	Sonora_2|CB65637_008429-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	TX14	scaffold_174	7019	TX14|CEF4951_008059-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	TX6	scaffold_329	1585	TX6|C41E132_008636-T1;TX6|C41E132_008637-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	Tucson_1	scaffold_159	9964	Tucson_1|C6464A9_008532-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	Tucson_10	scaffold_156	9964	Tucson_10|CEE0D8B_008401-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	Tucson_12	scaffold_125	17881	Tucson_12|CA68045_008383-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	Tucson_13	scaffold_41	180772	Tucson_13|CD60681_006494-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	Tucson_16	scaffold_75	38927	Tucson_16|C57E366_007555-T1;Tucson_16|C57E366_007556-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	Tucson_18	scaffold_175	9964	Tucson_18|C70BF79_008383-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	Tucson_3	scaffold_23	313687	Tucson_3|C06DFB4_004217-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	Tucson_4	scaffold_52	87705	Tucson_4|C189EA8_007191-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	UCSF_10AZ	scaffold_43	152485	UCSF_10AZ|CE941EB_004093-T1	F01	False
F42	730333_Guatemala|C537722_008849-T1	UTAH_23742X199	scaffold_9	253443	UTAH_23742X199|C1AC583_001414-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	UTAH_23742X241	scaffold_117	30951	UTAH_23742X241|CAC4C37_008187-T1;UTAH_23742X241|CAC4C37_008188-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	UTAH_23742X242	scaffold_3	232880	UTAH_23742X242|C99E88C_000644-T1;UTAH_23742X242|C99E88C_000645-T1	CA26|C27950D_008239-T1;VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	UTAH_23742X31	scaffold_150	25501	UTAH_23742X31|CE58396_008350-T1;UTAH_23742X31|CE58396_008351-T1	B15146|CF83403_008585-T1;F01	False
F42	730333_Guatemala|C537722_008849-T1	UTAH_23742X38	scaffold_3	242672	UTAH_23742X38|CD23EB4_000343-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	UTAH_350355	scaffold_17	96134	UTAH_350355|C31EB65_002179-T1	VFC085_CPA0068|CB235D1_004510-T1	False
F42	730333_Guatemala|C537722_008849-T1	UTAH_9443	scaffold_573	4104	UTAH_9443|C5C7054_008732-T1	F01	False
