protein_id	source_proteome
UHM40bin4__k141_24595_200	UHM40bin4
UHM40bin4__k141_24595_340	UHM40bin4
UHM40bin4__k141_24595_379	UHM40bin4
UHM40bin4__k141_35727_39	UHM40bin4
UHM40bin4__k141_38018_16	UHM40bin4
UHM40bin4__k141_38124_95	UHM40bin4
UHM40bin4__k141_42080_43	UHM40bin4
UHM40bin4__k141_51364_2	UHM40bin4
UHM40bin4__k141_51758_102	UHM40bin4
UHM40bin4__k141_51758_109	UHM40bin4
UHM40bin4__k141_51758_17	UHM40bin4
UHM40bin4__k141_51758_7	UHM40bin4
UHM40bin4__k141_51758_92	UHM40bin4
UHM40bin4__k141_58351_58	UHM40bin4
UHM40bin4__k141_70866_49	UHM40bin4
UHM40bin4__k141_79640_58	UHM40bin4
UHM40bin4__k141_79715_14	UHM40bin4
UHM40bin4__k141_80587_59	UHM40bin4
UHM40bin4__k141_80587_61	UHM40bin4
UHM40bin4__k141_80587_62	UHM40bin4
UHM40bin4__k141_83195_29	UHM40bin4
UHM40bin4__k141_84135_18	UHM40bin4
UHM40bin4__k141_84504_25	UHM40bin4
UHM40bin4__k141_84504_35	UHM40bin4
UHM40bin4__k141_85423_18	UHM40bin4
UHM43bin53__k141_100052_9	UHM43bin53
UHM43bin53__k141_10989_77	UHM43bin53
UHM43bin53__k141_111302_26	UHM43bin53
UHM43bin53__k141_111302_36	UHM43bin53
UHM43bin53__k141_111302_89	UHM43bin53
UHM43bin53__k141_115647_11	UHM43bin53
UHM43bin53__k141_117805_26	UHM43bin53
UHM43bin53__k141_13016_1	UHM43bin53
UHM43bin53__k141_141120_15	UHM43bin53
UHM43bin53__k141_143230_2	UHM43bin53
UHM43bin53__k141_144160_26	UHM43bin53
UHM43bin53__k141_148583_32	UHM43bin53
UHM43bin53__k141_157202_1	UHM43bin53
UHM43bin53__k141_25273_2	UHM43bin53
UHM43bin53__k141_26253_55	UHM43bin53
UHM43bin53__k141_26253_56	UHM43bin53
UHM43bin53__k141_2972_55	UHM43bin53
UHM43bin53__k141_63049_34	UHM43bin53
UHM43bin53__k141_69495_28	UHM43bin53
UHM43bin53__k141_80950_13	UHM43bin53
UHM56bin19__k141_100254_1	UHM56bin19
UHM56bin19__k141_106229_3	UHM56bin19
UHM56bin19__k141_106702_15	UHM56bin19
UHM56bin19__k141_113923_4	UHM56bin19
UHM56bin19__k141_114626_2	UHM56bin19
UHM56bin19__k141_115454_11	UHM56bin19
UHM56bin19__k141_117581_4	UHM56bin19
UHM56bin19__k141_121255_3	UHM56bin19
UHM56bin19__k141_125383_3	UHM56bin19
UHM56bin19__k141_12547_3	UHM56bin19
UHM56bin19__k141_126775_3	UHM56bin19
UHM56bin19__k141_15110_4	UHM56bin19
UHM56bin19__k141_20021_2	UHM56bin19
UHM56bin19__k141_20879_1	UHM56bin19
UHM56bin19__k141_23296_4	UHM56bin19
UHM56bin19__k141_28042_7	UHM56bin19
UHM56bin19__k141_31343_6	UHM56bin19
UHM56bin19__k141_3224_3	UHM56bin19
UHM56bin19__k141_33475_3	UHM56bin19
UHM56bin19__k141_33601_7	UHM56bin19
UHM56bin19__k141_34732_5	UHM56bin19
UHM56bin19__k141_50545_2	UHM56bin19
UHM56bin19__k141_62277_4	UHM56bin19
UHM56bin19__k141_66905_5	UHM56bin19
UHM56bin19__k141_75381_4	UHM56bin19
UHM56bin19__k141_7913_6	UHM56bin19
UHM56bin19__k141_85213_2	UHM56bin19
UHM56bin19__k141_88164_3	UHM56bin19
UHM56bin19__k141_90307_4	UHM56bin19
UHM56bin19__k141_92879_3	UHM56bin19
UHM56bin19__k141_93265_3	UHM56bin19
UHM72bin19__k141_102569_34	UHM72bin19
UHM72bin19__k141_102569_83	UHM72bin19
UHM72bin19__k141_102584_22	UHM72bin19
UHM72bin19__k141_104665_14	UHM72bin19
UHM72bin19__k141_104665_26	UHM72bin19
UHM72bin19__k141_104873_1	UHM72bin19
UHM72bin19__k141_108912_8	UHM72bin19
UHM72bin19__k141_109786_77	UHM72bin19
UHM72bin19__k141_109786_78	UHM72bin19
UHM72bin19__k141_109786_80	UHM72bin19
UHM72bin19__k141_111721_144	UHM72bin19
UHM72bin19__k141_111721_34	UHM72bin19
UHM72bin19__k141_116244_7	UHM72bin19
UHM72bin19__k141_117307_28	UHM72bin19
UHM72bin19__k141_117307_70	UHM72bin19
UHM72bin19__k141_118426_76	UHM72bin19
UHM72bin19__k141_122156_73	UHM72bin19
UHM72bin19__k141_125775_121	UHM72bin19
UHM72bin19__k141_125775_43	UHM72bin19
UHM72bin19__k141_125775_9	UHM72bin19
UHM72bin19__k141_26829_28	UHM72bin19
UHM72bin19__k141_32079_12	UHM72bin19
UHM72bin19__k141_32680_14	UHM72bin19
UHM72bin19__k141_32680_20	UHM72bin19
UHM72bin19__k141_32680_27	UHM72bin19
UHM72bin19__k141_33060_145	UHM72bin19
UHM72bin19__k141_33060_184	UHM72bin19
UHM72bin19__k141_33060_209	UHM72bin19
UHM72bin19__k141_40840_39	UHM72bin19
UHM72bin19__k141_44711_1	UHM72bin19
UHM72bin19__k141_44711_69	UHM72bin19
UHM72bin19__k141_44711_79	UHM72bin19
UHM72bin19__k141_53243_70	UHM72bin19
UHM72bin19__k141_58913_3	UHM72bin19
UHM72bin19__k141_6202_9	UHM72bin19
UHM72bin19__k141_64763_112	UHM72bin19
UHM72bin19__k141_64763_33	UHM72bin19
UHM72bin19__k141_66890_101	UHM72bin19
UHM72bin19__k141_66890_156	UHM72bin19
