protein_id	KoxO_050916275	KoxO_016734995	KoxO_030343105	KoxO_030343565	KoxO_030343375	KoxO_900083995	KoxO_004360035	KoxO_030344075	KoxO_051951865	KoxO_017310465	KoxO_929608445	KoxO_040561445	KoxO_024918735	KoxO_900083795	KoxO_053276915	KoxO_902162875
UHM18bin40__k141_186929_7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_188118_32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_198057_133	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_198057_63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_198057_91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_203153_35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_208139_24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_208139_34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_20926_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_212494_43	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM18bin40__k141_212494_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_212831_73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_3277_73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_34875_34	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_36755_14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_36898_26	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_44810_57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_54310_20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_62708_25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_62708_35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_69473_75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_76397_6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_7934_17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_91157_17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_98116_55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_106873_182	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
UHM20bin12__k141_106873_261	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_106873_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_106873_42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_113322_35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_125841_16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_134186_14	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
UHM20bin12__k141_134186_20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_134186_27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_140708_106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_140708_139	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_140708_28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_140708_70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_14922_130	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_14922_35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_153480_8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_157456_27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_164804_120	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_164804_84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_180387_22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_187401_37	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_188320_10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_191723_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_205943_39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_205967_51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_207334_117	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_207334_43	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM20bin12__k141_207334_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_27367_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_29309_40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_30882_77	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0
UHM20bin12__k141_34860_60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_34860_62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_34860_63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_41074_18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_54324_12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_55969_128	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_55969_49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_55969_59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_55969_88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_85957_71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_86214_14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_92491_28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin12__k141_99971_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_100409_33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_104402_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_112877_22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_117011_111	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_117011_38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_11765_37	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_120749_182	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
UHM20bin40__k141_120749_261	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_120749_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_120749_42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_125108_106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_125108_139	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_125108_28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_125108_70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_12709_14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_16819_101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_18329_104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_18329_25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_18329_35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_18329_64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_23853_18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_25346_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_27429_8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_30643_28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_34662_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_398_117	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_398_43	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM20bin40__k141_398_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_47550_17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_47550_53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_55372_16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_58208_71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_58633_39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_62497_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_70555_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_74604_100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_74604_97	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_74604_98	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_80304_14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_80640_77	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0
UHM20bin40__k141_91578_15	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
UHM20bin40__k141_91578_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_91578_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_97855_57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM20bin40__k141_99892_39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_100266_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_109658_26	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_110970_7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_114170_18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_115667_32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_115667_34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_115667_35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_11737_18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_119958_8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_129689_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_17393_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_21582_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_21705_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_24127_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_28899_3	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_3561_12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_4198_17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_44182_17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_47743_29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_47961_17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_49951_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_50715_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_53347_6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_53843_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_57404_6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_61241_12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_62704_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_62723_31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_6278_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_67526_12	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
UHM22bin50__k141_68663_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_69358_17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_76061_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_81500_23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_83165_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_84776_14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_87059_18	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0
UHM22bin50__k141_89440_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_92100_38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_9224_15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin50__k141_97362_13	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
UHM22bin54__k141_113317_33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_113317_35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_113317_36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_121409_12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_121409_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_128148_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_130174_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_137393_182	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
UHM22bin54__k141_137393_261	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_137393_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_137393_367	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_137393_42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_137393_441	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM22bin54__k141_141838_29	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0
UHM22bin54__k141_17918_25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_17918_35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_19628_57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_21733_46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_37640_19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_43604_39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_44955_101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_46464_71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_58058_18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_61806_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_65541_8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_67253_14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_67253_15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_68771_37	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_70979_8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_76989_107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_76989_140	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_76989_29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin54__k141_76989_71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_113251_21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_115521_8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_117344_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_119116_157	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_119116_167	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_119116_221	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_119116_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_119116_83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_120022_50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_120439_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_36163_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_36930_37	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_39986_76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_40293_201	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_40422_105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_46722_221	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_46722_222	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_46722_224	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_56023_71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_57072_30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_57072_66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_64557_182	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
UHM22bin8__k141_64557_261	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_64557_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_64557_367	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_64557_42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_64557_441	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM22bin8__k141_64557_475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_66368_77	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0
UHM22bin8__k141_67375_116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_71470_2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
UHM22bin8__k141_72073_27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_727_104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_727_132	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_727_174	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_727_210	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_727_243	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_727_25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_727_35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_727_64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_73766_12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_73766_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_83923_23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_96553_130	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM22bin8__k141_96553_35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_11489_76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_117478_71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_120590_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_138413_142	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_149076_135	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_149076_163	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_149076_203	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_149076_232	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_149076_24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_149076_242	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_149076_57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_149076_93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_151589_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_15345_200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_19791_57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_21477_182	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
UHM40bin27__k141_21477_261	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_21477_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_21477_367	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_21477_42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_21477_441	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM40bin27__k141_21477_475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_32904_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_46324_59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_49258_66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_49258_67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_49258_69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_49394_153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_49394_207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_49394_217	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_49394_27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_49394_291	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_49394_370	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_58659_24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_58659_60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_63617_92	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_68372_165	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_68372_70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_69199_77	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0
UHM40bin27__k141_80215_15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_87657_15	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
UHM40bin27__k141_87657_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_87657_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin27__k141_89014_71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_107324_8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_110296_93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_115808_53	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM40bin4__k141_115808_87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_118573_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_118573_41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_128239_106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_128239_139	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_128239_28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_128239_70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM40bin4__k141_128943_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
