GROUP,Species,Strain,Protein,DNA,GFF3,Short,TaxonGroup
IN,Aspergillus fumigatus,L-3-11-2,Asfu_L3112.pep.fa,Asfu_L3112.dna.fa,Asfu_L3112.gff3,Asfu_L3112,Barber_cluster5
IN,Aspergillus fumigatus,L-3-22-2,Asfu_L3222.pep.fa,Asfu_L3222.dna.fa,Asfu_L3222.gff3,Asfu_L3222,Barber_cluster6
IN,Aspergillus fumigatus,L-3-7-1,Asfu_L371.pep.fa,Asfu_L371.dna.fa,Asfu_L371.gff3,Asfu_L371,Barber_cluster6
IN,Aspergillus fumigatus,L-3-24-1,Asfu_L3241.pep.fa,Asfu_L3241.dna.fa,Asfu_L3241.gff3,Asfu_L3241,Barber_cluster6
IN,Aspergillus fumigatus,L-3-13-2,Asfu_L3132.pep.fa,Asfu_L3132.dna.fa,Asfu_L3132.gff3,Asfu_L3132,Barber_cluster6
IN,Aspergillus fumigatus,L-3-13-1,Asfu_L3131.pep.fa,Asfu_L3131.dna.fa,Asfu_L3131.gff3,Asfu_L3131,Barber_cluster6
IN,Aspergillus fumigatus,L-3-11-1,Asfu_L3111.pep.fa,Asfu_L3111.dna.fa,Asfu_L3111.gff3,Asfu_L3111,Barber_cluster5
IN,Aspergillus fumigatus,L-3-15-2,Asfu_L3152.pep.fa,Asfu_L3152.dna.fa,Asfu_L3152.gff3,Asfu_L3152,Barber_cluster1
IN,Aspergillus fumigatus,L-3-21-3,Asfu_L3213.pep.fa,Asfu_L3213.dna.fa,Asfu_L3213.gff3,Asfu_L3213,Barber_cluster3
IN,Aspergillus fumigatus,L-3-21-1,Asfu_L3211.pep.fa,Asfu_L3211.dna.fa,Asfu_L3211.gff3,Asfu_L3211,Barber_cluster2
IN,Aspergillus fumigatus,G-2-3-1,Asfu_G231.pep.fa,Asfu_G231.dna.fa,Asfu_G231.gff3,Asfu_G231,Barber_cluster4
IN,Aspergillus fumigatus,G-2-9-2,Asfu_G292.pep.fa,Asfu_G292.dna.fa,Asfu_G292.gff3,Asfu_G292,Barber_cluster3
IN,Aspergillus fumigatus,G-2-5-2,Asfu_G252.pep.fa,Asfu_G252.dna.fa,Asfu_G252.gff3,Asfu_G252,Barber_cluster2
IN,Aspergillus fumigatus,G-2-14-1,Asfu_G2141.pep.fa,Asfu_G2141.dna.fa,Asfu_G2141.gff3,Asfu_G2141,Barber_cluster5
IN,Aspergillus fumigatus,G-2-1-2,Asfu_G212.pep.fa,Asfu_G212.dna.fa,Asfu_G212.gff3,Asfu_G212,Barber_cluster4
IN,Aspergillus fumigatus,G-2-6-1,Asfu_G261.pep.fa,Asfu_G261.dna.fa,Asfu_G261.gff3,Asfu_G261,Barber_cluster3
IN,Aspergillus fumigatus,G-2-22-4,Asfu_G2224.pep.fa,Asfu_G2224.dna.fa,Asfu_G2224.gff3,Asfu_G2224,Barber_cluster1
IN,Aspergillus fumigatus,C-1-90L-1,Asfu_C190L1.pep.fa,Asfu_C190L1.dna.fa,Asfu_C190L1.gff3,Asfu_C190L1,Barber_cluster5
IN,Aspergillus fumigatus,H-1-26-1,Asfu_H1261.pep.fa,Asfu_H1261.dna.fa,Asfu_H1261.gff3,Asfu_H1261,Barber_cluster2
IN,Aspergillus fumigatus,F-1-14-1,Asfu_F1141.pep.fa,Asfu_F1141.dna.fa,Asfu_F1141.gff3,Asfu_F1141,Barber_cluster6
IN,Aspergillus fumigatus,C-1-24L-3,Asfu_C124L3.pep.fa,Asfu_C124L3.dna.fa,Asfu_C124L3.gff3,Asfu_C124L3,Barber_cluster6
IN,Aspergillus fumigatus,I-1-49-3,Asfu_I1493.pep.fa,Asfu_I1493.dna.fa,Asfu_I1493.gff3,Asfu_I1493,Barber_cluster2
IN,Aspergillus fumigatus,I-1-48-3,Asfu_I1483.pep.fa,Asfu_I1483.dna.fa,Asfu_I1483.gff3,Asfu_I1483,Barber_cluster5
IN,Aspergillus fumigatus,H-1-23-3,Asfu_H1233.pep.fa,Asfu_H1233.dna.fa,Asfu_H1233.gff3,Asfu_H1233,Barber_cluster6
IN,Aspergillus fumigatus,H-1-10-6,Asfu_H1106.pep.fa,Asfu_H1106.dna.fa,Asfu_H1106.gff3,Asfu_H1106,Barber_cluster5
IN,Aspergillus fumigatus,C-1-66L-3,Asfu_C166L3.pep.fa,Asfu_C166L3.dna.fa,Asfu_C166L3.gff3,Asfu_C166L3,Barber_cluster4
IN,Aspergillus fumigatus,H-1-1-2,Asfu_H112.pep.fa,Asfu_H112.dna.fa,Asfu_H112.gff3,Asfu_H112,Barber_cluster6
IN,Aspergillus fumigatus,C-1-66L-2,Asfu_C166L2.pep.fa,Asfu_C166L2.dna.fa,Asfu_C166L2.gff3,Asfu_C166L2,Barber_cluster6
IN,Aspergillus fumigatus,K-1-8L-3,Asfu_K18L3.pep.fa,Asfu_K18L3.dna.fa,Asfu_K18L3.gff3,Asfu_K18L3,Barber_cluster5
IN,Aspergillus fumigatus,K-1-48s-1,Asfu_K148s1.pep.fa,Asfu_K148s1.dna.fa,Asfu_K148s1.gff3,Asfu_K148s1,Barber_cluster5
IN,Aspergillus fumigatus,K-1-1L-2,Asfu_K11L2.pep.fa,Asfu_K11L2.dna.fa,Asfu_K11L2.gff3,Asfu_K11L2,Barber_cluster2
IN,Aspergillus fumigatus,C-1-64L-2,Asfu_C164L2.pep.fa,Asfu_C164L2.dna.fa,Asfu_C164L2.gff3,Asfu_C164L2,Barber_cluster7
IN,Aspergillus fumigatus,H-1-29-2,Asfu_H1292.pep.fa,Asfu_H1292.dna.fa,Asfu_H1292.gff3,Asfu_H1292,Barber_cluster6
IN,Aspergillus fumigatus,E-1-20-2,Asfu_E1202.pep.fa,Asfu_E1202.dna.fa,Asfu_E1202.gff3,Asfu_E1202,Barber_cluster1
IN,Aspergillus fumigatus,L-2-13-4,Asfu_L2134.pep.fa,Asfu_L2134.dna.fa,Asfu_L2134.gff3,Asfu_L2134,Barber_cluster6
IN,Aspergillus fumigatus,H-1-21-9,Asfu_H1219.pep.fa,Asfu_H1219.dna.fa,Asfu_H1219.gff3,Asfu_H1219,Barber_cluster5
IN,Aspergillus fumigatus,H-1-30-2,Asfu_H1302.pep.fa,Asfu_H1302.dna.fa,Asfu_H1302.gff3,Asfu_H1302,Barber_cluster3
IN,Aspergillus fumigatus,A-3-40L-1,Asfu_A340L1.pep.fa,Asfu_A340L1.dna.fa,Asfu_A340L1.gff3,Asfu_A340L1,Barber_cluster2
IN,Aspergillus fumigatus,H-1-21-5,Asfu_H1215.pep.fa,Asfu_H1215.dna.fa,Asfu_H1215.gff3,Asfu_H1215,Barber_cluster5
IN,Aspergillus fumigatus,A-3-45L-2,Asfu_A345L2.pep.fa,Asfu_A345L2.dna.fa,Asfu_A345L2.gff3,Asfu_A345L2,Barber_cluster6
IN,Aspergillus fumigatus,A-3-46s-1,Asfu_A346s1.pep.fa,Asfu_A346s1.dna.fa,Asfu_A346s1.gff3,Asfu_A346s1,Barber_cluster7
IN,Aspergillus fumigatus,L-2-21-2,Asfu_L2212.pep.fa,Asfu_L2212.dna.fa,Asfu_L2212.gff3,Asfu_L2212,Barber_cluster7
IN,Aspergillus fumigatus,L-2-4-3,Asfu_L243.pep.fa,Asfu_L243.dna.fa,Asfu_L243.gff3,Asfu_L243,Barber_cluster6
IN,Aspergillus fumigatus,L-2-24-1,Asfu_L2241.pep.fa,Asfu_L2241.dna.fa,Asfu_L2241.gff3,Asfu_L2241,Barber_cluster3
IN,Aspergillus fumigatus,A-3-43s-1,Asfu_A343s1.pep.fa,Asfu_A343s1.dna.fa,Asfu_A343s1.gff3,Asfu_A343s1,Barber_cluster1
IN,Aspergillus fumigatus,A-2-36s-3,Asfu_A236s3.pep.fa,Asfu_A236s3.dna.fa,Asfu_A236s3.gff3,Asfu_A236s3,Barber_cluster3
IN,Aspergillus fumigatus,A-2-35s-1,Asfu_A235s1.pep.fa,Asfu_A235s1.dna.fa,Asfu_A235s1.gff3,Asfu_A235s1,Barber_cluster3
IN,Aspergillus fumigatus,C-1-33L-2,Asfu_C133L2.pep.fa,Asfu_C133L2.dna.fa,Asfu_C133L2.gff3,Asfu_C133L2,Barber_cluster7
IN,Aspergillus fumigatus,C-1-40L-2,Asfu_C140L2.pep.fa,Asfu_C140L2.dna.fa,Asfu_C140L2.gff3,Asfu_C140L2,Barber_cluster6
IN,Aspergillus fumigatus,E-1-37L-2,Asfu_E137L2.pep.fa,Asfu_E137L2.dna.fa,Asfu_E137L2.gff3,Asfu_E137L2,Barber_cluster6
IN,Aspergillus fumigatus,E-1-46-2,Asfu_E1462.pep.fa,Asfu_E1462.dna.fa,Asfu_E1462.gff3,Asfu_E1462,Barber_cluster2
IN,Aspergillus fumigatus,C-1-28L-1,Asfu_C128L1.pep.fa,Asfu_C128L1.dna.fa,Asfu_C128L1.gff3,Asfu_C128L1,Barber_cluster6
IN,Aspergillus fumigatus,C-1-30L-1,Asfu_C130L1.pep.fa,Asfu_C130L1.dna.fa,Asfu_C130L1.gff3,Asfu_C130L1,Barber_cluster6
IN,Aspergillus fumigatus,C-1-31s-1,Asfu_C131s1.pep.fa,Asfu_C131s1.dna.fa,Asfu_C131s1.gff3,Asfu_C131s1,Barber_cluster6
IN,Aspergillus fumigatus,B-1-30-1,Asfu_B1301.pep.fa,Asfu_B1301.dna.fa,Asfu_B1301.gff3,Asfu_B1301,Barber_cluster5
IN,Aspergillus fumigatus,H-1-15-2,Asfu_H1152.pep.fa,Asfu_H1152.dna.fa,Asfu_H1152.gff3,Asfu_H1152,Barber_cluster6
IN,Aspergillus fumigatus,B-1-32-3,Asfu_B1323.pep.fa,Asfu_B1323.dna.fa,Asfu_B1323.gff3,Asfu_B1323,Barber_cluster6
IN,Aspergillus fumigatus,D-2-15L-3,Asfu_D215L3.pep.fa,Asfu_D215L3.dna.fa,Asfu_D215L3.gff3,Asfu_D215L3,Barber_cluster2
IN,Aspergillus fumigatus,I-1-2-2,Asfu_I122.pep.fa,Asfu_I122.dna.fa,Asfu_I122.gff3,Asfu_I122,Barber_cluster1
IN,Aspergillus fumigatus,I-1-2-4,Asfu_I124.pep.fa,Asfu_I124.dna.fa,Asfu_I124.gff3,Asfu_I124,Barber_cluster6
IN,Aspergillus fumigatus,I-1-19-2,Asfu_I1192.pep.fa,Asfu_I1192.dna.fa,Asfu_I1192.gff3,Asfu_I1192,Barber_cluster7
IN,Aspergillus fumigatus,I-1-32-1,Asfu_I1321.pep.fa,Asfu_I1321.dna.fa,Asfu_I1321.gff3,Asfu_I1321,Barber_cluster3
IN,Aspergillus fumigatus,I-1-32-2,Asfu_I1322.pep.fa,Asfu_I1322.dna.fa,Asfu_I1322.gff3,Asfu_I1322,Barber_cluster5
IN,Aspergillus fumigatus,I-1-22-4,Asfu_I1224.pep.fa,Asfu_I1224.dna.fa,Asfu_I1224.gff3,Asfu_I1224,Barber_cluster1
IN,Aspergillus fumigatus,I-1-22-5,Asfu_I1225.pep.fa,Asfu_I1225.dna.fa,Asfu_I1225.gff3,Asfu_I1225,Barber_cluster1
IN,Aspergillus fumigatus,I-1-12-1,Asfu_I1121.pep.fa,Asfu_I1121.dna.fa,Asfu_I1121.gff3,Asfu_I1121,Barber_cluster7
IN,Aspergillus fumigatus,D-2-26s-1,Asfu_D226s1.pep.fa,Asfu_D226s1.dna.fa,Asfu_D226s1.gff3,Asfu_D226s1,Barber_cluster6
IN,Aspergillus fumigatus,I-1-25-1,Asfu_I1251.pep.fa,Asfu_I1251.dna.fa,Asfu_I1251.gff3,Asfu_I1251,Barber_cluster7
IN,Aspergillus fumigatus,F-1-3L-1,Asfu_F13L1.pep.fa,Asfu_F13L1.dna.fa,Asfu_F13L1.gff3,Asfu_F13L1,Barber_cluster6
IN,Aspergillus fumigatus,F-1-13L-3,Asfu_F113L3.pep.fa,Asfu_F113L3.dna.fa,Asfu_F113L3.gff3,Asfu_F113L3,Barber_cluster2
IN,Aspergillus fumigatus,F-1-33L-2,Asfu_F133L2.pep.fa,Asfu_F133L2.dna.fa,Asfu_F133L2.gff3,Asfu_F133L2,Barber_cluster1
IN,Aspergillus fumigatus,C-1-93s-1,Asfu_C193s1.pep.fa,Asfu_C193s1.dna.fa,Asfu_C193s1.gff3,Asfu_C193s1,Barber_cluster2
IN,Aspergillus fumigatus,F-1-13L-1,Asfu_F113L1.pep.fa,Asfu_F113L1.dna.fa,Asfu_F113L1.gff3,Asfu_F113L1,Barber_cluster2
IN,Aspergillus fumigatus,K-1-12L-1,Asfu_K112L1.pep.fa,Asfu_K112L1.dna.fa,Asfu_K112L1.gff3,Asfu_K112L1,Barber_cluster4
IN,Aspergillus fumigatus,F-1-4L-1,Asfu_F14L1.pep.fa,Asfu_F14L1.dna.fa,Asfu_F14L1.gff3,Asfu_F14L1,Barber_cluster6
IN,Aspergillus fumigatus,K-1-4s-1_2,Asfu_K14s1_2.pep.fa,Asfu_K14s1_2.dna.fa,Asfu_K14s1_2.gff3,Asfu_K14s1_2,Barber_cluster7
IN,Aspergillus fumigatus,K-1-24L-1,Asfu_K124L1.pep.fa,Asfu_K124L1.dna.fa,Asfu_K124L1.gff3,Asfu_K124L1,Barber_cluster2
IN,Aspergillus fumigatus,F-1-10L-1,Asfu_F110L1.pep.fa,Asfu_F110L1.dna.fa,Asfu_F110L1.gff3,Asfu_F110L1,Barber_cluster7
IN,Aspergillus fumigatus,L-2-11-4,Asfu_L2114.pep.fa,Asfu_L2114.dna.fa,Asfu_L2114.gff3,Asfu_L2114,Barber_cluster2
IN,Aspergillus fumigatus,L-2-11-2,Asfu_L2112.pep.fa,Asfu_L2112.dna.fa,Asfu_L2112.gff3,Asfu_L2112,Barber_cluster7
IN,Aspergillus fumigatus,L-2-22-4,Asfu_L2224.pep.fa,Asfu_L2224.dna.fa,Asfu_L2224.gff3,Asfu_L2224,Barber_cluster5
IN,Aspergillus fumigatus,L-2-16-3,Asfu_L2163.pep.fa,Asfu_L2163.dna.fa,Asfu_L2163.gff3,Asfu_L2163,Barber_cluster6
IN,Aspergillus fumigatus,L-2-15-4,Asfu_L2154.pep.fa,Asfu_L2154.dna.fa,Asfu_L2154.gff3,Asfu_L2154,Barber_cluster2
IN,Aspergillus fumigatus,L-2-9-5,Asfu_L295.pep.fa,Asfu_L295.dna.fa,Asfu_L295.gff3,Asfu_L295,Barber_cluster6
IN,Aspergillus fumigatus,L-2-7-1,Asfu_L271.pep.fa,Asfu_L271.dna.fa,Asfu_L271.gff3,Asfu_L271,Barber_cluster6
IN,Aspergillus fumigatus,L-2-7-2,Asfu_L272.pep.fa,Asfu_L272.dna.fa,Asfu_L272.gff3,Asfu_L272,Barber_cluster2
IN,Aspergillus fumigatus,L-2-9-1,Asfu_L291.pep.fa,Asfu_L291.dna.fa,Asfu_L291.gff3,Asfu_L291,Barber_cluster6
IN,Aspergillus fumigatus,L-2-17-1,Asfu_L2171.pep.fa,Asfu_L2171.dna.fa,Asfu_L2171.gff3,Asfu_L2171,Barber_cluster6
IN,Aspergillus fumigatus,L-2-16-1,Asfu_L2161.pep.fa,Asfu_L2161.dna.fa,Asfu_L2161.gff3,Asfu_L2161,Barber_cluster6
IN,Aspergillus fumigatus,K-1-4s-1,Asfu_K14s1.pep.fa,Asfu_K14s1.dna.fa,Asfu_K14s1.gff3,Asfu_K14s1,Barber_cluster7
IN,Aspergillus fumigatus,K-1-3L-4,Asfu_K13L4.pep.fa,Asfu_K13L4.dna.fa,Asfu_K13L4.gff3,Asfu_K13L4,Barber_cluster2
IN,Aspergillus fumigatus,K-1-18L-6,Asfu_K118L6.pep.fa,Asfu_K118L6.dna.fa,Asfu_K118L6.gff3,Asfu_K118L6,Barber_cluster3
IN,Aspergillus fumigatus,K-1-8L-1,Asfu_K18L1.pep.fa,Asfu_K18L1.dna.fa,Asfu_K18L1.gff3,Asfu_K18L1,Barber_cluster7
IN,Aspergillus fumigatus,K-1-1L-5,Asfu_K11L5.pep.fa,Asfu_K11L5.dna.fa,Asfu_K11L5.gff3,Asfu_K11L5,Barber_cluster2
IN,Aspergillus fumigatus,K-1-32s-1,Asfu_K132s1.pep.fa,Asfu_K132s1.dna.fa,Asfu_K132s1.gff3,Asfu_K132s1,Barber_cluster3
IN,Aspergillus fumigatus,D-2-39L-2,Asfu_D239L2.pep.fa,Asfu_D239L2.dna.fa,Asfu_D239L2.gff3,Asfu_D239L2,Barber_cluster7
IN,Aspergillus fumigatus,K-1-18L-3,Asfu_K118L3.pep.fa,Asfu_K118L3.dna.fa,Asfu_K118L3.gff3,Asfu_K118L3,Barber_cluster3
IN,Aspergillus fumigatus,K-1-34L-1,Asfu_K134L1.pep.fa,Asfu_K134L1.dna.fa,Asfu_K134L1.gff3,Asfu_K134L1,Barber_cluster5
IN,Aspergillus fumigatus,K-1-3L-2,Asfu_K13L2.pep.fa,Asfu_K13L2.dna.fa,Asfu_K13L2.gff3,Asfu_K13L2,Barber_cluster1
IN,Aspergillus fumigatus,A-2-47s-3,Asfu_A247s3.pep.fa,Asfu_A247s3.dna.fa,Asfu_A247s3.gff3,Asfu_A247s3,Barber_cluster6
IN,Aspergillus fumigatus,A-2-47L-2,Asfu_A247L2.pep.fa,Asfu_A247L2.dna.fa,Asfu_A247L2.gff3,Asfu_A247L2,Barber_cluster6
IN,Aspergillus fumigatus,A-2-48s-2,Asfu_A248s2.pep.fa,Asfu_A248s2.dna.fa,Asfu_A248s2.gff3,Asfu_A248s2,Barber_cluster5
IN,Aspergillus fumigatus,A-2-27s-1,Asfu_A227s1.pep.fa,Asfu_A227s1.dna.fa,Asfu_A227s1.gff3,Asfu_A227s1,Barber_cluster5
IN,Aspergillus fumigatus,D-2-44L-1,Asfu_D244L1.pep.fa,Asfu_D244L1.dna.fa,Asfu_D244L1.gff3,Asfu_D244L1,Barber_cluster4
IN,Aspergillus fumigatus,D-2-43L-1,Asfu_D243L1.pep.fa,Asfu_D243L1.dna.fa,Asfu_D243L1.gff3,Asfu_D243L1,Barber_cluster4
IN,Aspergillus fumigatus,A-2-26s-2,Asfu_A226s2.pep.fa,Asfu_A226s2.dna.fa,Asfu_A226s2.gff3,Asfu_A226s2,Barber_cluster3
IN,Aspergillus fumigatus,B-1-73L-1,Asfu_B173L1.pep.fa,Asfu_B173L1.dna.fa,Asfu_B173L1.gff3,Asfu_B173L1,Barber_cluster6
IN,Aspergillus fumigatus,B-1-66L-1,Asfu_B166L1.pep.fa,Asfu_B166L1.dna.fa,Asfu_B166L1.gff3,Asfu_B166L1,Barber_cluster4
IN,Aspergillus fumigatus,B-1-78L-1,Asfu_B178L1.pep.fa,Asfu_B178L1.dna.fa,Asfu_B178L1.gff3,Asfu_B178L1,Barber_cluster2
IN,Aspergillus fumigatus,C-1-76s-2,Asfu_C176s2.pep.fa,Asfu_C176s2.dna.fa,Asfu_C176s2.gff3,Asfu_C176s2,Barber_cluster2
IN,Aspergillus fumigatus,D-2-32L-1,Asfu_D232L1.pep.fa,Asfu_D232L1.dna.fa,Asfu_D232L1.gff3,Asfu_D232L1,Barber_cluster4
IN,Aspergillus fumigatus,C-1-24L-2,Asfu_C124L2.pep.fa,Asfu_C124L2.dna.fa,Asfu_C124L2.gff3,Asfu_C124L2,Barber_cluster7
IN,Aspergillus fumigatus,M.20.0011028,Asfu_M200011028.pep.fa,Asfu_M200011028.dna.fa,Asfu_M200011028.gff3,Asfu_M200011028,Mash_clade_3
IN,Aspergillus fumigatus,M.20.0011027,Asfu_M200011027.pep.fa,Asfu_M200011027.dna.fa,Asfu_M200011027.gff3,Asfu_M200011027,Mash_clade_3
IN,Aspergillus fumigatus,0030661546 AFU 25/06,Asfu_0030661546_AFU_2506.pep.fa,Asfu_0030661546_AFU_2506.dna.fa,Asfu_0030661546_AFU_2506.gff3,Asfu_0030661546_AFU_2506,Mash_clade_3
IN,Aspergillus fumigatus,5.1TA,Asfu_51TA.pep.fa,Asfu_51TA.dna.fa,Asfu_51TA.gff3,Asfu_51TA,Mash_clade_0
IN,Aspergillus fumigatus,070 01-70-BAL-1,Asfu_070_0170BAL1.pep.fa,Asfu_070_0170BAL1.dna.fa,Asfu_070_0170BAL1.gff3,Asfu_070_0170BAL1,Mash_clade_0
IN,Aspergillus fumigatus,0040673067 AFU 30/06,Asfu_0040673067_AFU_3006.pep.fa,Asfu_0040673067_AFU_3006.dna.fa,Asfu_0040673067_AFU_3006.gff3,Asfu_0040673067_AFU_3006,Mash_clade_0
IN,Aspergillus fumigatus,0040668669 AFU 30/06,Asfu_0040668669_AFU_3006.pep.fa,Asfu_0040668669_AFU_3006.dna.fa,Asfu_0040668669_AFU_3006.gff3,Asfu_0040668669_AFU_3006,Mash_clade_1
IN,Aspergillus fumigatus,0040675686 AFU 30/06,Asfu_0040675686_AFU_3006.pep.fa,Asfu_0040675686_AFU_3006.dna.fa,Asfu_0040675686_AFU_3006.gff3,Asfu_0040675686_AFU_3006,Mash_clade_1
IN,Aspergillus fumigatus,0040679185 AFU 30/06,Asfu_0040679185_AFU_3006.pep.fa,Asfu_0040679185_AFU_3006.dna.fa,Asfu_0040679185_AFU_3006.gff3,Asfu_0040679185_AFU_3006,Mash_clade_3
IN,Aspergillus fumigatus,0040676010 AFU 30/06,Asfu_0040676010_AFU_3006.pep.fa,Asfu_0040676010_AFU_3006.dna.fa,Asfu_0040676010_AFU_3006.gff3,Asfu_0040676010_AFU_3006,Mash_clade_0
IN,Aspergillus fumigatus,0040676907 AFU 25/06,Asfu_0040676907_AFU_2506.pep.fa,Asfu_0040676907_AFU_2506.dna.fa,Asfu_0040676907_AFU_2506.gff3,Asfu_0040676907_AFU_2506,Mash_clade_3
IN,Aspergillus fumigatus,AF100-9B,Asfu_AF1009B.pep.fa,Asfu_AF1009B.dna.fa,Asfu_AF1009B.gff3,Asfu_AF1009B,DAPC_Clade_1
IN,Aspergillus fumigatus,ATCC 42202,Asfu_ATCC_42202.pep.fa,Asfu_ATCC_42202.dna.fa,Asfu_ATCC_42202.gff3,Asfu_ATCC_42202,DAPC_Clade_3
IN,Aspergillus fumigatus,47-10,Asfu_4710.pep.fa,Asfu_4710.dna.fa,Asfu_4710.gff3,Asfu_4710,Mash_clade_3
IN,Aspergillus fumigatus,47-4,Asfu_474.pep.fa,Asfu_474.dna.fa,Asfu_474.gff3,Asfu_474,Mash_clade_3
IN,Aspergillus fumigatus,08-19-02-30,Asfu_08190230.pep.fa,Asfu_08190230.dna.fa,Asfu_08190230.gff3,Asfu_08190230,DAPC_Clade_1
IN,Aspergillus fumigatus,ATCC 13073,Asfu_ATCC_13073.pep.fa,Asfu_ATCC_13073.dna.fa,Asfu_ATCC_13073.gff3,Asfu_ATCC_13073,DAPC_Clade_3
IN,Aspergillus fumigatus,B5233,Asfu_B5233.pep.fa,Asfu_B5233.dna.fa,Asfu_B5233.gff3,Asfu_B5233,DAPC_Clade_3
IN,Aspergillus fumigatus,ATCC 46645,Asfu_ATCC_46645.pep.fa,Asfu_ATCC_46645.dna.fa,Asfu_ATCC_46645.gff3,Asfu_ATCC_46645,DAPC_Clade_2
IN,Aspergillus fumigatus,H237,Asfu_H237.pep.fa,Asfu_H237.dna.fa,Asfu_H237.gff3,Asfu_H237,DAPC_Clade_3
IN,Aspergillus fumigatus,W72310,Asfu_W72310.pep.fa,Asfu_W72310.dna.fa,Asfu_W72310.gff3,Asfu_W72310,Mash_clade_1
IN,Aspergillus fumigatus,D141,Asfu_D141.pep.fa,Asfu_D141.dna.fa,Asfu_D141.gff3,Asfu_D141,DAPC_Clade_3
IN,Aspergillus fumigatus,UD1,Asfu_UD1.pep.fa,Asfu_UD1.dna.fa,Asfu_UD1.gff3,Asfu_UD1,Mash_clade_3
IN,Aspergillus fumigatus,AfB8,Asfu_AfB8.pep.fa,Asfu_AfB8.dna.fa,Asfu_AfB8.gff3,Asfu_AfB8,Mash_clade_0
IN,Aspergillus fumigatus,AfB2,Asfu_AfB2.pep.fa,Asfu_AfB2.dna.fa,Asfu_AfB2.gff3,Asfu_AfB2,Mash_clade_0
IN,Aspergillus fumigatus,AfB7,Asfu_AfB7.pep.fa,Asfu_AfB7.dna.fa,Asfu_AfB7.gff3,Asfu_AfB7,Mash_clade_0
IN,Aspergillus fumigatus,AfB6,Asfu_AfB6.pep.fa,Asfu_AfB6.dna.fa,Asfu_AfB6.gff3,Asfu_AfB6,Mash_clade_0
IN,Aspergillus fumigatus,eAF1023,Asfu_eAF1023.pep.fa,Asfu_eAF1023.dna.fa,Asfu_eAF1023.gff3,Asfu_eAF1023,Mash_clade_1
IN,Aspergillus fumigatus,eAF1090,Asfu_eAF1090.pep.fa,Asfu_eAF1090.dna.fa,Asfu_eAF1090.gff3,Asfu_eAF1090,Mash_clade_1
IN,Aspergillus fumigatus,eAF1436,Asfu_eAF1436.pep.fa,Asfu_eAF1436.dna.fa,Asfu_eAF1436.gff3,Asfu_eAF1436,Mash_clade_2
IN,Aspergillus fumigatus,A1163,Asfu_A1163.pep.fa,Asfu_A1163.dna.fa,Asfu_A1163.gff3,Asfu_A1163,DAPC_Clade_1
IN,Aspergillus fumigatus,Af293,UP000002530_330879.pep.fa,UP000002530_330879.dna.fa,UP000002530_330879.gff3,Asfu_Af293,DAPC_Clade_1
IN,Aspergillus fumigatus,Z5,Asfu_Z5.pep.fa,Asfu_Z5.dna.fa,Asfu_Z5.gff3,Asfu_Z5,Mash_clade_2
